"plh0193","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Rural Area","Female","255","0.078284503111145","0.0696985104500739","0.0868704957722161","4"
"Disagree fully","2003","Urban Area","Male","801","0.104408061758004","0.0973097366208087","0.1115063868952","4"
"Disagree fully","2003","Urban Area","Female","826","0.102030174020947","0.0952768276247453","0.108783520417148","4"
"Disagree fully","2003","Rural Area","Male","260","0.0778850494463724","0.0690607122194812","0.0867093866732636","4"
"Fully agree","2003","Urban Area","Male","601","0.089705153073963","0.0830717937765072","0.0963385123714188","1"
"Fully agree","2003","Urban Area","Female","627","0.0897646956884782","0.0833871517357735","0.0961422396411829","1"
"Fully agree","2003","Rural Area","Male","301","0.0894433078151304","0.0800462924675744","0.0988403231626863","1"
"Fully agree","2003","Rural Area","Female","300","0.0887487761091769","0.0796589742359824","0.0978385779823714","1"
"Rather agree","2003","Rural Area","Female","1398","0.365558775674335","0.350165591241498","0.380951960107171","2"
"Rather agree","2003","Urban Area","Male","2237","0.327699299012659","0.316803644549412","0.338594953475907","2"
"Rather agree","2003","Urban Area","Female","2455","0.332745399105601","0.322232423443687","0.343258374767516","2"
"Rather agree","2003","Rural Area","Male","1282","0.365385983667238","0.349529996464976","0.3812419708695","2"
"Rather disagree","2003","Urban Area","Male","3490","0.478187486155374","0.466591968753647","0.4897830035571","3"
"Rather disagree","2003","Urban Area","Female","3809","0.475459731184974","0.464317552256232","0.486601910113715","3"
"Rather disagree","2003","Rural Area","Male","1700","0.467285659071259","0.450857044704174","0.483714273438345","3"
"Rather disagree","2003","Rural Area","Female","1807","0.467407945105344","0.451460190093335","0.483355700117352","3"
"Disagree fully","2004","Urban Area","Male","","","","","4"
"Disagree fully","2004","Urban Area","Female","","","","","4"
"Disagree fully","2004","Rural Area","Male","","","","","4"
"Disagree fully","2004","Rural Area","Female","","","","","4"
"Fully agree","2004","Urban Area","Female","","","","","1"
"Fully agree","2004","Rural Area","Male","","","","","1"
"Fully agree","2004","Rural Area","Female","","","","","1"
"Fully agree","2004","Urban Area","Male","","","","","1"
"Rather agree","2004","Urban Area","Male","","","","","2"
"Rather agree","2004","Urban Area","Female","","","","","2"
"Rather agree","2004","Rural Area","Male","","","","","2"
"Rather agree","2004","Rural Area","Female","","","","","2"
"Rather disagree","2004","Urban Area","Female","","","","","3"
"Rather disagree","2004","Rural Area","Male","","","","","3"
"Rather disagree","2004","Rural Area","Female","","","","","3"
"Rather disagree","2004","Urban Area","Male","","","","","3"
"Disagree fully","2005","Urban Area","Female","","","","","4"
"Disagree fully","2005","Rural Area","Male","","","","","4"
"Disagree fully","2005","Rural Area","Female","","","","","4"
"Disagree fully","2005","Urban Area","Male","","","","","4"
"Fully agree","2005","Urban Area","Female","","","","","1"
"Fully agree","2005","Urban Area","Male","","","","","1"
"Fully agree","2005","Rural Area","Male","","","","","1"
"Fully agree","2005","Rural Area","Female","","","","","1"
"Rather agree","2005","Urban Area","Female","","","","","2"
"Rather agree","2005","Rural Area","Male","","","","","2"
"Rather agree","2005","Rural Area","Female","","","","","2"
"Rather agree","2005","Urban Area","Male","","","","","2"
"Rather disagree","2005","Urban Area","Female","","","","","3"
"Rather disagree","2005","Urban Area","Male","","","","","3"
"Rather disagree","2005","Rural Area","Male","","","","","3"
"Rather disagree","2005","Rural Area","Female","","","","","3"
"Disagree fully","2006","Urban Area","Female","","","","","4"
"Disagree fully","2006","Rural Area","Male","","","","","4"
"Disagree fully","2006","Rural Area","Female","","","","","4"
"Disagree fully","2006","Urban Area","Male","","","","","4"
"Fully agree","2006","Urban Area","Male","","","","","1"
"Fully agree","2006","Urban Area","Female","","","","","1"
"Fully agree","2006","Rural Area","Male","","","","","1"
"Fully agree","2006","Rural Area","Female","","","","","1"
"Rather agree","2006","Urban Area","Female","","","","","2"
"Rather agree","2006","Rural Area","Male","","","","","2"
"Rather agree","2006","Rural Area","Female","","","","","2"
"Rather agree","2006","Urban Area","Male","","","","","2"
"Rather disagree","2006","Urban Area","Male","","","","","3"
"Rather disagree","2006","Urban Area","Female","","","","","3"
"Rather disagree","2006","Rural Area","Male","","","","","3"
"Rather disagree","2006","Rural Area","Female","","","","","3"
"Disagree fully","2007","Urban Area","Male","","","","","4"
"Disagree fully","2007","Urban Area","Female","","","","","4"
"Disagree fully","2007","Rural Area","Male","","","","","4"
"Disagree fully","2007","Rural Area","Female","","","","","4"
"Fully agree","2007","Urban Area","Female","","","","","1"
"Fully agree","2007","Rural Area","Male","","","","","1"
"Fully agree","2007","Rural Area","Female","","","","","1"
"Fully agree","2007","Urban Area","Male","","","","","1"
"Rather agree","2007","Urban Area","Male","","","","","2"
"Rather agree","2007","Urban Area","Female","","","","","2"
"Rather agree","2007","Rural Area","Male","","","","","2"
"Rather agree","2007","Rural Area","Female","","","","","2"
"Rather disagree","2007","Urban Area","Female","","","","","3"
"Rather disagree","2007","Rural Area","Male","","","","","3"
"Rather disagree","2007","Rural Area","Female","","","","","3"
"Rather disagree","2007","Urban Area","Male","","","","","3"
"Disagree fully","2008","Urban Area","Female","796","0.103424465010305","0.0961530337839313","0.110695896236679","4"
"Disagree fully","2008","Rural Area","Male","244","0.0767248323126504","0.0674347479652645","0.0860149166600363","4"
"Disagree fully","2008","Rural Area","Female","262","0.0717518871881607","0.0630694655249071","0.0804343088514143","4"
"Disagree fully","2008","Urban Area","Male","757","0.112842778248651","0.104877933660091","0.120807622837211","4"
"Fully agree","2008","Urban Area","Female","451","0.0720813071946678","0.0659056794999764","0.0782569348893593","1"
"Fully agree","2008","Rural Area","Female","248","0.0836309093294716","0.0743174548238941","0.092944363835049","1"
"Fully agree","2008","Urban Area","Male","460","0.0849220301831475","0.0779045796645247","0.0919394807017702","1"
"Fully agree","2008","Rural Area","Male","234","0.0870367888741279","0.0771974895103743","0.0968760882378816","1"
"Rather agree","2008","Urban Area","Female","2119","0.341142884940247","0.329822046401412","0.352463723479083","2"
"Rather agree","2008","Rural Area","Male","1144","0.37830263746656","0.361375040794991","0.395230234138129","2"
"Rather agree","2008","Rural Area","Female","1190","0.354359831000412","0.338267843511957","0.370451818488867","2"
"Rather agree","2008","Urban Area","Male","1915","0.333434827964373","0.321567118261586","0.345302537667159","2"
"Rather disagree","2008","Urban Area","Female","3371","0.48335134285478","0.471418499638019","0.49528418607154","3"
"Rather disagree","2008","Rural Area","Female","1694","0.490257372481955","0.473439164638378","0.507075580325532","3"
"Rather disagree","2008","Urban Area","Male","2930","0.468800363603829","0.456238242395455","0.481362484812203","3"
"Rather disagree","2008","Rural Area","Male","1531","0.457935741346662","0.440545173521304","0.47532630917202","3"
"Disagree fully","2009","Urban Area","Female","","","","","4"
"Disagree fully","2009","Rural Area","Female","","","","","4"
"Disagree fully","2009","Urban Area","Male","","","","","4"
"Disagree fully","2009","Rural Area","Male","","","","","4"
"Fully agree","2009","Urban Area","Female","","","","","1"
"Fully agree","2009","Rural Area","Female","","","","","1"
"Fully agree","2009","Urban Area","Male","","","","","1"
"Fully agree","2009","Rural Area","Male","","","","","1"
"Rather agree","2009","Urban Area","Female","","","","","2"
"Rather agree","2009","Rural Area","Female","","","","","2"
"Rather agree","2009","Urban Area","Male","","","","","2"
"Rather agree","2009","Rural Area","Male","","","","","2"
"Rather disagree","2009","Urban Area","Female","","","","","3"
"Rather disagree","2009","Rural Area","Female","","","","","3"
"Rather disagree","2009","Urban Area","Male","","","","","3"
"Rather disagree","2009","Rural Area","Male","","","","","3"
"Disagree fully","2010","Urban Area","Female","","","","","4"
"Disagree fully","2010","Rural Area","Female","","","","","4"
"Disagree fully","2010","Urban Area","Male","","","","","4"
"Disagree fully","2010","Rural Area","Male","","","","","4"
"Fully agree","2010","Urban Area","Male","","","","","1"
"Fully agree","2010","Urban Area","Female","","","","","1"
"Fully agree","2010","Rural Area","Female","","","","","1"
"Fully agree","2010","Rural Area","Male","","","","","1"
"Rather agree","2010","Urban Area","Female","","","","","2"
"Rather agree","2010","Rural Area","Female","","","","","2"
"Rather agree","2010","Urban Area","Male","","","","","2"
"Rather agree","2010","Rural Area","Male","","","","","2"
"Rather disagree","2010","Urban Area","Male","","","","","3"
"Rather disagree","2010","Urban Area","Female","","","","","3"
"Rather disagree","2010","Rural Area","Female","","","","","3"
"Rather disagree","2010","Rural Area","Male","","","","","3"
"Disagree fully","2011","Urban Area","Female","","","","","4"
"Disagree fully","2011","Urban Area","Male","","","","","4"
"Disagree fully","2011","Rural Area","Male","","","","","4"
"Disagree fully","2011","Rural Area","Female","","","","","4"
"Fully agree","2011","Urban Area","Female","","","","","1"
"Fully agree","2011","Rural Area","Female","","","","","1"
"Fully agree","2011","Urban Area","Male","","","","","1"
"Fully agree","2011","Rural Area","Male","","","","","1"
"Rather agree","2011","Urban Area","Female","","","","","2"
"Rather agree","2011","Urban Area","Male","","","","","2"
"Rather agree","2011","Rural Area","Male","","","","","2"
"Rather agree","2011","Rural Area","Female","","","","","2"
"Rather disagree","2011","Urban Area","Female","","","","","3"
"Rather disagree","2011","Rural Area","Female","","","","","3"
"Rather disagree","2011","Urban Area","Male","","","","","3"
"Rather disagree","2011","Rural Area","Male","","","","","3"
