"plh0193","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Part Time","middle vocational","237","0.0937964987125245","0.0827811709644326","0.104811826460616","4"
"Disagree fully","2003","Part Time","vocational + Abi","34","0.108881237799466","0.0749640446601866","0.142798430938746","4"
"Disagree fully","2003","Not Working","higher education","112","0.0976011704600673","0.0789056660528192","0.116296674867315","4"
"Disagree fully","2003","Part Time","higher vocational","30","0.0576696881519469","0.0343230643055127","0.0810163119983811","4"
"Disagree fully","2003","Full Time","inadequately","6","","","","4"
"Disagree fully","2003","Full Time","in school","1","","","","4"
"Disagree fully","2003","Part Time","in school","18","","","","4"
"Disagree fully","2003","Part Time","inadequately","6","","","","4"
"Disagree fully","2003","Part Time","general elemantary","45","0.082890793998289","0.0610822043041825","0.104699383692395","4"
"Disagree fully","2003","Part Time","higher education","148","0.160393403901541","0.136119926022289","0.184666881780793","4"
"Disagree fully","2003","Full Time","general elemantary","63","0.0856590164347468","0.0640779715986861","0.107240061270808","4"
"Disagree fully","2003","Not Working","general elemantary","123","0.090337994532484","0.0757283632822866","0.104947625782681","4"
"Disagree fully","2003","Not Working","middle vocational","365","0.0853404948956676","0.0768616771407569","0.0938193126505783","4"
"Disagree fully","2003","Not Working","higher vocational","46","0.101273020216654","0.0743956866734719","0.128150353759836","4"
"Disagree fully","2003","Not Working","in school","85","0.150705244482299","0.119315251234923","0.182095237729674","4"
"Disagree fully","2003","Not Working","inadequately","11","","","","4"
"Disagree fully","2003","Not Working","vocational + Abi","37","0.155464726063646","0.113832807410563","0.19709664471673","4"
"Disagree fully","2003","Full Time","middle vocational","287","0.0696260658330625","0.061970579393628","0.0772815522724969","4"
"Disagree fully","2003","Full Time","vocational + Abi","49","0.103102181570991","0.0775953108571036","0.128609052284878","4"
"Disagree fully","2003","Full Time","higher vocational","71","0.0886674519414408","0.0692110862882887","0.108123817594593","4"
"Disagree fully","2003","Full Time","higher education","337","0.145566080820198","0.131741644840625","0.159390516799771","4"
"Fully agree","2003","Full Time","in school","","","","","1"
"Fully agree","2003","Full Time","inadequately","13","","","","1"
"Fully agree","2003","Full Time","general elemantary","88","0.13618313408818","0.10973443387577","0.162631834300591","1"
"Fully agree","2003","Full Time","middle vocational","355","0.086174668705436","0.0777339485159694","0.0946153888949026","1"
"Fully agree","2003","Full Time","vocational + Abi","27","","","","1"
"Fully agree","2003","Full Time","higher vocational","47","0.0516171273916936","0.0364734994298278","0.0667607553535593","1"
"Fully agree","2003","Full Time","higher education","76","0.03793921686104","0.0304502221562296","0.0454282115658504","1"
"Fully agree","2003","Part Time","in school","5","","","","1"
"Fully agree","2003","Part Time","inadequately","8","","","","1"
"Fully agree","2003","Part Time","general elemantary","70","0.13179307691376","0.10503703753693","0.158549116290589","1"
"Fully agree","2003","Part Time","middle vocational","199","0.0748770331524647","0.0649329376281184","0.084821128676811","1"
"Fully agree","2003","Part Time","vocational + Abi","13","","","","1"
"Fully agree","2003","Part Time","higher vocational","28","","","","1"
"Fully agree","2003","Part Time","higher education","32","0.0428408215365595","0.029446466312092","0.0562351767610271","1"
"Fully agree","2003","Not Working","in school","22","","","","1"
"Fully agree","2003","Not Working","inadequately","21","","","","1"
"Fully agree","2003","Not Working","general elemantary","206","0.13530813125657","0.117875753053054","0.152740509460086","1"
"Fully agree","2003","Not Working","middle vocational","480","0.119346049843425","0.109507419028385","0.129184680658465","1"
"Fully agree","2003","Not Working","vocational + Abi","19","","","","1"
"Fully agree","2003","Not Working","higher vocational","44","0.098916974812455","0.0723193272311339","0.125514622393776","1"
"Fully agree","2003","Not Working","higher education","57","0.077398281950033","0.060564441674907","0.0942321222251589","1"
"Rather agree","2003","Full Time","higher vocational","294","0.33890632178252","0.306508746931163","0.371303896633877","2"
"Rather agree","2003","Full Time","higher education","640","0.273911063424003","0.25642960009872","0.291392526749287","2"
"Rather agree","2003","Full Time","inadequately","20","","","","2"
"Rather agree","2003","Full Time","general elemantary","226","0.362399884303839","0.325331807789905","0.399467960817774","2"
"Rather agree","2003","Full Time","in school","","","","","2"
"Rather agree","2003","Full Time","middle vocational","1590","0.381374682571583","0.366764761472741","0.395984603670424","2"
"Rather agree","2003","Full Time","vocational + Abi","169","0.317367353243957","0.278325859833555","0.356408846654358","2"
"Rather agree","2003","Part Time","in school","23","","","","2"
"Rather agree","2003","Part Time","inadequately","14","","","","2"
"Rather agree","2003","Part Time","general elemantary","234","0.385289533690714","0.346795553799614","0.423783513581813","2"
"Rather agree","2003","Part Time","middle vocational","948","0.361614300983892","0.343460999697452","0.379767602270331","2"
"Rather agree","2003","Part Time","vocational + Abi","94","0.266740345206331","0.218584519338206","0.314896171074456","2"
"Rather agree","2003","Part Time","higher vocational","118","0.303973082640709","0.257907211799685","0.350038953481733","2"
"Rather agree","2003","Part Time","higher education","181","0.221024614142252","0.193578363749291","0.248470864535212","2"
"Rather agree","2003","Not Working","in school","123","0.233732988147055","0.196601026897355","0.270864949396755","2"
"Rather agree","2003","Not Working","inadequately","62","0.448940114138694","0.370637574650396","0.527242653626993","2"
"Rather agree","2003","Not Working","general elemantary","529","0.341712834188801","0.317541404248174","0.365884264129429","2"
"Rather agree","2003","Not Working","middle vocational","1468","0.35115177030437","0.336665820058031","0.365637720550709","2"
"Rather agree","2003","Not Working","vocational + Abi","97","0.319785705926542","0.266199378032795","0.373372033820289","2"
"Rather agree","2003","Not Working","higher vocational","179","0.377346146148051","0.334162559530643","0.420529732765459","2"
"Rather agree","2003","Not Working","higher education","291","0.310689094696812","0.281536246456136","0.339841942937489","2"
"Rather disagree","2003","Full Time","inadequately","22","","","","3"
"Rather disagree","2003","Part Time","middle vocational","1307","0.469712167151119","0.450855584958899","0.488568749343339","3"
"Rather disagree","2003","Full Time","general elemantary","269","0.415757965173233","0.377752283956382","0.453763646390085","3"
"Rather disagree","2003","Part Time","vocational + Abi","183","0.59784675718987","0.544455971440979","0.65123754293876","3"
"Rather disagree","2003","Full Time","in school","","","","","3"
"Rather disagree","2003","Full Time","middle vocational","2014","0.462824582889919","0.447826892972189","0.477822272807648","3"
"Rather disagree","2003","Full Time","vocational + Abi","301","0.542966930016589","0.501182712637708","0.584751147395469","3"
"Rather disagree","2003","Part Time","higher vocational","207","0.557791251624754","0.508052117762619","0.607530385486888","3"
"Rather disagree","2003","Part Time","higher education","517","0.575741160419648","0.543050031194787","0.608432289644508","3"
"Rather disagree","2003","Full Time","higher vocational","408","0.520809098884345","0.486616294013149","0.555001903755542","3"
"Rather disagree","2003","Part Time","in school","70","0.559043915449778","0.468691508029896","0.649396322869661","3"
"Rather disagree","2003","Part Time","inadequately","14","","","","3"
"Rather disagree","2003","Part Time","general elemantary","265","0.400026595397238","0.361276360612321","0.438776830182155","3"
"Rather disagree","2003","Not Working","higher vocational","215","0.42246385882284","0.378458073639833","0.466469644005846","3"
"Rather disagree","2003","Not Working","higher education","508","0.514311452893087","0.482826543965791","0.545796361820384","3"
"Rather disagree","2003","Full Time","higher education","1447","0.542583638894759","0.523055211070693","0.562112066718826","3"
"Rather disagree","2003","Not Working","in school","269","0.574161563417701","0.530776792815217","0.617546334020184","3"
"Rather disagree","2003","Not Working","inadequately","61","0.33820086056074","0.263722056365994","0.412679664755486","3"
"Rather disagree","2003","Not Working","general elemantary","621","0.432641040022145","0.407391305289334","0.457890774754956","3"
"Rather disagree","2003","Not Working","middle vocational","1858","0.444161684956537","0.429082676588871","0.459240693324203","3"
"Rather disagree","2003","Not Working","vocational + Abi","138","0.465043454912936","0.407736462362914","0.522350447462959","3"
"Disagree fully","2004","Not Working","higher vocational","","","","","4"
"Disagree fully","2004","Full Time","vocational + Abi","","","","","4"
"Disagree fully","2004","Full Time","general elemantary","","","","","4"
"Disagree fully","2004","Full Time","higher education","","","","","4"
"Disagree fully","2004","Part Time","middle vocational","","","","","4"
"Disagree fully","2004","Full Time","higher vocational","","","","","4"
"Disagree fully","2004","Not Working","in school","","","","","4"
"Disagree fully","2004","Not Working","inadequately","","","","","4"
"Disagree fully","2004","Not Working","middle vocational","","","","","4"
"Disagree fully","2004","Not Working","vocational + Abi","","","","","4"
"Disagree fully","2004","Not Working","higher education","","","","","4"
"Disagree fully","2004","Part Time","in school","","","","","4"
"Disagree fully","2004","Part Time","inadequately","","","","","4"
"Disagree fully","2004","Part Time","vocational + Abi","","","","","4"
"Disagree fully","2004","Part Time","higher vocational","","","","","4"
"Disagree fully","2004","Full Time","inadequately","","","","","4"
"Disagree fully","2004","Full Time","in school","","","","","4"
"Disagree fully","2004","Not Working","general elemantary","","","","","4"
"Disagree fully","2004","Full Time","middle vocational","","","","","4"
"Disagree fully","2004","Part Time","general elemantary","","","","","4"
"Disagree fully","2004","Part Time","higher education","","","","","4"
"Fully agree","2004","Full Time","in school","","","","","1"
"Fully agree","2004","Full Time","inadequately","","","","","1"
"Fully agree","2004","Full Time","general elemantary","","","","","1"
"Fully agree","2004","Full Time","middle vocational","","","","","1"
"Fully agree","2004","Full Time","vocational + Abi","","","","","1"
"Fully agree","2004","Full Time","higher vocational","","","","","1"
"Fully agree","2004","Full Time","higher education","","","","","1"
"Fully agree","2004","Part Time","in school","","","","","1"
"Fully agree","2004","Part Time","inadequately","","","","","1"
"Fully agree","2004","Part Time","general elemantary","","","","","1"
"Fully agree","2004","Part Time","middle vocational","","","","","1"
"Fully agree","2004","Part Time","vocational + Abi","","","","","1"
"Fully agree","2004","Part Time","higher vocational","","","","","1"
"Fully agree","2004","Part Time","higher education","","","","","1"
"Fully agree","2004","Not Working","in school","","","","","1"
"Fully agree","2004","Not Working","inadequately","","","","","1"
"Fully agree","2004","Not Working","general elemantary","","","","","1"
"Fully agree","2004","Not Working","middle vocational","","","","","1"
"Fully agree","2004","Not Working","vocational + Abi","","","","","1"
"Fully agree","2004","Not Working","higher vocational","","","","","1"
"Fully agree","2004","Not Working","higher education","","","","","1"
"Rather agree","2004","Full Time","inadequately","","","","","2"
"Rather agree","2004","Full Time","vocational + Abi","","","","","2"
