"plh0193","year","education","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","957","0.120243272088073","0.113065265345855","0.127421278830292"
"Fully agree","2003","secondary school degree","434","0.0746076412688687","0.0681952082281189","0.0810200743096186"
"Fully agree","2003","college entrance qualification","176","0.0361819399620787","0.0312108474935191","0.0411530324306384"
"Fully agree","2003","Other degree","166","0.128500220227084","0.109798519104076","0.147201921350092"
"Fully agree","2003","no degree/no degree yet","72","0.0958979295327195","0.0765421548552961","0.115253704210143"
"Rather agree","2003","lower secondary degree","2937","0.369442079457613","0.358790160751833","0.380093998163392"
"Rather agree","2003","secondary school degree","2339","0.364913441093813","0.353165016749408","0.376661865438218"
"Rather agree","2003","college entrance qualification","1349","0.258162598900864","0.24651304185881","0.269812155942919"
"Rather agree","2003","Other degree","416","0.355044239770581","0.328301756439843","0.381786723101319"
"Rather agree","2003","no degree/no degree yet","248","0.308212766433435","0.277859265174791","0.33856626769208"
"Rather disagree","2003","lower secondary degree","3397","0.432355419816933","0.421422129705001","0.443288709928865"
"Rather disagree","2003","secondary school degree","3206","0.480732997609397","0.468539857532113","0.49292613768668"
"Rather disagree","2003","college entrance qualification","3129","0.565577761585011","0.552382725742343","0.578772797427679"
"Rather disagree","2003","Other degree","502","0.407873726455906","0.380409614133885","0.435337838777928"
"Rather disagree","2003","no degree/no degree yet","440","0.468813317277617","0.436009773012078","0.501616861543157"
"Disagree fully","2003","lower secondary degree","596","0.0779592286373809","0.0720422363937092","0.0838762208810526"
"Disagree fully","2003","secondary school degree","471","0.0797459200279215","0.0731347801515195","0.0863570599043235"
"Disagree fully","2003","college entrance qualification","767","0.140077699552046","0.130838752171023","0.149316646933068"
"Disagree fully","2003","Other degree","146","0.108581813546429","0.0911952070151328","0.125968420077724"
"Disagree fully","2003","no degree/no degree yet","129","0.127075986756228","0.105182386905445","0.14896958660701"
"Fully agree","2004","lower secondary degree","","","",""
"Fully agree","2004","secondary school degree","","","",""
"Fully agree","2004","college entrance qualification","","","",""
"Fully agree","2004","Other degree","","","",""
"Fully agree","2004","no degree/no degree yet","","","",""
"Rather agree","2004","lower secondary degree","","","",""
"Rather agree","2004","secondary school degree","","","",""
"Rather agree","2004","college entrance qualification","","","",""
"Rather agree","2004","Other degree","","","",""
"Rather agree","2004","no degree/no degree yet","","","",""
"Rather disagree","2004","lower secondary degree","","","",""
"Rather disagree","2004","secondary school degree","","","",""
"Rather disagree","2004","college entrance qualification","","","",""
"Rather disagree","2004","Other degree","","","",""
"Rather disagree","2004","no degree/no degree yet","","","",""
"Disagree fully","2004","lower secondary degree","","","",""
"Disagree fully","2004","secondary school degree","","","",""
"Disagree fully","2004","college entrance qualification","","","",""
"Disagree fully","2004","Other degree","","","",""
"Disagree fully","2004","no degree/no degree yet","","","",""
"Fully agree","2005","lower secondary degree","","","",""
"Fully agree","2005","secondary school degree","","","",""
"Fully agree","2005","college entrance qualification","","","",""
"Fully agree","2005","Other degree","","","",""
"Fully agree","2005","no degree/no degree yet","","","",""
"Rather agree","2005","lower secondary degree","","","",""
"Rather agree","2005","secondary school degree","","","",""
"Rather agree","2005","college entrance qualification","","","",""
"Rather agree","2005","Other degree","","","",""
"Rather agree","2005","no degree/no degree yet","","","",""
"Rather disagree","2005","lower secondary degree","","","",""
"Rather disagree","2005","secondary school degree","","","",""
"Rather disagree","2005","college entrance qualification","","","",""
"Rather disagree","2005","Other degree","","","",""
"Rather disagree","2005","no degree/no degree yet","","","",""
"Disagree fully","2005","lower secondary degree","","","",""
"Disagree fully","2005","secondary school degree","","","",""
"Disagree fully","2005","college entrance qualification","","","",""
"Disagree fully","2005","Other degree","","","",""
"Disagree fully","2005","no degree/no degree yet","","","",""
"Fully agree","2006","lower secondary degree","","","",""
"Fully agree","2006","secondary school degree","","","",""
"Fully agree","2006","college entrance qualification","","","",""
"Fully agree","2006","Other degree","","","",""
"Fully agree","2006","no degree/no degree yet","","","",""
"Rather agree","2006","lower secondary degree","","","",""
"Rather agree","2006","secondary school degree","","","",""
"Rather agree","2006","college entrance qualification","","","",""
"Rather agree","2006","Other degree","","","",""
"Rather agree","2006","no degree/no degree yet","","","",""
"Rather disagree","2006","lower secondary degree","","","",""
"Rather disagree","2006","secondary school degree","","","",""
"Rather disagree","2006","college entrance qualification","","","",""
"Rather disagree","2006","Other degree","","","",""
"Rather disagree","2006","no degree/no degree yet","","","",""
"Disagree fully","2006","lower secondary degree","","","",""
"Disagree fully","2006","secondary school degree","","","",""
"Disagree fully","2006","college entrance qualification","","","",""
"Disagree fully","2006","Other degree","","","",""
"Disagree fully","2006","no degree/no degree yet","","","",""
"Fully agree","2007","lower secondary degree","","","",""
"Fully agree","2007","secondary school degree","","","",""
"Fully agree","2007","college entrance qualification","","","",""
"Fully agree","2007","Other degree","","","",""
"Fully agree","2007","no degree/no degree yet","","","",""
"Rather agree","2007","lower secondary degree","","","",""
"Rather agree","2007","secondary school degree","","","",""
"Rather agree","2007","college entrance qualification","","","",""
"Rather agree","2007","Other degree","","","",""
"Rather agree","2007","no degree/no degree yet","","","",""
"Rather disagree","2007","lower secondary degree","","","",""
"Rather disagree","2007","secondary school degree","","","",""
"Rather disagree","2007","college entrance qualification","","","",""
"Rather disagree","2007","Other degree","","","",""
"Rather disagree","2007","no degree/no degree yet","","","",""
"Disagree fully","2007","lower secondary degree","","","",""
"Disagree fully","2007","secondary school degree","","","",""
"Disagree fully","2007","college entrance qualification","","","",""
"Disagree fully","2007","Other degree","","","",""
"Disagree fully","2007","no degree/no degree yet","","","",""
"Fully agree","2008","lower secondary degree","671","0.104384867699603","0.0969351146770622","0.111834620722145"
"Fully agree","2008","secondary school degree","364","0.0686141572555331","0.0620811921990005","0.0751471223120658"
"Fully agree","2008","college entrance qualification","150","0.0364695786040567","0.0313424294085655","0.041596727799548"
"Fully agree","2008","Other degree","125","0.153041847937971","0.130050802677719","0.176032893198224"
"Fully agree","2008","no degree/no degree yet","41","0.0886948906221764","0.0648479333518815","0.112541847892471"
"Rather agree","2008","lower secondary degree","2458","0.395777496350518","0.383862706478136","0.4076922862229"
"Rather agree","2008","secondary school degree","2070","0.369639843120693","0.357165364058101","0.382114322183285"
"Rather agree","2008","college entrance qualification","1209","0.250130035434564","0.2382845252986","0.261975545570528"
"Rather agree","2008","Other degree","307","0.319461023743131","0.289685591080326","0.349236456405936"
"Rather agree","2008","no degree/no degree yet","146","0.299160687617605","0.260753433536434","0.337567941698776"
"Rather disagree","2008","lower secondary degree","2827","0.422058816224534","0.410025351174433","0.434092281274635"
"Rather disagree","2008","secondary school degree","2832","0.488042605926914","0.475124928632597","0.500960283221231"
"Rather disagree","2008","college entrance qualification","2933","0.549896118251332","0.536288736366663","0.563503500136001"
"Rather disagree","2008","Other degree","427","0.459264224481243","0.427440830194891","0.491087618767596"
"Rather disagree","2008","no degree/no degree yet","285","0.509357963006891","0.467425951426409","0.551289974587373"
"Disagree fully","2008","lower secondary degree","515","0.0777788197253447","0.071253367543769","0.0843042719069203"
"Disagree fully","2008","secondary school degree","486","0.0737033936968604","0.0669510050411869","0.0804557823525339"
"Disagree fully","2008","college entrance qualification","843","0.163504267710047","0.15338907227208","0.173619463148015"
"Disagree fully","2008","Other degree","83","0.0682329038376545","0.0521311474474315","0.0843346602278775"
"Disagree fully","2008","no degree/no degree yet","74","0.102786458753328","0.0773141898174954","0.12825872768916"
"Fully agree","2009","lower secondary degree","","","",""
"Fully agree","2009","secondary school degree","","","",""
"Fully agree","2009","college entrance qualification","","","",""
"Fully agree","2009","Other degree","","","",""
"Fully agree","2009","no degree/no degree yet","","","",""
"Rather agree","2009","lower secondary degree","","","",""
"Rather agree","2009","secondary school degree","","","",""
"Rather agree","2009","college entrance qualification","","","",""
"Rather agree","2009","Other degree","","","",""
"Rather agree","2009","no degree/no degree yet","","","",""
"Rather disagree","2009","lower secondary degree","","","",""
"Rather disagree","2009","secondary school degree","","","",""
"Rather disagree","2009","college entrance qualification","","","",""
"Rather disagree","2009","Other degree","","","",""
"Rather disagree","2009","no degree/no degree yet","","","",""
"Disagree fully","2009","lower secondary degree","","","",""
"Disagree fully","2009","secondary school degree","","","",""
"Disagree fully","2009","college entrance qualification","","","",""
"Disagree fully","2009","Other degree","","","",""
"Disagree fully","2009","no degree/no degree yet","","","",""
"Fully agree","2010","lower secondary degree","","","",""
"Fully agree","2010","secondary school degree","","","",""
"Fully agree","2010","college entrance qualification","","","",""
"Fully agree","2010","Other degree","","","",""
"Fully agree","2010","no degree/no degree yet","","","",""
"Rather agree","2010","lower secondary degree","","","",""
"Rather agree","2010","secondary school degree","","","",""
"Rather agree","2010","college entrance qualification","","","",""
"Rather agree","2010","Other degree","","","",""
"Rather agree","2010","no degree/no degree yet","","","",""
"Rather disagree","2010","lower secondary degree","","","",""
"Rather disagree","2010","secondary school degree","","","",""
"Rather disagree","2010","college entrance qualification","","","",""
"Rather disagree","2010","Other degree","","","",""
"Rather disagree","2010","no degree/no degree yet","","","",""
"Disagree fully","2010","lower secondary degree","","","",""
"Disagree fully","2010","secondary school degree","","","",""
"Disagree fully","2010","college entrance qualification","","","",""
"Disagree fully","2010","Other degree","","","",""
"Disagree fully","2010","no degree/no degree yet","","","",""
"Fully agree","2011","lower secondary degree","","","",""
"Fully agree","2011","secondary school degree","","","",""
"Fully agree","2011","college entrance qualification","","","",""
"Fully agree","2011","Other degree","","","",""
"Fully agree","2011","no degree/no degree yet","","","",""
"Rather agree","2011","lower secondary degree","","","",""
"Rather agree","2011","secondary school degree","","","",""
"Rather agree","2011","college entrance qualification","","","",""
"Rather agree","2011","Other degree","","","",""
"Rather agree","2011","no degree/no degree yet","","","",""
"Rather disagree","2011","lower secondary degree","","","",""
"Rather disagree","2011","secondary school degree","","","",""
"Rather disagree","2011","college entrance qualification","","","",""
"Rather disagree","2011","Other degree","","","",""
"Rather disagree","2011","no degree/no degree yet","","","",""
"Disagree fully","2011","lower secondary degree","","","",""
"Disagree fully","2011","secondary school degree","","","",""
"Disagree fully","2011","college entrance qualification","","","",""
"Disagree fully","2011","Other degree","","","",""
"Disagree fully","2011","no degree/no degree yet","","","",""
"Fully agree","2012","lower secondary degree","","","",""
"Fully agree","2012","secondary school degree","","","",""
"Fully agree","2012","college entrance qualification","","","",""
"Fully agree","2012","Other degree","","","",""
"Fully agree","2012","no degree/no degree yet","","","",""
"Rather agree","2012","lower secondary degree","","","",""
"Rather agree","2012","secondary school degree","","","",""
"Rather agree","2012","college entrance qualification","","","",""
"Rather agree","2012","Other degree","","","",""
"Rather agree","2012","no degree/no degree yet","","","",""
"Rather disagree","2012","lower secondary degree","","","",""
"Rather disagree","2012","secondary school degree","","","",""
"Rather disagree","2012","college entrance qualification","","","",""
"Rather disagree","2012","Other degree","","","",""
"Rather disagree","2012","no degree/no degree yet","","","",""
"Disagree fully","2012","lower secondary degree","","","",""
"Disagree fully","2012","secondary school degree","","","",""
"Disagree fully","2012","college entrance qualification","","","",""
"Disagree fully","2012","Other degree","","","",""
"Disagree fully","2012","no degree/no degree yet","","","",""
"Fully agree","2013","lower secondary degree","746","0.105909851742161","0.0987546005500137","0.113065102934309"
"Fully agree","2013","secondary school degree","512","0.0611454706661409","0.0558523178330428","0.0664386234992391"
"Fully agree","2013","college entrance qualification","166","0.0254936027533342","0.0219009410690848","0.0290862644375836"
"Fully agree","2013","Other degree","140","0.0971155687971079","0.082556062329956","0.11167507526426"
"Fully agree","2013","no degree/no degree yet","77","0.0905906479338794","0.0708242755661022","0.110357020301657"
"Rather agree","2013","lower secondary degree","2681","0.382210658631553","0.370911719931504","0.393509597331601"
"Rather agree","2013","secondary school degree","2619","0.355715604702239","0.345139557025834","0.366291652378643"
"Rather agree","2013","college entrance qualification","1342","0.18729957273934","0.178406701477363","0.196192444001317"
"Rather agree","2013","Other degree","542","0.359516623328173","0.335922732711426","0.383110513944919"
"Rather agree","2013","no degree/no degree yet","240","0.311045615926142","0.279166016345547","0.342925215506737"
"Rather disagree","2013","lower secondary degree","3192","0.441132458125038","0.429587164023858","0.452677752226217"
"Rather disagree","2013","secondary school degree","4106","0.507546933069926","0.496502239730731","0.51859162640912"
"Rather disagree","2013","college entrance qualification","4501","0.60805120332482","0.596923818397526","0.619178588252114"
"Rather disagree","2013","Other degree","733","0.441366202969299","0.416951621536768","0.465780784401829"
"Rather disagree","2013","no degree/no degree yet","396","0.46703465021121","0.432676512156208","0.501392788266212"
"Disagree fully","2013","lower secondary degree","486","0.0707470315012483","0.0647850978389172","0.0767089651635794"
"Disagree fully","2013","secondary school degree","634","0.0755919915616947","0.0697521256130954","0.0814318575102941"
"Disagree fully","2013","college entrance qualification","1385","0.179155621182506","0.170414764455416","0.187896477909595"
"Disagree fully","2013","Other degree","174","0.102001604905421","0.0871207656574964","0.116882444153345"
"Disagree fully","2013","no degree/no degree yet","97","0.131329085928769","0.108068873193396","0.154589298664141"
"Fully agree","2014","lower secondary degree","","","",""
"Fully agree","2014","secondary school degree","","","",""
"Fully agree","2014","college entrance qualification","","","",""
"Fully agree","2014","Other degree","","","",""
"Fully agree","2014","no degree/no degree yet","","","",""
"Rather agree","2014","lower secondary degree","","","",""
"Rather agree","2014","secondary school degree","","","",""
"Rather agree","2014","college entrance qualification","","","",""
"Rather agree","2014","Other degree","","","",""
"Rather agree","2014","no degree/no degree yet","","","",""
"Rather disagree","2014","lower secondary degree","","","",""
"Rather disagree","2014","secondary school degree","","","",""
"Rather disagree","2014","college entrance qualification","","","",""
"Rather disagree","2014","Other degree","","","",""
"Rather disagree","2014","no degree/no degree yet","","","",""
"Disagree fully","2014","lower secondary degree","","","",""
"Disagree fully","2014","secondary school degree","","","",""
"Disagree fully","2014","college entrance qualification","","","",""
"Disagree fully","2014","Other degree","","","",""
"Disagree fully","2014","no degree/no degree yet","","","",""
"Fully agree","2015","lower secondary degree","","","",""
"Fully agree","2015","secondary school degree","","","",""
"Fully agree","2015","college entrance qualification","","","",""
"Fully agree","2015","Other degree","","","",""
"Fully agree","2015","no degree/no degree yet","","","",""
"Rather agree","2015","lower secondary degree","","","",""
"Rather agree","2015","secondary school degree","","","",""
"Rather agree","2015","college entrance qualification","","","",""
"Rather agree","2015","Other degree","","","",""
"Rather agree","2015","no degree/no degree yet","","","",""
"Rather disagree","2015","lower secondary degree","","","",""
"Rather disagree","2015","secondary school degree","","","",""
"Rather disagree","2015","college entrance qualification","","","",""
"Rather disagree","2015","Other degree","","","",""
"Rather disagree","2015","no degree/no degree yet","","","",""
"Disagree fully","2015","lower secondary degree","","","",""
"Disagree fully","2015","secondary school degree","","","",""
"Disagree fully","2015","college entrance qualification","","","",""
"Disagree fully","2015","Other degree","","","",""
"Disagree fully","2015","no degree/no degree yet","","","",""
"Fully agree","2016","lower secondary degree","","","",""
"Fully agree","2016","secondary school degree","","","",""
"Fully agree","2016","college entrance qualification","","","",""
"Fully agree","2016","Other degree","","","",""
"Fully agree","2016","no degree/no degree yet","","","",""
"Rather agree","2016","lower secondary degree","","","",""
"Rather agree","2016","secondary school degree","","","",""
"Rather agree","2016","college entrance qualification","","","",""
"Rather agree","2016","Other degree","","","",""
"Rather agree","2016","no degree/no degree yet","","","",""
"Rather disagree","2016","lower secondary degree","","","",""
"Rather disagree","2016","secondary school degree","","","",""
"Rather disagree","2016","college entrance qualification","","","",""
"Rather disagree","2016","Other degree","","","",""
"Rather disagree","2016","no degree/no degree yet","","","",""
"Disagree fully","2016","lower secondary degree","","","",""
"Disagree fully","2016","secondary school degree","","","",""
"Disagree fully","2016","college entrance qualification","","","",""
"Disagree fully","2016","Other degree","","","",""
"Disagree fully","2016","no degree/no degree yet","","","",""
"Fully agree","2017","lower secondary degree","","","",""
"Fully agree","2017","secondary school degree","","","",""
"Fully agree","2017","college entrance qualification","","","",""
"Fully agree","2017","Other degree","","","",""
"Fully agree","2017","no degree/no degree yet","","","",""
"Rather agree","2017","lower secondary degree","","","",""
"Rather agree","2017","secondary school degree","","","",""
"Rather agree","2017","college entrance qualification","","","",""
"Rather agree","2017","Other degree","","","",""
