"plh0193","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","Not Employed","Urban Area","565","0.112055524915557","0.103647003934299","0.120464045896815"
"Fully agree","2003","Not Employed","Rural Area","291","0.108809703781109","0.0971477554372744","0.120471652124943"
"Fully agree","2003","Employed","Urban Area","663","0.0742511669648842","0.0689623282614277","0.0795400056683407"
"Fully agree","2003","Employed","Rural Area","310","0.0753247178735565","0.0676680703572792","0.0829813653898338"
"Rather agree","2003","Not Employed","Urban Area","1760","0.329682943600716","0.31715157671846","0.342214310482972"
"Rather agree","2003","Not Employed","Rural Area","1019","0.367947379287453","0.349887221093647","0.386007537481258"
"Rather agree","2003","Employed","Urban Area","2932","0.330731517144073","0.321240777225653","0.340222257062492"
"Rather agree","2003","Employed","Rural Area","1661","0.363748096872583","0.349791157716786","0.377705036028379"
"Rather disagree","2003","Not Employed","Urban Area","2476","0.45385489558065","0.440583316321546","0.467126474839755"
"Rather disagree","2003","Not Employed","Rural Area","1240","0.450439514248424","0.43180671671065","0.469072311786198"
"Rather disagree","2003","Employed","Urban Area","4823","0.492685652211101","0.48260042646122","0.502770877960983"
"Rather disagree","2003","Employed","Rural Area","2267","0.479149178659706","0.464655877258735","0.493642480060677"
"Disagree fully","2003","Not Employed","Urban Area","605","0.104406635903076","0.0962552856406298","0.112557986165523"
"Disagree fully","2003","Not Employed","Rural Area","189","0.0728034026830148","0.0630733805450431","0.0825334248209864"
"Disagree fully","2003","Employed","Urban Area","1022","0.102331663679942","0.0962176688869575","0.108445658472926"
"Disagree fully","2003","Employed","Rural Area","326","0.0817780065941552","0.073828002018743","0.0897280111695673"
"Fully agree","2004","Not Employed","Urban Area","","","",""
"Fully agree","2004","Not Employed","Rural Area","","","",""
"Fully agree","2004","Employed","Urban Area","","","",""
"Fully agree","2004","Employed","Rural Area","","","",""
"Rather agree","2004","Not Employed","Urban Area","","","",""
"Rather agree","2004","Not Employed","Rural Area","","","",""
"Rather agree","2004","Employed","Urban Area","","","",""
"Rather agree","2004","Employed","Rural Area","","","",""
"Rather disagree","2004","Not Employed","Urban Area","","","",""
"Rather disagree","2004","Not Employed","Rural Area","","","",""
"Rather disagree","2004","Employed","Urban Area","","","",""
"Rather disagree","2004","Employed","Rural Area","","","",""
"Disagree fully","2004","Not Employed","Urban Area","","","",""
"Disagree fully","2004","Not Employed","Rural Area","","","",""
"Disagree fully","2004","Employed","Urban Area","","","",""
"Disagree fully","2004","Employed","Rural Area","","","",""
"Fully agree","2005","Not Employed","Urban Area","","","",""
"Fully agree","2005","Not Employed","Rural Area","","","",""
"Fully agree","2005","Employed","Urban Area","","","",""
"Fully agree","2005","Employed","Rural Area","","","",""
"Rather agree","2005","Not Employed","Urban Area","","","",""
"Rather agree","2005","Not Employed","Rural Area","","","",""
"Rather agree","2005","Employed","Urban Area","","","",""
"Rather agree","2005","Employed","Rural Area","","","",""
"Rather disagree","2005","Not Employed","Urban Area","","","",""
"Rather disagree","2005","Not Employed","Rural Area","","","",""
"Rather disagree","2005","Employed","Urban Area","","","",""
"Rather disagree","2005","Employed","Rural Area","","","",""
"Disagree fully","2005","Not Employed","Urban Area","","","",""
"Disagree fully","2005","Not Employed","Rural Area","","","",""
"Disagree fully","2005","Employed","Urban Area","","","",""
"Disagree fully","2005","Employed","Rural Area","","","",""
"Fully agree","2006","Not Employed","Urban Area","","","",""
"Fully agree","2006","Not Employed","Rural Area","","","",""
"Fully agree","2006","Employed","Urban Area","","","",""
"Fully agree","2006","Employed","Rural Area","","","",""
"Rather agree","2006","Not Employed","Urban Area","","","",""
"Rather agree","2006","Not Employed","Rural Area","","","",""
"Rather agree","2006","Employed","Urban Area","","","",""
"Rather agree","2006","Employed","Rural Area","","","",""
"Rather disagree","2006","Not Employed","Urban Area","","","",""
"Rather disagree","2006","Not Employed","Rural Area","","","",""
"Rather disagree","2006","Employed","Urban Area","","","",""
"Rather disagree","2006","Employed","Rural Area","","","",""
"Disagree fully","2006","Not Employed","Urban Area","","","",""
"Disagree fully","2006","Not Employed","Rural Area","","","",""
"Disagree fully","2006","Employed","Urban Area","","","",""
"Disagree fully","2006","Employed","Rural Area","","","",""
"Fully agree","2007","Not Employed","Urban Area","","","",""
"Fully agree","2007","Not Employed","Rural Area","","","",""
"Fully agree","2007","Employed","Urban Area","","","",""
"Fully agree","2007","Employed","Rural Area","","","",""
"Rather agree","2007","Not Employed","Urban Area","","","",""
"Rather agree","2007","Not Employed","Rural Area","","","",""
"Rather agree","2007","Employed","Urban Area","","","",""
"Rather agree","2007","Employed","Rural Area","","","",""
"Rather disagree","2007","Not Employed","Urban Area","","","",""
"Rather disagree","2007","Not Employed","Rural Area","","","",""
"Rather disagree","2007","Employed","Urban Area","","","",""
"Rather disagree","2007","Employed","Rural Area","","","",""
"Disagree fully","2007","Not Employed","Urban Area","","","",""
"Disagree fully","2007","Not Employed","Rural Area","","","",""
"Disagree fully","2007","Employed","Urban Area","","","",""
"Disagree fully","2007","Employed","Rural Area","","","",""
"Fully agree","2008","Not Employed","Urban Area","421","0.0917608428663585","0.0836620089086401","0.0998596768240768"
"Fully agree","2008","Not Employed","Rural Area","241","0.0913024866447155","0.0801642353594014","0.10244073793003"
"Fully agree","2008","Employed","Urban Area","490","0.0696860439021396","0.0640777855028617","0.0752943023014176"
"Fully agree","2008","Employed","Rural Area","241","0.0813618856402028","0.0728661999946236","0.089857571285782"
"Rather agree","2008","Not Employed","Urban Area","1611","0.350393214746892","0.33700887946639","0.363777550027394"
"Rather agree","2008","Not Employed","Rural Area","873","0.347480515311548","0.32906736876625","0.365893661856845"
"Rather agree","2008","Employed","Urban Area","2423","0.328979831294976","0.31863096523773","0.339328697352222"
"Rather agree","2008","Employed","Rural Area","1461","0.377832335243694","0.362765606099293","0.392899064388096"
