"plh0193","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","in school","","","",""
"Fully agree","2003","lower secondary degree","inadequately","","","",""
"Fully agree","2003","lower secondary degree","general elemantary","262","0.143699990420433","0.127208323722002","0.160191657118863"
"Fully agree","2003","lower secondary degree","middle vocational","635","0.115146799858509","0.10665910441514","0.123634495301878"
"Fully agree","2003","lower secondary degree","vocational + Abi","1","","",""
"Fully agree","2003","lower secondary degree","higher vocational","47","0.112808051574323","0.0848823896298052","0.140733713518841"
"Fully agree","2003","lower secondary degree","higher education","12","","",""
"Fully agree","2003","secondary school degree","in school","","","",""
"Fully agree","2003","secondary school degree","inadequately","","","",""
"Fully agree","2003","secondary school degree","general elemantary","47","0.103661905407148","0.0798404501447374","0.127483360669558"
"Fully agree","2003","secondary school degree","middle vocational","300","0.073325541053361","0.0656137272497772","0.0810373548569449"
"Fully agree","2003","secondary school degree","vocational + Abi","3","","",""
"Fully agree","2003","secondary school degree","higher vocational","52","0.0637100153130445","0.0462422573274844","0.0811777732986046"
"Fully agree","2003","secondary school degree","higher education","32","0.068730526311664","0.0492059889410694","0.0882550636822586"
"Fully agree","2003","college entrance qualification","in school","","","",""
"Fully agree","2003","college entrance qualification","inadequately","","","",""
"Fully agree","2003","college entrance qualification","general elemantary","","","",""
"Fully agree","2003","college entrance qualification","middle vocational","25","","",""
"Fully agree","2003","college entrance qualification","vocational + Abi","42","0.0352576079680244","0.0236091871749053","0.0469060287611434"
"Fully agree","2003","college entrance qualification","higher vocational","12","","",""
"Fully agree","2003","college entrance qualification","higher education","97","0.0389140936040218","0.0323178889667299","0.0455102982413136"
"Fully agree","2003","Other degree","in school","","","",""
"Fully agree","2003","Other degree","inadequately","4","","",""
"Fully agree","2003","Other degree","general elemantary","55","0.130768306006667","0.0965076521897613","0.165028959823573"
"Fully agree","2003","Other degree","middle vocational","63","0.15056377439593","0.116879299728715","0.184248249063144"
"Fully agree","2003","Other degree","vocational + Abi","13","","",""
"Fully agree","2003","Other degree","higher vocational","7","","",""
"Fully agree","2003","Other degree","higher education","24","","",""
"Fully agree","2003","no degree/no degree yet","in school","27","","",""
"Fully agree","2003","no degree/no degree yet","inadequately","38","0.174923391916803","0.125173153749975","0.224673630083631"
"Fully agree","2003","no degree/no degree yet","general elemantary","","","",""
"Fully agree","2003","no degree/no degree yet","middle vocational","7","","",""
"Fully agree","2003","no degree/no degree yet","vocational + Abi","","","",""
"Fully agree","2003","no degree/no degree yet","higher vocational","","","",""
"Fully agree","2003","no degree/no degree yet","higher education","","","",""
"Rather agree","2003","lower secondary degree","in school","","","",""
