"plh0193","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","no migration background","820","0.118059334283388","0.110475839839767","0.125642828727009"
"Fully agree","2003","lower secondary degree","direct migration background","97","0.139280235582622","0.113313738099122","0.165246733066123"
"Fully agree","2003","lower secondary degree","indirect migration background","40","0.139797988476818","0.0967255850825942","0.182870391871041"
"Fully agree","2003","secondary school degree","no migration background","393","0.0725652098439034","0.0659911930978376","0.0791392265899691"
"Fully agree","2003","secondary school degree","direct migration background","25","","",""
"Fully agree","2003","secondary school degree","indirect migration background","16","","",""
"Fully agree","2003","college entrance qualification","no migration background","148","0.034981809470835","0.0298603027740069","0.0401033161676631"
"Fully agree","2003","college entrance qualification","direct migration background","18","","",""
"Fully agree","2003","college entrance qualification","indirect migration background","10","","",""
"Fully agree","2003","Other degree","no migration background","9","","",""
"Fully agree","2003","Other degree","direct migration background","155","0.13092473478252","0.11107193036187","0.15077753920317"
"Fully agree","2003","Other degree","indirect migration background","2","","",""
"Fully agree","2003","no degree/no degree yet","no migration background","32","0.0736163724072269","0.0524000922944302","0.0948326525200236"
"Fully agree","2003","no degree/no degree yet","direct migration background","29","","",""
"Fully agree","2003","no degree/no degree yet","indirect migration background","11","","",""
"Rather agree","2003","lower secondary degree","no migration background","2583","0.367206621248071","0.355877773538105","0.378535468958037"
"Rather agree","2003","lower secondary degree","direct migration background","252","0.367384756400086","0.331229775894408","0.403539736905764"
"Rather agree","2003","lower secondary degree","indirect migration background","102","0.453200474749094","0.391369276923698","0.515031672574489"
"Rather agree","2003","secondary school degree","no migration background","2170","0.362460369540506","0.350278645854983","0.374642093226029"
"Rather agree","2003","secondary school degree","direct migration background","92","0.36575291503368","0.306982145675607","0.424523684391753"
"Rather agree","2003","secondary school degree","indirect migration background","77","0.433249583340752","0.366229734410655","0.50026943227085"
"Rather agree","2003","college entrance qualification","no migration background","1223","0.257622427604484","0.245432163474216","0.269812691734753"
"Rather agree","2003","college entrance qualification","direct migration background","69","0.231529105569338","0.182813471918155","0.280244739220522"
"Rather agree","2003","college entrance qualification","indirect migration background","57","0.350692775375728","0.282661953755532","0.418723596995924"
"Rather agree","2003","Other degree","no migration background","38","0.444651272394975","0.34960258980213","0.539699954987821"
"Rather agree","2003","Other degree","direct migration background","370","0.345522870330325","0.317535122333346","0.373510618327304"
"Rather agree","2003","Other degree","indirect migration background","8","","",""
"Rather agree","2003","no degree/no degree yet","no migration background","146","0.280639399727029","0.244135921854357","0.317142877599701"
"Rather agree","2003","no degree/no degree yet","direct migration background","80","0.379374986584463","0.316252493043097","0.442497480125828"
"Rather agree","2003","no degree/no degree yet","indirect migration background","22","","",""
"Rather disagree","2003","lower secondary degree","no migration background","3035","0.438282452938864","0.426621459231374","0.449943446646355"
"Rather disagree","2003","lower secondary degree","direct migration background","271","0.389982604859315","0.353403635325887","0.426561574392744"
"Rather disagree","2003","lower secondary degree","indirect migration background","91","0.351792426604246","0.292479587770052","0.41110526543844"
"Rather disagree","2003","secondary school degree","no migration background","2998","0.486600527701537","0.473934545207868","0.499266510195206"
"Rather disagree","2003","secondary school degree","direct migration background","111","0.418106355492734","0.357919253920213","0.478293457065255"
"Rather disagree","2003","secondary school degree","indirect migration background","97","0.40887507164528","0.342382459036357","0.475367684254202"
"Rather disagree","2003","college entrance qualification","no migration background","2877","0.57032352184362","0.556524754519514","0.584122289167727"
"Rather disagree","2003","college entrance qualification","direct migration background","155","0.554972850802703","0.497576937717851","0.612368763887555"
"Rather disagree","2003","college entrance qualification","indirect migration background","97","0.447576281564377","0.3766859709468","0.518466592181954"
"Rather disagree","2003","Other degree","no migration background","51","0.393731842061688","0.300280382153993","0.487183301969383"
"Rather disagree","2003","Other degree","direct migration background","445","0.408765523780053","0.379832133649303","0.437698913910803"
"Rather disagree","2003","Other degree","indirect migration background","6","","",""
"Rather disagree","2003","no degree/no degree yet","no migration background","308","0.494261224798357","0.45364234001235","0.534880109584364"
"Rather disagree","2003","no degree/no degree yet","direct migration background","94","0.417063055916435","0.352920418550408","0.481205693282462"
"Rather disagree","2003","no degree/no degree yet","indirect migration background","38","0.486130175611998","0.376607020757215","0.595653330466781"
"Disagree fully","2003","lower secondary degree","no migration background","517","0.0764515915296768","0.0702067327556653","0.0826964503036883"
"Disagree fully","2003","lower secondary degree","direct migration background","63","0.103352403157976","0.080522244834375","0.126182561481578"
"Disagree fully","2003","lower secondary degree","indirect migration background","16","","",""
"Disagree fully","2003","secondary school degree","no migration background","421","0.0783738929140538","0.0715632520388553","0.0851845337892523"
"Disagree fully","2003","secondary school degree","direct migration background","30","0.0989873466920679","0.0625460749524254","0.135428618431711"
"Disagree fully","2003","secondary school degree","indirect migration background","20","","",""
"Disagree fully","2003","college entrance qualification","no migration background","696","0.13707224108106","0.127485503566201","0.146658978595919"
"Disagree fully","2003","college entrance qualification","direct migration background","46","0.170773278358904","0.12731240500051","0.214234151717298"
"Disagree fully","2003","college entrance qualification","indirect migration background","25","","",""
"Disagree fully","2003","Other degree","no migration background","7","","",""
"Disagree fully","2003","Other degree","direct migration background","139","0.114786871107101","0.0960260280610283","0.133547714153174"
"Disagree fully","2003","Other degree","indirect migration background","","","",""
"Disagree fully","2003","no degree/no degree yet","no migration background","96","0.151483003067387","0.122355797230076","0.180610208904698"
"Disagree fully","2003","no degree/no degree yet","direct migration background","24","","",""
"Disagree fully","2003","no degree/no degree yet","indirect migration background","9","","",""
"Fully agree","2004","lower secondary degree","no migration background","","","",""
"Fully agree","2004","lower secondary degree","direct migration background","","","",""
"Fully agree","2004","lower secondary degree","indirect migration background","","","",""
"Fully agree","2004","secondary school degree","no migration background","","","",""
"Fully agree","2004","secondary school degree","direct migration background","","","",""
"Fully agree","2004","secondary school degree","indirect migration background","","","",""
"Fully agree","2004","college entrance qualification","no migration background","","","",""
"Fully agree","2004","college entrance qualification","direct migration background","","","",""
"Fully agree","2004","college entrance qualification","indirect migration background","","","",""
"Fully agree","2004","Other degree","no migration background","","","",""
"Fully agree","2004","Other degree","direct migration background","","","",""
"Fully agree","2004","Other degree","indirect migration background","","","",""
"Fully agree","2004","no degree/no degree yet","no migration background","","","",""
"Fully agree","2004","no degree/no degree yet","direct migration background","","","",""
"Fully agree","2004","no degree/no degree yet","indirect migration background","","","",""
"Rather agree","2004","lower secondary degree","no migration background","","","",""
"Rather agree","2004","lower secondary degree","direct migration background","","","",""
"Rather agree","2004","lower secondary degree","indirect migration background","","","",""
"Rather agree","2004","secondary school degree","no migration background","","","",""
"Rather agree","2004","secondary school degree","direct migration background","","","",""
"Rather agree","2004","secondary school degree","indirect migration background","","","",""
"Rather agree","2004","college entrance qualification","no migration background","","","",""
"Rather agree","2004","college entrance qualification","direct migration background","","","",""
"Rather agree","2004","college entrance qualification","indirect migration background","","","",""
"Rather agree","2004","Other degree","no migration background","","","",""
"Rather agree","2004","Other degree","direct migration background","","","",""
"Rather agree","2004","Other degree","indirect migration background","","","",""
"Rather agree","2004","no degree/no degree yet","no migration background","","","",""
"Rather agree","2004","no degree/no degree yet","direct migration background","","","",""
"Rather agree","2004","no degree/no degree yet","indirect migration background","","","",""
"Rather disagree","2004","lower secondary degree","no migration background","","","",""
"Rather disagree","2004","lower secondary degree","direct migration background","","","",""
"Rather disagree","2004","lower secondary degree","indirect migration background","","","",""
"Rather disagree","2004","secondary school degree","no migration background","","","",""
"Rather disagree","2004","secondary school degree","direct migration background","","","",""
"Rather disagree","2004","secondary school degree","indirect migration background","","","",""
"Rather disagree","2004","college entrance qualification","no migration background","","","",""
"Rather disagree","2004","college entrance qualification","direct migration background","","","",""
"Rather disagree","2004","college entrance qualification","indirect migration background","","","",""
"Rather disagree","2004","Other degree","no migration background","","","",""
"Rather disagree","2004","Other degree","direct migration background","","","",""
"Rather disagree","2004","Other degree","indirect migration background","","","",""
"Rather disagree","2004","no degree/no degree yet","no migration background","","","",""
"Rather disagree","2004","no degree/no degree yet","direct migration background","","","",""
"Rather disagree","2004","no degree/no degree yet","indirect migration background","","","",""
"Disagree fully","2004","lower secondary degree","no migration background","","","",""
"Disagree fully","2004","lower secondary degree","direct migration background","","","",""
"Disagree fully","2004","lower secondary degree","indirect migration background","","","",""
"Disagree fully","2004","secondary school degree","no migration background","","","",""
