"plh0193","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Rural Area","East Germany","163","0.0515257576162465","0.0442227505134059","0.0588287647190872","4"
"Disagree fully","2003","Urban Area","West Germany","1508","0.1073600687677","0.102041204325484","0.112678933209915","4"
"Disagree fully","2003","Urban Area","East Germany","119","0.0620098525135784","0.0509691592058925","0.0730505458212642","4"
"Disagree fully","2003","Rural Area","West Germany","352","0.0959415185828009","0.0865565790899856","0.105326458075616","4"
"Fully agree","2003","Urban Area","West Germany","1077","0.0887774723579369","0.0838906901047286","0.0936642546111452","1"
"Fully agree","2003","Urban Area","East Germany","151","0.0991791345443438","0.085495664865103","0.112862604223585","1"
"Fully agree","2003","Rural Area","West Germany","257","0.0694947548534255","0.0613913908704269","0.0775981188364241","1"
"Fully agree","2003","Rural Area","East Germany","344","0.118243047637108","0.107576128250023","0.128909967024194","1"
"Rather agree","2003","Rural Area","East Germany","1382","0.396151667169158","0.379994268569874","0.412309065768443","2"
"Rather agree","2003","Urban Area","West Germany","4016","0.326489030359516","0.31843216678343","0.334545893935602","2"
"Rather agree","2003","Urban Area","East Germany","676","0.367872337389561","0.34579646767127","0.389948207107852","2"
"Rather agree","2003","Rural Area","West Germany","1298","0.34485663007157","0.329709952330597","0.360003307812543","2"
"Rather disagree","2003","Urban Area","West Germany","6412","0.477373428514847","0.46879151289286","0.485955344136834","3"
"Rather disagree","2003","Urban Area","East Germany","887","0.470938675552517","0.448087842100215","0.493789509004819","3"
"Rather disagree","2003","Rural Area","West Germany","1876","0.489707096492204","0.473777385979277","0.50563680700513","3"
"Rather disagree","2003","Rural Area","East Germany","1631","0.434079527577487","0.417706118455361","0.450452936699612","3"
"Disagree fully","2004","Urban Area","West Germany","","","","","4"
"Disagree fully","2004","Urban Area","East Germany","","","","","4"
"Disagree fully","2004","Rural Area","West Germany","","","","","4"
"Disagree fully","2004","Rural Area","East Germany","","","","","4"
"Fully agree","2004","Urban Area","East Germany","","","","","1"
"Fully agree","2004","Rural Area","West Germany","","","","","1"
"Fully agree","2004","Rural Area","East Germany","","","","","1"
"Fully agree","2004","Urban Area","West Germany","","","","","1"
"Rather agree","2004","Urban Area","West Germany","","","","","2"
"Rather agree","2004","Urban Area","East Germany","","","","","2"
"Rather agree","2004","Rural Area","West Germany","","","","","2"
"Rather agree","2004","Rural Area","East Germany","","","","","2"
"Rather disagree","2004","Urban Area","East Germany","","","","","3"
"Rather disagree","2004","Rural Area","West Germany","","","","","3"
"Rather disagree","2004","Rural Area","East Germany","","","","","3"
"Rather disagree","2004","Urban Area","West Germany","","","","","3"
"Disagree fully","2005","Urban Area","East Germany","","","","","4"
