"ple0181","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Schleswig-Holstein","no migration background","14","","",""
"Daily","2016","Schleswig-Holstein","direct migration background","10","","",""
"Daily","2016","Schleswig-Holstein","indirect migration background","6","","",""
"Daily","2016","Hamburg","no migration background","5","","",""
"Daily","2016","Hamburg","direct migration background","3","","",""
"Daily","2016","Hamburg","indirect migration background","1","","",""
"Daily","2016","Lower Saxony","no migration background","41","0.0305821396099161","0.0225516470679986","0.0386126321518337"
"Daily","2016","Lower Saxony","direct migration background","35","0.0538277813121112","0.033743071677767","0.0739124909464553"
"Daily","2016","Lower Saxony","indirect migration background","8","","",""
"Daily","2016","Bremen","no migration background","6","","",""
"Daily","2016","Bremen","direct migration background","2","","",""
"Daily","2016","Bremen","indirect migration background","","","",""
"Daily","2016","North Rhine-Westphalia","no migration background","66","0.0189085136571088","0.0142395114413627","0.0235775158728549"
"Daily","2016","North Rhine-Westphalia","direct migration background","66","0.0545166732128753","0.0420154821199088","0.0670178643058418"
"Daily","2016","North Rhine-Westphalia","indirect migration background","21","","",""
"Daily","2016","Hesse","no migration background","14","","",""
"Daily","2016","Hesse","direct migration background","18","","",""
"Daily","2016","Hesse","indirect migration background","3","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","no migration background","3","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","direct migration background","14","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","indirect migration background","10","","",""
"Daily","2016","Baden-Württemberg","no migration background","8","","",""
"Daily","2016","Baden-Württemberg","direct migration background","19","","",""
"Daily","2016","Baden-Württemberg","indirect migration background","14","","",""
"Daily","2016","Bavaria","no migration background","28","","",""
"Daily","2016","Bavaria","direct migration background","27","","",""
"Daily","2016","Bavaria","indirect migration background","11","","",""
"Daily","2016","Berlin","no migration background","15","","",""
"Daily","2016","Berlin","direct migration background","4","","",""
"Daily","2016","Berlin","indirect migration background","1","","",""
"Daily","2016","Brandenburg","no migration background","12","","",""
"Daily","2016","Brandenburg","direct migration background","1","","",""
"Daily","2016","Brandenburg","indirect migration background","1","","",""
"Daily","2016","Mecklenburg-Western Pomerania","no migration background","19","","",""
"Daily","2016","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","2016","Saxony","no migration background","40","0.0231159971565058","0.0151324325618546","0.0310995617511571"
"Daily","2016","Saxony","direct migration background","1","","",""
"Daily","2016","Saxony","indirect migration background","1","","",""
"Daily","2016","Saxony-Anhalt","no migration background","12","","",""
"Daily","2016","Saxony-Anhalt","direct migration background","1","","",""
"Daily","2016","Saxony-Anhalt","indirect migration background","","","",""
"Daily","2016","Thuringia","no migration background","14","","",""
"Daily","2016","Thuringia","direct migration background","1","","",""
"Daily","2016","Thuringia","indirect migration background","","","",""
"Four to six days a week","2016","Schleswig-Holstein","no migration background","82","0.132367305597405","0.105756232589846","0.158978378604963"
"Four to six days a week","2016","Schleswig-Holstein","direct migration background","15","","",""
"Four to six days a week","2016","Schleswig-Holstein","indirect migration background","4","","",""
"Four to six days a week","2016","Hamburg","no migration background","26","","",""
"Four to six days a week","2016","Hamburg","direct migration background","23","","",""
"Four to six days a week","2016","Hamburg","indirect migration background","6","","",""
"Four to six days a week","2016","Lower Saxony","no migration background","144","0.0662050782918355","0.0546086526646306","0.0778015039190404"
"Four to six days a week","2016","Lower Saxony","direct migration background","68","0.171772443033657","0.13820418490407","0.205340701163244"
"Four to six days a week","2016","Lower Saxony","indirect migration background","17","","",""
"Four to six days a week","2016","Bremen","no migration background","22","","",""
"Four to six days a week","2016","Bremen","direct migration background","8","","",""
