"ple0181","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2016","no migration background","(0) in school","11","","",""
"Daily","2016","no migration background","(1a) inadequately completed","8","","",""
"Daily","2016","no migration background","(1b) general elementary school","22","","",""
"Daily","2016","no migration background","(1c) basic vocational qualification","63","0.0135465832579071","0.00991390891698767","0.0171792575988266"
"Daily","2016","no migration background","(2b) intermediate general qualification","14","","",""
"Daily","2016","no migration background","(2a) intermediate vocational","86","0.0199724146855253","0.0160075137753066","0.0239373155957441"
"Daily","2016","no migration background","(2c_gen) general maturity certificate","13","","",""
"Daily","2016","no migration background","(2c_voc) vocational maturity certificate","24","","",""
"Daily","2016","no migration background","(3a) lower tertiary education","20","","",""
"Daily","2016","no migration background","(3b) higher tertiary education","23","","",""
"Daily","2016","direct migration background","(0) in school","3","","",""
"Daily","2016","direct migration background","(1a) inadequately completed","21","","",""
"Daily","2016","direct migration background","(1b) general elementary school","35","0.0383083642908009","0.0241800711540901","0.0524366574275118"
"Daily","2016","direct migration background","(1c) basic vocational qualification","40","0.0387005110853851","0.0260640844790936","0.0513369376916767"
"Daily","2016","direct migration background","(2b) intermediate general qualification","7","","",""
"Daily","2016","direct migration background","(2a) intermediate vocational","10","","",""
"Daily","2016","direct migration background","(2c_gen) general maturity certificate","11","","",""
"Daily","2016","direct migration background","(2c_voc) vocational maturity certificate","29","","",""
"Daily","2016","direct migration background","(3a) lower tertiary education","2","","",""
"Daily","2016","direct migration background","(3b) higher tertiary education","34","0.0235174564385006","0.0146026069004915","0.0324323059765097"
"Daily","2016","indirect migration background","(0) in school","8","","",""
"Daily","2016","indirect migration background","(1a) inadequately completed","1","","",""
"Daily","2016","indirect migration background","(1b) general elementary school","19","","",""
"Daily","2016","indirect migration background","(1c) basic vocational qualification","14","","",""
"Daily","2016","indirect migration background","(2b) intermediate general qualification","6","","",""
"Daily","2016","indirect migration background","(2a) intermediate vocational","5","","",""
"Daily","2016","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"Daily","2016","indirect migration background","(2c_voc) vocational maturity certificate","7","","",""
"Daily","2016","indirect migration background","(3a) lower tertiary education","1","","",""
"Daily","2016","indirect migration background","(3b) higher tertiary education","2","","",""
"Four to six days a week","2016","no migration background","(0) in school","27","","",""
"Four to six days a week","2016","no migration background","(1a) inadequately completed","16","","",""
"Four to six days a week","2016","no migration background","(1b) general elementary school","99","0.0847721640232152","0.0677449819984997","0.101799346047931"
"Four to six days a week","2016","no migration background","(1c) basic vocational qualification","312","0.0815013303085118","0.0729033805114862","0.0900992801055373"
"Four to six days a week","2016","no migration background","(2b) intermediate general qualification","53","0.121106522671884","0.0919808167757261","0.150232228568043"
"Four to six days a week","2016","no migration background","(2a) intermediate vocational","386","0.0838307104142482","0.0759767747605525","0.0916846460679438"
"Four to six days a week","2016","no migration background","(2c_gen) general maturity certificate","55","0.0952462152285921","0.0730678451111213","0.117424585346063"
"Four to six days a week","2016","no migration background","(2c_voc) vocational maturity certificate","127","0.0966439090327739","0.0818191529412754","0.111468665124272"
"Four to six days a week","2016","no migration background","(3a) lower tertiary education","97","0.0598491648064361","0.0483653434104944","0.0713329862023778"
"Four to six days a week","2016","no migration background","(3b) higher tertiary education","132","0.0559489342358385","0.0473404830407374","0.0645573854309395"
"Four to six days a week","2016","direct migration background","(0) in school","5","","",""
"Four to six days a week","2016","direct migration background","(1a) inadequately completed","51","0.132879206012075","0.0944681916379006","0.171290220386248"
"Four to six days a week","2016","direct migration background","(1b) general elementary school","98","0.139932040371376","0.114396212555018","0.165467868187734"
"Four to six days a week","2016","direct migration background","(1c) basic vocational qualification","119","0.128908390801348","0.106954622211856","0.15086215939084"
"Four to six days a week","2016","direct migration background","(2b) intermediate general qualification","11","","",""
"Four to six days a week","2016","direct migration background","(2a) intermediate vocational","34","0.204168205508948","0.153486682998022","0.254849728019873"
"Four to six days a week","2016","direct migration background","(2c_gen) general maturity certificate","50","0.109432397156461","0.0784096900307853","0.140455104282136"
"Four to six days a week","2016","direct migration background","(2c_voc) vocational maturity certificate","97","0.145517104886672","0.120480276358359","0.170553933414985"
"Four to six days a week","2016","direct migration background","(3a) lower tertiary education","12","","",""
"Four to six days a week","2016","direct migration background","(3b) higher tertiary education","137","0.107392312946408","0.0891783893296071","0.125606236563208"
"Four to six days a week","2016","indirect migration background","(0) in school","13","","",""
"Four to six days a week","2016","indirect migration background","(1a) inadequately completed","5","","",""
"Four to six days a week","2016","indirect migration background","(1b) general elementary school","29","","",""
"Four to six days a week","2016","indirect migration background","(1c) basic vocational qualification","31","0.0739274337493774","0.0382832853481746","0.10957158215058"
"Four to six days a week","2016","indirect migration background","(2b) intermediate general qualification","28","","",""
"Four to six days a week","2016","indirect migration background","(2a) intermediate vocational","33","0.148460084286757","0.103382929403689","0.193537239169825"
"Four to six days a week","2016","indirect migration background","(2c_gen) general maturity certificate","31","0.181406496987233","0.126467875979009","0.236345117995456"
"Four to six days a week","2016","indirect migration background","(2c_voc) vocational maturity certificate","24","","",""
"Four to six days a week","2016","indirect migration background","(3a) lower tertiary education","8","","",""
"Four to six days a week","2016","indirect migration background","(3b) higher tertiary education","14","","",""
