"ple0181","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Daily","2016","lower secondary degree","no migration background","84","0.0128022049622469","0.00966281428995241","0.0159415956345413"
"Daily","2016","lower secondary degree","direct migration background","25","","",""
"Daily","2016","lower secondary degree","indirect migration background","29","","",""
"Daily","2016","secondary school degree","no migration background","110","0.020362745413591","0.0167344711903708","0.0239910196368111"
"Daily","2016","secondary school degree","direct migration background","18","","",""
"Daily","2016","secondary school degree","indirect migration background","11","","",""
"Daily","2016","college entrance qualification","no migration background","67","0.0130962119234808","0.0101676354355132","0.0160247884114484"
"Daily","2016","college entrance qualification","direct migration background","15","","",""
"Daily","2016","college entrance qualification","indirect migration background","18","","",""
"Daily","2016","Other degree","no migration background","4","","",""
"Daily","2016","Other degree","direct migration background","110","0.0338183515924102","0.0273937605098606","0.0402429426749598"
"Daily","2016","Other degree","indirect migration background","4","","",""
"Daily","2016","no degree/no degree yet","no migration background","19","","",""
"Daily","2016","no degree/no degree yet","direct migration background","24","","",""
"Daily","2016","no degree/no degree yet","indirect migration background","9","","",""
"Four to six days a week","2016","lower secondary degree","no migration background","402","0.0811133810608886","0.07348946505118","0.0887372970705971"
"Four to six days a week","2016","lower secondary degree","direct migration background","66","0.171722596091391","0.137626803414564","0.205818388768219"
"Four to six days a week","2016","lower secondary degree","indirect migration background","54","0.132957945702705","0.0974380434252274","0.168477847980183"
"Four to six days a week","2016","secondary school degree","no migration background","478","0.086901375346828","0.0796649937475935","0.0941377569460625"
"Four to six days a week","2016","secondary school degree","direct migration background","48","0.205883561840809","0.162777070939709","0.248990052741908"
"Four to six days a week","2016","secondary school degree","indirect migration background","63","0.147466751304003","0.112094951543124","0.182838551064883"
"Four to six days a week","2016","college entrance qualification","no migration background","361","0.0705149141310426","0.0639200170901599","0.0771098111719253"
"Four to six days a week","2016","college entrance qualification","direct migration background","57","0.129775438622029","0.0974431859764395","0.162107691267618"
"Four to six days a week","2016","college entrance qualification","indirect migration background","71","0.146483204585214","0.115885463847758","0.177080945322671"
"Four to six days a week","2016","Other degree","no migration background","15","","",""
"Four to six days a week","2016","Other degree","direct migration background","385","0.109987517352865","0.098867393368774","0.121107641336956"
"Four to six days a week","2016","Other degree","indirect migration background","9","","",""
"Four to six days a week","2016","no degree/no degree yet","no migration background","43","0.0886186710040137","0.0593833774861031","0.117853964521924"
"Four to six days a week","2016","no degree/no degree yet","direct migration background","56","0.140453695448547","0.103895514547597","0.177011876349497"
"Four to six days a week","2016","no degree/no degree yet","indirect migration background","18","","",""
"Two to three days a week","2016","lower secondary degree","no migration background","1900","0.369267071866589","0.35579005006861","0.382744093664567"
"Two to three days a week","2016","lower secondary degree","direct migration background","206","0.421012255849422","0.376376672324891","0.465647839373953"
"Two to three days a week","2016","lower secondary degree","indirect migration background","146","0.384428109655049","0.333537050363552","0.435319168946545"
"Two to three days a week","2016","secondary school degree","no migration background","2338","0.38309587572638","0.370607330052698","0.395584421400062"
"Two to three days a week","2016","secondary school degree","direct migration background","156","0.399589512995099","0.347371430931789","0.451807595058408"
"Two to three days a week","2016","secondary school degree","indirect migration background","193","0.443136481418438","0.393580329598567","0.492692633238309"
"Two to three days a week","2016","college entrance qualification","no migration background","2298","0.390731478906818","0.378162792606737","0.403300165206898"
"Two to three days a week","2016","college entrance qualification","direct migration background","200","0.439789278073811","0.392033923985748","0.487544632161875"
"Two to three days a week","2016","college entrance qualification","indirect migration background","232","0.396735309513647","0.35440087247177","0.439069746555524"
"Two to three days a week","2016","Other degree","no migration background","47","0.303957875551042","0.229602240731629","0.378313510370454"
"Two to three days a week","2016","Other degree","direct migration background","1500","0.473355532426675","0.455609863583625","0.491101201269724"
"Two to three days a week","2016","Other degree","indirect migration background","22","","",""
"Two to three days a week","2016","no degree/no degree yet","no migration background","157","0.439849527177302","0.388787365464946","0.490911688889659"
"Two to three days a week","2016","no degree/no degree yet","direct migration background","174","0.496990293698481","0.444383057042297","0.549597530354664"
"Two to three days a week","2016","no degree/no degree yet","indirect migration background","47","0.354222881319019","0.260010034748645","0.448435727889393"
"Two to four days a month","2016","lower secondary degree","no migration background","1715","0.359222053274665","0.345824170889572","0.372619935659758"
"Two to four days a month","2016","lower secondary degree","direct migration background","118","0.268019763455509","0.227976243215218","0.3080632836958"
"Two to four days a month","2016","lower secondary degree","indirect migration background","83","0.253221061845935","0.207728491429528","0.298713632262342"
"Two to four days a month","2016","secondary school degree","no migration background","2056","0.355093638710556","0.342800322071334","0.367386955349778"
"Two to four days a month","2016","secondary school degree","direct migration background","87","0.24244711774085","0.196758845910043","0.288135389571657"
"Two to four days a month","2016","secondary school degree","indirect migration background","92","0.273540421752188","0.229070033418735","0.318010810085641"
"Two to four days a month","2016","college entrance qualification","no migration background","2043","0.34102005473879","0.328808460225895","0.353231649251684"
"Two to four days a month","2016","college entrance qualification","direct migration background","94","0.229472195422575","0.189016167958461","0.269928222886688"
"Two to four days a month","2016","college entrance qualification","indirect migration background","128","0.28895397652229","0.249729911316455","0.328178041728125"
"Two to four days a month","2016","Other degree","no migration background","59","0.39129283256888","0.312398723193241","0.47018694194452"
"Two to four days a month","2016","Other degree","direct migration background","750","0.277413297716842","0.261500428225201","0.293326167208483"
"Two to four days a month","2016","Other degree","indirect migration background","15","","",""
"Two to four days a month","2016","no degree/no degree yet","no migration background","87","0.259817553795458","0.214704896020157","0.304930211570758"
"Two to four days a month","2016","no degree/no degree yet","direct migration background","69","0.229493026339314","0.185248822243194","0.273737230435434"
"Two to four days a month","2016","no degree/no degree yet","indirect migration background","16","","",""
"Once a month or less","2016","lower secondary degree","no migration background","660","0.143698400429959","0.133902593161633","0.153494207698285"
"Once a month or less","2016","lower secondary degree","direct migration background","36","0.0739696712289074","0.0503083707050455","0.0976309717527693"
"Once a month or less","2016","lower secondary degree","indirect migration background","30","0.115095514672614","0.0817089349137957","0.148482094431431"
"Once a month or less","2016","secondary school degree","no migration background","626","0.110485290408398","0.102431912310002","0.118538668506794"
"Once a month or less","2016","secondary school degree","direct migration background","21","","",""
"Once a month or less","2016","secondary school degree","indirect migration background","15","","",""
"Once a month or less","2016","college entrance qualification","no migration background","659","0.116186434208725","0.107931675947764","0.124441192469687"
"Once a month or less","2016","college entrance qualification","direct migration background","27","","",""
"Once a month or less","2016","college entrance qualification","indirect migration background","37","0.0691064890888184","0.0471582933504878","0.091054684827149"
"Once a month or less","2016","Other degree","no migration background","14","","",""
"Once a month or less","2016","Other degree","direct migration background","186","0.0659448487035336","0.0571238739517457","0.0747658234553215"
"Once a month or less","2016","Other degree","indirect migration background","2","","",""
"Once a month or less","2016","no degree/no degree yet","no migration background","37","0.123727267881172","0.089854776668755","0.157599759093589"
"Once a month or less","2016","no degree/no degree yet","direct migration background","16","","",""
"Once a month or less","2016","no degree/no degree yet","indirect migration background","6","","",""
"Never","2016","lower secondary degree","no migration background","165","0.0338968884056526","0.028843385211943","0.0389503915993621"
"Never","2016","lower secondary degree","direct migration background","19","","",""
"Never","2016","lower secondary degree","indirect migration background","9","","",""
"Never","2016","secondary school degree","no migration background","213","0.044061074394247","0.0387888740398295","0.0493332747486646"
"Never","2016","secondary school degree","direct migration background","8","","",""
"Never","2016","secondary school degree","indirect migration background","12","","",""
"Never","2016","college entrance qualification","no migration background","361","0.0684509060911441","0.0619460335573789","0.0749557786249092"
"Never","2016","college entrance qualification","direct migration background","22","","",""
"Never","2016","college entrance qualification","indirect migration background","27","","",""
"Never","2016","Other degree","no migration background","8","","",""
"Never","2016","Other degree","direct migration background","110","0.0394804522076749","0.0325592100564698","0.0464016943588799"
"Never","2016","Other degree","indirect migration background","2","","",""
"Never","2016","no degree/no degree yet","no migration background","20","","",""
"Never","2016","no degree/no degree yet","direct migration background","8","","",""
"Never","2016","no degree/no degree yet","indirect migration background","3","","",""
"Daily","2017","lower secondary degree","no migration background","","","",""
"Daily","2017","lower secondary degree","direct migration background","","","",""
"Daily","2017","lower secondary degree","indirect migration background","","","",""
"Daily","2017","secondary school degree","no migration background","","","",""
"Daily","2017","secondary school degree","direct migration background","","","",""
"Daily","2017","secondary school degree","indirect migration background","","","",""
"Daily","2017","college entrance qualification","no migration background","","","",""
"Daily","2017","college entrance qualification","direct migration background","","","",""
"Daily","2017","college entrance qualification","indirect migration background","","","",""
"Daily","2017","Other degree","no migration background","","","",""
"Daily","2017","Other degree","direct migration background","","","",""
"Daily","2017","Other degree","indirect migration background","","","",""
"Daily","2017","no degree/no degree yet","no migration background","","","",""
"Daily","2017","no degree/no degree yet","direct migration background","","","",""
"Daily","2017","no degree/no degree yet","indirect migration background","","","",""
"Four to six days a week","2017","lower secondary degree","no migration background","","","",""
"Four to six days a week","2017","lower secondary degree","direct migration background","","","",""
"Four to six days a week","2017","lower secondary degree","indirect migration background","","","",""
"Four to six days a week","2017","secondary school degree","no migration background","","","",""
"Four to six days a week","2017","secondary school degree","direct migration background","","","",""
"Four to six days a week","2017","secondary school degree","indirect migration background","","","",""
"Four to six days a week","2017","college entrance qualification","no migration background","","","",""
"Four to six days a week","2017","college entrance qualification","direct migration background","","","",""
"Four to six days a week","2017","college entrance qualification","indirect migration background","","","",""
"Four to six days a week","2017","Other degree","no migration background","","","",""
"Four to six days a week","2017","Other degree","direct migration background","","","",""
"Four to six days a week","2017","Other degree","indirect migration background","","","",""
"Four to six days a week","2017","no degree/no degree yet","no migration background","","","",""
"Four to six days a week","2017","no degree/no degree yet","direct migration background","","","",""
"Four to six days a week","2017","no degree/no degree yet","indirect migration background","","","",""
"Two to three days a week","2017","lower secondary degree","no migration background","","","",""
"Two to three days a week","2017","lower secondary degree","direct migration background","","","",""
"Two to three days a week","2017","lower secondary degree","indirect migration background","","","",""
"Two to three days a week","2017","secondary school degree","no migration background","","","",""
"Two to three days a week","2017","secondary school degree","direct migration background","","","",""
"Two to three days a week","2017","secondary school degree","indirect migration background","","","",""
"Two to three days a week","2017","college entrance qualification","no migration background","","","",""
