"ple0181","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Daily","2016","lower secondary degree","Male","76","0.0205644774936606","0.0153513166729821","0.0257776383143391"
"Daily","2016","lower secondary degree","Female","62","0.0128106456398808","0.00871771077949196","0.0169035805002697"
"Daily","2016","secondary school degree","Male","75","0.0277305056571912","0.0214717270438331","0.0339892842705492"
"Daily","2016","secondary school degree","Female","64","0.0174356211424741","0.0133282936186545","0.0215429486662938"
"Daily","2016","college entrance qualification","Male","65","0.024045471823322","0.0187311470354597","0.0293597966111843"
"Daily","2016","college entrance qualification","Female","35","0.0109025762961156","0.0074744829988017","0.0143306695934296"
"Daily","2016","Other degree","Male","64","0.0372097522333633","0.0275537103094113","0.0468657941573152"
"Daily","2016","Other degree","Female","54","0.0269789529361458","0.019422353459269","0.0345355524130226"
"Daily","2016","no degree/no degree yet","Male","25","","",""
"Daily","2016","no degree/no degree yet","Female","27","","",""
"Four to six days a week","2016","lower secondary degree","Male","272","0.0960523071983331","0.0852285034726531","0.106876110924013"
"Four to six days a week","2016","lower secondary degree","Female","250","0.0832906545589044","0.0732337794003968","0.093347529717412"
"Four to six days a week","2016","secondary school degree","Male","244","0.0998608289489876","0.0884328408455898","0.111288817052385"
"Four to six days a week","2016","secondary school degree","Female","345","0.090024542868632","0.0810429075416692","0.0990061781955947"
"Four to six days a week","2016","college entrance qualification","Male","246","0.0785597541852267","0.0692261303022945","0.0878933780681588"
"Four to six days a week","2016","college entrance qualification","Female","243","0.0802123424397068","0.0712456366794352","0.0891790481999784"
"Four to six days a week","2016","Other degree","Male","198","0.121860041190935","0.105171535835939","0.13854854654593"
"Four to six days a week","2016","Other degree","Female","211","0.10160753010058","0.0875163054011719","0.115698754799987"
"Four to six days a week","2016","no degree/no degree yet","Male","57","0.117436976512529","0.0838050260987551","0.151068926926303"
"Four to six days a week","2016","no degree/no degree yet","Female","60","0.128549955452214","0.0978634662368242","0.159236444667604"
"Two to three days a week","2016","lower secondary degree","Male","1095","0.373134200417909","0.355368833806678","0.390899567029141"
"Two to three days a week","2016","lower secondary degree","Female","1157","0.373796506986601","0.356187922139355","0.391405091833848"
"Two to three days a week","2016","secondary school degree","Male","1057","0.373117124528198","0.354682548250245","0.39155170080615"
"Two to three days a week","2016","secondary school degree","Female","1630","0.397759061145285","0.382400331559889","0.41311779073068"
"Two to three days a week","2016","college entrance qualification","Male","1294","0.397140806753924","0.38016631222733","0.414115301280519"
"Two to three days a week","2016","college entrance qualification","Female","1436","0.39075813719848","0.374651034997723","0.406865239399237"
"Two to three days a week","2016","Other degree","Male","699","0.442665578168952","0.417325921762303","0.468005234575602"
"Two to three days a week","2016","Other degree","Female","870","0.473851093207586","0.450563316887149","0.497138869528024"
"Two to three days a week","2016","no degree/no degree yet","Male","165","0.443278352062891","0.391382329336939","0.495174374788842"
"Two to three days a week","2016","no degree/no degree yet","Female","213","0.461185889188009","0.415482597879517","0.506889180496501"
"Two to four days a month","2016","lower secondary degree","Male","960","0.346707871261271","0.329225919361133","0.364189823161409"
"Two to four days a month","2016","lower secondary degree","Female","956","0.349469628457061","0.332116107687427","0.366823149226695"
"Two to four days a month","2016","secondary school degree","Male","919","0.355009382760598","0.336769838621513","0.373248926899683"
"Two to four days a month","2016","secondary school degree","Female","1316","0.339928155257592","0.325063690051628","0.354792620463556"
"Two to four days a month","2016","college entrance qualification","Male","1106","0.347007881202127","0.330494337170607","0.363521425233647"
"Two to four days a month","2016","college entrance qualification","Female","1159","0.313553474069622","0.298238096971441","0.328868851167803"
