"ple0181","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","2016","no migration background","in school","11","","",""
"Daily","2016","no migration background","inadequately","9","","",""
"Daily","2016","no migration background","general elemantary","32","0.0129310114377519","0.00716739708747581","0.0186946257880281"
"Daily","2016","no migration background","middle vocational","156","0.0167952742340691","0.0140916035220623","0.0194989449460758"
"Daily","2016","no migration background","vocational + Abi","17","","",""
"Daily","2016","no migration background","higher vocational","20","","",""
"Daily","2016","no migration background","higher education","43","0.0103133200487225","0.00732031170234086","0.013306328395104"
"Daily","2016","direct migration background","in school","3","","",""
"Daily","2016","direct migration background","inadequately","16","","",""
"Daily","2016","direct migration background","general elemantary","42","0.042219915297965","0.0280623419657133","0.0563774886302167"
"Daily","2016","direct migration background","middle vocational","65","0.0463362066362055","0.0359281061014697","0.0567443071709413"
"Daily","2016","direct migration background","vocational + Abi","26","","",""
"Daily","2016","direct migration background","higher vocational","4","","",""
"Daily","2016","direct migration background","higher education","36","0.0211265180377887","0.0130471006238345","0.029205935451743"
"Daily","2016","indirect migration background","in school","8","","",""
"Daily","2016","indirect migration background","inadequately","2","","",""
"Daily","2016","indirect migration background","general elemantary","24","","",""
"Daily","2016","indirect migration background","middle vocational","27","","",""
"Daily","2016","indirect migration background","vocational + Abi","7","","",""
"Daily","2016","indirect migration background","higher vocational","1","","",""
"Daily","2016","indirect migration background","higher education","3","","",""
"Four to six days a week","2016","no migration background","in school","27","","",""
"Four to six days a week","2016","no migration background","inadequately","16","","",""
"Four to six days a week","2016","no migration background","general elemantary","147","0.093763240954515","0.0788921765467081","0.108634305362322"
"Four to six days a week","2016","no migration background","middle vocational","713","0.086269658610962","0.0803625312985156","0.0921767859234083"
"Four to six days a week","2016","no migration background","vocational + Abi","92","0.0806553935779191","0.0650987560304113","0.096212031125427"
"Four to six days a week","2016","no migration background","higher vocational","100","0.093538537298905","0.077258998040244","0.109818076557566"
"Four to six days a week","2016","no migration background","higher education","229","0.0574366539435742","0.0505436320638297","0.0643296758233186"
"Four to six days a week","2016","direct migration background","in school","5","","",""
"Four to six days a week","2016","direct migration background","inadequately","44","0.158145506121649","0.11178944172601","0.204501570517288"
"Four to six days a week","2016","direct migration background","general elemantary","109","0.137722632339093","0.113460811528445","0.161984453149741"
"Four to six days a week","2016","direct migration background","middle vocational","202","0.123363051980301","0.107080741534178","0.139645362426423"
"Four to six days a week","2016","direct migration background","vocational + Abi","92","0.146210029865396","0.120544720201439","0.171875339529353"
"Four to six days a week","2016","direct migration background","higher vocational","17","","",""
"Four to six days a week","2016","direct migration background","higher education","149","0.108310510342423","0.0908504827051062","0.12577053797974"
"Four to six days a week","2016","indirect migration background","in school","12","","",""
"Four to six days a week","2016","indirect migration background","inadequately","8","","",""
"Four to six days a week","2016","indirect migration background","general elemantary","54","0.177312953681344","0.133802882154513","0.220823025208174"
