"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","direct migration background","Female","3.82","4","2623","3","3","4","5","6","3.78","3.86","1","6","4","4"
"2016","direct migration background","Male","3.85","4","2163","3","3","4","5","6","3.81","3.89","1","6","4","4"
"2016","indirect migration background","Female","4.2","4","836","3","4","5","6","6","4.13","4.27","1","6","4","4"
"2016","indirect migration background","Male","4.03","4","705","3","3","5","5","6","3.95","4.11","1","6","4","4"
"2016","no migration background","Female","4","4","9567","3","3","5","5","6","3.98","4.02","1","6","4","4"
"2016","no migration background","Male","3.99","4","8089","3","3","5","5","6","3.97","4.01","1","6","4","4"
"2017","direct migration background","Female","","","","","","","","","","","","","",""
"2017","direct migration background","Male","","","","","","","","","","","","","",""
"2017","indirect migration background","Female","","","","","","","","","","","","","",""
"2017","indirect migration background","Male","","","","","","","","","","","","","",""
"2017","no migration background","Female","","","","","","","","","","","","","",""
"2017","no migration background","Male","","","","","","","","","","","","","",""
"2018","direct migration background","Female","3.92","4","2443","3","3","4","5","6","3.88","3.96","1","6","4","4"
"2018","direct migration background","Male","3.95","4","1978","3","3","5","5","6","3.91","3.99","1","6","4","4"
"2018","indirect migration background","Female","4.2","4","928","3","4","5","6","6","4.13","4.27","1","6","4","4"
"2018","indirect migration background","Male","4.14","4","774","3","4","5","5","6","4.07","4.21","1","6","4","4"
"2018","no migration background","Female","4.06","4","10384","3","3","5","5","6","4.04","4.08","1","6","4","4"
"2018","no migration background","Male","3.99","4","8980","3","3","5","5","6","3.97","4.01","1","6","4","4"
