"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","direct migration background","general elemantary","3.79","4","774","3","3","4","5","6","3.72","3.86","1","6","4","4"
"2016","direct migration background","higher education","3.84","4","1220","3","3","4","5","6","3.79","3.89","1","6","4","4"
"2016","direct migration background","higher vocational","3.78","4","89","2","3","4","5","6","3.57","3.99","1","6","3","4"
"2016","direct migration background","in school","4.32","4","45","3","4","5","5","6","4.06","4.58","3","6","4","5"
"2016","direct migration background","inadequately","3.83","4","238","3","3","5","5","6","3.69","3.97","1","6","4","4"
"2016","direct migration background","middle vocational","3.87","4","1563","3","3","5","5","6","3.82","3.92","1","6","4","4"
"2016","direct migration background","vocational + Abi","3.79","4","728","3","3","4","5","6","3.72","3.86","1","6","4","4"
"2016","indirect migration background","general elemantary","4.24","4","294","3","4","5","6","6","4.11","4.37","1","6","4","4"
"2016","indirect migration background","higher education","3.93","4","237","3","3","4","5","6","3.82","4.04","1","6","4","4"
"2016","indirect migration background","higher vocational","3.83","4","60","3","3","4","5","6","3.59","4.07","2","6","4","4"
"2016","indirect migration background","in school","4.58","5","75","3","4","5","6","6","4.32","4.84","2","6","4","5"
"2016","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2016","indirect migration background","middle vocational","4.17","4","632","3","4","5","6","6","4.09","4.25","1","6","4","4"
"2016","indirect migration background","vocational + Abi","4.21","4","111","3","4","5","6","6","4.01","4.41","1","6","4","4"
"2016","no migration background","general elemantary","4.1","4","1483","3","3","5","5","6","4.05","4.15","1","6","4","4"
"2016","no migration background","higher education","3.98","4","4390","3","3","4","5","6","3.95","4.01","1","6","4","4"
"2016","no migration background","higher vocational","3.89","4","1235","3","3","4","5","6","3.84","3.94","1","6","4","4"
"2016","no migration background","in school","4.44","4","211","3","4","5","6","6","4.31","4.57","2","6","4","4"
"2016","no migration background","inadequately","4.3","4","133","3","4","5","6","6","4.11","4.49","1","6","4","5"
"2016","no migration background","middle vocational","3.98","4","8663","3","3","5","5","6","3.96","4","1","6","4","4"
"2016","no migration background","vocational + Abi","3.96","4","1178","3","3","4","5","6","3.91","4.01","1","6","4","4"
"2017","direct migration background","general elemantary","","","","","","","","","","","","","",""
"2017","direct migration background","higher education","","","","","","","","","","","","","",""
"2017","direct migration background","higher vocational","","","","","","","","","","","","","",""
"2017","direct migration background","in school","","","","","","","","","","","","","",""
"2017","direct migration background","inadequately","","","","","","","","","","","","","",""
"2017","direct migration background","middle vocational","","","","","","","","","","","","","",""
"2017","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"2017","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"2017","indirect migration background","higher education","","","","","","","","","","","","","",""
"2017","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"2017","indirect migration background","in school","","","","","","","","","","","","","",""
"2017","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2017","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"2017","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"2017","no migration background","general elemantary","","","","","","","","","","","","","",""
"2017","no migration background","higher education","","","","","","","","","","","","","",""
"2017","no migration background","higher vocational","","","","","","","","","","","","","",""
"2017","no migration background","in school","","","","","","","","","","","","","",""
"2017","no migration background","inadequately","","","","","","","","","","","","","",""
"2017","no migration background","middle vocational","","","","","","","","","","","","","",""
"2017","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"2018","direct migration background","general elemantary","4.03","4","729","3","3","5","5","6","3.96","4.1","1","6","4","4"
"2018","direct migration background","higher education","3.86","4","1147","3","3","4","5","6","3.81","3.91","1","6","4","4"
