"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","Urban Area","","","","","","","","","","","","","",""
"1990","Bavaria","Rural Area","","","","","","","","","","","","","",""
"1990","Bavaria","Urban Area","","","","","","","","","","","","","",""
"1990","Berlin","Rural Area","","","","","","","","","","","","","",""
"1990","Berlin","Urban Area","2.51","3","281","1","2","3","4","4","2.41","2.61","1","4","2","3"
"1990","Brandenburg","Rural Area","2.34","2","654","1","2","3","4","4","2.27","2.41","1","4","2","2"
"1990","Brandenburg","Urban Area","2.31","2","68","1","2","3","3","4","2.11","2.51","1","4","2","3"
"1990","Bremen","Rural Area","","","","","","","","","","","","","",""
"1990","Bremen","Urban Area","","","","","","","","","","","","","",""
"1990","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1990","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1990","Hesse","Rural Area","","","","","","","","","","","","","",""
"1990","Hesse","Urban Area","","","","","","","","","","","","","",""
"1990","Lower Saxony","Rural Area","","","","","","","","","","","","","",""
"1990","Lower Saxony","Urban Area","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","Rural Area","2.32","2","449","1","2","3","3","4","2.24","2.4","1","4","2","2"
"1990","Mecklenburg-Western Pomerania","Urban Area","2.56","2","52","2","2","3","4","4","2.31","2.81","1","4","2","3"
"1990","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1990","North Rhine-Westphalia","Urban Area","","","","","","","","","","","","","",""
"1990","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"1990","Rhineland-Palatinate,Saarland","Urban Area","","","","","","","","","","","","","",""
"1990","Saxony","Rural Area","2.23","2","619","1","2","3","3","4","2.17","2.29","1","4","2","2"
"1990","Saxony","Urban Area","2.19","2","697","1","2","3","3","4","2.13","2.25","1","4","2","2"
"1990","Saxony-Anhalt","Rural Area","2.2","2","568","1","2","3","3","4","2.13","2.27","1","4","2","2"
"1990","Saxony-Anhalt","Urban Area","2.34","2","237","1","2","3","3","4","2.24","2.44","1","4","2","2"
"1990","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"1990","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"1990","Thuringia","Rural Area","2.23","2","516","1","2","3","3","4","2.16","2.3","1","4","2","2"
"1990","Thuringia","Urban Area","2.1","2","203","1","1","3","3","4","1.97","2.23","1","4","2","2"
"1991","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"1991","Baden-W?rttemberg","Urban Area","","","","","","","","","","","","","",""
"1991","Bavaria","Rural Area","","","","","","","","","","","","","",""
"1991","Bavaria","Urban Area","","","","","","","","","","","","","",""
"1991","Berlin","Rural Area","","","","","","","","","","","","","",""
"1991","Berlin","Urban Area","2.57","3","261","1","2","3","4","4","2.46","2.68","1","4","2","3"
"1991","Brandenburg","Rural Area","2.46","2","629","1","2","3","4","4","2.39","2.53","1","4","2","3"
"1991","Brandenburg","Urban Area","2.67","3","42","2","2","3","3","4","2.44","2.9","1","4","2","3"
"1991","Bremen","Rural Area","","","","","","","","","","","","","",""
"1991","Bremen","Urban Area","","","","","","","","","","","","","",""
"1991","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1991","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1991","Hesse","Rural Area","","","","","","","","","","","","","",""
"1991","Hesse","Urban Area","","","","","","","","","","","","","",""
"1991","Lower Saxony","Rural Area","","","","","","","","","","","","","",""
"1991","Lower Saxony","Urban Area","","","","","","","","","","","","","",""
"1991","Mecklenburg-Western Pomerania","Rural Area","2.52","3","408","1","2","3","4","4","2.44","2.6","1","4","2","3"
"1991","Mecklenburg-Western Pomerania","Urban Area","2.31","2","51","1","2","3","4","4","2.05","2.57","1","4","2","3"
"1991","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1991","North Rhine-Westphalia","Urban Area","","","","","","","","","","","","","",""
"1991","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"1991","Rhineland-Palatinate,Saarland","Urban Area","","","","","","","","","","","","","",""
"1991","Saxony","Rural Area","2.4","2","587","1","2","3","4","4","2.33","2.47","1","4","2","2"
"1991","Saxony","Urban Area","2.35","2","620","1","2","3","3","4","2.28","2.42","1","4","2","2"
"1991","Saxony-Anhalt","Rural Area","2.21","2","565","1","2","3","3","4","2.14","2.28","1","4","2","2"
"1991","Saxony-Anhalt","Urban Area","2.34","2","222","1","2","3","4","4","2.22","2.46","1","4","2","3"
"1991","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"1991","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"1991","Thuringia","Rural Area","2.37","2","484","1","2","3","3","4","2.3","2.44","1","4","2","2"
"1991","Thuringia","Urban Area","2.39","2","188","1","2","3","4","4","2.26","2.52","1","4","2","2"
"1992","Baden-W?rttemberg","Rural Area","2.29","2","151","1","2","3","3","4","2.16","2.42","1","4","2","2"
"1992","Baden-W?rttemberg","Urban Area","2.39","2","959","1","2","3","3","4","2.34","2.44","1","4","2","2"
"1992","Bavaria","Rural Area","2.43","2","675","2","2","3","3","4","2.37","2.49","1","4","2","2"
"1992","Bavaria","Urban Area","2.31","2","633","1","2","3","3","4","2.25","2.37","1","4","2","2"
"1992","Berlin","Rural Area","","","","","","","","","","","","","",""
"1992","Berlin","Urban Area","2.53","2","489","1","2","3","4","4","2.46","2.6","1","4","2","3"
"1992","Brandenburg","Rural Area","2.38","2","586","1","2","3","3","4","2.31","2.45","1","4","2","2"
"1992","Brandenburg","Urban Area","2.28","2","64","1","2","3","4","4","2.07","2.49","1","4","2","2"
"1992","Bremen","Rural Area","","","","","","","","","","","","","",""
"1992","Bremen","Urban Area","2.24","2","87","1","1","3","3","4","2.06","2.42","1","4","2","3"
"1992","Hamburg","Rural Area","","","","","","","","","","","","","",""
