"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Rural Area","Female","2.3","2","1458","1","2","3","3","4","2.26","2.34","1","4","2","2"
"1990","Rural Area","Male","2.22","2","1348","1","2","3","3","4","2.18","2.26","1","4","2","2"
"1990","Urban Area","Female","2.32","2","816","1","2","3","3","4","2.26","2.38","1","4","2","2"
"1990","Urban Area","Male","2.24","2","722","1","2","3","3","4","2.18","2.3","1","4","2","2"
"1991","Rural Area","Female","2.43","2","1397","1","2","3","4","4","2.39","2.47","1","4","2","2"
"1991","Rural Area","Male","2.35","2","1286","1","2","3","3","4","2.3","2.4","1","4","2","2"
"1991","Urban Area","Female","2.46","2","738","1","2","3","4","4","2.4","2.52","1","4","2","3"
"1991","Urban Area","Male","2.34","2","668","1","2","3","3","4","2.27","2.41","1","4","2","2"
"1992","Rural Area","Female","2.38","2","2159","1","2","3","3","4","2.35","2.41","1","4","2","2"
"1992","Rural Area","Male","2.32","2","1993","1","2","3","3","4","2.28","2.36","1","4","2","2"
"1992","Urban Area","Female","2.4","2","3556","1","2","3","3","4","2.37","2.43","1","4","2","2"
"1992","Urban Area","Male","2.27","2","3172","1","2","3","3","4","2.24","2.3","1","4","2","2"
"1993","Rural Area","Female","2.52","3","2273","1","2","3","4","4","2.49","2.55","1","4","2","3"
"1993","Rural Area","Male","2.49","2","2108","2","2","3","4","4","2.46","2.52","1","4","2","2"
"1993","Urban Area","Female","2.53","3","4471","1","2","3","4","4","2.51","2.55","1","4","2","2"
"1993","Urban Area","Male","2.45","2","4253","1","2","3","4","4","2.43","2.47","1","4","2","2"
"1994","Rural Area","Female","","","","","","","","","","","","","",""
"1994","Rural Area","Male","","","","","","","","","","","","","",""
"1994","Urban Area","Female","","","","","","","","","","","","","",""
"1994","Urban Area","Male","","","","","","","","","","","","","",""
"1995","Rural Area","Female","2.33","2","2301","1","2","3","3","4","2.3","2.36","1","4","2","2"
"1995","Rural Area","Male","2.24","2","2163","1","2","3","3","4","2.21","2.27","1","4","2","2"
"1995","Urban Area","Female","2.28","2","4593","1","2","3","3","4","2.26","2.3","1","4","2","2"
"1995","Urban Area","Male","2.24","2","4246","1","2","3","3","4","2.22","2.26","1","4","2","2"
"1996","Rural Area","Female","2.37","2","2277","1","2","3","3","4","2.34","2.4","1","4","2","2"
"1996","Rural Area","Male","2.31","2","2148","1","2","3","3","4","2.28","2.34","1","4","2","2"
"1996","Urban Area","Female","2.34","2","4508","1","2","3","3","4","2.32","2.36","1","4","2","2"
"1996","Urban Area","Male","2.28","2","4145","1","2","3","3","4","2.26","2.3","1","4","2","2"
"1997","Rural Area","Female","2.61","3","2240","2","2","3","4","4","2.58","2.64","1","4","3","3"
"1997","Rural Area","Male","2.59","3","2114","2","2","3","4","4","2.56","2.62","1","4","3","3"
"1997","Urban Area","Female","2.52","2","4405","2","2","3","4","4","2.5","2.54","1","4","2","2"
"1997","Urban Area","Male","2.49","2","4099","2","2","3","4","4","2.47","2.51","1","4","2","2"
"1998","Rural Area","Female","","","","","","","","","","","","","",""
"1998","Rural Area","Male","","","","","","","","","","","","","",""
"1998","Urban Area","Female","","","","","","","","","","","","","",""
"1998","Urban Area","Male","","","","","","","","","","","","","",""
"1999","Rural Area","Female","","","","","","","","","","","","","",""
"1999","Rural Area","Male","","","","","","","","","","","","","",""
"1999","Urban Area","Female","","","","","","","","","","","","","",""
"1999","Urban Area","Male","","","","","","","","","","","","","",""
"2000","Rural Area","Female","","","","","","","","","","","","","",""
"2000","Rural Area","Male","","","","","","","","","","","","","",""
"2000","Urban Area","Female","","","","","","","","","","","","","",""
"2000","Urban Area","Male","","","","","","","","","","","","","",""
"2001","Rural Area","Female","","","","","","","","","","","","","",""
"2001","Rural Area","Male","","","","","","","","","","","","","",""
"2001","Urban Area","Female","","","","","","","","","","","","","",""
"2001","Urban Area","Male","","","","","","","","","","","","","",""
"2002","Rural Area","Female","","","","","","","","","","","","","",""
"2002","Rural Area","Male","","","","","","","","","","","","","",""
"2002","Urban Area","Female","","","","","","","","","","","","","",""
"2002","Urban Area","Male","","","","","","","","","","","","","",""
"2003","Rural Area","Female","","","","","","","","","","","","","",""
"2003","Rural Area","Male","","","","","","","","","","","","","",""
"2003","Urban Area","Female","","","","","","","","","","","","","",""
"2003","Urban Area","Male","","","","","","","","","","","","","",""
"2004","Rural Area","Female","","","","","","","","","","","","","",""
"2004","Rural Area","Male","","","","","","","","","","","","","",""
"2004","Urban Area","Female","","","","","","","","","","","","","",""
"2004","Urban Area","Male","","","","","","","","","","","","","",""
"2005","Rural Area","Female","","","","","","","","","","","","","",""
"2005","Rural Area","Male","","","","","","","","","","","","","",""
"2005","Urban Area","Female","","","","","","","","","","","","","",""
"2005","Urban Area","Male","","","","","","","","","","","","","",""
"2006","Rural Area","Female","","","","","","","","","","","","","",""
"2006","Rural Area","Male","","","","","","","","","","","","","",""
"2006","Urban Area","Female","","","","","","","","","","","","","",""
"2006","Urban Area","Male","","","","","","","","","","","","","",""
"2007","Rural Area","Female","","","","","","","","","","","","","",""
"2007","Rural Area","Male","","","","","","","","","","","","","",""
"2007","Urban Area","Female","","","","","","","","","","","","","",""
"2007","Urban Area","Male","","","","","","","","","","","","","",""
"2008","Rural Area","Female","2.46","2","3394","2","2","3","3","4","2.43","2.49","1","4","2","2"
"2008","Rural Area","Male","2.45","2","3160","2","2","3","3","4","2.42","2.48","1","4","2","2"
"2008","Urban Area","Female","2.41","2","6738","1","2","3","3","4","2.39","2.43","1","4","2","2"
"2008","Urban Area","Male","2.36","2","6069","1","2","3","3","4","2.34","2.38","1","4","2","2"
"2009","Rural Area","Female","","","","","","","","","","","","","",""
"2009","Rural Area","Male","","","","","","","","","","","","","",""
"2009","Urban Area","Female","","","","","","","","","","","","","",""
"2009","Urban Area","Male","","","","","","","","","","","","","",""
"2010","Rural Area","Female","","","","","","","","","","","","","",""
"2010","Rural Area","Male","","","","","","","","","","","","","",""
"2010","Urban Area","Female","","","","","","","","","","","","","",""
"2010","Urban Area","Male","","","","","","","","","","","","","",""
"2011","Rural Area","Female","","","","","","","","","","","","","",""
"2011","Rural Area","Male","","","","","","","","","","","","","",""
"2011","Urban Area","Female","","","","","","","","","","","","","",""
"2011","Urban Area","Male","","","","","","","","","","","","","",""
"2012","Rural Area","Female","","","","","","","","","","","","","",""
"2012","Rural Area","Male","","","","","","","","","","","","","",""
"2012","Urban Area","Female","","","","","","","","","","","","","",""
"2012","Urban Area","Male","","","","","","","","","","","","","",""
"2013","Rural Area","Female","2.23","2","3499","1","2","3","3","4","2.21","2.25","1","4","2","2"
"2013","Rural Area","Male","2.16","2","3159","1","2","3","3","4","2.14","2.18","1","4","2","2"
"2013","Urban Area","Female","2.18","2","6545","1","2","3","3","4","2.16","2.2","1","4","2","2"
"2013","Urban Area","Male","2.09","2","5688","1","2","2","3","4","2.07","2.11","1","4","2","2"
"2014","Rural Area","Female","","","","","","","","","","","","","",""
"2014","Rural Area","Male","","","","","","","","","","","","","",""
"2014","Urban Area","Female","","","","","","","","","","","","","",""
"2014","Urban Area","Male","","","","","","","","","","","","","",""
"2015","Rural Area","Female","","","","","","","","","","","","","",""
"2015","Rural Area","Male","","","","","","","","","","","","","",""
"2015","Urban Area","Female","","","","","","","","","","","","","",""
"2015","Urban Area","Male","","","","","","","","","","","","","",""
"2016","Rural Area","Female","","","","","","","","","","","","","",""
"2016","Rural Area","Male","","","","","","","","","","","","","",""
"2016","Urban Area","Female","","","","","","","","","","","","","",""
"2016","Urban Area","Male","","","","","","","","","","","","","",""
"2017","Rural Area","Female","","","","","","","","","","","","","",""
"2017","Rural Area","Male","","","","","","","","","","","","","",""
"2017","Urban Area","Female","","","","","","","","","","","","","",""
"2017","Urban Area","Male","","","","","","","","","","","","","",""
"2018","Rural Area","Female","2.28","2","4815","1","2","3","3","4","2.26","2.3","1","4","2","2"
"2018","Rural Area","Male","2.26","2","4184","1","2","3","3","4","2.24","2.28","1","4","2","2"
"2018","Urban Area","Female","2.19","2","9000","1","2","3","3","4","2.17","2.21","1","4","2","2"
"2018","Urban Area","Male","2.17","2","7606","1","2","3","3","4","2.15","2.19","1","4","2","2"
