"year","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","Full Time","2.25","2","5335","1","2","3","3","4","2.23","2.27","1","4","2","2"
"1992","Not Working","2.45","2","3541","1","2","3","4","4","2.42","2.48","1","4","2","2"
"1992","Part Time","2.32","2","2122","1","2","3","3","4","2.29","2.35","1","4","2","2"
"1993","Full Time","2.42","2","6244","1","2","3","3","4","2.4","2.44","1","4","2","2"
"1993","Not Working","2.61","3","4405","2","2","3","4","4","2.59","2.63","1","4","3","3"
"1993","Part Time","2.45","2","2456","1","2","3","3","4","2.42","2.48","1","4","2","2"
"1994","Full Time","","","","","","","","","","","","","",""
"1994","Not Working","","","","","","","","","","","","","",""
"1994","Part Time","","","","","","","","","","","","","",""
"1995","Full Time","2.16","2","5900","1","2","3","3","4","2.14","2.18","1","4","2","2"
"1995","Not Working","2.39","2","4803","1","2","3","3","4","2.37","2.41","1","4","2","2"
"1995","Part Time","2.23","2","2600","1","2","3","3","4","2.2","2.26","1","4","2","2"
"1996","Full Time","2.24","2","5745","1","2","3","3","4","2.22","2.26","1","4","2","2"
"1996","Not Working","2.43","2","4646","1","2","3","3","4","2.41","2.45","1","4","2","2"
"1996","Part Time","2.27","2","2688","1","2","3","3","4","2.24","2.3","1","4","2","2"
"1997","Full Time","2.44","2","5590","2","2","3","3","4","2.42","2.46","1","4","2","2"
"1997","Not Working","2.63","3","4718","2","2","3","4","4","2.61","2.65","1","4","3","3"
"1997","Part Time","2.52","2","2551","2","2","3","3","4","2.49","2.55","1","4","2","3"
"1998","Full Time","","","","","","","","","","","","","",""
"1998","Not Working","","","","","","","","","","","","","",""
"1998","Part Time","","","","","","","","","","","","","",""
"1999","Full Time","","","","","","","","","","","","","",""
"1999","Not Working","","","","","","","","","","","","","",""
"1999","Part Time","","","","","","","","","","","","","",""
"2000","Full Time","","","","","","","","","","","","","",""
"2000","Not Working","","","","","","","","","","","","","",""
"2000","Part Time","","","","","","","","","","","","","",""
"2001","Full Time","","","","","","","","","","","","","",""
"2001","Not Working","","","","","","","","","","","","","",""
"2001","Part Time","","","","","","","","","","","","","",""
"2002","Full Time","","","","","","","","","","","","","",""
"2002","Not Working","","","","","","","","","","","","","",""
"2002","Part Time","","","","","","","","","","","","","",""
"2003","Full Time","","","","","","","","","","","","","",""
"2003","Not Working","","","","","","","","","","","","","",""
"2003","Part Time","","","","","","","","","","","","","",""
"2004","Full Time","","","","","","","","","","","","","",""
"2004","Not Working","","","","","","","","","","","","","",""
"2004","Part Time","","","","","","","","","","","","","",""
"2005","Full Time","","","","","","","","","","","","","",""
"2005","Not Working","","","","","","","","","","","","","",""
"2005","Part Time","","","","","","","","","","","","","",""
"2006","Full Time","","","","","","","","","","","","","",""
"2006","Not Working","","","","","","","","","","","","","",""
"2006","Part Time","","","","","","","","","","","","","",""
"2007","Full Time","","","","","","","","","","","","","",""
"2007","Not Working","","","","","","","","","","","","","",""
"2007","Part Time","","","","","","","","","","","","","",""
"2008","Full Time","2.31","2","7485","1","2","3","3","4","2.29","2.33","1","4","2","2"
"2008","Not Working","2.55","3","7463","2","2","3","4","4","2.53","2.57","1","4","3","3"
"2008","Part Time","2.33","2","4413","1","2","3","3","4","2.31","2.35","1","4","2","2"
"2009","Full Time","","","","","","","","","","","","","",""
"2009","Not Working","","","","","","","","","","","","","",""
"2009","Part Time","","","","","","","","","","","","","",""
"2010","Full Time","","","","","","","","","","","","","",""
"2010","Not Working","","","","","","","","","","","","","",""
"2010","Part Time","","","","","","","","","","","","","",""
"2011","Full Time","","","","","","","","","","","","","",""
"2011","Not Working","","","","","","","","","","","","","",""
"2011","Part Time","","","","","","","","","","","","","",""
"2012","Full Time","","","","","","","","","","","","","",""
"2012","Not Working","","","","","","","","","","","","","",""
"2012","Part Time","","","","","","","","","","","","","",""
"2013","Full Time","2.04","2","6972","1","2","2","3","4","2.02","2.06","1","4","2","2"
"2013","Not Working","2.3","2","7333","1","2","3","3","4","2.28","2.32","1","4","2","2"
"2013","Part Time","2.09","2","4586","1","2","2","3","4","2.07","2.11","1","4","2","2"
"2014","Full Time","","","","","","","","","","","","","",""
"2014","Not Working","","","","","","","","","","","","","",""
"2014","Part Time","","","","","","","","","","","","","",""
"2015","Full Time","","","","","","","","","","","","","",""
"2015","Not Working","","","","","","","","","","","","","",""
"2015","Part Time","","","","","","","","","","","","","",""
"2016","Full Time","","","","","","","","","","","","","",""
"2016","Not Working","","","","","","","","","","","","","",""
"2016","Part Time","","","","","","","","","","","","","",""
"2017","Full Time","","","","","","","","","","","","","",""
"2017","Not Working","","","","","","","","","","","","","",""
"2017","Part Time","","","","","","","","","","","","","",""
"2018","Full Time","2.11","2","9902","1","2","3","3","4","2.1","2.12","1","4","2","2"
"2018","Not Working","2.37","2","8171","1","2","3","3","4","2.35","2.39","1","4","2","2"
"2018","Part Time","2.15","2","7532","1","2","3","3","4","2.13","2.17","1","4","2","2"
