"plh0221","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","in school","49","0.10927173539459","0.0820617105118585","0.136481760277322"
"1 Strongly disagree","2005","no migration background","inadequately","15","","",""
"1 Strongly disagree","2005","no migration background","general elemantary","163","0.101149186051452","0.08660906327475","0.115689308828155"
"1 Strongly disagree","2005","no migration background","middle vocational","1014","0.119397642651322","0.112710818784056","0.126084466518588"
"1 Strongly disagree","2005","no migration background","vocational + Abi","70","0.0807133455952967","0.0626130104195254","0.0988136807710681"
"1 Strongly disagree","2005","no migration background","higher vocational","174","0.129123853232145","0.111412059031119","0.146835647433171"
"1 Strongly disagree","2005","no migration background","higher education","394","0.110819318421702","0.100784380854499","0.120854255988905"
"1 Strongly disagree","2005","direct migration background","in school","2","","",""
"1 Strongly disagree","2005","direct migration background","inadequately","21","","",""
"1 Strongly disagree","2005","direct migration background","general elemantary","60","0.10495062589477","0.0797009453131466","0.130200306476394"
"1 Strongly disagree","2005","direct migration background","middle vocational","114","0.119419075823995","0.0978709276013183","0.140967224046672"
"1 Strongly disagree","2005","direct migration background","vocational + Abi","20","","",""
"1 Strongly disagree","2005","direct migration background","higher vocational","16","","",""
"1 Strongly disagree","2005","direct migration background","higher education","37","0.123001895917851","0.0878835799174986","0.158120211918204"
"1 Strongly disagree","2005","indirect migration background","in school","7","","",""
"1 Strongly disagree","2005","indirect migration background","inadequately","","","",""
"1 Strongly disagree","2005","indirect migration background","general elemantary","14","","",""
"1 Strongly disagree","2005","indirect migration background","middle vocational","40","0.123548016139006","0.0883627853032354","0.158733246974776"
"1 Strongly disagree","2005","indirect migration background","vocational + Abi","4","","",""
"1 Strongly disagree","2005","indirect migration background","higher vocational","7","","",""
"1 Strongly disagree","2005","indirect migration background","higher education","8","","",""
"2 on scale 1-7 ","2005","no migration background","in school","87","0.164388418384238","0.132063291681818","0.196713545086658"
"2 on scale 1-7 ","2005","no migration background","inadequately","8","","",""
"2 on scale 1-7 ","2005","no migration background","general elemantary","242","0.146522505148044","0.129469878876058","0.163575131420031"
"2 on scale 1-7 ","2005","no migration background","middle vocational","1547","0.174249597193242","0.166427154784378","0.182072039602105"
"2 on scale 1-7 ","2005","no migration background","vocational + Abi","188","0.20923400868828","0.182205094829009","0.23626292254755"
"2 on scale 1-7 ","2005","no migration background","higher vocational","256","0.188132582432128","0.167490396502474","0.208774768361783"
"2 on scale 1-7 ","2005","no migration background","higher education","889","0.228310195781446","0.214891943203876","0.241728448359017"
"2 on scale 1-7 ","2005","direct migration background","in school","15","","",""
"2 on scale 1-7 ","2005","direct migration background","inadequately","22","","",""
"2 on scale 1-7 ","2005","direct migration background","general elemantary","88","0.150849968803538","0.121364726387788","0.180335211219288"
"2 on scale 1-7 ","2005","direct migration background","middle vocational","135","0.141189162079974","0.118050518130198","0.164327806029751"
"2 on scale 1-7 ","2005","direct migration background","vocational + Abi","42","0.186021057887409","0.13424775594094","0.237794359833878"
"2 on scale 1-7 ","2005","direct migration background","higher vocational","25","","",""
"2 on scale 1-7 ","2005","direct migration background","higher education","71","0.187688154126951","0.145937981341575","0.229438326912327"
"2 on scale 1-7 ","2005","indirect migration background","in school","16","","",""
"2 on scale 1-7 ","2005","indirect migration background","inadequately","1","","",""
"2 on scale 1-7 ","2005","indirect migration background","general elemantary","20","","",""
"2 on scale 1-7 ","2005","indirect migration background","middle vocational","72","0.213251515694792","0.169454706314226","0.257048325075358"
"2 on scale 1-7 ","2005","indirect migration background","vocational + Abi","8","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher vocational","8","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher education","20","","",""
"3 on scale 1-7 ","2005","no migration background","in school","98","0.218110445563646","0.182092964205381","0.25412792692191"
"3 on scale 1-7 ","2005","no migration background","inadequately","14","","",""
"3 on scale 1-7 ","2005","no migration background","general elemantary","241","0.145932790149033","0.128908636248792","0.162956944049274"
"3 on scale 1-7 ","2005","no migration background","middle vocational","1468","0.155978808523771","0.148496397509138","0.163461219538404"
"3 on scale 1-7 ","2005","no migration background","vocational + Abi","162","0.174908318009938","0.149665095185181","0.200151540834694"
"3 on scale 1-7 ","2005","no migration background","higher vocational","234","0.178394665708051","0.158173616870635","0.198615714545467"
"3 on scale 1-7 ","2005","no migration background","higher education","689","0.171879535189612","0.159818883589203","0.183940186790022"
"3 on scale 1-7 ","2005","direct migration background","in school","12","","",""
"3 on scale 1-7 ","2005","direct migration background","inadequately","27","","",""
"3 on scale 1-7 ","2005","direct migration background","general elemantary","95","0.146902562431368","0.117738106445371","0.176067018417364"
"3 on scale 1-7 ","2005","direct migration background","middle vocational","138","0.183167701658597","0.157464965175631","0.208870438141563"
