"plh0221","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Urban Area","41","0.11220212403919","0.0830736717056387","0.141330576372741"
"1 Strongly disagree","2005","in school","Rural Area","17","","",""
"1 Strongly disagree","2005","inadequately","Urban Area","30","0.157224822584469","0.103898946391297","0.210550698777641"
"1 Strongly disagree","2005","inadequately","Rural Area","6","","",""
"1 Strongly disagree","2005","general elemantary","Urban Area","175","0.105237074163002","0.0903812418944358","0.120092906431568"
"1 Strongly disagree","2005","general elemantary","Rural Area","62","0.0846029537677184","0.0648308318837882","0.104375075651649"
"1 Strongly disagree","2005","middle vocational","Urban Area","754","0.120320743314944","0.112429890747739","0.128211595882149"
"1 Strongly disagree","2005","middle vocational","Rural Area","414","0.117986990480529","0.107605152866608","0.12836882809445"
"1 Strongly disagree","2005","vocational + Abi","Urban Area","75","0.0976640611932904","0.077915305112399","0.117412817274182"
"1 Strongly disagree","2005","vocational + Abi","Rural Area","19","","",""
"1 Strongly disagree","2005","higher vocational","Urban Area","135","0.131266778707477","0.110294817266377","0.152238740148577"
"1 Strongly disagree","2005","higher vocational","Rural Area","62","0.122584369482515","0.0952502078886535","0.149918531076376"
"1 Strongly disagree","2005","higher education","Urban Area","329","0.116978871972092","0.105408475161865","0.128549268782319"
"1 Strongly disagree","2005","higher education","Rural Area","110","0.0983141800201101","0.0814683207352774","0.115160039304943"
"2 on scale 1-7 ","2005","in school","Urban Area","93","0.1924239455864","0.156042404251631","0.228805486921169"
"2 on scale 1-7 ","2005","in school","Rural Area","25","","",""
"2 on scale 1-7 ","2005","inadequately","Urban Area","24","","",""
"2 on scale 1-7 ","2005","inadequately","Rural Area","7","","",""
"2 on scale 1-7 ","2005","general elemantary","Urban Area","246","0.15619583446923","0.138620072163693","0.173771596774767"
"2 on scale 1-7 ","2005","general elemantary","Rural Area","104","0.121233959470656","0.098043757020109","0.144424161921204"
"2 on scale 1-7 ","2005","middle vocational","Urban Area","1136","0.175109233409644","0.165891073345261","0.184327393474026"
"2 on scale 1-7 ","2005","middle vocational","Rural Area","618","0.167098850313004","0.155092717699064","0.179104982926945"
"2 on scale 1-7 ","2005","vocational + Abi","Urban Area","188","0.211279575643192","0.184122779635939","0.238436371650445"
"2 on scale 1-7 ","2005","vocational + Abi","Rural Area","50","0.165637339985923","0.120793511660258","0.210481168311588"
"2 on scale 1-7 ","2005","higher vocational","Urban Area","195","0.19931877577877","0.17450902797499","0.224128523582551"
"2 on scale 1-7 ","2005","higher vocational","Rural Area","94","0.166178309167645","0.135153487948784","0.197203130386505"
"2 on scale 1-7 ","2005","higher education","Urban Area","705","0.227224306293057","0.212138688117837","0.242309924468277"
"2 on scale 1-7 ","2005","higher education","Rural Area","275","0.217047790146226","0.193723803755516","0.240371776536936"
"3 on scale 1-7 ","2005","in school","Urban Area","93","0.214816950141922","0.176913429486698","0.252720470797147"
"3 on scale 1-7 ","2005","in school","Rural Area","35","0.221259077983006","0.163586601519788","0.278931554446224"
"3 on scale 1-7 ","2005","inadequately","Urban Area","31","0.187094749037993","0.12996368148193","0.244225816594056"
"3 on scale 1-7 ","2005","inadequately","Rural Area","10","","",""
"3 on scale 1-7 ","2005","general elemantary","Urban Area","240","0.153989469207836","0.136515482149389","0.171463456266282"
"3 on scale 1-7 ","2005","general elemantary","Rural Area","135","0.1490101493124","0.123709837256086","0.174310461368714"
"3 on scale 1-7 ","2005","middle vocational","Urban Area","1075","0.159065777746851","0.150195016503466","0.167936538990236"
"3 on scale 1-7 ","2005","middle vocational","Rural Area","590","0.159822974787676","0.148029964427268","0.171615985148085"
"3 on scale 1-7 ","2005","vocational + Abi","Urban Area","161","0.169154116979029","0.144214501642419","0.194093732315639"
"3 on scale 1-7 ","2005","vocational + Abi","Rural Area","52","0.184754952590049","0.13793960452114","0.231570300658957"
"3 on scale 1-7 ","2005","higher vocational","Urban Area","166","0.172121411811724","0.148678087431138","0.195564736192311"
"3 on scale 1-7 ","2005","higher vocational","Rural Area","96","0.182216108137084","0.150042617301828","0.21438959897234"
"3 on scale 1-7 ","2005","higher education","Urban Area","551","0.172242907628047","0.158649412974042","0.185836402282053"
"3 on scale 1-7 ","2005","higher education","Rural Area","216","0.173592905657094","0.152162989462206","0.195022821851983"
"4 on scale 1-7","2005","in school","Urban Area","78","0.14704539496082","0.11436039465885","0.17973039526279"
"4 on scale 1-7","2005","in school","Rural Area","47","0.231761085756965","0.173135126446895","0.290387045067035"
"4 on scale 1-7","2005","inadequately","Urban Area","24","","",""
"4 on scale 1-7","2005","inadequately","Rural Area","13","","",""
"4 on scale 1-7","2005","general elemantary","Urban Area","335","0.203346729704276","0.18386121500061","0.222832244407942"
"4 on scale 1-7","2005","general elemantary","Rural Area","165","0.227409201095817","0.197628525575545","0.257189876616089"
"4 on scale 1-7","2005","middle vocational","Urban Area","1236","0.191074049514974","0.18153847776625","0.200609621263699"
"4 on scale 1-7","2005","middle vocational","Rural Area","702","0.185191809480352","0.17269042089058","0.197693198070124"
"4 on scale 1-7","2005","vocational + Abi","Urban Area","176","0.230994076671071","0.202955659528197","0.259032493813944"
"4 on scale 1-7","2005","vocational + Abi","Rural Area","58","0.265243387842005","0.211990868073168","0.318495907610842"
"4 on scale 1-7","2005","higher vocational","Urban Area","200","0.199207943050281","0.174403377447127","0.224012508653434"
"4 on scale 1-7","2005","higher vocational","Rural Area","117","0.216326519596883","0.182009624892894","0.250643414300871"
"4 on scale 1-7","2005","higher education","Urban Area","539","0.175886250417722","0.162180004594468","0.189592496240976"
"4 on scale 1-7","2005","higher education","Rural Area","212","0.188283753339457","0.166164726742112","0.210402779936802"
"5 on scale 1-7","2005","in school","Urban Area","77","0.16317734868303","0.129073258354547","0.197281439011513"
"5 on scale 1-7","2005","in school","Rural Area","37","0.162684650974046","0.111405672033696","0.213963629914396"
"5 on scale 1-7","2005","inadequately","Urban Area","22","","",""
"5 on scale 1-7","2005","inadequately","Rural Area","2","","",""
"5 on scale 1-7","2005","general elemantary","Urban Area","291","0.176203471332863","0.157758591802048","0.194648350863677"
"5 on scale 1-7","2005","general elemantary","Rural Area","129","0.175943263913278","0.148889939423827","0.20299658840273"
"5 on scale 1-7","2005","middle vocational","Urban Area","1160","0.168665444791356","0.159583215233287","0.177747674349425"
"5 on scale 1-7","2005","middle vocational","Rural Area","678","0.179732611247606","0.167375674056374","0.192089548438838"
"5 on scale 1-7","2005","vocational + Abi","Urban Area","129","0.150775460500358","0.126970644561243","0.174580276439473"
"5 on scale 1-7","2005","vocational + Abi","Rural Area","41","0.180465994476567","0.134075681075054","0.226856307878081"
"5 on scale 1-7","2005","higher vocational","Urban Area","161","0.174745470205528","0.151161585472028","0.198329354939028"
"5 on scale 1-7","2005","higher vocational","Rural Area","96","0.153489639772035","0.123446785052828","0.183532494491242"
"5 on scale 1-7","2005","higher education","Urban Area","446","0.161985614920786","0.148721662583022","0.17524956725855"
"5 on scale 1-7","2005","higher education","Rural Area","211","0.169196830699108","0.147983803334554","0.190409858063661"
"6 on scale 1-7","2005","in school","Urban Area","37","0.0980226090151357","0.0705802921433143","0.125464925886957"
"6 on scale 1-7","2005","in school","Rural Area","25","","",""
"6 on scale 1-7","2005","inadequately","Urban Area","26","","",""
"6 on scale 1-7","2005","inadequately","Rural Area","10","","",""
"6 on scale 1-7","2005","general elemantary","Urban Area","194","0.108523262067104","0.0934649933938725","0.123581530740336"
"6 on scale 1-7","2005","general elemantary","Rural Area","106","0.135868243161099","0.111523526438777","0.160212959883421"
"6 on scale 1-7","2005","middle vocational","Urban Area","750","0.117045699539815","0.109248505462071","0.12484289361756"
"6 on scale 1-7","2005","middle vocational","Rural Area","451","0.112410982206535","0.102245452691607","0.122576511721463"
"6 on scale 1-7","2005","vocational + Abi","Urban Area","84","0.0821381141410028","0.0638718699062461","0.10040435837576"
"6 on scale 1-7","2005","vocational + Abi","Rural Area","27","","",""
"6 on scale 1-7","2005","higher vocational","Urban Area","93","0.0873088093170568","0.0697777005613427","0.104839918072771"
"6 on scale 1-7","2005","higher vocational","Rural Area","70","0.116815547661212","0.0900447348347233","0.143586360487701"
"6 on scale 1-7","2005","higher education","Urban Area","294","0.0984563604311606","0.0877306947229749","0.109182026139346"
"6 on scale 1-7","2005","higher education","Rural Area","131","0.112926140902264","0.0950186556505382","0.130833626153991"
"7 Strongly agree","2005","in school","Urban Area","32","0.0723116275735027","0.0484079377342471","0.0962153174127583"
"7 Strongly agree","2005","in school","Rural Area","13","","",""
"7 Strongly agree","2005","inadequately","Urban Area","22","","",""
"7 Strongly agree","2005","inadequately","Rural Area","10","","",""
"7 Strongly agree","2005","general elemantary","Urban Area","158","0.0965041590556896","0.0822088118361102","0.110799506275269"
"7 Strongly agree","2005","general elemantary","Rural Area","60","0.105932229279031","0.0840669495169595","0.127797509041103"
"7 Strongly agree","2005","middle vocational","Urban Area","419","0.068719051682416","0.0625832623725927","0.0748548409922394"
"7 Strongly agree","2005","middle vocational","Rural Area","256","0.0777557814842976","0.0691377318634817","0.0863738311051136"
"7 Strongly agree","2005","vocational + Abi","Urban Area","55","0.057994594872057","0.0424453721147371","0.073543817629377"
"7 Strongly agree","2005","vocational + Abi","Rural Area","17","","",""
"7 Strongly agree","2005","higher vocational","Urban Area","46","0.0360308111291629","0.0244567167934493","0.0476049054648766"
"7 Strongly agree","2005","higher vocational","Rural Area","18","","",""
"7 Strongly agree","2005","higher education","Urban Area","100","0.0472256883371356","0.0395892093796097","0.0548621672946616"
"7 Strongly agree","2005","higher education","Rural Area","45","0.0406383992357402","0.0294667592957112","0.0518100391757692"
"1 Strongly disagree","2006","in school","Urban Area","","","",""
"1 Strongly disagree","2006","in school","Rural Area","","","",""
