"plh0221","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","Male","1136","0.141798996020182","0.134322052561155","0.149275939479209"
"1 Strongly disagree","2005","no migration background","Female","767","0.0890751035873465","0.0832299125785699","0.0949202945961231"
"1 Strongly disagree","2005","direct migration background","Male","160","0.153623922159622","0.13241113590192","0.174836708417324"
"1 Strongly disagree","2005","direct migration background","Female","111","0.0762675063480195","0.0615474404006018","0.0909875722954372"
"1 Strongly disagree","2005","indirect migration background","Male","51","0.103788635232815","0.0740488702289869","0.133528400236644"
"1 Strongly disagree","2005","indirect migration background","Female","35","0.092908981999568","0.0652765285675341","0.120541435431602"
"2 on scale 1-7 ","2005","no migration background","Male","1835","0.209460389760598","0.200738596647145","0.21818218287405"
"2 on scale 1-7 ","2005","no migration background","Female","1421","0.156545327422827","0.149088910516629","0.164001744329026"
"2 on scale 1-7 ","2005","direct migration background","Male","205","0.170025044970695","0.147925896251247","0.192124193690143"
"2 on scale 1-7 ","2005","direct migration background","Female","199","0.151365012721928","0.131488504664661","0.171241520779194"
"2 on scale 1-7 ","2005","indirect migration background","Male","88","0.218394258690629","0.178106613147764","0.258681904233495"
"2 on scale 1-7 ","2005","indirect migration background","Female","69","0.156170440299436","0.121616948023262","0.19072393257561"
"3 on scale 1-7 ","2005","no migration background","Male","1503","0.171042821994887","0.162972116790633","0.17911352719914"
"3 on scale 1-7 ","2005","no migration background","Female","1438","0.152392334750125","0.145017398802527","0.159767270697724"
"3 on scale 1-7 ","2005","direct migration background","Male","204","0.188864021450235","0.165838575476987","0.211889467423483"
"3 on scale 1-7 ","2005","direct migration background","Female","206","0.164665762648892","0.144097449877631","0.185234075420153"
"3 on scale 1-7 ","2005","indirect migration background","Male","76","0.205514498972414","0.16611219385136","0.244916804093469"
"3 on scale 1-7 ","2005","indirect migration background","Female","76","0.166361807253516","0.130914701638498","0.201808912868534"
"4 on scale 1-7","2005","no migration background","Male","1503","0.189390641958956","0.18099259934485","0.197788684573061"
"4 on scale 1-7","2005","no migration background","Female","1833","0.197743748313536","0.189570641218042","0.20591685540903"
"4 on scale 1-7","2005","direct migration background","Male","213","0.207595390668443","0.183735472414284","0.231455308922601"
"4 on scale 1-7","2005","direct migration background","Female","232","0.17057965803208","0.149719488541847","0.191439827522313"
"4 on scale 1-7","2005","indirect migration background","Male","80","0.18845827854877","0.150323568882684","0.226592988214856"
"4 on scale 1-7","2005","indirect migration background","Female","93","0.22193334488244","0.182379851751351","0.261486838013528"
"5 on scale 1-7","2005","no migration background","Male","1270","0.148740413725408","0.141113681302522","0.156367146148294"
"5 on scale 1-7","2005","no migration background","Female","1744","0.187351749203843","0.179344940877191","0.195358557530496"
"5 on scale 1-7","2005","direct migration background","Male","154","0.134198176180325","0.114145647018878","0.154250705341773"
"5 on scale 1-7","2005","direct migration background","Female","230","0.209278466511051","0.186718371361347","0.231838561660755"
"5 on scale 1-7","2005","indirect migration background","Male","69","0.184807526560448","0.146959144735289","0.222655908385608"
"5 on scale 1-7","2005","indirect migration background","Female","65","0.171588550328473","0.13570194638857","0.207475154268375"
"6 on scale 1-7","2005","no migration background","Male","776","0.0874254518215841","0.0813714000827985","0.0934795035603698"
"6 on scale 1-7","2005","no migration background","Female","1216","0.131902762840796","0.124959071830242","0.13884645385135"
"6 on scale 1-7","2005","direct migration background","Male","103","0.0852981225945375","0.06886590704674","0.101730338142335"
"6 on scale 1-7","2005","direct migration background","Female","157","0.138589071326696","0.119427260302071","0.157750882351322"
"6 on scale 1-7","2005","indirect migration background","Male","27","","",""
"6 on scale 1-7","2005","indirect migration background","Female","56","0.128119561120874","0.0963068009864691","0.159932321255279"
"7 Strongly agree","2005","no migration background","Male","339","0.052141284718385","0.0473763640212128","0.0569062054155572"
"7 Strongly agree","2005","no migration background","Female","704","0.0849889738815255","0.0792666331986175","0.0907113145644335"
"7 Strongly agree","2005","direct migration background","Male","71","0.0603953219761419","0.0463813631477975","0.0744092808044864"
"7 Strongly agree","2005","direct migration background","Female","114","0.0892545224113338","0.0734427520345273","0.10506629278814"
"7 Strongly agree","2005","indirect migration background","Male","13","","",""
"7 Strongly agree","2005","indirect migration background","Female","30","0.0629173141156937","0.0398052248131512","0.0860294034182362"
"1 Strongly disagree","2006","no migration background","Male","","","",""
