"plh0221","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","in school","53","0.0934661008040848","0.0691613384690192","0.11777086313915"
"1 Strongly disagree","2005","Not Employed","inadequately","25","","",""
"1 Strongly disagree","2005","Not Employed","general elemantary","127","0.100782960671766","0.0847184339146439","0.116847487428888"
"1 Strongly disagree","2005","Not Employed","middle vocational","431","0.113138136787798","0.103228430983011","0.123047842592584"
"1 Strongly disagree","2005","Not Employed","vocational + Abi","27","","",""
"1 Strongly disagree","2005","Not Employed","higher vocational","55","0.117587232369697","0.0879242395973127","0.147250225142081"
"1 Strongly disagree","2005","Not Employed","higher education","114","0.109307458430068","0.0899392558960736","0.128675660964062"
"1 Strongly disagree","2005","Employed","in school","5","","",""
"1 Strongly disagree","2005","Employed","inadequately","11","","",""
"1 Strongly disagree","2005","Employed","general elemantary","110","0.0961124735999319","0.0782930436406068","0.113931903559257"
"1 Strongly disagree","2005","Employed","middle vocational","737","0.123762670634358","0.11563995005356","0.131885391215156"
"1 Strongly disagree","2005","Employed","vocational + Abi","67","0.0817802254169448","0.0633474081286834","0.100213042705206"
"1 Strongly disagree","2005","Employed","higher vocational","142","0.133593387052195","0.113451684710347","0.153735089394042"
"1 Strongly disagree","2005","Employed","higher education","325","0.113145876227057","0.102113488429244","0.12417826402487"
"2 on scale 1-7 ","2005","Not Employed","in school","96","0.17122509151896","0.139771206695468","0.202678976342453"
"2 on scale 1-7 ","2005","Not Employed","inadequately","17","","",""
"2 on scale 1-7 ","2005","Not Employed","general elemantary","180","0.143721725317193","0.125001512143711","0.162441938490675"
"2 on scale 1-7 ","2005","Not Employed","middle vocational","590","0.158079812312062","0.146666756845886","0.169492867778238"
"2 on scale 1-7 ","2005","Not Employed","vocational + Abi","46","0.189249060810499","0.143612230825885","0.234885890795113"
"2 on scale 1-7 ","2005","Not Employed","higher vocational","61","0.139753374651654","0.10782391046357","0.171682838839739"
"2 on scale 1-7 ","2005","Not Employed","higher education","187","0.168650356641756","0.145407687439149","0.191893025844363"
"2 on scale 1-7 ","2005","Employed","in school","22","","",""
"2 on scale 1-7 ","2005","Employed","inadequately","14","","",""
"2 on scale 1-7 ","2005","Employed","general elemantary","170","0.147020082187819","0.125610683642232","0.168429480733407"
"2 on scale 1-7 ","2005","Employed","middle vocational","1164","0.181864914428962","0.172350484491721","0.191379344366202"
"2 on scale 1-7 ","2005","Employed","vocational + Abi","192","0.206478698419999","0.179250985202549","0.23370641163745"
"2 on scale 1-7 ","2005","Employed","higher vocational","228","0.211641841961101","0.187459109938953","0.235824573983249"
"2 on scale 1-7 ","2005","Employed","higher education","793","0.245767241153438","0.230772507629487","0.26076197467739"
"3 on scale 1-7 ","2005","Not Employed","in school","112","0.222509028672597","0.187779907961768","0.257238149383425"
"3 on scale 1-7 ","2005","Not Employed","inadequately","24","","",""
"3 on scale 1-7 ","2005","Not Employed","general elemantary","195","0.141187858212193","0.122605968455294","0.159769747969093"
"3 on scale 1-7 ","2005","Not Employed","middle vocational","579","0.141156704507331","0.130263993523797","0.152049415490865"
"3 on scale 1-7 ","2005","Not Employed","vocational + Abi","45","0.142523110738136","0.101793643294269","0.183252578182004"
"3 on scale 1-7 ","2005","Not Employed","higher vocational","75","0.191010824241269","0.154811594069841","0.227210054412696"
"3 on scale 1-7 ","2005","Not Employed","higher education","154","0.155121761912125","0.132650164883155","0.177593358941095"
"3 on scale 1-7 ","2005","Employed","in school","16","","",""
"3 on scale 1-7 ","2005","Employed","inadequately","17","","",""
"3 on scale 1-7 ","2005","Employed","general elemantary","180","0.166745277247264","0.14421002643586","0.189280528058669"
"3 on scale 1-7 ","2005","Employed","middle vocational","1086","0.17137729167872","0.162082260404578","0.180672322952861"
"3 on scale 1-7 ","2005","Employed","vocational + Abi","168","0.183445827499579","0.157411841549798","0.209479813449361"
"3 on scale 1-7 ","2005","Employed","higher vocational","187","0.168018604305577","0.145883666409495","0.19015354220166"
"3 on scale 1-7 ","2005","Employed","higher education","613","0.179225363825939","0.165867538555074","0.192583189096803"
"4 on scale 1-7","2005","Not Employed","in school","106","0.167642993067715","0.136452674211058","0.198833311924372"
"4 on scale 1-7","2005","Not Employed","inadequately","25","","",""
"4 on scale 1-7","2005","Not Employed","general elemantary","278","0.202729742681245","0.181275972099548","0.224183513262941"
"4 on scale 1-7","2005","Not Employed","middle vocational","727","0.182089406884286","0.170016175677529","0.194162638091042"
"4 on scale 1-7","2005","Not Employed","vocational + Abi","62","0.235622468649274","0.186178060757045","0.285066876541502"
"4 on scale 1-7","2005","Not Employed","higher vocational","105","0.214645363246203","0.176836584306174","0.252454142186232"
"4 on scale 1-7","2005","Not Employed","higher education","179","0.181703340316559","0.157768124009527","0.205638556623591"
"4 on scale 1-7","2005","Employed","in school","19","","",""
"4 on scale 1-7","2005","Employed","inadequately","12","","",""
"4 on scale 1-7","2005","Employed","general elemantary","222","0.221399608647857","0.19629852527101","0.246500692024705"
"4 on scale 1-7","2005","Employed","middle vocational","1211","0.193699175655368","0.183951339061049","0.203447012249686"
"4 on scale 1-7","2005","Employed","vocational + Abi","172","0.23900456812034","0.210317354219272","0.267691782021407"
"4 on scale 1-7","2005","Employed","higher vocational","212","0.200021935089519","0.176339810276001","0.223704059903037"
"4 on scale 1-7","2005","Employed","higher education","572","0.178158492167109","0.16483183088781","0.191485153446408"
"5 on scale 1-7","2005","Not Employed","in school","94","0.156284123179025","0.125964218426453","0.186604027931598"
"5 on scale 1-7","2005","Not Employed","inadequately","16","","",""
"5 on scale 1-7","2005","Not Employed","general elemantary","240","0.171339712923286","0.151232151839773","0.1914472740068"
"5 on scale 1-7","2005","Not Employed","middle vocational","728","0.186119138725256","0.173943151169823","0.198295126280689"
"5 on scale 1-7","2005","Not Employed","vocational + Abi","47","0.161419022674076","0.118553834630682","0.20428421071747"
"5 on scale 1-7","2005","Not Employed","higher vocational","78","0.179236203393442","0.14391618233","0.214556224456884"
"5 on scale 1-7","2005","Not Employed","higher education","172","0.173676270928456","0.150161223076753","0.197191318780159"
"5 on scale 1-7","2005","Employed","in school","20","","",""
"5 on scale 1-7","2005","Employed","inadequately","8","","",""
"5 on scale 1-7","2005","Employed","general elemantary","180","0.182220575198662","0.158882580900854","0.205558569496471"
"5 on scale 1-7","2005","Employed","middle vocational","1110","0.163361815000696","0.154242968223725","0.172480661777667"
"5 on scale 1-7","2005","Employed","vocational + Abi","123","0.155263999071559","0.130903278428879","0.179624719714238"
"5 on scale 1-7","2005","Employed","higher vocational","179","0.162655216204229","0.140806346679249","0.18450408572921"
"5 on scale 1-7","2005","Employed","higher education","485","0.160156106228607","0.147383042041896","0.172929170415318"
"6 on scale 1-7","2005","Not Employed","in school","53","0.109089867038126","0.0830594307612019","0.135120303315049"
"6 on scale 1-7","2005","Not Employed","inadequately","22","","",""
"6 on scale 1-7","2005","Not Employed","general elemantary","190","0.131793777033993","0.113742787450364","0.149844766617622"
"6 on scale 1-7","2005","Not Employed","middle vocational","528","0.128106442749492","0.117650926515316","0.138561958983667"
"6 on scale 1-7","2005","Not Employed","vocational + Abi","35","0.0952405928360529","0.0610400915275955","0.12944109414451"
"6 on scale 1-7","2005","Not Employed","higher vocational","54","0.0969212408406328","0.0696772148077161","0.124165266873549"
"6 on scale 1-7","2005","Not Employed","higher education","138","0.148759747682135","0.126671091043052","0.170848404321218"
"6 on scale 1-7","2005","Employed","in school","9","","",""
"6 on scale 1-7","2005","Employed","inadequately","14","","",""
"6 on scale 1-7","2005","Employed","general elemantary","110","0.0984625354801923","0.080450029830733","0.116475041129652"
"6 on scale 1-7","2005","Employed","middle vocational","673","0.107078840008311","0.0994518322434857","0.114705847773136"
"6 on scale 1-7","2005","Employed","vocational + Abi","76","0.0808176527849706","0.0624840338637007","0.0991512717062406"
"6 on scale 1-7","2005","Employed","higher vocational","109","0.0966713300244115","0.0791763054079238","0.114166354640899"
"6 on scale 1-7","2005","Employed","higher education","287","0.0846018267394686","0.0749097029964166","0.0942939504825205"
"7 Strongly agree","2005","Not Employed","in school","37","0.0797827957194921","0.0571586551153236","0.102406936323661"
"7 Strongly agree","2005","Not Employed","inadequately","22","","",""
"7 Strongly agree","2005","Not Employed","general elemantary","139","0.108444223160324","0.0918514266791952","0.125037019641453"
"7 Strongly agree","2005","Not Employed","middle vocational","342","0.0913103580337754","0.0822988790929154","0.100321836974635"
"7 Strongly agree","2005","Not Employed","vocational + Abi","21","","",""
"7 Strongly agree","2005","Not Employed","higher vocational","25","","",""
"7 Strongly agree","2005","Not Employed","higher education","53","0.0627810640889007","0.0477241706996622","0.0778379574781393"
"7 Strongly agree","2005","Employed","in school","8","","",""
"7 Strongly agree","2005","Employed","inadequately","10","","",""
"7 Strongly agree","2005","Employed","general elemantary","79","0.088039447638273","0.0709088145194947","0.105170080757051"
"7 Strongly agree","2005","Employed","middle vocational","333","0.0588552925935864","0.0530500982164114","0.0646604869707613"
"7 Strongly agree","2005","Employed","vocational + Abi","51","0.0532090286866075","0.0381112183493117","0.0683068390239032"
"7 Strongly agree","2005","Employed","higher vocational","39","0.027397685362967","0.0177334521793425","0.0370619185465915"
"7 Strongly agree","2005","Employed","higher education","92","0.0389450936583821","0.032207194052632","0.0456829932641322"
"1 Strongly disagree","2006","Not Employed","in school","","","",""
"1 Strongly disagree","2006","Not Employed","inadequately","","","",""
"1 Strongly disagree","2006","Not Employed","general elemantary","","","",""
"1 Strongly disagree","2006","Not Employed","middle vocational","","","",""
"1 Strongly disagree","2006","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2006","Not Employed","higher vocational","","","",""
"1 Strongly disagree","2006","Not Employed","higher education","","","",""
"1 Strongly disagree","2006","Employed","in school","","","",""
"1 Strongly disagree","2006","Employed","inadequately","","","",""
"1 Strongly disagree","2006","Employed","general elemantary","","","",""
"1 Strongly disagree","2006","Employed","middle vocational","","","",""
"1 Strongly disagree","2006","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2006","Employed","higher vocational","","","",""
"1 Strongly disagree","2006","Employed","higher education","","","",""
"2 on scale 1-7 ","2006","Not Employed","in school","","","",""
"2 on scale 1-7 ","2006","Not Employed","inadequately","","","",""
"2 on scale 1-7 ","2006","Not Employed","general elemantary","","","",""
"2 on scale 1-7 ","2006","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2006","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2006","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2006","Employed","in school","","","",""
