"plh0221","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","no migration background","702","0.108897165367545","0.101360101800167","0.116434228934923"
"1 Strongly disagree","2005","Not Employed","direct migration background","109","0.106711748558713","0.0875853596864374","0.125838137430988"
"1 Strongly disagree","2005","Not Employed","indirect migration background","32","0.118374864832998","0.0806701841943922","0.156079545471604"
"1 Strongly disagree","2005","Employed","no migration background","1201","0.118652609479979","0.112588188623872","0.124717030336087"
"1 Strongly disagree","2005","Employed","direct migration background","162","0.116967442456618","0.0998744122061064","0.134060472707129"
"1 Strongly disagree","2005","Employed","indirect migration background","54","0.0891995642586647","0.065291481474729","0.1131076470426"
"2 on scale 1-7 ","2005","Not Employed","no migration background","997","0.157306981523387","0.148497736803724","0.166116226243051"
"2 on scale 1-7 ","2005","Not Employed","direct migration background","162","0.158239348575101","0.135630283402105","0.180848413748097"
"2 on scale 1-7 ","2005","Not Employed","indirect migration background","43","0.174846895993843","0.130514646457165","0.219179145530521"
"2 on scale 1-7 ","2005","Employed","no migration background","2259","0.199204585194584","0.191714485843105","0.206694684546063"
"2 on scale 1-7 ","2005","Employed","direct migration background","242","0.161517703449956","0.1419448015118","0.181090605388113"
"2 on scale 1-7 ","2005","Employed","indirect migration background","114","0.19269634634262","0.159613187602799","0.225779505082441"
"3 on scale 1-7 ","2005","Not Employed","no migration background","994","0.14773990875019","0.139154421110127","0.156325396390253"
"3 on scale 1-7 ","2005","Not Employed","direct migration background","159","0.167858045914348","0.144705388640955","0.19101070318774"
"3 on scale 1-7 ","2005","Not Employed","indirect migration background","59","0.18205836473023","0.137019232606472","0.227097496853988"
"3 on scale 1-7 ","2005","Employed","no migration background","1947","0.170765134465022","0.163708209440235","0.177822059489808"
"3 on scale 1-7 ","2005","Employed","direct migration background","251","0.181914895867214","0.161397058663648","0.20243273307078"
"3 on scale 1-7 ","2005","Employed","indirect migration background","93","0.187550782979773","0.154808472477921","0.220293093481626"
"4 on scale 1-7","2005","Not Employed","no migration background","1264","0.193440752692339","0.183883741335473","0.202997764049206"
"4 on scale 1-7","2005","Not Employed","direct migration background","186","0.175315368827585","0.151760266366317","0.198870471288852"
"4 on scale 1-7","2005","Not Employed","indirect migration background","53","0.159444350383417","0.116716470868046","0.202172229898788"
"4 on scale 1-7","2005","Employed","no migration background","2072","0.193846140076481","0.186432787220442","0.201259492932519"
"4 on scale 1-7","2005","Employed","direct migration background","259","0.19707064590231","0.175913949997456","0.218227341807164"
"4 on scale 1-7","2005","Employed","indirect migration background","120","0.226131552165182","0.191042961789897","0.261220142540467"
"5 on scale 1-7","2005","Not Employed","no migration background","1179","0.176909386248447","0.167676675272169","0.186142097224724"
"5 on scale 1-7","2005","Not Employed","direct migration background","172","0.171576887590518","0.148221528528826","0.194932246652209"
"5 on scale 1-7","2005","Not Employed","indirect migration background","46","0.189962909712029","0.144179261499242","0.235746557924815"
"5 on scale 1-7","2005","Employed","no migration background","1835","0.162928491917549","0.156002899597054","0.169854084238045"
"5 on scale 1-7","2005","Employed","direct migration background","212","0.175593734134773","0.155357795427869","0.195829672841678"
"5 on scale 1-7","2005","Employed","indirect migration background","88","0.172796595212441","0.141084457646014","0.204508732778868"
"6 on scale 1-7","2005","Not Employed","no migration background","884","0.126583468314112","0.118538410352681","0.134628526275542"
"6 on scale 1-7","2005","Not Employed","direct migration background","125","0.126312360589646","0.105732990669456","0.146891730509837"
"6 on scale 1-7","2005","Not Employed","indirect migration background","30","0.106802865837842","0.0707542452901846","0.1428514863855"
"6 on scale 1-7","2005","Employed","no migration background","1108","0.0992189970952138","0.0936125961949595","0.104825397995468"
"6 on scale 1-7","2005","Employed","direct migration background","135","0.104345537239045","0.0880861043856873","0.120604970092403"
"6 on scale 1-7","2005","Employed","indirect migration background","53","0.0963786090781129","0.071625181229595","0.121132036926631"
"7 Strongly agree","2005","Not Employed","no migration background","542","0.0891223371039804","0.0822286226976162","0.0960160515103447"
"7 Strongly agree","2005","Not Employed","direct migration background","88","0.0939862399440901","0.0759090639276115","0.112063415960569"
"7 Strongly agree","2005","Not Employed","indirect migration background","19","","",""
"7 Strongly agree","2005","Employed","no migration background","501","0.0553840417711708","0.0510946364483066","0.0596734470940349"
"7 Strongly agree","2005","Employed","direct migration background","97","0.0625900409500835","0.0497070825190254","0.0754729993811415"
"7 Strongly agree","2005","Employed","indirect migration background","24","","",""
"1 Strongly disagree","2006","Not Employed","no migration background","","","",""
"1 Strongly disagree","2006","Not Employed","direct migration background","","","",""
"1 Strongly disagree","2006","Not Employed","indirect migration background","","","",""
"1 Strongly disagree","2006","Employed","no migration background","","","",""
"1 Strongly disagree","2006","Employed","direct migration background","","","",""
"1 Strongly disagree","2006","Employed","indirect migration background","","","",""
