"plh0221","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","in school","","","","","1"
"1 Strongly disagree","2005","Full Time","inadequately","9","","","","1"
"1 Strongly disagree","2005","Full Time","general elemantary","66","0.116531895049805","0.0898375394442402","0.143226250655369","1"
"1 Strongly disagree","2005","Full Time","middle vocational","504","0.13724179949036","0.126309753528824","0.148173845451895","1"
"1 Strongly disagree","2005","Full Time","vocational + Abi","53","0.101164209045419","0.0754190009062904","0.126909417184548","1"
"1 Strongly disagree","2005","Full Time","higher vocational","110","0.149360950291601","0.124135344712027","0.174586555871174","1"
"1 Strongly disagree","2005","Full Time","higher education","240","0.115480162666607","0.102233097474711","0.128727227858504","1"
"1 Strongly disagree","2005","Part Time","in school","5","","","","1"
"1 Strongly disagree","2005","Part Time","inadequately","2","","","","1"
"1 Strongly disagree","2005","Part Time","general elemantary","44","0.0752726899627324","0.0520542619450048","0.0984911179804599","1"
"1 Strongly disagree","2005","Part Time","middle vocational","233","0.101502598975743","0.0896835830239896","0.113321614927497","1"
"1 Strongly disagree","2005","Part Time","vocational + Abi","14","","","","1"
"1 Strongly disagree","2005","Part Time","higher vocational","32","0.0918830747906737","0.060669839433964","0.123096310147383","1"
"1 Strongly disagree","2005","Part Time","higher education","85","0.108184343616123","0.0882320418808797","0.128136645351367","1"
"1 Strongly disagree","2005","Not Working","in school","53","0.0934661008040848","0.0691613384690192","0.11777086313915","1"
"1 Strongly disagree","2005","Not Working","inadequately","25","","","","1"
"1 Strongly disagree","2005","Not Working","general elemantary","127","0.100782960671766","0.0847184339146439","0.116847487428888","1"
"1 Strongly disagree","2005","Not Working","middle vocational","431","0.113138136787798","0.103228430983011","0.123047842592584","1"
"1 Strongly disagree","2005","Not Working","vocational + Abi","27","","","","1"
"1 Strongly disagree","2005","Not Working","higher vocational","55","0.117587232369697","0.0879242395973127","0.147250225142081","1"
"1 Strongly disagree","2005","Not Working","higher education","114","0.109307458430068","0.0899392558960736","0.128675660964062","1"
"2 on scale 1-7 ","2005","Not Working","inadequately","17","","","","2"
"2 on scale 1-7 ","2005","Not Working","in school","96","0.17122509151896","0.139771206695468","0.202678976342453","2"
"2 on scale 1-7 ","2005","Not Working","middle vocational","590","0.158079812312062","0.146666756845886","0.169492867778238","2"
"2 on scale 1-7 ","2005","Not Working","general elemantary","180","0.143721725317193","0.125001512143711","0.162441938490675","2"
"2 on scale 1-7 ","2005","Not Working","higher education","187","0.168650356641756","0.145407687439149","0.191893025844363","2"
"2 on scale 1-7 ","2005","Not Working","vocational + Abi","46","0.189249060810499","0.143612230825885","0.234885890795113","2"
"2 on scale 1-7 ","2005","Not Working","higher vocational","61","0.139753374651654","0.10782391046357","0.171682838839739","2"
"2 on scale 1-7 ","2005","Part Time","in school","21","","","","2"
"2 on scale 1-7 ","2005","Part Time","inadequately","5","","","","2"
"2 on scale 1-7 ","2005","Part Time","general elemantary","71","0.104792640346498","0.0778379426037707","0.131747338089225","2"
"2 on scale 1-7 ","2005","Part Time","middle vocational","423","0.170270861578266","0.155560523204154","0.184981199952378","2"
"2 on scale 1-7 ","2005","Part Time","vocational + Abi","66","0.178053934099307","0.136269203866046","0.219838664332567","2"
"2 on scale 1-7 ","2005","Full Time","in school","1","","","","2"
"2 on scale 1-7 ","2005","Full Time","inadequately","9","","","","2"
"2 on scale 1-7 ","2005","Full Time","general elemantary","99","0.188395748400052","0.155863857661676","0.220927639138428","2"
"2 on scale 1-7 ","2005","Part Time","higher vocational","53","0.114648893243861","0.0802223955736365","0.149075390914087","2"
"2 on scale 1-7 ","2005","Part Time","higher education","187","0.207346275374841","0.181304947711174","0.233387603038508","2"
"2 on scale 1-7 ","2005","Full Time","vocational + Abi","126","0.225406473301577","0.189731561581713","0.26108138502144","2"
"2 on scale 1-7 ","2005","Full Time","higher vocational","175","0.248307653597482","0.217732719737101","0.278882587457863","2"
"2 on scale 1-7 ","2005","Full Time","higher education","606","0.263843417698925","0.245576283335384","0.282110552062467","2"
"2 on scale 1-7 ","2005","Full Time","middle vocational","741","0.188885454826788","0.176450218254311","0.201320691399265","2"
"3 on scale 1-7 ","2005","Not Working","in school","112","0.222509028672597","0.187779907961768","0.257238149383425","3"
"3 on scale 1-7 ","2005","Not Working","general elemantary","195","0.141187858212193","0.122605968455294","0.159769747969093","3"
"3 on scale 1-7 ","2005","Not Working","inadequately","24","","","","3"
"3 on scale 1-7 ","2005","Not Working","middle vocational","579","0.141156704507331","0.130263993523797","0.152049415490865","3"
"3 on scale 1-7 ","2005","Part Time","in school","16","","","","3"
"3 on scale 1-7 ","2005","Part Time","inadequately","8","","","","3"
"3 on scale 1-7 ","2005","Part Time","general elemantary","75","0.150045554985857","0.118617562211665","0.181473547760048","3"
"3 on scale 1-7 ","2005","Part Time","higher education","170","0.168056046357082","0.144037464776959","0.192074627937206","3"
"3 on scale 1-7 ","2005","Not Working","vocational + Abi","45","0.142523110738136","0.101793643294269","0.183252578182004","3"
"3 on scale 1-7 ","2005","Not Working","higher vocational","75","0.191010824241269","0.154811594069841","0.227210054412696","3"
"3 on scale 1-7 ","2005","Not Working","higher education","154","0.155121761912125","0.132650164883155","0.177593358941095","3"
"3 on scale 1-7 ","2005","Part Time","middle vocational","398","0.165874689792094","0.15131708126475","0.180432298319437","3"
"3 on scale 1-7 ","2005","Part Time","vocational + Abi","55","0.152362647368855","0.113110406659622","0.191614888078088","3"
"3 on scale 1-7 ","2005","Part Time","higher vocational","58","0.175317516084007","0.134230350560436","0.216404681607578","3"
"3 on scale 1-7 ","2005","Full Time","in school","","","","","3"
"3 on scale 1-7 ","2005","Full Time","inadequately","9","","","","3"
"3 on scale 1-7 ","2005","Full Time","general elemantary","105","0.183108147077775","0.150931727549362","0.215284566606188","3"
"3 on scale 1-7 ","2005","Full Time","middle vocational","688","0.174709279149856","0.162645728109554","0.186772830190159","3"
"3 on scale 1-7 ","2005","Full Time","vocational + Abi","113","0.204143815686224","0.169730367143092","0.238557264229357","3"
"3 on scale 1-7 ","2005","Full Time","higher vocational","129","0.165259429252568","0.138974349789456","0.19154450871568","3"
"3 on scale 1-7 ","2005","Full Time","higher education","443","0.184480269588149","0.168403292602991","0.200557246573307","3"
"4 on scale 1-7","2005","Full Time","inadequately","7","","","","4"
"4 on scale 1-7","2005","Not Working","in school","106","0.167642993067715","0.136452674211058","0.198833311924372","4"
"4 on scale 1-7","2005","Full Time","in school","2","","","","4"
"4 on scale 1-7","2005","Part Time","higher education","197","0.214946192537231","0.188559324753566","0.241333060320896","4"
"4 on scale 1-7","2005","Full Time","general elemantary","116","0.215183415433268","0.180994125306631","0.249372705559904","4"
"4 on scale 1-7","2005","Part Time","in school","17","","","","4"
"4 on scale 1-7","2005","Part Time","vocational + Abi","67","0.259019598444384","0.211168729500947","0.306870467387821","4"
"4 on scale 1-7","2005","Part Time","higher vocational","69","0.194393004731748","0.151631589250629","0.237154420212867","4"
"4 on scale 1-7","2005","Not Working","inadequately","25","","","","4"
"4 on scale 1-7","2005","Not Working","general elemantary","278","0.202729742681245","0.181275972099548","0.224183513262941","4"
"4 on scale 1-7","2005","Not Working","middle vocational","727","0.182089406884286","0.170016175677529","0.194162638091042","4"
"4 on scale 1-7","2005","Not Working","vocational + Abi","62","0.235622468649274","0.186178060757045","0.285066876541502","4"
"4 on scale 1-7","2005","Not Working","higher vocational","105","0.214645363246203","0.176836584306174","0.252454142186232","4"
"4 on scale 1-7","2005","Not Working","higher education","179","0.181703340316559","0.157768124009527","0.205638556623591","4"
"4 on scale 1-7","2005","Part Time","inadequately","5","","","","4"
"4 on scale 1-7","2005","Part Time","general elemantary","106","0.227743770844474","0.1908365608066","0.264650980882348","4"
"4 on scale 1-7","2005","Part Time","middle vocational","493","0.183609667733062","0.168457281781749","0.198762053684374","4"
"4 on scale 1-7","2005","Full Time","middle vocational","718","0.199808669796451","0.187105333828055","0.212512005764848","4"
"4 on scale 1-7","2005","Full Time","vocational + Abi","105","0.225676753544735","0.189986688035801","0.261366819053668","4"
"4 on scale 1-7","2005","Full Time","higher vocational","143","0.20214981451727","0.173728264592529","0.230571364442011","4"
"4 on scale 1-7","2005","Full Time","higher education","375","0.160850729253892","0.145622713435772","0.176078745072011","4"
"5 on scale 1-7","2005","Not Working","general elemantary","240","0.171339712923286","0.151232151839773","0.1914472740068","5"
"5 on scale 1-7","2005","Not Working","inadequately","16","","","","5"
"5 on scale 1-7","2005","Not Working","in school","94","0.156284123179025","0.125964218426453","0.186604027931598","5"
"5 on scale 1-7","2005","Not Working","middle vocational","728","0.186119138725256","0.173943151169823","0.198295126280689","5"
"5 on scale 1-7","2005","Not Working","vocational + Abi","47","0.161419022674076","0.118553834630682","0.20428421071747","5"
"5 on scale 1-7","2005","Not Working","higher vocational","78","0.179236203393442","0.14391618233","0.214556224456884","5"
"5 on scale 1-7","2005","Not Working","higher education","172","0.173676270928456","0.150161223076753","0.197191318780159","5"
"5 on scale 1-7","2005","Full Time","in school","","","","","5"
"5 on scale 1-7","2005","Full Time","inadequately","3","","","","5"
"5 on scale 1-7","2005","Full Time","general elemantary","85","0.141866352381459","0.112838241974513","0.170894462788406","5"
"5 on scale 1-7","2005","Full Time","middle vocational","636","0.156774513723707","0.145223415084234","0.16832561236318","5"
"5 on scale 1-7","2005","Full Time","vocational + Abi","70","0.131677680844867","0.102808175013161","0.160547186676574","5"
"5 on scale 1-7","2005","Full Time","higher vocational","122","0.148991695866358","0.123791823581621","0.174191568151094","5"
"5 on scale 1-7","2005","Full Time","higher education","328","0.16950650764425","0.153954964256402","0.185058051032098","5"
"5 on scale 1-7","2005","Part Time","in school","20","","","","5"
"5 on scale 1-7","2005","Part Time","inadequately","5","","","","5"
"5 on scale 1-7","2005","Part Time","general elemantary","95","0.223405545812171","0.186749014212548","0.260062077411794","5"
"5 on scale 1-7","2005","Part Time","middle vocational","474","0.174240396252434","0.159395212875558","0.189085579629309","5"
"5 on scale 1-7","2005","Part Time","vocational + Abi","53","0.19068472554264","0.147776853509917","0.233592597575364","5"
"5 on scale 1-7","2005","Part Time","higher vocational","57","0.198799653441047","0.155674712058285","0.241924594823809","5"
"5 on scale 1-7","2005","Part Time","higher education","157","0.140281800846462","0.117974245616733","0.162589356076191","5"
"6 on scale 1-7","2005","Not Working","inadequately","22","","","","6"
"6 on scale 1-7","2005","Not Working","in school","53","0.109089867038126","0.0830594307612019","0.135120303315049","6"
"6 on scale 1-7","2005","Not Working","general elemantary","190","0.131793777033993","0.113742787450364","0.149844766617622","6"
"6 on scale 1-7","2005","Not Working","middle vocational","528","0.128106442749492","0.117650926515316","0.138561958983667","6"
"6 on scale 1-7","2005","Not Working","higher vocational","54","0.0969212408406328","0.0696772148077161","0.124165266873549","6"
