"plh0221","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","(0) in school","49","0.108841075049832","0.0817584830755484","0.135923667024116"
"1 Strongly disagree","2005","no migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","no migration background","(1b) general elementary school","119","0.0966141287271537","0.0800837509996504","0.113144506454657"
"1 Strongly disagree","2005","no migration background","(1c) basic vocational qualification","617","0.134339661715234","0.124779651032095","0.143899672398374"
"1 Strongly disagree","2005","no migration background","(2b) intermediate general qualification","51","0.125033297616392","0.0947745914628766","0.155292003769908"
"1 Strongly disagree","2005","no migration background","(2a) intermediate vocational","481","0.109349900742441","0.100248970142159","0.118450831342723"
"1 Strongly disagree","2005","no migration background","(2c_gen) general maturity certificate","43","0.0658943746868346","0.046075818619221","0.0857129307544482"
"1 Strongly disagree","2005","no migration background","(2c_voc) vocational maturity certificate","108","0.0882384052794192","0.0721025420426249","0.104374268516213"
"1 Strongly disagree","2005","no migration background","(3a) lower tertiary education","180","0.126778420700309","0.110246314244843","0.143310527155775"
"1 Strongly disagree","2005","no migration background","(3b) higher tertiary education","214","0.0977340316651002","0.0853337646160451","0.110134298714155"
"1 Strongly disagree","2005","direct migration background","(0) in school","","","",""
"1 Strongly disagree","2005","direct migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","direct migration background","(1b) general elementary school","56","0.110295617998237","0.0832930658498172","0.137298170146656"
"1 Strongly disagree","2005","direct migration background","(1c) basic vocational qualification","88","0.124378449930665","0.0993149470928868","0.149441952768443"
"1 Strongly disagree","2005","direct migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","direct migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","direct migration background","(2c_voc) vocational maturity certificate","30","0.124952407748284","0.0855108226223703","0.164393992874197"
"1 Strongly disagree","2005","direct migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","direct migration background","(3b) higher tertiary education","30","0.131552129796991","0.0905460118657609","0.17255824772822"
"1 Strongly disagree","2005","indirect migration background","(0) in school","","","",""
"1 Strongly disagree","2005","indirect migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","indirect migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2b) intermediate general qualification","","","",""
