"plh0221","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","no migration background","406","0.0979818226430037","0.0889139366502927","0.107049708635715","1"
"1 Strongly disagree","2005","16-34 y.","direct migration background","54","0.0983327474811803","0.0729104369802782","0.123755057982082","1"
"1 Strongly disagree","2005","16-34 y.","indirect migration background","63","0.0803755582178115","0.0596808846370812","0.101070231798542","1"
"1 Strongly disagree","2005","35-65 y.","no migration background","1069","0.116602214268606","0.110302021395808","0.122902407141403","1"
"1 Strongly disagree","2005","35-65 y.","direct migration background","166","0.108311950211468","0.0923981485999052","0.124225751823032","1"
"1 Strongly disagree","2005","35-65 y.","indirect migration background","19","","","","1"
"1 Strongly disagree","2005","66 and older","no migration background","428","0.126672601391313","0.115471251066592","0.137873951716034","1"
"1 Strongly disagree","2005","66 and older","direct migration background","51","0.150563957553732","0.113975768706205","0.187152146401259","1"
"1 Strongly disagree","2005","66 and older","indirect migration background","4","","","","1"
"2 on scale 1-7 ","2005","35-65 y.","indirect migration background","36","0.219602049932223","0.154219179128707","0.284984920735739","2"
"2 on scale 1-7 ","2005","16-34 y.","no migration background","781","0.177907098199673","0.166242152088614","0.189572044310732","2"
"2 on scale 1-7 ","2005","16-34 y.","indirect migration background","121","0.184747392430244","0.15520629780342","0.214288487057068","2"
"2 on scale 1-7 ","2005","35-65 y.","no migration background","1938","0.191105779530038","0.18338777427496","0.198823784785117","2"
"2 on scale 1-7 ","2005","35-65 y.","direct migration background","243","0.155500356261914","0.136943914275701","0.174056798248127","2"
"2 on scale 1-7 ","2005","66 and older","no migration background","537","0.166460844531844","0.153916165834883","0.179005523228804","2"
"2 on scale 1-7 ","2005","66 and older","direct migration background","64","0.162016738037993","0.124319227356118","0.199714248719867","2"
"2 on scale 1-7 ","2005","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","direct migration background","97","0.169713350514336","0.137664326056439","0.201762374972234","2"
"3 on scale 1-7 ","2005","16-34 y.","direct migration background","107","0.206683010945043","0.172111484879468","0.241254537010618","3"
"3 on scale 1-7 ","2005","16-34 y.","no migration background","796","0.188060474837154","0.17614157265868","0.199979377015628","3"
"3 on scale 1-7 ","2005","35-65 y.","indirect migration background","24","","","","3"
"3 on scale 1-7 ","2005","66 and older","no migration background","497","0.147527780281267","0.135584668027229","0.159470892535305","3"
"3 on scale 1-7 ","2005","16-34 y.","indirect migration background","127","0.201510116451045","0.170976765964646","0.232043466937444","3"
"3 on scale 1-7 ","2005","35-65 y.","no migration background","1648","0.156211640165002","0.149084820754448","0.163338459575556","3"
"3 on scale 1-7 ","2005","35-65 y.","direct migration background","250","0.176919772912961","0.157379143444806","0.196460402381116","3"
"3 on scale 1-7 ","2005","66 and older","direct migration background","53","0.125688544460994","0.0917732187917245","0.159603870130263","3"
"3 on scale 1-7 ","2005","66 and older","indirect migration background","1","","","","3"
"4 on scale 1-7","2005","16-34 y.","direct migration background","97","0.187310757411244","0.153999854936382","0.220621659886105","4"
"4 on scale 1-7","2005","16-34 y.","indirect migration background","144","0.210317244963769","0.179296294806989","0.241338195120549","4"
"4 on scale 1-7","2005","35-65 y.","indirect migration background","27","","","","4"
"4 on scale 1-7","2005","66 and older","no migration background","612","0.178485872109922","0.165590023272209","0.191381720947634","4"
"4 on scale 1-7","2005","66 and older","direct migration background","61","0.160371568837151","0.12282914435978","0.197913993314522","4"
"4 on scale 1-7","2005","35-65 y.","direct migration background","287","0.196044608563407","0.175715295387193","0.216373921739622","4"
"4 on scale 1-7","2005","35-65 y.","no migration background","1913","0.196038838455979","0.18824572699426","0.203831949917699","4"
"4 on scale 1-7","2005","66 and older","indirect migration background","2","","","","4"
"4 on scale 1-7","2005","16-34 y.","no migration background","811","0.203812353293244","0.19152527519136","0.216099431395128","4"
"5 on scale 1-7","2005","35-65 y.","no migration background","1730","0.164553041413715","0.157274662001334","0.171831420826097","5"
"5 on scale 1-7","2005","35-65 y.","indirect migration background","21","","","","5"
"5 on scale 1-7","2005","66 and older","no migration background","603","0.177809737086499","0.164933041548013","0.190686432624986","5"
"5 on scale 1-7","2005","16-34 y.","direct migration background","102","0.222253429003659","0.186756885045693","0.257749972961624","5"
"5 on scale 1-7","2005","16-34 y.","indirect migration background","111","0.176007309652656","0.147019302576345","0.204995316728968","5"
"5 on scale 1-7","2005","35-65 y.","direct migration background","225","0.154163874086458","0.135672733460827","0.172655014712089","5"
"5 on scale 1-7","2005","66 and older","direct migration background","57","0.169898393264124","0.131476804263101","0.208319982265147","5"
"5 on scale 1-7","2005","66 and older","indirect migration background","2","","","","5"
"5 on scale 1-7","2005","16-34 y.","no migration background","681","0.168484622360075","0.15706791348764","0.179901331232511","5"
"6 on scale 1-7","2005","66 and older","no migration background","435","0.119827840579248","0.108890715650503","0.130764965507992","6"
"6 on scale 1-7","2005","66 and older","direct migration background","50","0.122715273181372","0.0891465631661577","0.156283983196587","6"
"6 on scale 1-7","2005","16-34 y.","no migration background","426","0.0979639016406864","0.0888967548797339","0.107031048401639","6"
"6 on scale 1-7","2005","16-34 y.","direct migration background","47","0.0800747063983909","0.0569025345343596","0.103246878262422","6"
"6 on scale 1-7","2005","35-65 y.","no migration background","1131","0.111341166073412","0.105166439843967","0.117515892302858","6"
"6 on scale 1-7","2005","35-65 y.","indirect migration background","17","","","","6"
"6 on scale 1-7","2005","66 and older","indirect migration background","2","","","","6"
"6 on scale 1-7","2005","16-34 y.","indirect migration background","64","0.101384945314757","0.0784094486952121","0.124360441934301","6"
"6 on scale 1-7","2005","35-65 y.","direct migration background","163","0.125351990687328","0.108396453553461","0.142307527821195","6"
"7 Strongly agree","2005","35-65 y.","indirect migration background","10","","","","7"
"7 Strongly agree","2005","66 and older","direct migration background","31","0.108745524664635","0.0768946313658289","0.14059641796344","7"
"7 Strongly agree","2005","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2005","66 and older","no migration background","275","0.0832153240199074","0.0739133350604687","0.092517312979346","7"
