"plh0221","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","West Germany","Male","1065","0.146530549475474","0.138504626624111","0.154556472326838"
"1 Strongly disagree","2005","West Germany","Female","712","0.0878684629716805","0.0817308062852104","0.0940061196581506"
"1 Strongly disagree","2005","East Germany","Male","282","0.121481556956025","0.108460370462301","0.134502743449748"
"1 Strongly disagree","2005","East Germany","Female","201","0.0858015489284454","0.0750834749505573","0.0965196229063335"
"2 on scale 1-7 ","2005","West Germany","Male","1639","0.209273662849886","0.200041418477154","0.218505907222618"
"2 on scale 1-7 ","2005","West Germany","Female","1290","0.159466489420162","0.151529248281369","0.167403730558956"
"2 on scale 1-7 ","2005","East Germany","Male","489","0.185330472614393","0.169842873620608","0.200818071608177"
"2 on scale 1-7 ","2005","East Germany","Female","399","0.139633419336725","0.126369086875412","0.152897751798038"
"3 on scale 1-7 ","2005","West Germany","Male","1342","0.171173823503611","0.162625374864745","0.179722272142478"
"3 on scale 1-7 ","2005","West Germany","Female","1335","0.155056373258356","0.147209149802726","0.162903596713987"
"3 on scale 1-7 ","2005","East Germany","Male","441","0.189756378413428","0.174127567217198","0.205385189609658"
"3 on scale 1-7 ","2005","East Germany","Female","385","0.152386119332077","0.138632383438533","0.166139855225621"
"4 on scale 1-7","2005","West Germany","Male","1341","0.191657211148108","0.182724212508356","0.20059020978786"
"4 on scale 1-7","2005","West Germany","Female","1622","0.194462038717448","0.18588143659229","0.203042640842606"
"4 on scale 1-7","2005","East Germany","Male","455","0.191772278053628","0.176080226450232","0.207464329657024"
"4 on scale 1-7","2005","East Germany","Female","536","0.197277800071829","0.182048824472843","0.212506775670814"
"5 on scale 1-7","2005","West Germany","Male","1095","0.143058107871671","0.135111737066461","0.151004478676882"
"5 on scale 1-7","2005","West Germany","Female","1503","0.187411641005622","0.178951240520401","0.195872041490843"
"5 on scale 1-7","2005","East Germany","Male","398","0.170915564279775","0.155911458044153","0.185919670515396"
"5 on scale 1-7","2005","East Germany","Female","536","0.200032300371477","0.184723708801996","0.215340891940957"
"6 on scale 1-7","2005","West Germany","Male","643","0.0839298267245568","0.0776368020259372","0.0902228514231764"
"6 on scale 1-7","2005","West Germany","Female","1063","0.130359758275517","0.123060160522156","0.137659356028878"
"6 on scale 1-7","2005","East Germany","Male","263","0.0976368508270767","0.0858059585507347","0.109467743103419"
"6 on scale 1-7","2005","East Germany","Female","366","0.142936843829733","0.129542314646706","0.156331373012761"
"7 Strongly agree","2005","West Germany","Male","333","0.054376818426692","0.0492304265439969","0.0595232103093871"
"7 Strongly agree","2005","West Germany","Female","648","0.0853752363512138","0.0793170199979398","0.0914334527044878"
"7 Strongly agree","2005","East Germany","Male","90","0.0431068988556753","0.0350117461664601","0.0512020515448904"
"7 Strongly agree","2005","East Germany","Female","200","0.0819319681297137","0.0714362279338445","0.0924277083255828"
"1 Strongly disagree","2006","West Germany","Male","","","",""
"1 Strongly disagree","2006","West Germany","Female","","","",""
"1 Strongly disagree","2006","East Germany","Male","","","",""
"1 Strongly disagree","2006","East Germany","Female","","","",""
"2 on scale 1-7 ","2006","West Germany","Male","","","",""
"2 on scale 1-7 ","2006","West Germany","Female","","","",""
"2 on scale 1-7 ","2006","East Germany","Male","","","",""
"2 on scale 1-7 ","2006","East Germany","Female","","","",""
"3 on scale 1-7 ","2006","West Germany","Male","","","",""
"3 on scale 1-7 ","2006","West Germany","Female","","","",""
"3 on scale 1-7 ","2006","East Germany","Male","","","",""
"3 on scale 1-7 ","2006","East Germany","Female","","","",""
"4 on scale 1-7","2006","West Germany","Male","","","",""
"4 on scale 1-7","2006","West Germany","Female","","","",""
"4 on scale 1-7","2006","East Germany","Male","","","",""
"4 on scale 1-7","2006","East Germany","Female","","","",""
"5 on scale 1-7","2006","West Germany","Male","","","",""
"5 on scale 1-7","2006","West Germany","Female","","","",""
"5 on scale 1-7","2006","East Germany","Male","","","",""
"5 on scale 1-7","2006","East Germany","Female","","","",""
"6 on scale 1-7","2006","West Germany","Male","","","",""
"6 on scale 1-7","2006","West Germany","Female","","","",""
"6 on scale 1-7","2006","East Germany","Male","","","",""
"6 on scale 1-7","2006","East Germany","Female","","","",""
"7 Strongly agree","2006","West Germany","Male","","","",""
"7 Strongly agree","2006","West Germany","Female","","","",""
"7 Strongly agree","2006","East Germany","Male","","","",""
"7 Strongly agree","2006","East Germany","Female","","","",""
"1 Strongly disagree","2007","West Germany","Male","","","",""
"1 Strongly disagree","2007","West Germany","Female","","","",""
"1 Strongly disagree","2007","East Germany","Male","","","",""
"1 Strongly disagree","2007","East Germany","Female","","","",""
"2 on scale 1-7 ","2007","West Germany","Male","","","",""
"2 on scale 1-7 ","2007","West Germany","Female","","","",""
"2 on scale 1-7 ","2007","East Germany","Male","","","",""
"2 on scale 1-7 ","2007","East Germany","Female","","","",""
"3 on scale 1-7 ","2007","West Germany","Male","","","",""
"3 on scale 1-7 ","2007","West Germany","Female","","","",""
"3 on scale 1-7 ","2007","East Germany","Male","","","",""
"3 on scale 1-7 ","2007","East Germany","Female","","","",""
"4 on scale 1-7","2007","West Germany","Male","","","",""
"4 on scale 1-7","2007","West Germany","Female","","","",""
"4 on scale 1-7","2007","East Germany","Male","","","",""
"4 on scale 1-7","2007","East Germany","Female","","","",""
"5 on scale 1-7","2007","West Germany","Male","","","",""
"5 on scale 1-7","2007","West Germany","Female","","","",""
"5 on scale 1-7","2007","East Germany","Male","","","",""
"5 on scale 1-7","2007","East Germany","Female","","","",""
"6 on scale 1-7","2007","West Germany","Male","","","",""
"6 on scale 1-7","2007","West Germany","Female","","","",""
"6 on scale 1-7","2007","East Germany","Male","","","",""
"6 on scale 1-7","2007","East Germany","Female","","","",""
"7 Strongly agree","2007","West Germany","Male","","","",""
"7 Strongly agree","2007","West Germany","Female","","","",""
"7 Strongly agree","2007","East Germany","Male","","","",""
"7 Strongly agree","2007","East Germany","Female","","","",""
"1 Strongly disagree","2008","West Germany","Male","","","",""
"1 Strongly disagree","2008","West Germany","Female","","","",""
"1 Strongly disagree","2008","East Germany","Male","","","",""
"1 Strongly disagree","2008","East Germany","Female","","","",""
"2 on scale 1-7 ","2008","West Germany","Male","","","",""
"2 on scale 1-7 ","2008","West Germany","Female","","","",""
"2 on scale 1-7 ","2008","East Germany","Male","","","",""
"2 on scale 1-7 ","2008","East Germany","Female","","","",""
"3 on scale 1-7 ","2008","West Germany","Male","","","",""
"3 on scale 1-7 ","2008","West Germany","Female","","","",""
"3 on scale 1-7 ","2008","East Germany","Male","","","",""
"3 on scale 1-7 ","2008","East Germany","Female","","","",""
"4 on scale 1-7","2008","West Germany","Male","","","",""
"4 on scale 1-7","2008","West Germany","Female","","","",""
"4 on scale 1-7","2008","East Germany","Male","","","",""
"4 on scale 1-7","2008","East Germany","Female","","","",""
"5 on scale 1-7","2008","West Germany","Male","","","",""
"5 on scale 1-7","2008","West Germany","Female","","","",""
"5 on scale 1-7","2008","East Germany","Male","","","",""
"5 on scale 1-7","2008","East Germany","Female","","","",""
"6 on scale 1-7","2008","West Germany","Male","","","",""
"6 on scale 1-7","2008","West Germany","Female","","","",""
"6 on scale 1-7","2008","East Germany","Male","","","",""
"6 on scale 1-7","2008","East Germany","Female","","","",""
"7 Strongly agree","2008","West Germany","Male","","","",""
"7 Strongly agree","2008","West Germany","Female","","","",""
"7 Strongly agree","2008","East Germany","Male","","","",""
"7 Strongly agree","2008","East Germany","Female","","","",""
"1 Strongly disagree","2009","West Germany","Male","892","0.133000738717975","0.124683889657655","0.141317587778295"
"1 Strongly disagree","2009","West Germany","Female","557","0.0832152999330491","0.076766923038328","0.0896636768277701"
"1 Strongly disagree","2009","East Germany","Male","233","0.111114504957074","0.0979280211608637","0.124300988753284"
"1 Strongly disagree","2009","East Germany","Female","164","0.0753656066674571","0.0646971633553573","0.0860340499795569"
"2 on scale 1-7 ","2009","West Germany","Male","1539","0.238212051470226","0.227778759935091","0.248645343005361"
"2 on scale 1-7 ","2009","West Germany","Female","1155","0.161056962991536","0.152475306372007","0.169638619611064"
"2 on scale 1-7 ","2009","East Germany","Male","498","0.223728596423826","0.206242685533843","0.24121450731381"
"2 on scale 1-7 ","2009","East Germany","Female","352","0.137544782497941","0.123625406394767","0.151464158601116"
"3 on scale 1-7 ","2009","West Germany","Male","1278","0.192230219818673","0.182579114354872","0.201881325282474"
"3 on scale 1-7 ","2009","West Germany","Female","1302","0.179760161484885","0.17079553297044","0.188724789999329"
"3 on scale 1-7 ","2009","East Germany","Male","433","0.190428515206404","0.173953936788418","0.20690309362439"
"3 on scale 1-7 ","2009","East Germany","Female","408","0.171212861996779","0.155989200204767","0.186436523788791"
"4 on scale 1-7","2009","West Germany","Male","1111","0.175154888586863","0.165845529911761","0.184464247261965"
"4 on scale 1-7","2009","West Germany","Female","1505","0.216608094078924","0.206991040759982","0.226225147397866"
"4 on scale 1-7","2009","East Germany","Male","448","0.219172591029447","0.201814923576406","0.236530258482489"
"4 on scale 1-7","2009","East Germany","Female","506","0.205027796778883","0.188711868917636","0.221343724640131"
"5 on scale 1-7","2009","West Germany","Male","848","0.135468677722802","0.127086975230027","0.143850380215578"
"5 on scale 1-7","2009","West Germany","Female","1223","0.168577272623505","0.159836987487922","0.177317557759088"
"5 on scale 1-7","2009","East Germany","Male","318","0.124595889521013","0.110738645457238","0.138453133584788"
"5 on scale 1-7","2009","East Germany","Female","458","0.202864810951665","0.186613111460553","0.219116510442776"
"6 on scale 1-7","2009","West Germany","Male","532","0.0843249251295271","0.0775192516652036","0.0911305985938506"
"6 on scale 1-7","2009","West Germany","Female","850","0.121432359516769","0.11380683078426","0.129057888249278"
"6 on scale 1-7","2009","East Germany","Male","181","0.0938074222649856","0.0815739548556126","0.106040889674359"
"6 on scale 1-7","2009","East Germany","Female","321","0.136332787087048","0.122465139218477","0.150200434955618"
"7 Strongly agree","2009","West Germany","Male","204","0.0416084985539339","0.0367176419635482","0.0464993551443196"
"7 Strongly agree","2009","West Germany","Female","456","0.0693498493713324","0.0634188055834936","0.0752808931591712"
"7 Strongly agree","2009","East Germany","Male","71","0.0371524805972497","0.0292166318129578","0.0450883293815416"
"7 Strongly agree","2009","East Germany","Female","143","0.0716513540202265","0.0612282472294264","0.0820744608110265"
"1 Strongly disagree","2010","West Germany","Male","","","",""
"1 Strongly disagree","2010","West Germany","Female","","","",""
"1 Strongly disagree","2010","East Germany","Male","","","",""
"1 Strongly disagree","2010","East Germany","Female","","","",""
"2 on scale 1-7 ","2010","West Germany","Male","","","",""
"2 on scale 1-7 ","2010","West Germany","Female","","","",""
"2 on scale 1-7 ","2010","East Germany","Male","","","",""
"2 on scale 1-7 ","2010","East Germany","Female","","","",""
"3 on scale 1-7 ","2010","West Germany","Male","","","",""
"3 on scale 1-7 ","2010","West Germany","Female","","","",""
"3 on scale 1-7 ","2010","East Germany","Male","","","",""
"3 on scale 1-7 ","2010","East Germany","Female","","","",""
"4 on scale 1-7","2010","West Germany","Male","","","",""
"4 on scale 1-7","2010","West Germany","Female","","","",""
"4 on scale 1-7","2010","East Germany","Male","","","",""
"4 on scale 1-7","2010","East Germany","Female","","","",""
"5 on scale 1-7","2010","West Germany","Male","","","",""
"5 on scale 1-7","2010","West Germany","Female","","","",""
"5 on scale 1-7","2010","East Germany","Male","","","",""
"5 on scale 1-7","2010","East Germany","Female","","","",""
"6 on scale 1-7","2010","West Germany","Male","","","",""
"6 on scale 1-7","2010","West Germany","Female","","","",""
"6 on scale 1-7","2010","East Germany","Male","","","",""
"6 on scale 1-7","2010","East Germany","Female","","","",""
"7 Strongly agree","2010","West Germany","Male","","","",""
"7 Strongly agree","2010","West Germany","Female","","","",""
"7 Strongly agree","2010","East Germany","Male","","","",""
"7 Strongly agree","2010","East Germany","Female","","","",""
"1 Strongly disagree","2011","West Germany","Male","","","",""
"1 Strongly disagree","2011","West Germany","Female","","","",""
"1 Strongly disagree","2011","East Germany","Male","","","",""
"1 Strongly disagree","2011","East Germany","Female","","","",""
"2 on scale 1-7 ","2011","West Germany","Male","","","",""
"2 on scale 1-7 ","2011","West Germany","Female","","","",""
"2 on scale 1-7 ","2011","East Germany","Male","","","",""
"2 on scale 1-7 ","2011","East Germany","Female","","","",""
"3 on scale 1-7 ","2011","West Germany","Male","","","",""
"3 on scale 1-7 ","2011","West Germany","Female","","","",""
"3 on scale 1-7 ","2011","East Germany","Male","","","",""
"3 on scale 1-7 ","2011","East Germany","Female","","","",""
"4 on scale 1-7","2011","West Germany","Male","","","",""
"4 on scale 1-7","2011","West Germany","Female","","","",""
"4 on scale 1-7","2011","East Germany","Male","","","",""
"4 on scale 1-7","2011","East Germany","Female","","","",""
"5 on scale 1-7","2011","West Germany","Male","","","",""
"5 on scale 1-7","2011","West Germany","Female","","","",""
"5 on scale 1-7","2011","East Germany","Male","","","",""
"5 on scale 1-7","2011","East Germany","Female","","","",""
"6 on scale 1-7","2011","West Germany","Male","","","",""
"6 on scale 1-7","2011","West Germany","Female","","","",""
"6 on scale 1-7","2011","East Germany","Male","","","",""
"6 on scale 1-7","2011","East Germany","Female","","","",""
"7 Strongly agree","2011","West Germany","Male","","","",""
"7 Strongly agree","2011","West Germany","Female","","","",""
"7 Strongly agree","2011","East Germany","Male","","","",""
"7 Strongly agree","2011","East Germany","Female","","","",""
"1 Strongly disagree","2012","West Germany","Male","362","0.144901186210939","0.130690585980866","0.159111786441011"
"1 Strongly disagree","2012","West Germany","Female","307","0.0898417926452005","0.0802678970276407","0.0994156882627602"
"1 Strongly disagree","2012","East Germany","Male","89","0.155437427610632","0.124591071215597","0.186283784005667"
"1 Strongly disagree","2012","East Germany","Female","73","0.0826950309036817","0.0636926550608716","0.101697406746492"
"2 on scale 1-7 ","2012","West Germany","Male","591","0.234213230392545","0.217115914287863","0.251310546497228"
"2 on scale 1-7 ","2012","West Germany","Female","598","0.172517883047491","0.159867973871135","0.185167792223846"
"2 on scale 1-7 ","2012","East Germany","Male","125","0.234726484237978","0.198643741241145","0.27080922723481"
"2 on scale 1-7 ","2012","East Germany","Female","159","0.189950926760265","0.162887193973722","0.217014659546809"
"3 on scale 1-7 ","2012","West Germany","Male","412","0.168296395617275","0.153192464407485","0.183400326827065"
"3 on scale 1-7 ","2012","West Germany","Female","597","0.168338913268657","0.155811641790458","0.180866184746856"
