"plh0221","year","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","843","0.124407925737193","0.116716245921538","0.132099605552848"
"1 Strongly disagree","2005","secondary school degree","623","0.10517040623909","0.0974145848316671","0.112926227646512"
"1 Strongly disagree","2005","college entrance qualification","518","0.103292025317481","0.0950097649427907","0.111574285692171"
"1 Strongly disagree","2005","Other degree","145","0.125932514650031","0.106449914566171","0.145415114733891"
"1 Strongly disagree","2005","no degree/no degree yet","95","0.116082236917853","0.0951780328083595","0.136986441027346"
"2 on scale 1-7 ","2005","lower secondary degree","1136","0.168577669797169","0.159852836707364","0.177302502886975"
"2 on scale 1-7 ","2005","secondary school degree","1079","0.175439384105858","0.16582357804053","0.185055190171185"
"2 on scale 1-7 ","2005","college entrance qualification","1205","0.22045170358558","0.209170168196954","0.231733238974206"
"2 on scale 1-7 ","2005","Other degree","175","0.14567471758188","0.124958559451522","0.166390875712237"
"2 on scale 1-7 ","2005","no degree/no degree yet","150","0.153771151515003","0.130230083133576","0.17731221989643"
"3 on scale 1-7 ","2005","lower secondary degree","1071","0.143335660946029","0.135169296962749","0.151502024929309"
"3 on scale 1-7 ","2005","secondary school degree","1032","0.171681422657217","0.162147509150502","0.181215336163933"
"3 on scale 1-7 ","2005","college entrance qualification","978","0.185952407046137","0.175364362312972","0.196540451779301"
"3 on scale 1-7 ","2005","Other degree","178","0.15320454579285","0.132053561613981","0.174355529971719"
"3 on scale 1-7 ","2005","no degree/no degree yet","174","0.212247540814811","0.185562919774918","0.238932161854703"
"4 on scale 1-7","2005","lower secondary degree","1339","0.190258168867097","0.181110905024847","0.199405432709348"
"4 on scale 1-7","2005","secondary school degree","1188","0.203444194487935","0.193266682812369","0.213621706163502"
"4 on scale 1-7","2005","college entrance qualification","958","0.18921009753202","0.178551101819937","0.199869093244103"
"4 on scale 1-7","2005","Other degree","234","0.206425366012584","0.182658007567461","0.230192724457707"
"4 on scale 1-7","2005","no degree/no degree yet","168","0.167139199403186","0.142790812619799","0.191487586186572"
"5 on scale 1-7","2005","lower secondary degree","1251","0.174445760881045","0.165601749800177","0.183289771961914"
"5 on scale 1-7","2005","secondary school degree","1108","0.173345348364742","0.163774972202347","0.182915724527138"
"5 on scale 1-7","2005","college entrance qualification","804","0.162691450505598","0.152647256433912","0.172735644577284"
"5 on scale 1-7","2005","Other degree","158","0.154457823420471","0.133236225165284","0.175679421675657"
"5 on scale 1-7","2005","no degree/no degree yet","140","0.13975582364828","0.117128111263484","0.162383536033076"
"6 on scale 1-7","2005","lower secondary degree","885","0.116296087615706","0.108825027978381","0.123767147253031"
"6 on scale 1-7","2005","secondary school degree","657","0.108902386782492","0.101026631841854","0.11677814172313"
"6 on scale 1-7","2005","college entrance qualification","530","0.0980057952345694","0.089914506126591","0.106097084342548"
"6 on scale 1-7","2005","Other degree","120","0.122838039704722","0.103562265563681","0.142113813845763"
"6 on scale 1-7","2005","no degree/no degree yet","99","0.113895750003209","0.0931637599685697","0.134627740037849"
"7 Strongly agree","2005","lower secondary degree","548","0.08267872615576","0.0762606645263187","0.0890967877852013"
"7 Strongly agree","2005","secondary school degree","323","0.0620168573626656","0.055919196739563","0.0681145179857683"
"7 Strongly agree","2005","college entrance qualification","194","0.0403965207786149","0.035038457292214","0.0457545842650159"
"7 Strongly agree","2005","Other degree","104","0.0914669928374621","0.0745388992618105","0.108395086413114"
"7 Strongly agree","2005","no degree/no degree yet","76","0.0971082976976585","0.0777845737943569","0.11643202160096"
"1 Strongly disagree","2006","lower secondary degree","","","",""
"1 Strongly disagree","2006","secondary school degree","","","",""
"1 Strongly disagree","2006","college entrance qualification","","","",""
"1 Strongly disagree","2006","Other degree","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","secondary school degree","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Other degree","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","secondary school degree","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Other degree","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","lower secondary degree","","","",""
"4 on scale 1-7","2006","secondary school degree","","","",""
"4 on scale 1-7","2006","college entrance qualification","","","",""
"4 on scale 1-7","2006","Other degree","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","lower secondary degree","","","",""
"5 on scale 1-7","2006","secondary school degree","","","",""
"5 on scale 1-7","2006","college entrance qualification","","","",""
"5 on scale 1-7","2006","Other degree","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","lower secondary degree","","","",""
"6 on scale 1-7","2006","secondary school degree","","","",""
"6 on scale 1-7","2006","college entrance qualification","","","",""
"6 on scale 1-7","2006","Other degree","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","","","",""
"7 Strongly agree","2006","lower secondary degree","","","",""
"7 Strongly agree","2006","secondary school degree","","","",""
"7 Strongly agree","2006","college entrance qualification","","","",""
"7 Strongly agree","2006","Other degree","","","",""
