"plh0221","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","Male","748","0.148248085697764","0.138717302978373","0.157778868417154"
"1 Strongly disagree","2005","Full Time","Female","243","0.0917481372963166","0.0808068312515983","0.102689443341035"
"1 Strongly disagree","2005","Part Time","Male","180","0.130162790720303","0.112435496102396","0.147890085338209"
"1 Strongly disagree","2005","Part Time","Female","246","0.0793536788604703","0.0703068933810997","0.0884004643398409"
"1 Strongly disagree","2005","Not Working","Male","419","0.136982945552944","0.124979721134465","0.148986169971424"
"1 Strongly disagree","2005","Not Working","Female","424","0.0904987700788384","0.0822906103758166","0.0987069297818601"
"2 on scale 1-7 ","2005","Full Time","Male","1268","0.225584237435603","0.214373893689573","0.236794581181632"
"2 on scale 1-7 ","2005","Full Time","Female","502","0.185135779311004","0.170414173208899","0.199857385413108"
"2 on scale 1-7 ","2005","Part Time","Male","300","0.195851868434369","0.174943895265129","0.216759841603608"
"2 on scale 1-7 ","2005","Part Time","Female","545","0.1481235062865","0.13623397708909","0.160013035483911"
"2 on scale 1-7 ","2005","Not Working","Male","560","0.175841901695208","0.162552010120268","0.189131793270148"
"2 on scale 1-7 ","2005","Not Working","Female","642","0.146252136912979","0.136142425958277","0.156361847867681"
"3 on scale 1-7 ","2005","Full Time","Male","1028","0.187142041438569","0.176681107128355","0.197602975748784"
"3 on scale 1-7 ","2005","Full Time","Female","469","0.158661474535252","0.144813427797718","0.172509521272786"
"3 on scale 1-7 ","2005","Part Time","Male","236","0.171368373810877","0.151515374103807","0.191221373517946"
"3 on scale 1-7 ","2005","Part Time","Female","558","0.161350649422214","0.149038328842281","0.173662970002146"
"3 on scale 1-7 ","2005","Not Working","Male","519","0.156378413545927","0.143698472626771","0.169058354465083"
"3 on scale 1-7 ","2005","Not Working","Female","693","0.148297207810312","0.138129259343598","0.158465156277026"
"4 on scale 1-7","2005","Full Time","Male","958","0.192468337000687","0.181894395841367","0.203042278160007"
"4 on scale 1-7","2005","Full Time","Female","522","0.196390291672388","0.181332891779191","0.211447691565585"
"4 on scale 1-7","2005","Part Time","Male","235","0.183863186353965","0.16345478807647","0.20427158463146"
"4 on scale 1-7","2005","Part Time","Female","736","0.206077215785222","0.192538780592948","0.219615650977496"
"4 on scale 1-7","2005","Not Working","Male","603","0.194017284019206","0.180212231560125","0.207822336478287"
"4 on scale 1-7","2005","Not Working","Female","900","0.187320148339901","0.176157305593999","0.198482991085803"
"5 on scale 1-7","2005","Full Time","Male","780","0.142548286417163","0.133171299732615","0.151925273101712"
"5 on scale 1-7","2005","Full Time","Female","477","0.184611901218728","0.169906413894146","0.19931738854331"
"5 on scale 1-7","2005","Part Time","Male","219","0.159949751712684","0.140637875749966","0.179261627675402"
"5 on scale 1-7","2005","Part Time","Female","659","0.18914082771674","0.176033030683577","0.202248624749904"
"5 on scale 1-7","2005","Not Working","Male","494","0.152056082444776","0.139520617410373","0.164591547479179"
"5 on scale 1-7","2005","Not Working","Female","903","0.192605055126234","0.181322702544492","0.203887407707976"
"6 on scale 1-7","2005","Full Time","Male","395","0.0670475645319269","0.0603394770555186","0.0737556520083352"
"6 on scale 1-7","2005","Full Time","Female","313","0.122233012128922","0.109817882221104","0.13464814203674"
"6 on scale 1-7","2005","Part Time","Male","147","0.100217348801931","0.08439684503994","0.116037852563922"
"6 on scale 1-7","2005","Part Time","Female","441","0.136025605423805","0.124551334023189","0.147499876824422"
"6 on scale 1-7","2005","Not Working","Male","364","0.111090881008259","0.100120470655659","0.12206129136086"
"6 on scale 1-7","2005","Not Working","Female","675","0.135687416413598","0.125889628856425","0.145485203970771"
"7 Strongly agree","2005","Full Time","Male","163","0.0369614474782871","0.031901176378304","0.0420217185782702"
"7 Strongly agree","2005","Full Time","Female","148","0.0612194038373902","0.0521329590950994","0.0703058485796809"
"7 Strongly agree","2005","Part Time","Male","67","0.0585866801658717","0.0462138326702648","0.0709595276614785"
"7 Strongly agree","2005","Part Time","Female","244","0.0799285165050482","0.0708518577115044","0.089005175298592"
"7 Strongly agree","2005","Not Working","Male","193","0.0736324917336786","0.0645148737411659","0.0827501097261914"
"7 Strongly agree","2005","Not Working","Female","456","0.0993392653181372","0.0907814304793921","0.107897100156882"
"1 Strongly disagree","2006","Full Time","Male","","","",""
"1 Strongly disagree","2006","Full Time","Female","","","",""
"1 Strongly disagree","2006","Part Time","Male","","","",""
"1 Strongly disagree","2006","Part Time","Female","","","",""
"1 Strongly disagree","2006","Not Working","Male","","","",""
"1 Strongly disagree","2006","Not Working","Female","","","",""
"2 on scale 1-7 ","2006","Full Time","Male","","","",""
"2 on scale 1-7 ","2006","Full Time","Female","","","",""
"2 on scale 1-7 ","2006","Part Time","Male","","","",""
"2 on scale 1-7 ","2006","Part Time","Female","","","",""
"2 on scale 1-7 ","2006","Not Working","Male","","","",""
"2 on scale 1-7 ","2006","Not Working","Female","","","",""
"3 on scale 1-7 ","2006","Full Time","Male","","","",""
"3 on scale 1-7 ","2006","Full Time","Female","","","",""
"3 on scale 1-7 ","2006","Part Time","Male","","","",""
"3 on scale 1-7 ","2006","Part Time","Female","","","",""
"3 on scale 1-7 ","2006","Not Working","Male","","","",""
"3 on scale 1-7 ","2006","Not Working","Female","","","",""
"4 on scale 1-7","2006","Full Time","Male","","","",""
"4 on scale 1-7","2006","Full Time","Female","","","",""
"4 on scale 1-7","2006","Part Time","Male","","","",""
"4 on scale 1-7","2006","Part Time","Female","","","",""
"4 on scale 1-7","2006","Not Working","Male","","","",""
"4 on scale 1-7","2006","Not Working","Female","","","",""
"5 on scale 1-7","2006","Full Time","Male","","","",""
"5 on scale 1-7","2006","Full Time","Female","","","",""
"5 on scale 1-7","2006","Part Time","Male","","","",""
"5 on scale 1-7","2006","Part Time","Female","","","",""
"5 on scale 1-7","2006","Not Working","Male","","","",""
"5 on scale 1-7","2006","Not Working","Female","","","",""
"6 on scale 1-7","2006","Full Time","Male","","","",""
"6 on scale 1-7","2006","Full Time","Female","","","",""
"6 on scale 1-7","2006","Part Time","Male","","","",""
"6 on scale 1-7","2006","Part Time","Female","","","",""
"6 on scale 1-7","2006","Not Working","Male","","","",""
"6 on scale 1-7","2006","Not Working","Female","","","",""
"7 Strongly agree","2006","Full Time","Male","","","",""
"7 Strongly agree","2006","Full Time","Female","","","",""
"7 Strongly agree","2006","Part Time","Male","","","",""
"7 Strongly agree","2006","Part Time","Female","","","",""
"7 Strongly agree","2006","Not Working","Male","","","",""
"7 Strongly agree","2006","Not Working","Female","","","",""
"1 Strongly disagree","2007","Full Time","Male","","","",""
"1 Strongly disagree","2007","Full Time","Female","","","",""
