"plh0221","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","West Germany","47","0.106584864205372","0.0796174988208442","0.133552229589899"
"1 Strongly disagree","2005","in school","East Germany","","","",""
"1 Strongly disagree","2005","inadequately","West Germany","33","0.133838160100621","0.0887444949513427","0.178931825249899"
"1 Strongly disagree","2005","inadequately","East Germany","","","",""
"1 Strongly disagree","2005","general elemantary","West Germany","202","0.0985231351077955","0.0856505336915705","0.111395736524021"
"1 Strongly disagree","2005","general elemantary","East Germany","35","0.100455790365258","0.0685499898761382","0.132361590854377"
"1 Strongly disagree","2005","middle vocational","West Germany","898","0.121526408211978","0.114185886688419","0.128866929735536"
"1 Strongly disagree","2005","middle vocational","East Germany","270","0.111465014756974","0.099432899990568","0.123497129523381"
"1 Strongly disagree","2005","vocational + Abi","West Germany","83","0.0912599828526793","0.0731373103716117","0.109382655333747"
"1 Strongly disagree","2005","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2005","higher vocational","West Germany","148","0.128110773779202","0.108632957222315","0.147588590336089"
"1 Strongly disagree","2005","higher vocational","East Germany","49","0.129896531408998","0.0976677282993718","0.162125334518625"
"1 Strongly disagree","2005","higher education","West Germany","340","0.121431479894077","0.10956409414119","0.133298865646963"
"1 Strongly disagree","2005","higher education","East Germany","99","0.0828950439988714","0.0676343906906723","0.0981556973070705"
"2 on scale 1-7 ","2005","in school","West Germany","100","0.184634798085564","0.150727204994197","0.218542391176932"
"2 on scale 1-7 ","2005","in school","East Germany","","","",""
"2 on scale 1-7 ","2005","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2005","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2005","general elemantary","West Germany","296","0.142605334594253","0.127501813995618","0.157708855192888"
"2 on scale 1-7 ","2005","general elemantary","East Germany","54","0.166523367793776","0.126981679485843","0.206065056101709"
"2 on scale 1-7 ","2005","middle vocational","West Germany","1333","0.178190757427766","0.169593591127686","0.186787923727845"
"2 on scale 1-7 ","2005","middle vocational","East Germany","421","0.14896901912627","0.135355949215308","0.162582089037232"
"2 on scale 1-7 ","2005","vocational + Abi","West Germany","205","0.204898702915296","0.179498156488364","0.230299249342227"
"2 on scale 1-7 ","2005","vocational + Abi","East Germany","33","0.174317777048697","0.115896924505608","0.232738629591787"
"2 on scale 1-7 ","2005","higher vocational","West Germany","227","0.206373507644988","0.182787640939952","0.229959374350023"
"2 on scale 1-7 ","2005","higher vocational","East Germany","62","0.122859316096002","0.091389179757617","0.154329452434388"
"2 on scale 1-7 ","2005","higher education","West Germany","692","0.226507544408185","0.211299583990594","0.241715504825776"
"2 on scale 1-7 ","2005","higher education","East Germany","288","0.21846854849094","0.195598503735882","0.241338593245998"
"3 on scale 1-7 ","2005","in school","West Germany","100","0.210900514418448","0.175249753958068","0.246551274878828"
"3 on scale 1-7 ","2005","in school","East Germany","","","",""
"3 on scale 1-7 ","2005","inadequately","West Germany","38","0.174112386076723","0.123889537272795","0.224335234880651"
"3 on scale 1-7 ","2005","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2005","general elemantary","West Germany","317","0.151388822647583","0.135907031754338","0.166870613540828"
"3 on scale 1-7 ","2005","general elemantary","East Germany","58","0.16099472600647","0.121986242089425","0.200003209923514"
"3 on scale 1-7 ","2005","middle vocational","West Germany","1251","0.156578413639213","0.148414178010245","0.16474264926818"
