"plh0221","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","West Germany","631","0.109199269532368","0.10113709704369","0.117261442021045","1"
"1 Strongly disagree","2005","Not Employed","East Germany","212","0.107683556080579","0.094413077218364","0.120954034942795","1"
"1 Strongly disagree","2005","Employed","West Germany","1146","0.120697169070514","0.114274087404142","0.127120250736886","1"
"1 Strongly disagree","2005","Employed","East Germany","271","0.0996595816198968","0.0888410493508348","0.110478113888959","1"
"2 on scale 1-7 ","2005","Not Employed","East Germany","287","0.137590290526565","0.122843308042802","0.152337273010328","2"
"2 on scale 1-7 ","2005","Employed","West Germany","2014","0.196417435728271","0.188584385033777","0.204250486422766","2"
"2 on scale 1-7 ","2005","Employed","East Germany","601","0.182596202563436","0.168643136913646","0.196549268213226","2"
"2 on scale 1-7 ","2005","Not Employed","West Germany","915","0.163377283008166","0.153820480798004","0.172934085218329","2"
"3 on scale 1-7 ","2005","Not Employed","East Germany","327","0.16274952458308","0.146946507209058","0.178552541957102","3"
"3 on scale 1-7 ","2005","Employed","West Germany","1792","0.17201748065365","0.164576630792688","0.179458330514611","3"
"3 on scale 1-7 ","2005","Employed","East Germany","499","0.177428921223684","0.163631295329847","0.19122654711752","3"
"3 on scale 1-7 ","2005","Not Employed","West Germany","885","0.148494310016787","0.139302508872199","0.157686111161375","3"
"4 on scale 1-7","2005","Employed","East Germany","582","0.196731787221318","0.182374479764392","0.211089094678245","4"
"4 on scale 1-7","2005","Not Employed","East Germany","409","0.192002471030591","0.175140401445677","0.208864540615506","4"
"4 on scale 1-7","2005","Employed","West Germany","1869","0.195459353048151","0.187640772945933","0.20327793315037","4"
"4 on scale 1-7","2005","Not Employed","West Germany","1094","0.189426645632748","0.179297597549758","0.199555693715739","4"
"5 on scale 1-7","2005","Employed","West Germany","1587","0.160070734591829","0.152841322319531","0.167300146864126","5"
"5 on scale 1-7","2005","Not Employed","East Germany","386","0.181620514190983","0.165115638051233","0.198125390330732","5"
"5 on scale 1-7","2005","Not Employed","West Germany","1011","0.175225155806302","0.165398225696582","0.185052085916022","5"
"5 on scale 1-7","2005","Employed","East Germany","548","0.18918877217247","0.17504344496962","0.203334099375319","5"
"6 on scale 1-7","2005","Employed","West Germany","988","0.0993457004057452","0.0934480467112749","0.105243354100215","6"
"6 on scale 1-7","2005","Employed","East Germany","308","0.101754392847591","0.0908354755619838","0.112673310133199","6"
"6 on scale 1-7","2005","Not Employed","East Germany","321","0.143284305489136","0.128285035421317","0.158283575556954","6"
"6 on scale 1-7","2005","Not Employed","West Germany","718","0.121346437352863","0.112905818511688","0.129787056194039","6"
"7 Strongly agree","2005","Employed","East Germany","136","0.0526403423516036","0.044575010572928","0.0607056741302792","7"
"7 Strongly agree","2005","Not Employed","East Germany","154","0.0750693380990662","0.0637885787765401","0.0863500974215923","7"
"7 Strongly agree","2005","Employed","West Germany","486","0.0559921265018404","0.0514592179729944","0.0605250350306863","7"
"7 Strongly agree","2005","Not Employed","West Germany","495","0.0929308986507648","0.0854258728127954","0.100435924488734","7"
"1 Strongly disagree","2006","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2006","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2006","Employed","West Germany","","","","","1"
"1 Strongly disagree","2006","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2006","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","West Germany","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Employed","West Germany","","","","","3"
"4 on scale 1-7","2006","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2006","Employed","West Germany","","","","","4"
"4 on scale 1-7","2006","Employed","East Germany","","","","","4"
"4 on scale 1-7","2006","Not Employed","West Germany","","","","","4"
"5 on scale 1-7","2006","Employed","West Germany","","","","","5"
"5 on scale 1-7","2006","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2006","Employed","East Germany","","","","","5"
"5 on scale 1-7","2006","Not Employed","West Germany","","","","","5"
"6 on scale 1-7","2006","Employed","West Germany","","","","","6"
"6 on scale 1-7","2006","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2006","Employed","East Germany","","","","","6"
"6 on scale 1-7","2006","Not Employed","West Germany","","","","","6"
"7 Strongly agree","2006","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2006","Employed","West Germany","","","","","7"
"7 Strongly agree","2006","Employed","East Germany","","","","","7"
"7 Strongly agree","2006","Not Employed","West Germany","","","","","7"
"1 Strongly disagree","2007","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2007","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2007","Employed","West Germany","","","","","1"
"1 Strongly disagree","2007","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Employed","East Germany","","","","","3"
"4 on scale 1-7","2007","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2007","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2007","Employed","West Germany","","","","","4"
"4 on scale 1-7","2007","Employed","East Germany","","","","","4"
"5 on scale 1-7","2007","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2007","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2007","Employed","West Germany","","","","","5"
"5 on scale 1-7","2007","Employed","East Germany","","","","","5"
"6 on scale 1-7","2007","Employed","West Germany","","","","","6"
"6 on scale 1-7","2007","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2007","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2007","Employed","East Germany","","","","","6"
"7 Strongly agree","2007","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2007","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2007","Employed","West Germany","","","","","7"
"7 Strongly agree","2007","Employed","East Germany","","","","","7"
"1 Strongly disagree","2008","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2008","Employed","West Germany","","","","","1"
"1 Strongly disagree","2008","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2008","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2008","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Employed","East Germany","","","","","3"
"4 on scale 1-7","2008","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2008","Employed","West Germany","","","","","4"
"4 on scale 1-7","2008","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2008","Employed","East Germany","","","","","4"
"5 on scale 1-7","2008","Employed","West Germany","","","","","5"
"5 on scale 1-7","2008","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2008","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2008","Employed","East Germany","","","","","5"
"6 on scale 1-7","2008","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2008","Employed","East Germany","","","","","6"
"6 on scale 1-7","2008","Not Employed","West Germany","","","","","6"
