"plh0221","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","1-pers.-HH","67","0.0869523867112763","0.0660043582581467","0.107900415164406","1"
"1 Strongly disagree","2005","16-34 y.","(Married) couple without C. ","97","0.0861928053571237","0.0683087783347745","0.104076832379473","1"
"1 Strongly disagree","2005","16-34 y.","Single parent ","54","0.104953812517823","0.0771261347489334","0.132781490286713","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE 16 ","112","0.106985518563744","0.0886274959715776","0.12534354115591","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. GT 16 ","119","0.0829595415042287","0.0682025015557883","0.097716581452669","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE and GT 16","57","0.114238933544782","0.0895168598448596","0.138961007244704","1"
"1 Strongly disagree","2005","35-65 y.","1-pers.-HH","158","0.132377351901554","0.1130897589897","0.151664944813407","1"
"1 Strongly disagree","2005","35-65 y.","(Married) couple without C. ","368","0.0998817488314973","0.0902476497434661","0.109515847919528","1"
"1 Strongly disagree","2005","35-65 y.","Single parent ","70","0.12108662223191","0.0944682616351837","0.147704982828636","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE 16 ","299","0.124558741812785","0.111894997997467","0.137222485628102","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. GT 16 ","201","0.103644354936657","0.0907214891061472","0.116567220767167","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE and GT 16","121","0.132392979133905","0.11201901838833","0.152766939879479","1"
"1 Strongly disagree","2005","66 and older","1-pers.-HH","157","0.142927622549395","0.122005261465501","0.16384998363329","1"
"1 Strongly disagree","2005","66 and older","(Married) couple without C. ","279","0.122700117148411","0.109395321877902","0.13600491241892","1"
"1 Strongly disagree","2005","66 and older","Single parent ","3","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. GT 16 ","23","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. LE and GT 16","2","","","","1"
"2 on scale 1-7 ","2005","66 and older","Single parent ","9","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","1-pers.-HH","147","0.197485284093364","0.167888156774367","0.22708241141236","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. LE and GT 16","129","0.202882940795411","0.171629103229275","0.234136778361548","2"
"2 on scale 1-7 ","2005","16-34 y.","(Married) couple without C. ","199","0.213138479078631","0.18704195845019","0.239234999707071","2"
"2 on scale 1-7 ","2005","16-34 y.","Single parent ","63","0.145901404698236","0.113850604777719","0.177952204618754","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. LE 16 ","186","0.162867906719851","0.140937387986926","0.184798425452777","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. GT 16 ","247","0.152137732129977","0.132922176080774","0.171353288179181","2"
"2 on scale 1-7 ","2005","35-65 y.","1-pers.-HH","238","0.18635402708246","0.164192847285222","0.208515206879697","2"
"2 on scale 1-7 ","2005","35-65 y.","(Married) couple without C. ","666","0.180607705355186","0.168247310879063","0.192968099831308","2"
