"plh0221","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","(0) in school","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1a) inadequately completed","6","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1b) general elementary school","41","0.100661702673411","0.0704497160925295","0.130873689254293"
"1 Strongly disagree","2005","1-pers.-HH","(1c) basic vocational qualification","130","0.145802060840488","0.122445473634615","0.169158648046361"
"1 Strongly disagree","2005","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2a) intermediate vocational","89","0.129370007098953","0.10342963402938","0.155310380168526"
"1 Strongly disagree","2005","1-pers.-HH","(2c_gen) general maturity certificate","13","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","16","","",""
"1 Strongly disagree","2005","1-pers.-HH","(3a) lower tertiary education","34","0.141200443504346","0.096294271322353","0.186106615686338"
"1 Strongly disagree","2005","1-pers.-HH","(3b) higher tertiary education","44","0.128095853240121","0.0919838110559394","0.164207895424303"
"1 Strongly disagree","2005","(Married) couple without C. ","(0) in school","1","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1b) general elementary school","58","0.0881752369912934","0.0654490535419606","0.110901420440626"
"1 Strongly disagree","2005","(Married) couple without C. ","(1c) basic vocational qualification","297","0.124170129206594","0.111219833944738","0.137120424468449"
"1 Strongly disagree","2005","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2a) intermediate vocational","147","0.0908697778479205","0.0759517604592813","0.10578779523656"
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","11","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","46","0.0802289171373387","0.0557482718274794","0.104709562447198"
"1 Strongly disagree","2005","(Married) couple without C. ","(3a) lower tertiary education","75","0.111000362019497","0.0876627475645962","0.134337976474398"
"1 Strongly disagree","2005","(Married) couple without C. ","(3b) higher tertiary education","92","0.111072859734222","0.0911855587211133","0.130960160747332"
"1 Strongly disagree","2005","Single parent ","(0) in school","14","","",""
"1 Strongly disagree","2005","Single parent ","(1a) inadequately completed","4","","",""
"1 Strongly disagree","2005","Single parent ","(1b) general elementary school","15","","",""
"1 Strongly disagree","2005","Single parent ","(1c) basic vocational qualification","30","0.106407470658026","0.0672318904630665","0.145583050852986"
"1 Strongly disagree","2005","Single parent ","(2b) intermediate general qualification","10","","",""
"1 Strongly disagree","2005","Single parent ","(2a) intermediate vocational","25","","",""
"1 Strongly disagree","2005","Single parent ","(2c_gen) general maturity certificate","7","","",""
"1 Strongly disagree","2005","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"1 Strongly disagree","2005","Single parent ","(3a) lower tertiary education","5","","",""
"1 Strongly disagree","2005","Single parent ","(3b) higher tertiary education","5","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(0) in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1b) general elementary school","21","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","107","0.147428692338422","0.122952890224957","0.171904494451886"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2a) intermediate vocational","142","0.121544856092134","0.10323919283038","0.139850519353889"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","40","0.103415962213878","0.0749316904399243","0.131900233987831"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3a) lower tertiary education","35","0.136723893228062","0.0973859771444728","0.176061809311651"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3b) higher tertiary education","52","0.0827307026132023","0.0594530738267205","0.106008331399684"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(0) in school","24","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1b) general elementary school","21","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","97","0.128791169690403","0.105878236407751","0.151704102973055"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","18","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2a) intermediate vocational","63","0.0900182860900887","0.0703325445431531","0.109704027637024"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","24","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","28","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3a) lower tertiary education","14","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3b) higher tertiary education","37","0.0986330891022943","0.0692287334976846","0.128037444706904"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(0) in school","17","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1a) inadequately completed","4","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1b) general elementary school","19","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","35","0.16496616376512","0.123583511110514","0.206348816419726"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","12","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","35","0.115415567577979","0.0807836884894918","0.150047446666466"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","9","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","20","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","18","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(0) in school","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","4","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1b) general elementary school","75","0.197863257236047","0.157860273525928","0.237866240946165"
"2 on scale 1-7 ","2005","1-pers.-HH","(1c) basic vocational qualification","166","0.197477490664251","0.171130215594444","0.223824765734058"
