"plh0221","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Urban Area","363","0.102902287716592","0.0929104815126738","0.11289409392051"
"1 Strongly disagree","2005","16-34 y.","Rural Area","160","0.0806249860145244","0.0679306207406255","0.0933193512884232"
"1 Strongly disagree","2005","35-65 y.","Urban Area","857","0.114981873089602","0.107892547962776","0.122071198216428"
"1 Strongly disagree","2005","35-65 y.","Rural Area","397","0.116864915642908","0.106663950881725","0.127065880404091"
"1 Strongly disagree","2005","66 and older","Urban Area","341","0.138268713478398","0.124748647212248","0.151788779744548"
"1 Strongly disagree","2005","66 and older","Rural Area","142","0.113440350337905","0.0959367129445928","0.130943987731216"
"2 on scale 1-7 ","2005","16-34 y.","Urban Area","711","0.184593551107501","0.171834835834445","0.197352266380557"
"2 on scale 1-7 ","2005","16-34 y.","Rural Area","288","0.162710206928962","0.145500435057408","0.179919978800516"
"2 on scale 1-7 ","2005","35-65 y.","Urban Area","1518","0.192367322450375","0.183607673275649","0.2011269716251"
"2 on scale 1-7 ","2005","35-65 y.","Rural Area","699","0.172680009906609","0.160678292553764","0.184681727259454"
"2 on scale 1-7 ","2005","66 and older","Urban Area","399","0.167705511232793","0.153072183287429","0.182338839178156"
"2 on scale 1-7 ","2005","66 and older","Rural Area","202","0.16061416472364","0.140348386412213","0.180879943035066"
"3 on scale 1-7 ","2005","16-34 y.","Urban Area","690","0.192983594552878","0.180005438561979","0.205961750543777"
"3 on scale 1-7 ","2005","16-34 y.","Rural Area","340","0.190306500512834","0.172003724951512","0.208609276074156"
"3 on scale 1-7 ","2005","35-65 y.","Urban Area","1301","0.158541992734673","0.150424862731084","0.166659122738263"
"3 on scale 1-7 ","2005","35-65 y.","Rural Area","621","0.159366547616991","0.147744369695496","0.170988725538485"
"3 on scale 1-7 ","2005","66 and older","Urban Area","361","0.146343640678553","0.132499710628427","0.160187570728679"
"3 on scale 1-7 ","2005","66 and older","Rural Area","190","0.142362566398237","0.123076648381314","0.161648484415161"
"4 on scale 1-7","2005","16-34 y.","Urban Area","683","0.194192088457688","0.181183111567101","0.207201065348275"
"4 on scale 1-7","2005","16-34 y.","Rural Area","369","0.220371703974557","0.201045278885683","0.239698129063432"
"4 on scale 1-7","2005","35-65 y.","Urban Area","1499","0.198752196710697","0.18988362838588","0.207620765035513"
"4 on scale 1-7","2005","35-65 y.","Rural Area","728","0.18954032037434","0.177095113644756","0.201985527103924"
"4 on scale 1-7","2005","66 and older","Urban Area","439","0.170385078023984","0.155659071621486","0.185111084426483"
"4 on scale 1-7","2005","66 and older","Rural Area","236","0.190727964654666","0.169043684900175","0.212412244409157"
"5 on scale 1-7","2005","16-34 y.","Urban Area","586","0.177248579562917","0.164690092729518","0.189807066396315"
"5 on scale 1-7","2005","16-34 y.","Rural Area","308","0.174596907573649","0.1568965868481","0.192297228299198"
"5 on scale 1-7","2005","35-65 y.","Urban Area","1300","0.162118334600961","0.153927624930968","0.170309044270955"
"5 on scale 1-7","2005","35-65 y.","Rural Area","676","0.166596734053268","0.154765053272996","0.17842841483354"
"5 on scale 1-7","2005","66 and older","Urban Area","438","0.170534884983181","0.155803736472552","0.185266033493811"
"5 on scale 1-7","2005","66 and older","Rural Area","224","0.190111506640619","0.168454054472337","0.211768958808901"
"6 on scale 1-7","2005","16-34 y.","Urban Area","340","0.0928625682525883","0.0833177315721727","0.102407404933004"
"6 on scale 1-7","2005","16-34 y.","Rural Area","197","0.102966526368807","0.088796124336614","0.117136928400999"
"6 on scale 1-7","2005","35-65 y.","Urban Area","851","0.110215044928187","0.103255560110819","0.117174529745556"
"6 on scale 1-7","2005","35-65 y.","Rural Area","460","0.119647230338411","0.109341819847619","0.129952640829204"
"6 on scale 1-7","2005","66 and older","Urban Area","310","0.118607669430224","0.105943638909414","0.131271699951034"
"6 on scale 1-7","2005","66 and older","Rural Area","177","0.123248354964027","0.105104924353592","0.141391785574463"
"7 Strongly agree","2005","16-34 y.","Urban Area","179","0.055217330349836","0.0477060274715977","0.0627286332280743"
"7 Strongly agree","2005","16-34 y.","Rural Area","105","0.0684231686266667","0.0566514263100511","0.0801949109432824"
"7 Strongly agree","2005","35-65 y.","Urban Area","452","0.0630232354855043","0.0576227987870335","0.068423672183975"
"7 Strongly agree","2005","35-65 y.","Rural Area","229","0.0753042420674732","0.0669251925552393","0.0836832915797071"
"7 Strongly agree","2005","66 and older","Urban Area","216","0.0881545021728668","0.0770496237955621","0.0992593805501714"
"7 Strongly agree","2005","66 and older","Rural Area","90","0.0794950922809063","0.0645646126000073","0.0944255719618053"
"1 Strongly disagree","2006","16-34 y.","Urban Area","","","",""
"1 Strongly disagree","2006","16-34 y.","Rural Area","","","",""
"1 Strongly disagree","2006","35-65 y.","Urban Area","","","",""
"1 Strongly disagree","2006","35-65 y.","Rural Area","","","",""
"1 Strongly disagree","2006","66 and older","Urban Area","","","",""
"1 Strongly disagree","2006","66 and older","Rural Area","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Urban Area","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Rural Area","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Urban Area","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Rural Area","","","",""
"2 on scale 1-7 ","2006","66 and older","Urban Area","","","",""
"2 on scale 1-7 ","2006","66 and older","Rural Area","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Urban Area","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Rural Area","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Urban Area","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Rural Area","","","",""
"3 on scale 1-7 ","2006","66 and older","Urban Area","","","",""
"3 on scale 1-7 ","2006","66 and older","Rural Area","","","",""
"4 on scale 1-7","2006","16-34 y.","Urban Area","","","",""
"4 on scale 1-7","2006","16-34 y.","Rural Area","","","",""
"4 on scale 1-7","2006","35-65 y.","Urban Area","","","",""
"4 on scale 1-7","2006","35-65 y.","Rural Area","","","",""
"4 on scale 1-7","2006","66 and older","Urban Area","","","",""
"4 on scale 1-7","2006","66 and older","Rural Area","","","",""
"5 on scale 1-7","2006","16-34 y.","Urban Area","","","",""
"5 on scale 1-7","2006","16-34 y.","Rural Area","","","",""
"5 on scale 1-7","2006","35-65 y.","Urban Area","","","",""
"5 on scale 1-7","2006","35-65 y.","Rural Area","","","",""
"5 on scale 1-7","2006","66 and older","Urban Area","","","",""
"5 on scale 1-7","2006","66 and older","Rural Area","","","",""
"6 on scale 1-7","2006","16-34 y.","Urban Area","","","",""
"6 on scale 1-7","2006","16-34 y.","Rural Area","","","",""
"6 on scale 1-7","2006","35-65 y.","Urban Area","","","",""
"6 on scale 1-7","2006","35-65 y.","Rural Area","","","",""
"6 on scale 1-7","2006","66 and older","Urban Area","","","",""
"6 on scale 1-7","2006","66 and older","Rural Area","","","",""
"7 Strongly agree","2006","16-34 y.","Urban Area","","","",""
"7 Strongly agree","2006","16-34 y.","Rural Area","","","",""
"7 Strongly agree","2006","35-65 y.","Urban Area","","","",""
"7 Strongly agree","2006","35-65 y.","Rural Area","","","",""
"7 Strongly agree","2006","66 and older","Urban Area","","","",""
"7 Strongly agree","2006","66 and older","Rural Area","","","",""
"1 Strongly disagree","2007","16-34 y.","Urban Area","","","",""
"1 Strongly disagree","2007","16-34 y.","Rural Area","","","",""
"1 Strongly disagree","2007","35-65 y.","Urban Area","","","",""
"1 Strongly disagree","2007","35-65 y.","Rural Area","","","",""
"1 Strongly disagree","2007","66 and older","Urban Area","","","",""
"1 Strongly disagree","2007","66 and older","Rural Area","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Urban Area","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Rural Area","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Urban Area","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Rural Area","","","",""
"2 on scale 1-7 ","2007","66 and older","Urban Area","","","",""
"2 on scale 1-7 ","2007","66 and older","Rural Area","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Urban Area","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Rural Area","","","",""
