"plh0221","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","843","0.108880445510216","0.10198766342419","0.115773227596241","1"
"1 Strongly disagree","2005","Employed","1417","0.117146181571889","0.111580811963339","0.122711551180439","1"
"2 on scale 1-7 ","2005","Employed","2615","0.194084514888412","0.187240266898088","0.200928762878736","2"
"2 on scale 1-7 ","2005","Not Employed","1202","0.157953096363593","0.149882905045162","0.166023287682023","2"
"3 on scale 1-7 ","2005","Not Employed","1212","0.151492835126731","0.143559141587163","0.159426528666299","3"
"3 on scale 1-7 ","2005","Employed","2291","0.172930891369534","0.166386146313668","0.179475636425399","3"
"4 on scale 1-7","2005","Employed","2451","0.195674130424709","0.188808692124673","0.202539568724745","4"
"4 on scale 1-7","2005","Not Employed","1503","0.189968459794741","0.181287987954911","0.198648931634572","4"
"5 on scale 1-7","2005","Not Employed","1397","0.176570392850219","0.168132698333217","0.185008087367221","5"
"5 on scale 1-7","2005","Employed","2135","0.16498564166832","0.158562380355907","0.171408902980733","5"
"6 on scale 1-7","2005","Employed","1296","0.099752269684143","0.0945663241142028","0.104938215254083","6"
"6 on scale 1-7","2005","Not Employed","1039","0.125960976696298","0.118618627449861","0.133303325942734","6"
"7 Strongly agree","2005","Employed","622","0.0554263703929939","0.0514666759698535","0.0593860648161343","7"
"7 Strongly agree","2005","Not Employed","649","0.0891737936582034","0.0828672995061236","0.0954802878102832","7"
"1 Strongly disagree","2006","Not Employed","","","","","1"
"1 Strongly disagree","2006","Employed","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","","","","","2"
"2 on scale 1-7 ","2006","Employed","","","","","2"
"3 on scale 1-7 ","2006","Employed","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","","","","","3"
"4 on scale 1-7","2006","Not Employed","","","","","4"
"4 on scale 1-7","2006","Employed","","","","","4"
"5 on scale 1-7","2006","Employed","","","","","5"
"5 on scale 1-7","2006","Not Employed","","","","","5"
"6 on scale 1-7","2006","Employed","","","","","6"
"6 on scale 1-7","2006","Not Employed","","","","","6"
"7 Strongly agree","2006","Employed","","","","","7"
"7 Strongly agree","2006","Not Employed","","","","","7"
"1 Strongly disagree","2007","Not Employed","","","","","1"
"1 Strongly disagree","2007","Employed","","","","","1"
"2 on scale 1-7 ","2007","Employed","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","","","","","3"
"3 on scale 1-7 ","2007","Employed","","","","","3"
"4 on scale 1-7","2007","Employed","","","","","4"
"4 on scale 1-7","2007","Not Employed","","","","","4"
"5 on scale 1-7","2007","Employed","","","","","5"
"5 on scale 1-7","2007","Not Employed","","","","","5"
"6 on scale 1-7","2007","Employed","","","","","6"
"6 on scale 1-7","2007","Not Employed","","","","","6"
"7 Strongly agree","2007","Not Employed","","","","","7"
"7 Strongly agree","2007","Employed","","","","","7"
"1 Strongly disagree","2008","Not Employed","","","","","1"
"1 Strongly disagree","2008","Employed","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","","","","","2"
"2 on scale 1-7 ","2008","Employed","","","","","2"
"3 on scale 1-7 ","2008","Employed","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","","","","","3"
"4 on scale 1-7","2008","Not Employed","","","","","4"
"4 on scale 1-7","2008","Employed","","","","","4"
"5 on scale 1-7","2008","Employed","","","","","5"
"5 on scale 1-7","2008","Not Employed","","","","","5"
"6 on scale 1-7","2008","Employed","","","","","6"
"6 on scale 1-7","2008","Not Employed","","","","","6"
"7 Strongly agree","2008","Not Employed","","","","","7"
"7 Strongly agree","2008","Employed","","","","","7"
"1 Strongly disagree","2009","Not Employed","692","0.107331368085494","0.0999629587580919","0.114699777412896","1"
"1 Strongly disagree","2009","Employed","1154","0.103180215177504","0.0975483245772587","0.10881210577775","1"
"2 on scale 1-7 ","2009","Employed","2424","0.213905307307915","0.206313387409829","0.221497227206002","2"
"2 on scale 1-7 ","2009","Not Employed","1120","0.16443282771493","0.155609138131132","0.173256517298727","2"
"3 on scale 1-7 ","2009","Not Employed","1233","0.175212746409236","0.166163360834506","0.184262131983966","3"
"3 on scale 1-7 ","2009","Employed","2188","0.190767098030205","0.183492786307925","0.198041409752485","3"
