"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2006","7.55","8","21700","5","7","9","10","10","7.52","7.58","0","10","8","8"
"2007","7.54","8","20265","5","7","9","10","10","7.51","7.57","0","10","8","8"
"2008","7.64","8","19274","5","7","9","10","10","7.61","7.67","0","10","8","8"
"2009","7.64","8","17994","5","7","9","10","10","7.61","7.67","0","10","8","8"
"2010","7.69","8","23909","5","7","9","10","10","7.67","7.71","0","10","8","8"
"2011","7.77","8","25650","5","7","9","10","10","7.75","7.79","0","10","8","8"
"2012","7.85","8","26188","5","7","9","10","10","7.83","7.87","0","10","8","8"
"2013","7.82","8","25333","5","7","9","10","10","7.8","7.84","0","10","8","8"
"2014","7.84","8","26894","5","7","9","10","10","7.82","7.86","0","10","8","8"
"2015","7.8","8","24878","5","7","9","10","10","7.78","7.82","0","10","8","8"
"2016","7.84","8","24016","5","7","9","10","10","7.82","7.86","0","10","8","8"
"2017","7.84","8","26285","5","7","9","10","10","7.82","7.86","0","10","8","8"
"2018","7.84","8","25428","5","7","9","10","10","7.82","7.86","0","10","8","8"
"2019","7.88","8","25515","5","7","9","10","10","7.86","7.9","0","10","8","8"
