"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","college entrance qualification","Female","7.5","8","2655","5","7","9","10","7.42","7.58","8","8"
"2006","college entrance qualification","Male","7.47","8","2895","5","7","9","10","7.4","7.54","8","8"
"2006","lower secondary degree","Female","7.56","8","3835","5","6","9","10","7.49","7.63","8","8"
"2006","lower secondary degree","Male","7.6","8","3655","5","7","9","10","7.54","7.66","8","8"
"2006","no degree/no degree yet","Female","7.41","8","345","4","6","9","10","7.2","7.62","8","8"
"2006","no degree/no degree yet","Male","7.6","8","302","5","7","9","10","7.38","7.82","8","8"
"2006","Other degree","Female","7.72","8","634","5","7","9","10","7.56","7.88","8","8"
"2006","Other degree","Male","7.42","8","559","5","6","9","10","7.25","7.59","8","8"
"2006","secondary school degree","Female","7.58","8","3679","5","7","9","10","7.52","7.64","8","8"
"2006","secondary school degree","Male","7.55","8","2697","5","7","9","10","7.48","7.62","8","8"
"2007","college entrance qualification","Female","7.4","8","2578","5","6","9","10","7.33","7.47","8","8"
"2007","college entrance qualification","Male","7.49","8","2784","5","7","9","10","7.42","7.56","8","8"
"2007","lower secondary degree","Female","7.58","8","3470","5","7","9","10","7.51","7.65","8","8"
"2007","lower secondary degree","Male","7.62","8","3356","5","7","9","10","7.55","7.69","8","8"
"2007","no degree/no degree yet","Female","7.29","8","308","4","6","9","10","7.07","7.51","8","8"
"2007","no degree/no degree yet","Male","7.33","8","242","5","7","9","10","7.08","7.58","8","8"
"2007","Other degree","Female","7.68","8","571","5","6","9","10","7.52","7.84","8","8"
"2007","Other degree","Male","7.45","8","499","5","6","9","10","7.27","7.63","8","8"
"2007","secondary school degree","Female","7.62","8","3450","5","7","9","10","7.56","7.68","8","8"
"2007","secondary school degree","Male","7.47","8","2533","5","7","9","10","7.39","7.55","8","8"
"2008","college entrance qualification","Female","7.58","8","2467","5","7","9","10","7.5","7.66","8","8"
"2008","college entrance qualification","Male","7.51","8","2649","5","7","9","10","7.44","7.58","8","8"
"2008","lower secondary degree","Female","7.77","8","3287","5","7","9","10","7.7","7.84","8","8"
"2008","lower secondary degree","Male","7.7","8","3149","5","7","9","10","7.63","7.77","8","8"
"2008","no degree/no degree yet","Female","7.31","8","293","4","6","9","10","7.07","7.55","8","8"
"2008","no degree/no degree yet","Male","7.76","8","251","5","7","9","10","7.53","7.99","8","8"
"2008","Other degree","Female","7.7","8","508","5","7","9","10","7.52","7.88","8","8"
"2008","Other degree","Male","7.82","8","438","5","7","9","10","7.63","8.01","8","9"
"2008","secondary school degree","Female","7.64","8","3290","5","7","9","10","7.57","7.71","8","8"
"2008","secondary school degree","Male","7.52","8","2444","5","7","9","10","7.44","7.6","8","8"
"2009","college entrance qualification","Female","7.66","8","2369","5","7","9","10","7.58","7.74","8","8"
