"year","pgcasmin","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2006","(0) in school","Female","7.65","8","202","7.4","7.9","5","6","9","10"
"2006","(0) in school","Male","7.78","8","199","7.51","8.05","5","7","9","10"
"2006","(1a) inadequately completed","Female","7.19","8","141","6.83","7.55","3","6","9","10"
"2006","(1a) inadequately completed","Male","7.39","8","100","6.97","7.81","5","7","9","10"
"2006","(1b) general elementary school","Female","7.37","8","1358","7.25","7.49","4","6","9","10"
"2006","(1b) general elementary school","Male","7.32","8","565","7.15","7.49","4","6","9","10"
"2006","(1c) basic vocational qualification","Female","7.69","8","2780","7.61","7.77","5","7","9","10"
"2006","(1c) basic vocational qualification","Male","7.63","8","3299","7.56","7.7","5","7","9","10"
"2006","(2a) intermediate vocational","Female","7.61","8","2943","7.54","7.68","5","7","9","10"
"2006","(2a) intermediate vocational","Male","7.55","8","2153","7.47","7.63","5","7","9","10"
"2006","(2b) intermediate general qualification","Female","7.52","8","354","7.31","7.73","5","6","9","10"
"2006","(2b) intermediate general qualification","Male","7.66","8","218","7.4","7.92","5","7","9","10"
"2006","(2c_gen) general maturity certificate","Female","7.34","8","465","7.16","7.52","4","6","9","10"
"2006","(2c_gen) general maturity certificate","Male","7.13","8","356","6.94","7.32","5","6","8","10"
"2006","(2c_voc) vocational maturity certificate","Female","7.59","8","911","7.46","7.72","5","7","9","10"
"2006","(2c_voc) vocational maturity certificate","Male","7.48","8","706","7.34","7.62","5","7","9","10"
"2006","(3a) lower tertiary education","Female","7.44","8","815","7.3","7.58","5","6","9","10"
"2006","(3a) lower tertiary education","Male","7.59","8","969","7.48","7.7","5","7","9","10"
"2006","(3b) higher tertiary education","Female","7.56","8","1190","7.45","7.67","5","7","9","10"
"2006","(3b) higher tertiary education","Male","7.5","8","1554","7.41","7.59","5","6","9","10"
"2007","(0) in school","Female","7.98","8","177","7.73","8.23","6","7","9","10"
"2007","(0) in school","Male","7.61","8","158","7.35","7.87","5","7","9","10"
"2007","(1a) inadequately completed","Female","6.69","7","130","6.28","7.1","2","5","9","10"
"2007","(1a) inadequately completed","Male","7.04","7","82","6.51","7.57","4","6","9","10"
"2007","(1b) general elementary school","Female","7.43","8","1208","7.31","7.55","5","6","9","10"
"2007","(1b) general elementary school","Male","7.35","8","505","7.17","7.53","4","6","9","10"
"2007","(1c) basic vocational qualification","Female","7.69","8","2524","7.61","7.77","5","7","9","10"
"2007","(1c) basic vocational qualification","Male","7.66","8","3017","7.59","7.73","5","7","9","10"
"2007","(2a) intermediate vocational","Female","7.64","8","2776","7.57","7.71","5","7","9","10"
"2007","(2a) intermediate vocational","Male","7.49","8","2042","7.41","7.57","5","7","9","10"
"2007","(2b) intermediate general qualification","Female","7.54","8","318","7.33","7.75","5","7","9","10"
"2007","(2b) intermediate general qualification","Male","7.22","8","196","6.92","7.52","4","6","9","9"
"2007","(2c_gen) general maturity certificate","Female","7.2","8","435","7.01","7.39","4","6","9","10"
"2007","(2c_gen) general maturity certificate","Male","7.1","7","364","6.91","7.29","5","6","9","10"
"2007","(2c_voc) vocational maturity certificate","Female","7.42","8","862","7.29","7.55","5","6","9","10"
"2007","(2c_voc) vocational maturity certificate","Male","7.34","8","674","7.18","7.5","4","6","9","10"
"2007","(3a) lower tertiary education","Female","7.41","8","778","7.28","7.54","5","6","9","10"
"2007","(3a) lower tertiary education","Male","7.76","8","909","7.64","7.88","5","7","9","10"
"2007","(3b) higher tertiary education","Female","7.51","8","1183","7.4","7.62","5","7","9","10"
"2007","(3b) higher tertiary education","Male","7.53","8","1477","7.43","7.63","5","7","9","10"
"2008","(0) in school","Female","7.59","8","183","7.32","7.86","5","7","9","10"
"2008","(0) in school","Male","8.12","8","169","7.88","8.36","6","7","9","10"
"2008","(1a) inadequately completed","Female","7.02","7","108","6.57","7.47","4","5","9","10"
"2008","(1a) inadequately completed","Male","7.33","8","80","6.81","7.85","5","6","9","10"
"2008","(1b) general elementary school","Female","7.63","8","1126","7.5","7.76","5","7","9","10"
"2008","(1b) general elementary school","Male","7.7","8","454","7.51","7.89","5","7","10","10"
"2008","(1c) basic vocational qualification","Female","7.83","8","2396","7.75","7.91","5","7","9","10"
"2008","(1c) basic vocational qualification","Male","7.71","8","2822","7.64","7.78","5","7","9","10"
"2008","(2a) intermediate vocational","Female","7.59","8","2657","7.52","7.66","5","7","9","10"
"2008","(2a) intermediate vocational","Male","7.57","8","1969","7.48","7.66","5","7","9","10"
"2008","(2b) intermediate general qualification","Female","8.02","8","291","7.82","8.22","5","7","9","10"
"2008","(2b) intermediate general qualification","Male","7.32","8","190","7.04","7.6","4","6","9","10"
"2008","(2c_gen) general maturity certificate","Female","7.63","8","392","7.44","7.82","5","7","9","10"
"2008","(2c_gen) general maturity certificate","Male","7.29","8","339","7.09","7.49","4","7","9","10"
"2008","(2c_voc) vocational maturity certificate","Female","7.66","8","810","7.52","7.8","5","7","9","10"
"2008","(2c_voc) vocational maturity certificate","Male","7.5","8","636","7.35","7.65","5","7","9","10"
"2008","(3a) lower tertiary education","Female","7.44","8","756","7.29","7.59","5","6","9","10"
"2008","(3a) lower tertiary education","Male","7.51","8","877","7.38","7.64","4","7","9","10"
"2008","(3b) higher tertiary education","Female","7.66","8","1142","7.55","7.77","5","7","9","10"
"2008","(3b) higher tertiary education","Male","7.62","8","1405","7.52","7.72","5","7","9","10"
"2009","(0) in school","Female","7.64","8","143","7.37","7.91","5","7","9","9"
"2009","(0) in school","Male","7.96","8","164","7.7","8.22","6","7","9","10"
"2009","(1a) inadequately completed","Female","6.47","7","92","5.93","7.01","3","5","8","10"
"2009","(1a) inadequately completed","Male","6.79","7","79","6.29","7.29","4","5","9","10"
"2009","(1b) general elementary school","Female","7.71","8","999","7.58","7.84","5","7","9","10"
"2009","(1b) general elementary school","Male","7.31","8","404","7.09","7.53","4","6","9","10"
"2009","(1c) basic vocational qualification","Female","7.86","8","2210","7.78","7.94","5","7","10","10"
"2009","(1c) basic vocational qualification","Male","7.59","8","2596","7.51","7.67","5","7","9","10"
"2009","(2a) intermediate vocational","Female","7.59","8","2527","7.51","7.67","5","7","9","10"
"2009","(2a) intermediate vocational","Male","7.58","8","1844","7.49","7.67","5","7","9","10"
"2009","(2b) intermediate general qualification","Female","7.77","8","261","7.52","8.02","4","7","9","10"
"2009","(2b) intermediate general qualification","Male","7.52","8","170","7.23","7.81","5","7","9","10"
"2009","(2c_gen) general maturity certificate","Female","7.71","8","367","7.51","7.91","5","7","9","10"
"2009","(2c_gen) general maturity certificate","Male","7.39","8","322","7.19","7.59","5","7","9","9"
"2009","(2c_voc) vocational maturity certificate","Female","7.63","8","752","7.49","7.77","5","7","9","10"
"2009","(2c_voc) vocational maturity certificate","Male","7.29","8","570","7.12","7.46","4","6","9","10"
"2009","(3a) lower tertiary education","Female","7.55","8","725","7.41","7.69","5","7","9","10"
"2009","(3a) lower tertiary education","Male","7.51","8","847","7.38","7.64","5","6","9","10"
"2009","(3b) higher tertiary education","Female","7.87","8","1124","7.76","7.98","5","7","9","10"
"2009","(3b) higher tertiary education","Male","7.74","8","1328","7.64","7.84","5","7","9","10"
"2010","(0) in school","Female","8.07","8","189","7.81","8.33","6","7","9","10"
"2010","(0) in school","Male","8.02","8","225","7.8","8.24","6","7","9","10"
"2010","(1a) inadequately completed","Female","7.5","8","206","7.2","7.8","5","7","9","10"
"2010","(1a) inadequately completed","Male","7.64","8","151","7.31","7.97","4","7","10","10"
"2010","(1b) general elementary school","Female","7.72","8","1275","7.6","7.84","5","7","10","10"
"2010","(1b) general elementary school","Male","7.54","8","607","7.37","7.71","4","6","10","10"
