"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","direct migration background","Ostdeutschland, neue Bundeslaender","7.48","8","110","5","6","9","10","7.11","7.85","8","8"
"2006","direct migration background","Westdeutschland, alte Bundeslaender","7.49","8","2263","5","6","9","10","7.41","7.57","8","8"
"2006","indirect migration background","Ostdeutschland, neue Bundeslaender","6.93","7","40","3","6","8","10","6.26","7.6","7","8"
"2006","indirect migration background","Westdeutschland, alte Bundeslaender","7.34","8","768","5","6","9","10","7.19","7.49","8","8"
"2006","no migration background","Ostdeutschland, neue Bundeslaender","7.4","8","5049","5","6","9","10","7.34","7.46","8","8"
"2006","no migration background","Westdeutschland, alte Bundeslaender","7.62","8","13470","5","7","9","10","7.59","7.65","8","8"
"2007","direct migration background","Ostdeutschland, neue Bundeslaender","7.18","8","91","5","6","8","10","6.78","7.58","7","8"
"2007","direct migration background","Westdeutschland, alte Bundeslaender","7.6","8","2012","5","7","9","10","7.51","7.69","8","8"
"2007","indirect migration background","Ostdeutschland, neue Bundeslaender","7.75","8","39","3","8","10","10","7.16","8.34","8","9"
"2007","indirect migration background","Westdeutschland, alte Bundeslaender","7.54","8","735","5","6","9","10","7.4","7.68","8","8"
"2007","no migration background","Ostdeutschland, neue Bundeslaender","7.38","8","4816","4","6","9","10","7.32","7.44","8","8"
"2007","no migration background","Westdeutschland, alte Bundeslaender","7.57","8","12572","5","7","9","10","7.54","7.6","8","8"
"2008","direct migration background","Ostdeutschland, neue Bundeslaender","6.74","6.32","80","4","5","8","10","6.26","7.22","7","8"
"2008","direct migration background","Westdeutschland, alte Bundeslaender","7.74","8","1827","5","7","9","10","7.65","7.83","8","8"
"2008","indirect migration background","Ostdeutschland, neue Bundeslaender","6.91","7","43","4","5","8","10","6.29","7.53","7","9"
"2008","indirect migration background","Westdeutschland, alte Bundeslaender","7.62","8","728","4","7","9","10","7.47","7.77","8","8"
"2008","no migration background","Ostdeutschland, neue Bundeslaender","7.57","8","4630","5","7","9","10","7.51","7.63","8","8"
"2008","no migration background","Westdeutschland, alte Bundeslaender","7.65","8","11966","5","7","9","10","7.61","7.69","8","8"
"2009","direct migration background","Ostdeutschland, neue Bundeslaender","6.95","8","74","3","5","9","10","6.38","7.52","7","9"
"2009","direct migration background","Westdeutschland, alte Bundeslaender","7.73","8","1581","5","7","9","10","7.63","7.83","8","8"
"2009","indirect migration background","Ostdeutschland, neue Bundeslaender","6.64","8","39","4","5","8","9","5.94","7.34","7","8"
"2009","indirect migration background","Westdeutschland, alte Bundeslaender","7.64","8","672","5","7","9","10","7.5","7.78","8","8"
"2009","no migration background","Ostdeutschland, neue Bundeslaender","7.55","8","4403","5","7","9","10","7.49","7.61","8","8"
"2009","no migration background","Westdeutschland, alte Bundeslaender","7.65","8","11225","5","7","9","10","7.61","7.69","8","8"
"2010","direct migration background","Ostdeutschland, neue Bundeslaender","7.7","8","126","5","7","10","10","7.37","8.03","8","9"
"2010","direct migration background","Westdeutschland, alte Bundeslaender","7.91","8","2767","5","7","10","10","7.84","7.98","9","9"
