"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","16-34 y.","4.8","4","5751","2","3","6","10","20","4.7","4.9","0","60","4","4"
"2003","35-65 y.","4.34","3","12319","1","2","5","10","20","4.27","4.41","0","50","3","4"
"2003","66 and older","4.31","3","3495","0","2","5","10","20","4.15","4.47","0","99","3","3"
"2004","16-34 y.","","","","","","","","","","","","","",""
"2004","35-65 y.","","","","","","","","","","","","","",""
"2004","66 and older","","","","","","","","","","","","","",""
"2005","16-34 y.","","","","","","","","","","","","","",""
"2005","35-65 y.","","","","","","","","","","","","","",""
"2005","66 and older","","","","","","","","","","","","","",""
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","4.71","4","4295","2","3","6","9","20","4.59","4.83","0","80","4","4"
"2008","35-65 y.","3.92","3","10374","1","2","5","8","17","3.85","3.99","0","50","3","3"
"2008","66 and older","3.92","3","4139","0","2","5","10","20","3.79","4.05","0","90","3","3"
"2009","16-34 y.","","","","","","","","","","","","","",""
"2009","35-65 y.","","","","","","","","","","","","","",""
"2009","66 and older","","","","","","","","","","","","","",""
"2010","16-34 y.","","","","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","5.65","5","4250","2","3","6","10","20","5.36","5.94","0","500","4","5"
"2011","35-65 y.","4.29","3","11099","1","2","5","10","20","4.21","4.37","0","99","3","3"
"2011","66 and older","4.11","3","5024","0","2","5","10","20","3.99","4.23","0","60","3","3"
"2012","16-34 y.","","","","","","","","","","","","","",""
"2012","35-65 y.","","","","","","","","","","","","","",""
"2012","66 and older","","","","","","","","","","","","","",""
"2013","16-34 y.","4.8","4","5618","2","3","6","10","16","4.71","4.89","0","50","4","4"
"2013","35-65 y.","4.03","3","14767","1","2","5","8","15","3.97","4.09","0","99","3","3"
"2013","66 and older","4.24","3","4855","0","2","5","10","20","4.12","4.36","0","80","3","3"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","4.57","4","6692","2","3","5","8","18","4.47","4.67","0","99","4","4"
"2015","35-65 y.","3.95","3","15123","1","2","5","7","20","3.89","4.01","0","99","3","3"
"2015","66 and older","3.94","3","4882","0","2","5","8","20","3.83","4.05","0","50","3","3"
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","4.55","4","6221","2","3","5","8","15","4.46","4.64","0","99","4","4"
"2017","35-65 y.","3.9","3","15348","1","2","5","7","15","3.85","3.95","0","99","3","3"
"2017","66 and older","3.89","3","4973","0","2","5","8","20","3.79","3.99","0","50","3","3"
"2018","16-34 y.","4.67","4","7967","2","3","5","9","20","4.56","4.78","0","99","4","4"
"2018","35-65 y.","4.17","3","16267","1","2","5","8","20","4.1","4.24","0","99","3","3"
"2018","66 and older","4.09","3","5037","0","2","5","10","20","3.98","4.2","0","60","3","3"
