"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","4.54","3","2550","1","2","6","10","20","4.35","4.73","0","99","3","3"
"2003","indirect migration background","4.85","4","762","2","2","6","10","20","4.53","5.17","0","40","4","4"
"2003","no migration background","4.42","4","18253","1","2","5","10","20","4.36","4.48","0","60","4","4"
"2004","direct migration background","","","","","","","","","","","","","",""
"2004","indirect migration background","","","","","","","","","","","","","",""
"2004","no migration background","","","","","","","","","","","","","",""
"2005","direct migration background","","","","","","","","","","","","","",""
"2005","indirect migration background","","","","","","","","","","","","","",""
"2005","no migration background","","","","","","","","","","","","","",""
"2006","direct migration background","","","","","","","","","","","","","",""
"2006","indirect migration background","","","","","","","","","","","","","",""
"2006","no migration background","","","","","","","","","","","","","",""
"2007","direct migration background","","","","","","","","","","","","","",""
"2007","indirect migration background","","","","","","","","","","","","","",""
"2007","no migration background","","","","","","","","","","","","","",""
"2008","direct migration background","3.8","3","1847","1","2","5","7","17","3.61","3.99","0","90","3","3"
"2008","indirect migration background","4.35","3","754","1","2","5","8","20","4.02","4.68","0","60","3","4"
"2008","no migration background","4.14","3","16207","1","2","5","8","20","4.08","4.2","0","80","3","4"
"2009","direct migration background","","","","","","","","","","","","","",""
"2009","indirect migration background","","","","","","","","","","","","","",""
"2009","no migration background","","","","","","","","","","","","","",""
"2010","direct migration background","","","","","","","","","","","","","",""
"2010","indirect migration background","","","","","","","","","","","","","",""
"2010","no migration background","","","","","","","","","","","","","",""
"2011","direct migration background","4.34","3","1956","0","2","5","10","25","4.11","4.57","0","99","3","3"
"2011","indirect migration background","5.3","4","781","2","3","6","10","30","4.91","5.69","0","60","4","4"
"2011","no migration background","4.54","4","17636","1","2","5","10","20","4.45","4.63","0","500","4","4"
"2012","direct migration background","","","","","","","","","","","","","",""
"2012","indirect migration background","","","","","","","","","","","","","",""
"2012","no migration background","","","","","","","","","","","","","",""
"2013","direct migration background","3.96","3","2633","1","2","5","8","20","3.8","4.12","0","80","3","3"
"2013","indirect migration background","4.57","4","1180","2","3","5","10","20","4.36","4.78","0","50","3","4"
"2013","no migration background","4.27","3","21427","1","2","5","9","20","4.22","4.32","0","99","3","4"
"2014","direct migration background","","","","","","","","","","","","","",""
"2014","indirect migration background","","","","","","","","","","","","","",""
"2014","no migration background","","","","","","","","","","","","","",""
"2015","direct migration background","4.41","3","5899","1","2","5","10","30","4.28","4.54","0","99","3","3"
"2015","indirect migration background","4.17","4","1680","2","2","5","7","15","3.98","4.36","0","99","3","4"
"2015","no migration background","4.03","3","19118","1","2","5","8","15","3.98","4.08","0","55","3","3"
"2016","direct migration background","","","","","","","","","","","","","",""
"2016","indirect migration background","","","","","","","","","","","","","",""
"2016","no migration background","","","","","","","","","","","","","",""
"2017","direct migration background","4.04","3","4644","1","2","5","8","20","3.92","4.16","0","99","3","3"
"2017","indirect migration background","4.09","4","1708","2","2","5","7","20","3.94","4.24","0","33","3","3"
"2017","no migration background","4.05","3","20190","1","2","5","8","15","4","4.1","0","99","3","3"
"2018","direct migration background","4.32","3","8029","1","2","5","10","20","4.18","4.46","0","99","3","3"
"2018","indirect migration background","4.34","4","1707","2","2","5","8","20","4.15","4.53","0","99","3","3"
"2018","no migration background","4.25","3","19535","1","2","5","8","20","4.2","4.3","0","99","3","4"
