"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","Rural Area","3.88","3","442","1","2","5","8","20","3.34","4.42","0","99","3","3"
"2003","direct migration background","Urban Area","4.67","3","2108","1","2","6","10","20","4.47","4.87","0","50","3","4"
"2003","indirect migration background","Rural Area","3.97","3","94","2","2","4","7","17","3.32","4.62","0","20","3","4"
"2003","indirect migration background","Urban Area","4.96","4","668","2","2","6","10","20","4.61","5.31","0","40","4","4"
"2003","no migration background","Rural Area","4.39","3","6567","1","2","5","10","20","4.29","4.49","0","60","3","4"
"2003","no migration background","Urban Area","4.44","4","11686","1","2","5","10","20","4.37","4.51","0","50","4","4"
"2004","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2004","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2004","no migration background","Rural Area","","","","","","","","","","","","","",""
"2004","no migration background","Urban Area","","","","","","","","","","","","","",""
"2005","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2005","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2005","no migration background","Rural Area","","","","","","","","","","","","","",""
"2005","no migration background","Urban Area","","","","","","","","","","","","","",""
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","3.84","3","331","0","2","5","6","15","3.17","4.51","0","90","3","3"
"2008","direct migration background","Urban Area","3.79","3","1516","1","2","5","7","17","3.62","3.96","0","50","3","3"
"2008","indirect migration background","Rural Area","3.99","3","106","1","2","5","6","20","2.95","5.03","0","40","3","5"
"2008","indirect migration background","Urban Area","4.43","4","648","1","2","5","8","20","4.08","4.78","0","60","3","4"
"2008","no migration background","Rural Area","4.22","3","5896","1","2","5","9","20","4.13","4.31","0","50","3","3"
"2008","no migration background","Urban Area","4.11","3","10311","1","2","5","8","20","4.04","4.18","0","80","3","4"
"2009","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2009","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Urban Area","","","","","","","","","","","","","",""
