"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","direct migration background","4.53","4","284","1","2","5","8","20","4.12","4.94","0","25","4","4"
"2003","college entrance qualification","indirect migration background","5.25","5","186","2","3","5","10","25","4.54","5.96","0","35","4","5"
"2003","college entrance qualification","no migration background","4.83","4","4862","2","3","6","10","20","4.72","4.94","0","50","4","4"
"2003","lower secondary degree","direct migration background","4.54","3","665","1","2","6","10","20","4.19","4.89","0","37","3","4"
"2003","lower secondary degree","indirect migration background","4.75","3","245","0","2","6","10","20","4.16","5.34","0","40","3","4"
"2003","lower secondary degree","no migration background","4.12","3","6706","0","2","5","10","20","4.02","4.22","0","60","3","3"
"2003","no degree/no degree yet","direct migration background","4.02","3","224","0","2","5","8","20","3.46","4.58","0","35","2","3"
"2003","no degree/no degree yet","indirect migration background","4.21","4","75","2","2","5","8","13","3.28","5.14","0","30","3","5"
"2003","no degree/no degree yet","no migration background","4.81","4","571","1","2","6","10","20","4.41","5.21","0","60","4","5"
"2003","Other degree","direct migration background","4.71","3","1088","0","2","6","10","30","4.37","5.05","0","99","3","3"
"2003","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2003","Other degree","no migration background","4.01","3","103","0","1","5","10","20","3.2","4.82","0","25","3","4"
"2003","secondary school degree","direct migration background","4.01","3","249","1","2","5","8","15","3.6","4.42","0","20","3","4"
"2003","secondary school degree","indirect migration background","4.93","4","203","2","3","5","10","20","4.36","5.5","0","30","4","4"
"2003","secondary school degree","no migration background","4.53","4","5823","1","2","5","10","20","4.43","4.63","0","50","4","4"
"2004","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2004","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2004","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2004","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2004","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2004","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2004","Other degree","direct migration background","","","","","","","","","","","","","",""
"2004","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2004","Other degree","no migration background","","","","","","","","","","","","","",""
"2004","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2004","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2004","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2005","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2005","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2005","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2005","Other degree","direct migration background","","","","","","","","","","","","","",""
"2005","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2005","Other degree","no migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2006","Other degree","direct migration background","","","","","","","","","","","","","",""
"2006","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2006","Other degree","no migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","3.97","3","239","1","2","5","6","15","3.62","4.32","0","20","3","4"
"2008","college entrance qualification","indirect migration background","4.81","4","193","2","3","6","10","20","4.28","5.34","0","30","4","5"
"2008","college entrance qualification","no migration background","4.58","4","4602","2","3","5","9","20","4.48","4.68","0","50","4","4"
"2008","lower secondary degree","direct migration background","4.16","3","450","1","2","5","8","15","3.79","4.53","0","50","3","3"
"2008","lower secondary degree","indirect migration background","3.63","3","222","1","2","5","7","10","2.92","4.34","0","50","3","3"
"2008","lower secondary degree","no migration background","3.75","3","5563","0","2","5","8","20","3.65","3.85","0","50","3","3"
"2008","no degree/no degree yet","direct migration background","3.2","3","118","0","2","5","6","10","2.69","3.71","0","12","2","3"
"2008","no degree/no degree yet","indirect migration background","6.97","5","58","1","4","8","10","60","4.86","9.08","0","60","4","6"
"2008","no degree/no degree yet","no migration background","4.89","5","357","1","3","6","9","20","4.45","5.33","0","50","4","5"
"2008","Other degree","direct migration background","3.6","3","788","0","2","4","7","20","3.27","3.93","0","90","3","3"
"2008","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2008","Other degree","no migration background","4.47","3.98","113","0","2","6","10","12","3.87","5.07","0","14","3","5"
"2008","secondary school degree","direct migration background","3.98","3","198","0","2","5","10","17","3.55","4.41","0","17","3","4"
"2008","secondary school degree","indirect migration background","4.13","3","187","1","2","5","7","20","3.62","4.64","0","23","3","4"
"2008","secondary school degree","no migration background","4.15","3","5215","1","2","5","8","20","4.05","4.25","0","80","3","4"
"2009","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2009","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2009","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2009","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2009","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2009","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2009","Other degree","direct migration background","","","","","","","","","","","","","",""
"2009","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2009","Other degree","no migration background","","","","","","","","","","","","","",""
"2009","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2009","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2009","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2010","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2010","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2010","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2010","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2010","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2010","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2010","Other degree","direct migration background","","","","","","","","","","","","","",""
"2010","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2010","Other degree","no migration background","","","","","","","","","","","","","",""
"2010","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2010","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2010","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2011","college entrance qualification","direct migration background","4.36","4","248","1","2","5","10","12","3.85","4.87","0","40","3","4"
"2011","college entrance qualification","indirect migration background","5.65","5","237","2","3","6","10","20","4.92","6.38","0","50","4","5"
"2011","college entrance qualification","no migration background","5.1","4","5126","2","3","6","10","20","4.99","5.21","0","99","4","4"
"2011","lower secondary degree","direct migration background","4.49","3","378","1","2","5","10","30","3.92","5.06","0","50","3","3"
"2011","lower secondary degree","indirect migration background","4.97","4","198","2","3","5","10","30","4.15","5.79","0","60","3","4"
"2011","lower secondary degree","no migration background","4","3","5927","0","2","5","10","20","3.81","4.19","0","500","3","3"
"2011","no degree/no degree yet","direct migration background","5.65","3","127","0","2","6","15","50","4.35","6.95","0","50","2","4"
"2011","no degree/no degree yet","indirect migration background","5.67","4","66","2","3","10","10","20","4.55","6.79","0","20","3","5"
"2011","no degree/no degree yet","no migration background","5.07","4","354","1","2","6","10","20","4.48","5.66","0","50","4","5"
"2011","Other degree","direct migration background","3.88","3","933","0","2","5","8","20","3.61","4.15","0","30","3","3"
"2011","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2011","Other degree","no migration background","3.81","3","159","0","1","5","10","20","2.85","4.77","0","60","2","4"
"2011","secondary school degree","direct migration background","5.04","4","203","1","2","5","8","40","3.91","6.17","0","99","3","4"
"2011","secondary school degree","indirect migration background","5.14","4","190","2","3","6","10","20","4.36","5.92","0","50","4","5"
"2011","secondary school degree","no migration background","4.6","4","5679","1","2","5","10","20","4.48","4.72","0","200","3","4"
"2012","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2012","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2012","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2012","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2012","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2012","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2012","Other degree","direct migration background","","","","","","","","","","","","","",""
"2012","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2012","Other degree","no migration background","","","","","","","","","","","","","",""
"2012","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2012","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2012","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2013","college entrance qualification","direct migration background","4.56","4","318","1","3","5","7","12","4","5.12","0","80","3","4"
"2013","college entrance qualification","indirect migration background","4.98","4","354","2","3","5","10","20","4.51","5.45","0","50","4","4"
"2013","college entrance qualification","no migration background","4.75","4","6655","2","3","6","10","20","4.67","4.83","0","99","4","4"
"2013","lower secondary degree","direct migration background","3.78","3","433","1","2","5","8","15","3.45","4.11","0","30","3","3"
"2013","lower secondary degree","indirect migration background","4.11","3","280","2","2","5","6","15","3.73","4.49","0","30","3","3"
"2013","lower secondary degree","no migration background","3.87","3","6274","0","2","5","8","20","3.78","3.96","0","50","3","3"
"2013","no degree/no degree yet","direct migration background","3.91","3","168","0","1","5","10","20","3.08","4.74","0","50","2","3"
"2013","no degree/no degree yet","indirect migration background","4.56","4","112","2","3","5","8","15","4.04","5.08","0","15","4","5"
"2013","no degree/no degree yet","no migration background","4.72","4","529","1","2","6","10","30","4.42","5.02","0","40","3","4"
"2013","Other degree","direct migration background","3.79","3","1365","1","2","5","8","20","3.59","3.99","0","50","3","3"
"2013","Other degree","indirect migration background","4.18","2.31","30","2","2","5","8","30","1.87","6.49","0","30","2","4"
"2013","Other degree","no migration background","5.11","3","195","1","2","6","10","40","4.3","5.92","0","50","3","4"
"2013","secondary school degree","direct migration background","4.02","3","268","1","2","5","10","20","3.61","4.43","0","20","3","3"
"2013","secondary school degree","indirect migration background","4.5","4","304","2","2","5","10","15","4.21","4.79","0","15","3","4"
"2013","secondary school degree","no migration background","4.13","3","7223","1","2","5","8","16","4.05","4.21","0","40","3","3"
"2014","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2015","college entrance qualification","direct migration background","4.04","4","456","2","2","5","6","10","3.52","4.56","0","99","3","4"
"2015","college entrance qualification","indirect migration background","4.38","4","535","2","3","5","7","15","4.09","4.67","0","40","3","4"
"2015","college entrance qualification","no migration background","4.48","4","6189","2","3","5","8","15","4.4","4.56","0","55","4","4"
"2015","lower secondary degree","direct migration background","3.82","3","542","0","2","5","7","20","3.46","4.18","0","60","3","3"
"2015","lower secondary degree","indirect migration background","3.7","3","379","1","2","5","6","10","3.37","4.03","0","50","3","3"
"2015","lower secondary degree","no migration background","3.63","3","5404","0","2","5","7","16","3.54","3.72","0","50","3","3"
"2015","no degree/no degree yet","direct migration background","4.68","3","442","0","2","5","10","30","4.05","5.31","0","90","3","3"
"2015","no degree/no degree yet","indirect migration background","4.71","4","132","2","3","5","6","10","3.24","6.18","0","99","3","4"
"2015","no degree/no degree yet","no migration background","4.03","3","399","1","2","5","8","25","3.63","4.43","0","40","3","4"
"2015","Other degree","direct migration background","4.61","3","3859","1","2","5","10","30","4.44","4.78","0","99","3","3"
"2015","Other degree","indirect migration background","4.12","3","68","1","2","6","10","15","2.93","5.31","0","30","2","4"
"2015","Other degree","no migration background","3.65","3","167","0","2","5","10","15","3.09","4.21","0","30","2","3"
"2015","secondary school degree","direct migration background","4.34","3","403","1","2","5","8","40","3.99","4.69","0","40","3","3"
"2015","secondary school degree","indirect migration background","4.33","3","426","1","2","5","8","20","4.01","4.65","0","30","3","4"
"2015","secondary school degree","no migration background","3.94","3","6323","1","2","5","8","15","3.86","4.02","0","50","3","3"
"2016","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2016","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2016","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2016","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2016","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2016","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2016","Other degree","direct migration background","","","","","","","","","","","","","",""
"2016","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2016","Other degree","no migration background","","","","","","","","","","","","","",""
"2016","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2016","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2016","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2017","college entrance qualification","direct migration background","4.05","4","422","2","3","5","7","10","3.83","4.27","0","15","3","4"
"2017","college entrance qualification","indirect migration background","4.35","4","619","2","3","5","7","15","4.13","4.57","0","20","3","4"
"2017","college entrance qualification","no migration background","4.46","4","6867","2","3","5","8","15","4.39","4.53","0","50","4","4"
"2017","lower secondary degree","direct migration background","3.97","3","449","1","2","5","9","15","3.68","4.26","0","30","3","3"
"2017","lower secondary degree","indirect migration background","3.72","3","353","1","2","5","7","20","3.4","4.04","0","25","3","3"
"2017","lower secondary degree","no migration background","3.62","3","5235","0","2","5","8","15","3.53","3.71","0","50","3","3"
"2017","no degree/no degree yet","direct migration background","4.07","3","332","0","2","5","10","24","3.59","4.55","0","50","3","3"
"2017","no degree/no degree yet","indirect migration background","4.22","3","121","1","2","5","8","20","3.63","4.81","0","20","3","4"
"2017","no degree/no degree yet","no migration background","4.16","3","483","1","2","5","8","20","3.86","4.46","0","30","3","4"
"2017","Other degree","direct migration background","4.1","3","2910","0","2","5","8","20","3.93","4.27","0","99","3","3"
"2017","Other degree","indirect migration background","3.84","3","50","1","2","5","5","33","2.49","5.19","0","33","2","4"
"2017","Other degree","no migration background","3.61","3","164","0","1","5","8","10","3.11","4.11","0","20","2","4"
"2017","secondary school degree","direct migration background","3.9","3","356","1","2","5","8","16","3.6","4.2","0","20","3","3"
"2017","secondary school degree","indirect migration background","4.19","4","420","2","3","5","8","20","3.88","4.5","0","30","3","4"
