"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","(0) in school","5.63","4","49","1","3","7","10","20","4.56","6.7","0","20","3","5"
"2003","direct migration background","(1a) inadequately completed","3.52","3","174","0","2","5","6","20","2.87","4.17","0","35","2","3"
"2003","direct migration background","(1b) general elementary school","4.21","3","594","0","2","5","10","20","3.73","4.69","0","99","3","3"
"2003","direct migration background","(1c) basic vocational qualification","5.09","4","725","0","2","6","10","30","4.71","5.47","0","37","3","4"
"2003","direct migration background","(2a) intermediate vocational","4.12","3","150","1","2","5","8","15","3.58","4.66","0","20","3","4"
"2003","direct migration background","(2b) intermediate general qualification","4.09","3.32","53","0","2","5","7","20","3.07","5.11","0","20","3","5"
"2003","direct migration background","(2c_gen) general maturity certificate","4.57","4","125","2","3","5","8","20","3.98","5.16","0","20","3","4"
"2003","direct migration background","(2c_voc) vocational maturity certificate","4.32","3","281","1","2","5","10","30","3.78","4.86","0","50","3","4"
"2003","direct migration background","(3a) lower tertiary education","4.27","3.94","82","1","2","5","8","20","3.18","5.36","0","30","3","5"
"2003","direct migration background","(3b) higher tertiary education","4.59","4","279","1","2","6","10","20","4.17","5.01","0","20","3","4"
"2003","indirect migration background","(0) in school","4.68","4","67","2","3","5","10","13","3.68","5.68","1","30","4","5"
"2003","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","indirect migration background","(1b) general elementary school","5.05","3","114","0","2","6","15","20","4.16","5.94","0","20","3","4"
"2003","indirect migration background","(1c) basic vocational qualification","4.5","3.05","136","0","2","6","10","15","3.71","5.29","0","40","3","4"
"2003","indirect migration background","(2a) intermediate vocational","4.43","4","128","2","3","5","10","14","3.92","4.94","0","15","3","4"
"2003","indirect migration background","(2b) intermediate general qualification","5.73","4","72","2","3","6","10","30","4.41","7.05","1","30","4","5"
"2003","indirect migration background","(2c_gen) general maturity certificate","5.25","5","84","2","3","6","8","25","4.01","6.49","1","35","4","5"
"2003","indirect migration background","(2c_voc) vocational maturity certificate","4.78","5","55","2","3","5","9","10","4.04","5.52","0","10","3","5"
"2003","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","indirect migration background","(3b) higher tertiary education","5.91","5","45","2","3","7","10","25","4.32","7.5","1","30","4","5"
"2003","no migration background","(0) in school","5.46","5","487","2","3","6","10","20","5.02","5.9","0","60","4","5"
"2003","no migration background","(1a) inadequately completed","2.88","2","83","0","1","4","6","20","2.17","3.59","0","20","2","2"
"2003","no migration background","(1b) general elementary school","3.71","3","1356","0","1","5","8","20","3.5","3.92","0","50","3","3"
"2003","no migration background","(1c) basic vocational qualification","4.22","3","5232","0","2","5","10","20","4.11","4.33","0","60","3","3"
"2003","no migration background","(2a) intermediate vocational","4.52","4","4729","1","2","5","10","20","4.41","4.63","0","40","4","4"
"2003","no migration background","(2b) intermediate general qualification","4.63","3","496","2","2","5","10","20","4.24","5.02","0","50","3","4"
"2003","no migration background","(2c_gen) general maturity certificate","4.97","4","645","2","3","6","10","18","4.71","5.23","0","30","4","5"
"2003","no migration background","(2c_voc) vocational maturity certificate","4.63","4","1204","2","2","5","10","20","4.43","4.83","0","30","4","4"
