"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","general elemantary","4.21","3","645","0","2","5","10","20","3.76","4.66","0","99","3","3"
"2003","direct migration background","higher education","4.52","4","361","1","2","6","10","20","4.11","4.93","0","30","3","4"
"2003","direct migration background","higher vocational","4.62","4","137","1","2","5","8","30","3.91","5.33","0","30","3","4"
"2003","direct migration background","in school","5.63","4","49","1","3","7","10","20","4.56","6.7","0","20","3","5"
"2003","direct migration background","inadequately","3.43","3","161","0","2","5","6","20","2.76","4.1","0","35","2","3"
"2003","direct migration background","middle vocational","4.9","4","939","1","2","6","10","24","4.59","5.21","0","37","3","4"
"2003","direct migration background","vocational + Abi","4.18","3","226","1","2","5","10","15","3.57","4.79","0","50","3","3"
"2003","indirect migration background","general elemantary","5.32","4","183","1","2","6","15","25","4.57","6.07","0","30","3","4"
"2003","indirect migration background","higher education","5.67","5","61","3","3","7","10","25","4.43","6.91","1","30","4","5"
"2003","indirect migration background","higher vocational","4.44","4","39","2","3","5","9","10","3.59","5.29","0","10","3","5"
"2003","indirect migration background","in school","4.68","4","67","2","3","5","10","13","3.68","5.68","1","30","4","5"
"2003","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2003","indirect migration background","middle vocational","4.67","4","323","2","2","6","10","15","4.17","5.17","0","40","4","5"
"2003","indirect migration background","vocational + Abi","4.75","5","43","2","3","5","8","10","3.92","5.58","0","10","3","5"
"2003","no migration background","general elemantary","3.9","3","1821","0","2","5","9","20","3.71","4.09","0","50","3","3"
"2003","no migration background","higher education","4.81","4","3839","2","2","6","10","20","4.68","4.94","0","50","4","4"
"2003","no migration background","higher vocational","4.48","4","1465","1","2","5","10","20","4.29","4.67","0","30","4","4"
"2003","no migration background","in school","5.46","5","487","2","3","6","10","20","5.02","5.9","0","60","4","5"
"2003","no migration background","inadequately","2.92","2","86","0","1","4","6","20","2.13","3.71","0","20","2","3"
"2003","no migration background","middle vocational","4.38","3","9522","1","2","5","10","20","4.3","4.46","0","60","3","4"
"2003","no migration background","vocational + Abi","4.55","4","871","2","2","6","10","20","4.32","4.78","0","30","4","4"
"2004","direct migration background","general elemantary","","","","","","","","","","","","","",""
"2004","direct migration background","higher education","","","","","","","","","","","","","",""
"2004","direct migration background","higher vocational","","","","","","","","","","","","","",""
"2004","direct migration background","in school","","","","","","","","","","","","","",""
"2004","direct migration background","inadequately","","","","","","","","","","","","","",""
"2004","direct migration background","middle vocational","","","","","","","","","","","","","",""
"2004","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"2004","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"2004","indirect migration background","higher education","","","","","","","","","","","","","",""
"2004","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"2004","indirect migration background","in school","","","","","","","","","","","","","",""
"2004","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2004","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"2004","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"2004","no migration background","general elemantary","","","","","","","","","","","","","",""
"2004","no migration background","higher education","","","","","","","","","","","","","",""
"2004","no migration background","higher vocational","","","","","","","","","","","","","",""
"2004","no migration background","in school","","","","","","","","","","","","","",""
"2004","no migration background","inadequately","","","","","","","","","","","","","",""
"2004","no migration background","middle vocational","","","","","","","","","","","","","",""
"2004","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"2005","direct migration background","general elemantary","","","","","","","","","","","","","",""
"2005","direct migration background","higher education","","","","","","","","","","","","","",""
"2005","direct migration background","higher vocational","","","","","","","","","","","","","",""
"2005","direct migration background","in school","","","","","","","","","","","","","",""
"2005","direct migration background","inadequately","","","","","","","","","","","","","",""
"2005","direct migration background","middle vocational","","","","","","","","","","","","","",""
"2005","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"2005","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"2005","indirect migration background","higher education","","","","","","","","","","","","","",""
"2005","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"2005","indirect migration background","in school","","","","","","","","","","","","","",""
"2005","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2005","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"2005","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"2005","no migration background","general elemantary","","","","","","","","","","","","","",""
"2005","no migration background","higher education","","","","","","","","","","","","","",""
"2005","no migration background","higher vocational","","","","","","","","","","","","","",""
"2005","no migration background","in school","","","","","","","","","","","","","",""
"2005","no migration background","inadequately","","","","","","","","","","","","","",""
"2005","no migration background","middle vocational","","","","","","","","","","","","","",""
"2005","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"2006","direct migration background","general elemantary","","","","","","","","","","","","","",""
"2006","direct migration background","higher education","","","","","","","","","","","","","",""
"2006","direct migration background","higher vocational","","","","","","","","","","","","","",""
"2006","direct migration background","in school","","","","","","","","","","","","","",""
"2006","direct migration background","inadequately","","","","","","","","","","","","","",""
"2006","direct migration background","middle vocational","","","","","","","","","","","","","",""
"2006","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"2006","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"2006","indirect migration background","higher education","","","","","","","","","","","","","",""
"2006","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"2006","indirect migration background","in school","","","","","","","","","","","","","",""
"2006","indirect migration background","inadequately","","","","","","","","","","","","","",""
