"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","direct migration background","Female","6.23","6.88","1580","2","5","8","10","6.1","6.36","6","7"
"1984","direct migration background","Male","6.04","6","1800","2","5","8","10","5.92","6.16","6","6"
"1984","indirect migration background","Female","6.15","5","64","4","5","8","9","5.58","6.72","5","8"
"1984","indirect migration background","Male","5.81","5.79","58","3","5","8","9","5.14","6.48","5","7"
"1984","no migration background","Female","6.57","7","4489","3","5","9","10","6.49","6.65","7","7"
"1984","no migration background","Male","6.44","7","4038","3","5","8","10","6.36","6.52","7","7"
"1985","direct migration background","Female","6.12","6","1346","2","5","8","10","5.98","6.26","6","7"
"1985","direct migration background","Male","6.18","6","1550","3","5","8","10","6.06","6.3","6","7"
"1985","indirect migration background","Female","6.52","6.68","76","3","5","8","10","5.92","7.12","6","8"
"1985","indirect migration background","Male","6.13","6","62","3","5","8","9","5.47","6.79","6","8"
"1985","no migration background","Female","6.57","7","4098","3","5","8","10","6.49","6.65","7","7"
"1985","no migration background","Male","6.48","7","3737","3","5","8","10","6.4","6.56","7","7"
"1986","direct migration background","Female","6.32","7","1301","3","5","8","9","6.19","6.45","6","7"
"1986","direct migration background","Male","6.36","7","1521","3","5","8","9","6.24","6.48","6","7"
"1986","indirect migration background","Female","6.36","7","80","4","5","8","8","5.83","6.89","6","8"
"1986","indirect migration background","Male","6.2","6.13","70","2","5","8","9","5.63","6.77","6","8"
"1986","no migration background","Female","6.61","7","3920","3","5","8","10","6.54","6.68","7","7"
"1986","no migration background","Male","6.56","7","3613","3","5","8","9","6.49","6.63","7","7"
"1987","direct migration background","Female","6.4","7","1307","3","5","8","9","6.28","6.52","6","7"
"1987","direct migration background","Male","6.33","7","1500","3","5","8","9","6.22","6.44","6","7"
"1987","indirect migration background","Female","6.85","7","92","4","6","8","9","6.39","7.31","6","7"
"1987","indirect migration background","Male","6.23","7","82","3","5","8","9","5.66","6.8","6","8"
"1987","no migration background","Female","6.61","7","3853","3","5","8","10","6.54","6.68","7","7"
"1987","no migration background","Male","6.56","7","3563","3","5","8","9","6.49","6.63","7","7"
"1988","direct migration background","Female","6.19","6","1257","3","5","8","9","6.06","6.32","6","7"
"1988","direct migration background","Male","6.3","7","1410","3","5","8","9","6.17","6.43","6","7"
"1988","indirect migration background","Female","6.41","6.94","111","5","5","8","9","5.96","6.86","6","7"
"1988","indirect migration background","Male","6.28","7","105","3","5","8","9","5.84","6.72","6","8"
"1988","no migration background","Female","6.63","7","3635","3","5","8","10","6.56","6.7","7","7"
"1988","no migration background","Male","6.56","7","3387","3","5","8","9","6.48","6.64","7","7"
"1989","direct migration background","Female","6.16","6","1236","3","5","8","9","6.03","6.29","6","6"
"1989","direct migration background","Male","6.33","7","1347","3","5","8","9","6.21","6.45","6","7"
"1989","indirect migration background","Female","7.16","7","131","5","6","9","9","6.75","7.57","7","8"
"1989","indirect migration background","Male","6.4","7","123","2","5","8","9","6.03","6.77","7","8"
"1989","no migration background","Female","6.64","7","3501","3","5","8","10","6.57","6.71","7","7"
"1989","no migration background","Male","6.65","7","3261","4","5","8","9","6.58","6.72","7","7"
"1990","direct migration background","Female","6.32","6","1275","3","5","8","9","6.2","6.44","6","7"
"1990","direct migration background","Male","6.21","6","1393","3","5","8","9","6.09","6.33","6","7"
"1990","indirect migration background","Female","6.81","7","148","4","5","8","9","6.48","7.14","6","7"
"1990","indirect migration background","Male","6.45","7","139","4","5","8","9","6.08","6.82","6","7"
"1990","no migration background","Female","6.44","7","5650","3","5","8","9","6.38","6.5","6","7"
"1990","no migration background","Male","6.49","7","5205","3","5","8","9","6.43","6.55","7","7"
"1991","direct migration background","Female","6.4","7","1260","3","5","8","9","6.28","6.52","6","7"
