"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","5.93","6","1213","2","4","8","10","5.78","6.08","6","6"
"1984","16-34 y.","higher education","6.93","8","246","3","5","9","10","6.62","7.24","7","8"
"1984","16-34 y.","higher vocational","6.25","7","211","3","5","8","9","5.91","6.59","6","7"
"1984","16-34 y.","in school","6.53","7","151","3","5","9","10","6.11","6.95","6","8"
"1984","16-34 y.","inadequately","5.44","5","302","1","3","8","10","5.12","5.76","5","7"
"1984","16-34 y.","middle vocational","6.09","6","2136","2","5","8","9","5.98","6.2","6","7"
"1984","16-34 y.","vocational + Abi","6.11","6","163","2","5","8","10","5.68","6.54","5","7"
"1984","35-65 y.","general elemantary","6.26","6","1659","3","5","8","10","6.13","6.39","6","7"
"1984","35-65 y.","higher education","7.36","8","481","4","6","9","10","7.16","7.56","8","8"
"1984","35-65 y.","higher vocational","6.84","7","364","4","5","9","10","6.59","7.09","7","8"
"1984","35-65 y.","in school","","","","","","","","","","",""
"1984","35-65 y.","inadequately","5.75","6","692","2","4","8","10","5.55","5.95","6","7"
"1984","35-65 y.","middle vocational","6.58","7","2950","3","5","8","10","6.49","6.67","7","7"
"1984","35-65 y.","vocational + Abi","7.03","7","128","4","5","9","10","6.58","7.48","7","7"
"1984","66 and older","general elemantary","6.38","7","515","3","5","8","10","6.15","6.61","6","7"
"1984","66 and older","higher education","7.94","8.01","63","4","7","10","10","7.35","8.53","8","10"
"1984","66 and older","higher vocational","7.23","8","81","4","5","10","10","6.67","7.79","6","9"
"1984","66 and older","in school","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","",""
"1984","66 and older","middle vocational","7.1","7","577","4","5","9","10","6.91","7.29","7","8"
"1984","66 and older","vocational + Abi","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","6.04","6","1082","2","5","8","9","5.88","6.2","6","7"
"1985","16-34 y.","higher education","6.7","7","236","3","5","8","9","6.4","7","7","8"
"1985","16-34 y.","higher vocational","6.36","7","194","3","5","8","10","5.99","6.73","6","7"
"1985","16-34 y.","in school","7.12","7","149","5","6","9","10","6.75","7.49","7","8"
"1985","16-34 y.","inadequately","5.71","6","230","1","3","8","10","5.35","6.07","6","7"
"1985","16-34 y.","middle vocational","6.25","7","1914","3","5","8","9","6.14","6.36","6","7"
"1985","16-34 y.","vocational + Abi","6.01","6","146","3","5","8","8","5.61","6.41","6","7"
"1985","35-65 y.","general elemantary","6.18","6","1494","3","5","8","10","6.05","6.31","6","7"
"1985","35-65 y.","higher education","7.41","8","461","5","6","9","10","7.22","7.6","8","8"
"1985","35-65 y.","higher vocational","6.88","7","344","4","5","8","10","6.65","7.11","7","8"
"1985","35-65 y.","in school","","","","","","","","","","",""
"1985","35-65 y.","inadequately","5.83","6","587","2","4","8","9","5.62","6.04","6","7"
"1985","35-65 y.","middle vocational","6.47","7","2706","3","5","8","10","6.38","6.56","7","7"
"1985","35-65 y.","vocational + Abi","6.52","7","111","2","5","8","10","6.05","6.99","6","8"
"1985","66 and older","general elemantary","6.6","7","422","3","5","8","10","6.37","6.83","7","7"
"1985","66 and older","higher education","8.06","9","55","5","7","10","10","7.49","8.63","8","10"
"1985","66 and older","higher vocational","7.45","8","80","5","6","10","10","6.93","7.97","7","9"
"1985","66 and older","in school","","","","","","","","","","",""
"1985","66 and older","inadequately","","","","","","","","","","",""
"1985","66 and older","middle vocational","7.03","7","516","4","5","9","10","6.83","7.23","7","8"
"1985","66 and older","vocational + Abi","","","","","","","","","","",""
"1986","16-34 y.","general elemantary","6.1","6","1086","2","5","8","9","5.95","6.25","6","7"
"1986","16-34 y.","higher education","6.92","8","227","4","6","8","9","6.61","7.23","7","8"
"1986","16-34 y.","higher vocational","6.03","6","190","3","5","8","9","5.7","6.36","5","7"
