"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","direct migration background","general elemantary","6.02","6","1055","2","5","8","10","5.86","6.18","6","7"
"1984","direct migration background","higher education","6.42","7","120","2","5","8","10","5.96","6.88","6","8"
"1984","direct migration background","higher vocational","5.94","5.32","52","2","5","8","9","5.2","6.68","5","8"
"1984","direct migration background","in school","","","","","","","","","","",""
"1984","direct migration background","inadequately","5.91","6","930","2","4","8","10","5.74","6.08","6","7"
"1984","direct migration background","middle vocational","6.38","7","1026","2","5","8","10","6.22","6.54","6","7"
"1984","direct migration background","vocational + Abi","5.33","5","125","1","4","7","9","4.84","5.82","5","7"
"1984","indirect migration background","general elemantary","6.23","5","50","3","4","8","9","5.62","6.84","5","8"
"1984","indirect migration background","higher education","","","","","","","","","","",""
"1984","indirect migration background","higher vocational","","","","","","","","","","",""
"1984","indirect migration background","in school","","","","","","","","","","",""
"1984","indirect migration background","inadequately","","","","","","","","","","",""
"1984","indirect migration background","middle vocational","5.72","5","53","4","5","7","8","5","6.44","5","7"
"1984","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1984","no migration background","general elemantary","6.22","6","2282","3","5","8","10","6.11","6.33","6","7"
"1984","no migration background","higher education","7.41","8","667","4","6","9","10","7.24","7.58","8","8"
"1984","no migration background","higher vocational","6.78","7","600","3","5","9","10","6.58","6.98","7","7"
"1984","no migration background","in school","6.53","7","125","3","5","9","10","6.05","7.01","6","8"
"1984","no migration background","inadequately","5.1","5","74","1","3","7","10","4.44","5.76","4","6"
"1984","no migration background","middle vocational","6.51","7","4584","3","5","8","10","6.44","6.58","7","7"
"1984","no migration background","vocational + Abi","6.82","7","185","3","5","9","10","6.44","7.2","7","8"
"1985","direct migration background","general elemantary","5.91","6","905","2","4","8","10","5.75","6.07","6","7"
"1985","direct migration background","higher education","6.57","7","109","3","5","8","10","6.12","7.02","6","8"
"1985","direct migration background","higher vocational","5.84","6","48","2","5","8","8","5.08","6.6","5","8"
"1985","direct migration background","in school","","","","","","","","","","",""
"1985","direct migration background","inadequately","5.98","6","753","2","4","8","9","5.8","6.16","6","7"
"1985","direct migration background","middle vocational","6.35","7","897","3","5","8","10","6.19","6.51","6","7"
"1985","direct migration background","vocational + Abi","5.81","5.97","102","3","5","8","9","5.29","6.33","5","8"
"1985","indirect migration background","general elemantary","6.23","6.14","59","3","4","8","9","5.6","6.86","6","7"
"1985","indirect migration background","higher education","","","","","","","","","","",""
"1985","indirect migration background","higher vocational","","","","","","","","","","",""
"1985","indirect migration background","in school","","","","","","","","","","",""
"1985","indirect migration background","inadequately","","","","","","","","","","",""
"1985","indirect migration background","middle vocational","6.32","6","55","5","5","8","10","5.63","7.01","5","8"
"1985","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1985","no migration background","general elemantary","6.29","7","2034","3","5","8","10","6.18","6.4","6","7"
"1985","no migration background","higher education","7.37","8","639","4","6","9","10","7.2","7.54","8","8"
"1985","no migration background","higher vocational","6.89","7","566","4","5","9","10","6.7","7.08","7","8"
"1985","no migration background","in school","7.11","7","122","5","6","9","10","6.71","7.51","7","8"
"1985","no migration background","inadequately","5.21","5","74","1","2","8","10","4.47","5.95","5","7"
"1985","no migration background","middle vocational","6.5","7","4184","3","5","8","10","6.43","6.57","7","7"
"1985","no migration background","vocational + Abi","6.53","7","173","3","5","8","10","6.17","6.89","6","7"
"1986","direct migration background","general elemantary","6.17","7","910","3","5","8","9","6.01","6.33","6","7"
"1986","direct migration background","higher education","6.69","7","109","3","6","8","10","6.31","7.07","6","7"
"1986","direct migration background","higher vocational","6.69","7","50","4","6","8","10","5.99","7.39","6","8"
"1986","direct migration background","in school","","","","","","","","","","",""
"1986","direct migration background","inadequately","6.01","6","691","3","4","8","9","5.83","6.19","6","6"
"1986","direct migration background","middle vocational","6.51","7","868","3","5","8","10","6.35","6.67","7","7"
"1986","direct migration background","vocational + Abi","5.94","6","105","3","5","8","8","5.47","6.41","5","7"
"1986","indirect migration background","general elemantary","5.77","5","59","1","4","8","9","5.11","6.43","6","8"
"1986","indirect migration background","higher education","","","","","","","","","","",""
"1986","indirect migration background","higher vocational","","","","","","","","","","",""
"1986","indirect migration background","in school","","","","","","","","","","",""
"1986","indirect migration background","inadequately","","","","","","","","","","",""
"1986","indirect migration background","middle vocational","6.59","7","58","5","5","8","8","6","7.18","6","8"
"1986","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1986","no migration background","general elemantary","6.35","7","1904","3","5","8","10","6.24","6.46","6","7"
"1986","no migration background","higher education","7.36","8","635","5","6","9","10","7.2","7.52","8","8"
"1986","no migration background","higher vocational","6.76","7","525","4","5","8","10","6.57","6.95","7","7"
"1986","no migration background","in school","6.82","7","125","4","5","8","10","6.41","7.23","7","8"
"1986","no migration background","inadequately","5.23","5","82","1","3","8","9","4.58","5.88","4","6"
"1986","no migration background","middle vocational","6.59","7","4043","3","5","8","10","6.52","6.66","7","7"
"1986","no migration background","vocational + Abi","6.71","7","172","4","5","8","10","6.34","7.08","7","8"
"1987","direct migration background","general elemantary","6.36","7","933","3","5","8","10","6.21","6.51","6","7"
"1987","direct migration background","higher education","6.85","7.22","99","3","5","9","10","6.4","7.3","7","8"
"1987","direct migration background","higher vocational","6.73","7","55","4","6","8","9","6.24","7.22","6","8"
"1987","direct migration background","in school","","","","","","","","","","",""
"1987","direct migration background","inadequately","5.92","6","669","3","5","8","9","5.74","6.1","6","7"
"1987","direct migration background","middle vocational","6.46","7","861","4","5","8","9","6.32","6.6","6","7"
"1987","direct migration background","vocational + Abi","6.03","6","102","3","5","8","8","5.56","6.5","6","7"
"1987","indirect migration background","general elemantary","6.3","7","62","4","4","8","8","5.7","6.9","7","8"
"1987","indirect migration background","higher education","","","","","","","","","","",""
"1987","indirect migration background","higher vocational","","","","","","","","","","",""
"1987","indirect migration background","in school","","","","","","","","","","",""
"1987","indirect migration background","inadequately","","","","","","","","","","",""
"1987","indirect migration background","middle vocational","6.6","7","77","4","5","8","9","6.06","7.14","6","8"
"1987","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1987","no migration background","general elemantary","6.45","7","1814","3","5","8","10","6.34","6.56","7","7"
"1987","no migration background","higher education","7.17","8","639","4","6","9","10","7","7.34","8","8"
"1987","no migration background","higher vocational","6.75","7","506","4","5","8","9","6.56","6.94","7","7"
"1987","no migration background","in school","6.79","7","134","3","5","8","9","6.39","7.19","7","8"
"1987","no migration background","inadequately","5.24","5","74","2","3","8","9","4.58","5.9","5","6"
"1987","no migration background","middle vocational","6.57","7","4020","3","5","8","9","6.5","6.64","7","7"
"1987","no migration background","vocational + Abi","6.74","7","173","3","6","8","10","6.39","7.09","7","8"
"1988","direct migration background","general elemantary","6.18","6","907","3","5","8","9","6.02","6.34","6","7"
"1988","direct migration background","higher education","7.08","8","85","3","6","9","10","6.59","7.57","7","8"
