"year","pgcasmin","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1984","(0) in school","Female","6.32","6","74","5.75","6.89","3","5","8","10"
"1984","(0) in school","Male","6.73","7","78","6.1","7.36","3","5","9","10"
"1984","(1a) inadequately completed","Female","5.8","6","612","5.59","6.01","2","4","8","9"
"1984","(1a) inadequately completed","Male","5.52","6","493","5.27","5.77","1","3","8","9"
"1984","(1b) general elementary school","Female","6.23","6","2007","6.11","6.35","3","5","8","10"
"1984","(1b) general elementary school","Male","5.89","6","968","5.72","6.06","2","4","8","10"
"1984","(1c) basic vocational qualification","Female","6.67","7","1726","6.55","6.79","3","5","8","10"
"1984","(1c) basic vocational qualification","Male","6.24","7","2508","6.14","6.34","3","5","8","10"
"1984","(2a) intermediate vocational","Female","6.97","7","796","6.8","7.14","3","5","9","10"
"1984","(2a) intermediate vocational","Male","7.07","7","603","6.89","7.25","4","5","9","10"
"1984","(2b) intermediate general qualification","Female","6.64","7","275","6.34","6.94","3","5","9","10"
"1984","(2b) intermediate general qualification","Male","6.14","6","160","5.75","6.53","3","5","8","9"
"1984","(2c_gen) general maturity certificate","Female","5.45","5","168","5.02","5.88","2","4","7","9"
"1984","(2c_gen) general maturity certificate","Male","5.68","6","230","5.32","6.04","2","4","8","9"
"1984","(2c_voc) vocational maturity certificate","Female","6.82","7","174","6.42","7.22","3","5","9","10"
"1984","(2c_voc) vocational maturity certificate","Male","6.58","7","280","6.27","6.89","3","5","8","10"
"1984","(3a) lower tertiary education","Female","7.01","7","74","6.46","7.56","4","5","9","10"
"1984","(3a) lower tertiary education","Male","7.41","8","192","7.1","7.72","5","6","9","10"
"1984","(3b) higher tertiary education","Female","7.53","8","182","7.18","7.88","4","5","10","10"
"1984","(3b) higher tertiary education","Male","7.19","8","342","6.94","7.44","4","6","9","10"
"1985","(0) in school","Female","7.45","8","58","6.87","8.03","5","6","9","10"
"1985","(0) in school","Male","6.92","7","91","6.44","7.4","4","6","8","10"
"1985","(1a) inadequately completed","Female","5.64","6","505","5.41","5.87","2","3","8","10"
"1985","(1a) inadequately completed","Male","5.87","6","396","5.61","6.13","2","4","8","10"
"1985","(1b) general elementary school","Female","6.29","7","1728","6.17","6.41","3","5","8","10"
"1985","(1b) general elementary school","Male","5.89","6","851","5.72","6.06","2","5","8","9"
"1985","(1c) basic vocational qualification","Female","6.53","7","1552","6.41","6.65","3","5","8","10"
"1985","(1c) basic vocational qualification","Male","6.34","7","2243","6.24","6.44","3","5","8","10"
"1985","(2a) intermediate vocational","Female","6.98","7","759","6.82","7.14","4","5","9","10"
"1985","(2a) intermediate vocational","Male","6.86","7","574","6.69","7.03","4","5","8","10"
