"plh0034","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2009","no migration background","Urban Area","4894","0.500657963257566","0.490773273300442","0.51054265321469","1"
"Big worries","2009","no migration background","Rural Area","2857","0.499276240985783","0.486391788783938","0.512160693187627","1"
"Big worries","2009","direct migration background","Urban Area","598","0.45855894878714","0.43174962831076","0.48536826926352","1"
"Big worries","2009","direct migration background","Rural Area","140","0.421948109692694","0.367235320152651","0.476660899232738","1"
"Big worries","2009","indirect migration background","Urban Area","223","0.380291465334612","0.341218823851032","0.419364106818192","1"
"Big worries","2009","indirect migration background","Rural Area","40","0.409297113281311","0.319817729651915","0.498776496910706","1"
"No worries","2009","no migration background","Rural Area","595","0.104669189223098","0.0967806315603653","0.112557746885832","3"
"No worries","2009","direct migration background","Urban Area","143","0.0960499416604221","0.0801961407219246","0.111903742598919","3"
"No worries","2009","indirect migration background","Rural Area","18","","","","3"
"No worries","2009","no migration background","Urban Area","867","0.0953079598154265","0.0895028773360783","0.101113042294775","3"
"No worries","2009","direct migration background","Rural Area","35","0.108997392095901","0.0744732048536634","0.143521579338139","3"
"No worries","2009","indirect migration background","Urban Area","73","0.115940127358578","0.0901722603649616","0.141707994352194","3"
"Some worries","2009","direct migration background","Rural Area","138","0.469054498211404","0.413768831953205","0.524340164469603","2"
"Some worries","2009","direct migration background","Urban Area","586","0.445391109552438","0.41865016059368","0.472132058511195","2"
"Some worries","2009","no migration background","Urban Area","4068","0.404034076927008","0.394333152188214","0.413735001665801","2"
"Some worries","2009","no migration background","Rural Area","2333","0.396054569791119","0.383451603534851","0.408657536047386","2"
"Some worries","2009","indirect migration background","Urban Area","297","0.50376840730681","0.463526513230752","0.544010301382869","2"
"Some worries","2009","indirect migration background","Rural Area","58","0.45098252467819","0.360431777686828","0.541533271669552","2"
"Big worries","2010","no migration background","Urban Area","3630","0.394026435399318","0.384062093258563","0.403990777540074","1"
"Big worries","2010","no migration background","Rural Area","2064","0.397693265689064","0.384477017495784","0.410909513882344","1"
"Big worries","2010","direct migration background","Urban Area","407","0.316470864375294","0.289911307309153","0.343030421441435","1"
"Big worries","2010","direct migration background","Rural Area","87","0.338773316415979","0.282732740087684","0.394813892744275","1"
"Big worries","2010","indirect migration background","Urban Area","165","0.297618732713546","0.259477463233705","0.335760002193387","1"
"Big worries","2010","indirect migration background","Rural Area","24","","","","1"
"No worries","2010","no migration background","Urban Area","1090","0.13352055935803","0.126584507766583","0.140456610949476","3"
"No worries","2010","no migration background","Rural Area","673","0.120927677286623","0.112123265088179","0.129732089485067","3"
"No worries","2010","direct migration background","Urban Area","197","0.157805569285197","0.13698738773783","0.178623750832564","3"
"No worries","2010","direct migration background","Rural Area","37","0.118136810649903","0.0799189794457314","0.156354641854075","3"
"No worries","2010","indirect migration background","Urban Area","111","0.232143863332463","0.196923236113758","0.267364490551168","3"
"No worries","2010","indirect migration background","Rural Area","22","","","","3"
"Some worries","2010","direct migration background","Urban Area","574","0.525723566339509","0.497208791854558","0.554238340824459","2"
"Some worries","2010","direct migration background","Rural Area","150","0.543089872934118","0.48410725376118","0.602072492107056","2"
"Some worries","2010","no migration background","Urban Area","4518","0.472453005242652","0.462272507858121","0.482633502627183","2"
"Some worries","2010","no migration background","Rural Area","2531","0.481379057024313","0.467886513457959","0.494871600590667","2"
"Some worries","2010","indirect migration background","Urban Area","276","0.470237403953991","0.428600561851699","0.511874246056282","2"
"Some worries","2010","indirect migration background","Rural Area","56","0.605778498150007","0.510942092356002","0.700614903944012","2"
"Big worries","2011","no migration background","Urban Area","3584","0.318878557009869","0.310263254100451","0.327493859919287","1"
"Big worries","2011","no migration background","Rural Area","2083","0.333862199145969","0.322410852925364","0.345313545366574","1"
"Big worries","2011","direct migration background","Urban Area","363","0.237548112296893","0.216103873201327","0.258992351392458","1"
"Big worries","2011","direct migration background","Rural Area","112","0.218526081264961","0.180087664701346","0.256964497828577","1"
"Big worries","2011","indirect migration background","Urban Area","154","0.227939977373002","0.19581349144027","0.260066463305735","1"
"Big worries","2011","indirect migration background","Rural Area","25","","","","1"
"No worries","2011","no migration background","Rural Area","1071","0.16265727471222","0.15369580476816","0.171618744656279","3"
"No worries","2011","no migration background","Urban Area","1850","0.163901651336097","0.157058345264621","0.170744957407573","3"
"No worries","2011","direct migration background","Urban Area","331","0.221490896528564","0.200567199870693","0.242414593186434","3"
"No worries","2011","direct migration background","Rural Area","88","0.168711178814988","0.133877085886401","0.203545271743576","3"
"No worries","2011","indirect migration background","Urban Area","150","0.22279898053744","0.190931280436555","0.254666680638324","3"
"No worries","2011","indirect migration background","Rural Area","35","0.300922425866232","0.223552680216464","0.378292171515999","3"
"Some worries","2011","no migration background","Urban Area","5807","0.517219791654034","0.50798221801397","0.526457365294098","2"
"Some worries","2011","no migration background","Rural Area","3361","0.503480526141811","0.491339640652654","0.515621411630969","2"
"Some worries","2011","direct migration background","Urban Area","819","0.540960991174544","0.515851587533016","0.566070394816071","2"
"Some worries","2011","direct migration background","Rural Area","244","0.61276273992005","0.567453022885082","0.658072456955018","2"
"Some worries","2011","indirect migration background","Urban Area","351","0.549261042089558","0.511156268328842","0.587365815850274","2"
"Some worries","2011","indirect migration background","Rural Area","75","0.508805499387905","0.424475159051272","0.593135839724537","2"
"Big worries","2012","no migration background","Urban Area","4363","0.38878992443993","0.379708653135464","0.397871195744396","1"
"Big worries","2012","no migration background","Rural Area","2644","0.403363000577719","0.391550944619917","0.415175056535522","1"
"Big worries","2012","direct migration background","Urban Area","442","0.304156528880161","0.280517972829371","0.327795084930951","1"
"Big worries","2012","direct migration background","Rural Area","136","0.254897336002975","0.214985100051786","0.294809571954163","1"
"Big worries","2012","indirect migration background","Urban Area","175","0.278140180837745","0.243613546030596","0.312666815644895","1"
"Big worries","2012","indirect migration background","Rural Area","47","0.235246665409035","0.166912222058047","0.303581108760023","1"
"No worries","2012","no migration background","Urban Area","1425","0.129534449441752","0.12327894505205","0.135789953831455","3"
"No worries","2012","no migration background","Rural Area","931","0.138270151694703","0.129958790371642","0.146581513017764","3"
"No worries","2012","direct migration background","Urban Area","281","0.185968614166523","0.165976579478016","0.20596064885503","3"
"No worries","2012","direct migration background","Rural Area","70","0.14896043950393","0.116352324135764","0.181568554872096","3"
"No worries","2012","indirect migration background","Urban Area","140","0.213562586485239","0.181984150260595","0.245141022709883","3"
"No worries","2012","indirect migration background","Rural Area","35","0.297007182624962","0.223390515212895","0.370623850037029","3"
"Some worries","2012","no migration background","Urban Area","5281","0.481675626118317","0.472367290183113","0.490983962053522","2"
"Some worries","2012","no migration background","Rural Area","3051","0.458366847727578","0.44636960089708","0.470364094558075","2"
"Some worries","2012","direct migration background","Urban Area","732","0.509874856953317","0.484188537252509","0.535561176654125","2"
"Some worries","2012","direct migration background","Rural Area","252","0.596142224493096","0.551205178672899","0.641079270313293","2"
"Some worries","2012","indirect migration background","Rural Area","66","0.467746151966003","0.387359905562341","0.548132398369666","2"
"Some worries","2012","indirect migration background","Urban Area","332","0.508297232677015","0.469775470154901","0.54681899519913","2"
"Big worries","2013","no migration background","Urban Area","3372","0.323813046235699","0.314789910822477","0.332836181648922","1"
"Big worries","2013","no migration background","Rural Area","1906","0.321966427782362","0.310252910791466","0.333679944773258","1"
"Big worries","2013","direct migration background","Urban Area","327","0.270500441220955","0.24619344639591","0.294807436046","1"
"Big worries","2013","direct migration background","Rural Area","103","0.231896916987631","0.189739405422248","0.274054428553014","1"
"Big worries","2013","indirect migration background","Rural Area","31","0.178035725572","0.113743466330465","0.242327984813535","1"
"Big worries","2013","indirect migration background","Urban Area","127","0.213699411133391","0.180223468690445","0.247175353576337","1"
"No worries","2013","no migration background","Rural Area","1120","0.180864538576585","0.171214901176794","0.190514175976376","3"
"No worries","2013","no migration background","Urban Area","1622","0.161956250083928","0.15485214932841","0.169060350839445","3"
"No worries","2013","direct migration background","Urban Area","258","0.195355150164234","0.173660666746018","0.21704963358245","3"
"No worries","2013","direct migration background","Rural Area","79","0.217881477096495","0.176646650992543","0.259116303200446","3"
"No worries","2013","indirect migration background","Urban Area","124","0.226892350888584","0.192689149156329","0.261095552620839","3"
"No worries","2013","indirect migration background","Rural Area","27","","","","3"
"Some worries","2013","no migration background","Urban Area","5337","0.514230703680373","0.504593058288358","0.523868349072389","2"
"Some worries","2013","no migration background","Rural Area","3086","0.497169033641053","0.484634174405433","0.509703892876673","2"
