"plh0034","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","16-34 y.","Urban Area","896","0.367062480063994","0.348641164825243","0.385483795302744"
"Big worries","2009","16-34 y.","Rural Area","462","0.3680979744631","0.342246282349431","0.393949666576769"
"Big worries","2009","35-65 y.","Urban Area","3305","0.506754790332747","0.494511870850144","0.518997709815349"
"Big worries","2009","35-65 y.","Rural Area","1775","0.532804699191759","0.516134568259993","0.549474830123525"
"Big worries","2009","66 and older","Urban Area","1514","0.566438820021091","0.547791136341596","0.585086503700586"
"Big worries","2009","66 and older","Rural Area","800","0.522817435840595","0.496983642224029","0.54865122945716"
"Some worries","2009","16-34 y.","Urban Area","1323","0.488098812208799","0.468995126664786","0.507202497752811"
"Some worries","2009","16-34 y.","Rural Area","661","0.470058437690426","0.443305449079663","0.496811426301188"
"Some worries","2009","35-65 y.","Urban Area","2683","0.42264005866605","0.410543459866254","0.434736657465845"
"Some worries","2009","35-65 y.","Rural Area","1391","0.389248871955257","0.372957728239121","0.405540015671392"
"Some worries","2009","66 and older","Urban Area","945","0.328437542157639","0.310765253533756","0.346109830781522"
"Some worries","2009","66 and older","Rural Area","477","0.365746623416044","0.340835550797719","0.390657696034369"
"No worries","2009","16-34 y.","Urban Area","411","0.144838707727207","0.131388265764545","0.15828914968987"
"No worries","2009","16-34 y.","Rural Area","214","0.161843587846474","0.14210151854495","0.181585657147997"
"No worries","2009","35-65 y.","Urban Area","418","0.0706051510012038","0.0643321848005914","0.0768781172018161"
"No worries","2009","35-65 y.","Rural Area","275","0.0779464288529842","0.0689890293748191","0.0869038283311492"
"No worries","2009","66 and older","Urban Area","254","0.10512363782127","0.093582333223936","0.116664942418603"
"No worries","2009","66 and older","Rural Area","159","0.111435940743361","0.0951606826491038","0.127711198837618"
"Big worries","2010","16-34 y.","Urban Area","565","0.238567171304854","0.221533365573856","0.255600977035852"
"Big worries","2010","16-34 y.","Rural Area","276","0.241454937137632","0.216953417380746","0.265956456894519"
"Big worries","2010","35-65 y.","Urban Area","2390","0.385405857580373","0.373020718619665","0.397790996541082"
"Big worries","2010","35-65 y.","Rural Area","1278","0.422107660980097","0.404755107856447","0.439460214103747"
"Big worries","2010","66 and older","Urban Area","1247","0.484068384467669","0.464972617893991","0.503164151041348"
"Big worries","2010","66 and older","Rural Area","621","0.442529596395909","0.416132223625059","0.468926969166758"
"Some worries","2010","16-34 y.","Urban Area","1318","0.537600718992214","0.517674309718384","0.557527128266044"
"Some worries","2010","16-34 y.","Rural Area","665","0.574576414385766","0.546271036032248","0.602881792739284"
"Some worries","2010","35-65 y.","Urban Area","2944","0.498725792152347","0.486002013248713","0.511449571055981"
"Some worries","2010","35-65 y.","Rural Area","1499","0.479242322012019","0.461690438834243","0.496794205189796"
"Some worries","2010","66 and older","Urban Area","1106","0.394204913676809","0.375532022901926","0.412877804451692"
"Some worries","2010","66 and older","Rural Area","573","0.43917916828724","0.412803008119936","0.465555328454543"
"No worries","2010","16-34 y.","Urban Area","522","0.223832109702931","0.207173851827212","0.240490367578651"
"No worries","2010","16-34 y.","Rural Area","231","0.183968648476601","0.161786193111364","0.206151103841839"
"No worries","2010","35-65 y.","Urban Area","598","0.11586835026728","0.107723400684608","0.124013299849951"
"No worries","2010","35-65 y.","Rural Area","335","0.0986500170078833","0.0881733387563716","0.109126695259395"
"No worries","2010","66 and older","Urban Area","278","0.121726701855522","0.109232876405923","0.134220527305121"
"No worries","2010","66 and older","Rural Area","166","0.118291235316852","0.101127275094194","0.135455195539509"
"Big worries","2011","16-34 y.","Urban Area","570","0.205270657411026","0.190524659656201","0.220016655165851"
"Big worries","2011","16-34 y.","Rural Area","259","0.20602743394684","0.184563655298248","0.227491212595433"
"Big worries","2011","35-65 y.","Urban Area","2306","0.319817441665756","0.309049451553837","0.330585431777676"
"Big worries","2011","35-65 y.","Rural Area","1340","0.34639841669715","0.331685877877806","0.361110955516494"
"Big worries","2011","66 and older","Urban Area","1225","0.35789189606357","0.341585459811159","0.37419833231598"
"Big worries","2011","66 and older","Rural Area","621","0.359885878530371","0.337150231519582","0.382621525541159"
"Some worries","2011","16-34 y.","Urban Area","1536","0.541082470350891","0.522889644662261","0.559275296039522"
"Some worries","2011","16-34 y.","Rural Area","748","0.541442851215276","0.514999654728554","0.567886047701997"
"Some worries","2011","35-65 y.","Urban Area","3858","0.534830827042545","0.523315281724149","0.546346372360941"
"Some worries","2011","35-65 y.","Rural Area","2127","0.520756874470676","0.505310072580388","0.536203676360964"
"Some worries","2011","66 and older","Urban Area","1583","0.481035808350651","0.464040210402228","0.498031406299074"
"Some worries","2011","66 and older","Rural Area","805","0.474028594969613","0.450375958981553","0.497681230957672"
"No worries","2011","16-34 y.","Urban Area","776","0.253646872238083","0.237761842323328","0.269531902152838"
"No worries","2011","16-34 y.","Rural Area","357","0.252529714837884","0.229473175836935","0.275586253838833"
"No worries","2011","35-65 y.","Urban Area","1043","0.145351731291699","0.137214537799194","0.153488924784204"
"No worries","2011","35-65 y.","Rural Area","551","0.132844708832174","0.122350161886279","0.143339255778069"
"No worries","2011","66 and older","Urban Area","512","0.161072295585779","0.148568215643517","0.173576375528041"
"No worries","2011","66 and older","Rural Area","286","0.166085526500017","0.14845672204628","0.183714330953754"
"Big worries","2012","16-34 y.","Urban Area","711","0.254980494802598","0.238842434763471","0.271118554841724"
"Big worries","2012","16-34 y.","Rural Area","331","0.251295184239549","0.22777049479983","0.274819873679267"
"Big worries","2012","35-65 y.","Urban Area","2793","0.394669650280196","0.383239052858876","0.406100247701517"
"Big worries","2012","35-65 y.","Rural Area","1717","0.41678685773605","0.401701070038642","0.431872645433458"
"Big worries","2012","66 and older","Urban Area","1476","0.429396160203723","0.412621781129539","0.446170539277906"
"Big worries","2012","66 and older","Rural Area","779","0.427379603751665","0.404670758057235","0.450088449446095"
"Some worries","2012","16-34 y.","Urban Area","1480","0.542330306855854","0.52388346434199","0.560777149369718"
"Some worries","2012","16-34 y.","Rural Area","682","0.529071159953304","0.501999730360094","0.556142589546513"
"Some worries","2012","35-65 y.","Urban Area","3414","0.48799902275639","0.476309394221196","0.499688651291584"
"Some worries","2012","35-65 y.","Rural Area","1902","0.470621828821307","0.455349109138073","0.485894548504542"
"Some worries","2012","66 and older","Urban Area","1451","0.436597073192109","0.419789694347017","0.453404452037202"
"Some worries","2012","66 and older","Rural Area","785","0.427135225329453","0.404428029247064","0.449842421411843"
"No worries","2012","16-34 y.","Urban Area","611","0.202689198341548","0.187804393257823","0.217574003425274"
"No worries","2012","16-34 y.","Rural Area","293","0.219633655807148","0.197180612543617","0.242086699070679"
"No worries","2012","35-65 y.","Urban Area","817","0.117331326963414","0.109805370747581","0.124857283179247"
"No worries","2012","35-65 y.","Rural Area","484","0.112591313442643","0.102919417552743","0.122263209332542"
"No worries","2012","66 and older","Urban Area","418","0.134006766604168","0.122462385814456","0.145551147393881"
