"m11104","year","age_gr","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1987","35-65 y.","","","",""
"At lease once a week","1987","66 and older","","","",""
"Almost never or never","1988","16-34 y.","1471","0.340946754895321","0.325938200180323","0.355955309610319"
"Almost never or never","1988","35-65 y.","3282","0.600466494071442","0.586953473708552","0.613979514434333"
"Almost never or never","1988","66 and older","890","0.860991678565774","0.83992538703839","0.882057970093157"
"Several times a year","1988","16-34 y.","731","0.20390468005942","0.191148181827936","0.216661178290904"
"Several times a year","1988","35-65 y.","569","0.127636384245397","0.11843045872468","0.136842309766113"
"Several times a year","1988","66 and older","32","0.0304184819496201","0.0199609513067168","0.0408760125925234"
"At least once a month","1988","16-34 y.","280","0.0767119672066587","0.0682856946245568","0.0851382397887607"
"At least once a month","1988","35-65 y.","223","0.0507499908621997","0.0446946342063457","0.0568053475180538"
"At least once a month","1988","66 and older","18","","",""
"At lease once a week","1988","16-34 y.","1350","0.3784365978386","0.36308072089624","0.39379247478096"
"At lease once a week","1988","35-65 y.","973","0.221147130820961","0.209697280607196","0.232596981034726"
"At lease once a week","1988","66 and older","96","0.0914704794862357","0.0739163938473204","0.109024565125151"
"Almost never or never","1989","16-34 y.","","","",""
"Almost never or never","1989","35-65 y.","","","",""
"Almost never or never","1989","66 and older","","","",""
"Several times a year","1989","16-34 y.","","","",""
"Several times a year","1989","35-65 y.","","","",""
"Several times a year","1989","66 and older","","","",""
"At least once a month","1989","16-34 y.","","","",""
"At least once a month","1989","35-65 y.","","","",""
"At least once a month","1989","66 and older","","","",""
"At lease once a week","1989","16-34 y.","","","",""
"At lease once a week","1989","35-65 y.","","","",""
"At lease once a week","1989","66 and older","","","",""
"Almost never or never","1990","16-34 y.","1953","0.286487622882141","0.274323599824375","0.298651645939907"
"Almost never or never","1990","35-65 y.","4050","0.497237557280812","0.485518850091366","0.508956264470257"
"Almost never or never","1990","66 and older","1205","0.811204644953933","0.791185481287215","0.83122380862065"
"Several times a year","1990","16-34 y.","1179","0.240654384006619","0.22915326278337","0.252155505229868"
"Several times a year","1990","35-65 y.","1165","0.191674807697071","0.18244926544687","0.200900349947272"
"Several times a year","1990","66 and older","84","0.0598419967413141","0.0477084288357485","0.0719755646468797"
"At least once a month","1990","16-34 y.","455","0.0958830222107348","0.0879615351574405","0.103804509264029"
"At least once a month","1990","35-65 y.","462","0.0783805484826372","0.072081190458894","0.0846799065063804"
"At least once a month","1990","66 and older","36","0.0290348836465697","0.0204457982261318","0.0376239690670076"
"At lease once a week","1990","16-34 y.","1720","0.376974970900505","0.363936323156543","0.390013618644468"
"At lease once a week","1990","35-65 y.","1316","0.23270708653948","0.222803289653902","0.242610883425058"
"At lease once a week","1990","66 and older","143","0.0999184746581836","0.084577643686053","0.115259305630314"
"Almost never or never","1991","16-34 y.","","","",""
"Almost never or never","1991","35-65 y.","","","",""
"Almost never or never","1991","66 and older","","","",""
"Several times a year","1991","16-34 y.","","","",""
"Several times a year","1991","35-65 y.","","","",""
"Several times a year","1991","66 and older","","","",""
"At least once a month","1991","16-34 y.","","","",""
"At least once a month","1991","35-65 y.","","","",""
"At least once a month","1991","66 and older","","","",""
"At lease once a week","1991","16-34 y.","","","",""
"At lease once a week","1991","35-65 y.","","","",""
"At lease once a week","1991","66 and older","","","",""
"Almost never or never","1992","16-34 y.","1862","0.330460304429628","0.317339382785612","0.343581226073645"
"Almost never or never","1992","35-65 y.","4299","0.582292858006703","0.570549288477797","0.59403642753561"
"Almost never or never","1992","66 and older","1240","0.862463879608289","0.844631724278743","0.880296034937835"
"Several times a year","1992","16-34 y.","1089","0.227024911116788","0.215339714251936","0.23871010798164"
"Several times a year","1992","35-65 y.","1056","0.161878179902129","0.153107340250343","0.170649019553916"
"Several times a year","1992","66 and older","40","0.024752751948573","0.0167083436115016","0.0327971602856444"
"At least once a month","1992","16-34 y.","425","0.0901725804853959","0.0821828287084325","0.0981623322623593"
"At least once a month","1992","35-65 y.","316","0.0577131557262173","0.0521602229478007","0.063266088504634"
"At least once a month","1992","66 and older","23","","",""
"At lease once a week","1992","16-34 y.","1561","0.352342203968188","0.339017067683757","0.365667340252619"
"At lease once a week","1992","35-65 y.","1104","0.19811580636495","0.188624875039398","0.207606737690502"
"At lease once a week","1992","66 and older","130","0.0967856566930419","0.0814773938935998","0.112093919492484"
"Almost never or never","1993","16-34 y.","","","",""
"Almost never or never","1993","35-65 y.","","","",""
"Almost never or never","1993","66 and older","","","",""
"Several times a year","1993","16-34 y.","","","",""
"Several times a year","1993","35-65 y.","","","",""
"Several times a year","1993","66 and older","","","",""
"At least once a month","1993","16-34 y.","","","",""
"At least once a month","1993","35-65 y.","","","",""
"At least once a month","1993","66 and older","","","",""
"At lease once a week","1993","16-34 y.","","","",""
"At lease once a week","1993","35-65 y.","","","",""
"At lease once a week","1993","66 and older","","","",""
"Almost never or never","1994","16-34 y.","1685","0.32032607691293","0.307087407882688","0.333564745943171"
"Almost never or never","1994","35-65 y.","4066","0.563747229375938","0.551686604141324","0.575807854610552"
"Almost never or never","1994","66 and older","1258","0.853519212346014","0.835413056147264","0.871625368544764"
"Several times a year","1994","16-34 y.","1160","0.237975159198011","0.225892897144041","0.250057421251982"
"Several times a year","1994","35-65 y.","1066","0.177959282774141","0.168657514815208","0.187261050733073"
"Several times a year","1994","66 and older","58","0.0457965442084108","0.0350920506543099","0.0565010377625116"
"At least once a month","1994","16-34 y.","439","0.088287313007007","0.0802376810825104","0.0963369449315037"
"At least once a month","1994","35-65 y.","319","0.0588581851133093","0.0531343188061774","0.0645820514204412"
"At least once a month","1994","66 and older","20","","",""
"At lease once a week","1994","16-34 y.","1488","0.353411450882052","0.339848562534501","0.366974339229603"
"At lease once a week","1994","35-65 y.","1044","0.199435302736612","0.189717731137826","0.209152874335398"
"At lease once a week","1994","66 and older","129","0.0881351283833742","0.0736183902690293","0.102651866497719"
"Almost never or never","1995","16-34 y.","1295","0.225370313131435","0.213707050533542","0.237033575729328"
"Almost never or never","1995","35-65 y.","3387","0.438501453580092","0.426715458356411","0.450287448803773"
"Almost never or never","1995","66 and older","1202","0.77740085844877","0.756536125858985","0.798265591038556"
"Several times a year","1995","16-34 y.","1268","0.257751273324543","0.24554172011944","0.269960826529647"
"Several times a year","1995","35-65 y.","1556","0.228679413933899","0.218703850824831","0.238654977042967"
"Several times a year","1995","66 and older","113","0.0824391957742877","0.0686444763260146","0.0962339152225608"
"At least once a month","1995","16-34 y.","504","0.101279246854217","0.0928575956943992","0.109700898014035"
"At least once a month","1995","35-65 y.","414","0.0728545970895581","0.0666814186750105","0.0790277755041058"
"At least once a month","1995","66 and older","42","0.0267286884404289","0.0186389522757859","0.0348184246050718"
"At lease once a week","1995","16-34 y.","1863","0.415599166689805","0.40184236810712","0.42935596527249"
"At lease once a week","1995","35-65 y.","1452","0.259964535396451","0.249546406102386","0.270382664690515"
"At lease once a week","1995","66 and older","170","0.113431257336513","0.0975256171659797","0.129336897507047"
"Almost never or never","1996","16-34 y.","1491","0.280470385269645","0.267709910223155","0.293230860316134"
"Almost never or never","1996","35-65 y.","3756","0.50266395941965","0.490697100897527","0.514630817941773"
"Almost never or never","1996","66 and older","1260","0.784730683153328","0.764295714913596","0.80516565139306"
"Several times a year","1996","16-34 y.","1273","0.264727420309797","0.252195355008544","0.277259485611051"
"Several times a year","1996","35-65 y.","1331","0.207526006642765","0.197819899289051","0.217232113996479"
"Several times a year","1996","66 and older","96","0.0698655275515633","0.0571911416718793","0.0825399134312472"
"At least once a month","1996","16-34 y.","489","0.0954752263261022","0.0871277618101392","0.103822690842065"
"At least once a month","1996","35-65 y.","385","0.0670437328110916","0.0610578797320797","0.0730295858901036"
"At least once a month","1996","66 and older","48","0.0384301024165899","0.0288725038785224","0.0479877009546574"
"At lease once a week","1996","16-34 y.","1508","0.359326968094456","0.345698026560268","0.372955909628644"
"At lease once a week","1996","35-65 y.","1234","0.222766301126494","0.212807274936352","0.232725327316636"
"At lease once a week","1996","66 and older","150","0.106973686878519","0.0916065417194304","0.122340832037607"
"Almost never or never","1997","16-34 y.","1478","0.2953043157791","0.282141615302169","0.30846701625603"
"Almost never or never","1997","35-65 y.","3807","0.521527361556602","0.509476715589804","0.5335780075234"
"Almost never or never","1997","66 and older","1274","0.807707754318841","0.788138585663767","0.827276922973916"
"Several times a year","1997","16-34 y.","1190","0.259864690487475","0.247210379764577","0.272519001210372"
"Several times a year","1997","35-65 y.","1200","0.187570969226583","0.178153835170302","0.196988103282864"
"Several times a year","1997","66 and older","89","0.0591867519281036","0.0474694308633902","0.070904072992817"
"At least once a month","1997","16-34 y.","408","0.0841623443859567","0.0761515154811412","0.0921731732907723"
"At least once a month","1997","35-65 y.","331","0.0556086071615376","0.0500803244615844","0.0611368898614907"
"At least once a month","1997","66 and older","24","","",""
"At lease once a week","1997","16-34 y.","1538","0.360668649347469","0.346813012460702","0.374524286234236"
"At lease once a week","1997","35-65 y.","1263","0.235293062055278","0.225060242858888","0.245525881251668"
"At lease once a week","1997","66 and older","171","0.118394762325269","0.102352423296527","0.134437101354011"
"Almost never or never","1998","16-34 y.","1191","0.219578177609744","0.207933894273062","0.231222460946427"
"Almost never or never","1998","35-65 y.","3336","0.401946960584968","0.390839713983414","0.413054207186523"
"Almost never or never","1998","66 and older","1414","0.745899270250593","0.726114333501856","0.765684206999329"
"Several times a year","1998","16-34 y.","1279","0.253380632139225","0.241146031227892","0.265615233050557"
"Several times a year","1998","35-65 y.","1758","0.230962092509404","0.221414444155518","0.240509740863291"
"Several times a year","1998","66 and older","166","0.0957993955144366","0.0824240379833068","0.109174753045566"
"At least once a month","1998","16-34 y.","526","0.109598949631045","0.100811770056519","0.118386129205571"
"At least once a month","1998","35-65 y.","533","0.0777212815525544","0.0716559679739467","0.0837865951311621"
"At least once a month","1998","66 and older","47","0.0223431591003","0.0156264408721302","0.0290598773284698"
"At lease once a week","1998","16-34 y.","1859","0.417442240619986","0.403570812814078","0.431313668425894"
"At lease once a week","1998","35-65 y.","1858","0.289369665353073","0.279096587938447","0.299642742767698"
"At lease once a week","1998","66 and older","233","0.135958175134671","0.120381969751803","0.151534380517539"
"Almost never or never","1999","16-34 y.","1345","0.273877281672456","0.26098606654596","0.286768496798951"
"Almost never or never","1999","35-65 y.","3805","0.480868253314843","0.469364202976963","0.492372303652722"
"Almost never or never","1999","66 and older","1484","0.81567619378415","0.797698440203135","0.833653947365165"
"Several times a year","1999","16-34 y.","1250","0.258357068717877","0.245703342190328","0.271010795245427"
"Several times a year","1999","35-65 y.","1439","0.202652687070588","0.193397208556172","0.211908165585003"
"Several times a year","1999","66 and older","92","0.0613551763401858","0.0502285868867637","0.072481765793608"
"At least once a month","1999","16-34 y.","472","0.0991129237352294","0.0904749642781333","0.107750883192326"
"At least once a month","1999","35-65 y.","419","0.0619348765601053","0.0563850033810811","0.0674847497391295"
"At least once a month","1999","66 and older","36","0.02029799387248","0.0137597762479087","0.0268362114970513"
"At lease once a week","1999","16-34 y.","1530","0.368652725874438","0.354706595567762","0.382598856181114"
"At lease once a week","1999","35-65 y.","1583","0.254544183054464","0.244514401632885","0.264573964476043"
"At lease once a week","1999","66 and older","175","0.102670636003184","0.0885976945536202","0.116743577452748"
"Almost never or never","2000","16-34 y.","","","",""
"Almost never or never","2000","35-65 y.","","","",""
"Almost never or never","2000","66 and older","","","",""
"Several times a year","2000","16-34 y.","","","",""
"Several times a year","2000","35-65 y.","","","",""
"Several times a year","2000","66 and older","","","",""
"At least once a month","2000","16-34 y.","","","",""
"At least once a month","2000","35-65 y.","","","",""
"At least once a month","2000","66 and older","","","",""
"At lease once a week","2000","16-34 y.","","","",""
"At lease once a week","2000","35-65 y.","","","",""
"At lease once a week","2000","66 and older","","","",""
"Almost never or never","2001","16-34 y.","1964","0.303638937099036","0.292253522062094","0.315024352135977"
"Almost never or never","2001","35-65 y.","6235","0.49333944974292","0.484467896906004","0.502211002579835"
"Almost never or never","2001","66 and older","2707","0.802551483893776","0.789157198466841","0.815945769320712"
"Several times a year","2001","16-34 y.","1429","0.22144994884185","0.211168982042249","0.231730915641451"
"Several times a year","2001","35-65 y.","2082","0.170369095579219","0.16369786355816","0.177040327600277"
"Several times a year","2001","66 and older","181","0.0526783826970612","0.0451617885479946","0.0601949768461279"
"At least once a month","2001","16-34 y.","579","0.0932535119284841","0.0860535792610253","0.100453444595943"
"At least once a month","2001","35-65 y.","711","0.0621024802661428","0.0578199509746804","0.0663850095576053"
"At least once a month","2001","66 and older","82","0.0223456131943918","0.0173723095451262","0.0273189168436573"
"At lease once a week","2001","16-34 y.","2294","0.381657602130631","0.369629298919162","0.3936859053421"
"At lease once a week","2001","35-65 y.","3172","0.274188974411719","0.266272989644535","0.282104959178903"
"At lease once a week","2001","66 and older","423","0.122424520214771","0.111395609861963","0.133453430567579"
"Almost never or never","2002","16-34 y.","","","",""
"Almost never or never","2002","35-65 y.","","","",""
"Almost never or never","2002","66 and older","","","",""
"Several times a year","2002","16-34 y.","","","",""
"Several times a year","2002","35-65 y.","","","",""
"Several times a year","2002","66 and older","","","",""
"At least once a month","2002","16-34 y.","","","",""
"At least once a month","2002","35-65 y.","","","",""
"At least once a month","2002","66 and older","","","",""
"At lease once a week","2002","16-34 y.","","","",""
"At lease once a week","2002","35-65 y.","","","",""
"At lease once a week","2002","66 and older","","","",""
"Almost never or never","2003","16-34 y.","1318","0.230285432093316","0.219500440330639","0.241070423855993"
"Almost never or never","2003","35-65 y.","4419","0.364537257815255","0.356140391961216","0.372934123669294"
"Almost never or never","2003","66 and older","2537","0.699314257044998","0.684502765044221","0.714125749045775"
"Several times a year","2003","16-34 y.","1339","0.224357442460748","0.213671255032002","0.235043629889494"
"Several times a year","2003","35-65 y.","2633","0.212088357207154","0.204956569931302","0.219220144483006"
"Several times a year","2003","66 and older","308","0.0836046894389934","0.0746641659816391","0.0925452128963476"
"At least once a month","2003","16-34 y.","622","0.106037719788147","0.0981507256261323","0.113924713950162"
"At least once a month","2003","35-65 y.","992","0.0799300324993459","0.0751988834536106","0.0846611815450811"
"At least once a month","2003","66 and older","120","0.0322695564098525","0.0265616098491873","0.0379775029705177"
"At lease once a week","2003","16-34 y.","2575","0.439319405657788","0.426605772144485","0.452033039171091"
"At lease once a week","2003","35-65 y.","4577","0.343444352478245","0.335159874115393","0.351728830841097"
"At lease once a week","2003","66 and older","717","0.184811497106156","0.172274321342085","0.197348672870227"
"Almost never or never","2004","16-34 y.","","","",""
"Almost never or never","2004","35-65 y.","","","",""
"Almost never or never","2004","66 and older","","","",""
"Several times a year","2004","16-34 y.","","","",""
"Several times a year","2004","35-65 y.","","","",""
"Several times a year","2004","66 and older","","","",""
"At least once a month","2004","16-34 y.","","","",""
"At least once a month","2004","35-65 y.","","","",""
"At least once a month","2004","66 and older","","","",""
"At lease once a week","2004","16-34 y.","","","",""
"At lease once a week","2004","35-65 y.","","","",""
"At lease once a week","2004","66 and older","","","",""
"Almost never or never","2005","16-34 y.","1261","0.237030370604943","0.225593279949852","0.248467461260035"
"Almost never or never","2005","35-65 y.","4511","0.406904618649618","0.397957104537111","0.415852132762124"
"Almost never or never","2005","66 and older","2616","0.713157590029262","0.698737297161391","0.727577882897132"
"Several times a year","2005","16-34 y.","1270","0.240579920715302","0.22908434657015","0.252075494860454"
"Several times a year","2005","35-65 y.","2338","0.204662956167083","0.197314619624647","0.212011292709519"
"Several times a year","2005","66 and older","267","0.0680695144091096","0.0600392891011142","0.076099739717105"
"At least once a month","2005","16-34 y.","607","0.118592996183732","0.109897833546673","0.127288158820791"
"At least once a month","2005","35-65 y.","875","0.0797826869777911","0.0748476167115549","0.0847177572440273"
"At least once a month","2005","66 and older","145","0.0343714386385559","0.0285629445516531","0.0401799327254587"
"At lease once a week","2005","16-34 y.","2173","0.403796712496022","0.39060082777395","0.416992597218095"
"At lease once a week","2005","35-65 y.","3856","0.308649738205508","0.300236254971764","0.317063221439251"
"At lease once a week","2005","66 and older","751","0.184401456923073","0.172036857822422","0.196766056023723"
"Almost never or never","2006","16-34 y.","","","",""
"Almost never or never","2006","35-65 y.","","","",""
"Almost never or never","2006","66 and older","","","",""
"Several times a year","2006","16-34 y.","","","",""
"Several times a year","2006","35-65 y.","","","",""
"Several times a year","2006","66 and older","","","",""
"At least once a month","2006","16-34 y.","","","",""
"At least once a month","2006","35-65 y.","","","",""
"At least once a month","2006","66 and older","","","",""
"At lease once a week","2006","16-34 y.","","","",""
"At lease once a week","2006","35-65 y.","","","",""
"At lease once a week","2006","66 and older","","","",""
"Almost never or never","2007","16-34 y.","1159","0.24789722238754","0.235573678404506","0.260220766370573"
"Almost never or never","2007","35-65 y.","4238","0.380990164558494","0.37208806104246","0.389892268074529"
"Almost never or never","2007","66 and older","2810","0.667368682476249","0.653372221526416","0.681365143426083"
"Several times a year","2007","16-34 y.","1042","0.224589249686517","0.212678980317745","0.236499519055288"
"Several times a year","2007","35-65 y.","2245","0.203563508056189","0.196182553663787","0.210944462448591"
"Several times a year","2007","66 and older","353","0.0775425806707844","0.0695975231305899","0.0854876382109788"
"At least once a month","2007","16-34 y.","543","0.115609621656442","0.106483627480074","0.124735615832811"
"At least once a month","2007","35-65 y.","824","0.0694235764650824","0.0647643212773628","0.074082831652802"
"At least once a month","2007","66 and older","138","0.0286917493483895","0.0237325586309765","0.0336509400658025"
"At lease once a week","2007","16-34 y.","1972","0.411903906269501","0.397856915550937","0.425950896988066"
"At lease once a week","2007","35-65 y.","4125","0.346022750920234","0.337302667684213","0.354742834156256"
"At lease once a week","2007","66 and older","1052","0.226396987504577","0.213964782714922","0.238829192294231"
"Almost never or never","2008","16-34 y.","875","0.198519796971689","0.186666155877429","0.21037343806595"
"Almost never or never","2008","35-65 y.","3096","0.300453811479537","0.291744730789309","0.309162892169765"
"Almost never or never","2008","66 and older","2399","0.565264473733084","0.550499164243527","0.58002978322264"
"Several times a year","2008","16-34 y.","910","0.21115878023021","0.199030399190127","0.223287161270293"
"Several times a year","2008","35-65 y.","2280","0.220611283455793","0.212734186776635","0.228488380134951"
"Several times a year","2008","66 and older","461","0.108470126765134","0.0992076492505096","0.117732604279758"
"At least once a month","2008","16-34 y.","496","0.116517205642434","0.106982714031896","0.126051697252972"
"At least once a month","2008","35-65 y.","850","0.0813831326335274","0.0761890402798531","0.0865772249872017"
"At least once a month","2008","66 and older","145","0.0332559218131451","0.0279152683584642","0.0385965752678259"
"At lease once a week","2008","16-34 y.","2069","0.473804217155667","0.458966174847504","0.48864225946383"
"At lease once a week","2008","35-65 y.","4419","0.397551772431143","0.388255004916213","0.406848539946073"
"At lease once a week","2008","66 and older","1325","0.293009477688637","0.279452846757027","0.306566108620248"
"Almost never or never","2009","16-34 y.","848","0.200712015171115","0.18827625734247","0.213147772999761"
"Almost never or never","2009","35-65 y.","3471","0.360852023128925","0.35137179112578","0.370332255132069"
"Almost never or never","2009","66 and older","2605","0.638987200216753","0.624433962189901","0.653540438243606"
"Several times a year","2009","16-34 y.","897","0.220340795809289","0.207472122075663","0.233209469542915"
"Several times a year","2009","35-65 y.","1989","0.203218688537396","0.195275313351891","0.2111620637229"
"Several times a year","2009","66 and older","333","0.0772120179185502","0.0691239336135388","0.0853001022235616"
"At least once a month","2009","16-34 y.","485","0.125046757806226","0.114776944031384","0.135316571581069"
"At least once a month","2009","35-65 y.","716","0.0754027358588075","0.0701905062614304","0.0806149654561846"
"At least once a month","2009","66 and older","135","0.0335176974868177","0.0280640596444121","0.0389713353292234"
"At lease once a week","2009","16-34 y.","1755","0.453900431213369","0.438442543700061","0.469358318726677"
"At lease once a week","2009","35-65 y.","3682","0.360526552474872","0.351048184392496","0.370004920557248"
"At lease once a week","2009","66 and older","1111","0.250283084377879","0.237157560173394","0.263408608582363"
"Almost never or never","2010","16-34 y.","","","",""
"Almost never or never","2010","35-65 y.","","","",""
"Almost never or never","2010","66 and older","","","",""
"Several times a year","2010","16-34 y.","","","",""
"Several times a year","2010","35-65 y.","","","",""
"Several times a year","2010","66 and older","","","",""
"At least once a month","2010","16-34 y.","","","",""
"At least once a month","2010","35-65 y.","","","",""
"At least once a month","2010","66 and older","","","",""
"At lease once a week","2010","16-34 y.","","","",""
"At lease once a week","2010","35-65 y.","","","",""
"At lease once a week","2010","66 and older","","","",""
"Almost never or never","2011","16-34 y.","2248","0.249875926772314","0.239594827990192","0.260157025554435"
"Almost never or never","2011","35-65 y.","6257","0.38041264293012","0.372983273483538","0.387842012376702"
"Almost never or never","2011","66 and older","3080","0.625793293116531","0.612587069163903","0.638999517069158"
"Several times a year","2011","16-34 y.","1305","0.200757012490953","0.191244712226336","0.21026931275557"
"Several times a year","2011","35-65 y.","2907","0.183580022964218","0.177655645351862","0.189504400576573"
"Several times a year","2011","66 and older","384","0.0706640464253139","0.0636705711616824","0.0776575216889454"
"At least once a month","2011","16-34 y.","567","0.0927784527681541","0.0858889002910651","0.099668005245243"
"At least once a month","2011","35-65 y.","1107","0.0685587490606384","0.064691675913947","0.0724258222073298"
"At least once a month","2011","66 and older","141","0.0264069596121553","0.0220311808803144","0.0307827383439961"
"At lease once a week","2011","16-34 y.","2692","0.456588607968579","0.44475989001598","0.468417325921178"
"At lease once a week","2011","35-65 y.","6133","0.367448585045024","0.36007091180643","0.374826258283618"
"At lease once a week","2011","66 and older","1553","0.277135700846","0.264921022132989","0.289350379559012"
"Almost never or never","2012","16-34 y.","","","",""
"Almost never or never","2012","35-65 y.","","","",""
"Almost never or never","2012","66 and older","","","",""
"Several times a year","2012","16-34 y.","","","",""
"Several times a year","2012","35-65 y.","","","",""
"Several times a year","2012","66 and older","","","",""
"At least once a month","2012","16-34 y.","","","",""
"At least once a month","2012","35-65 y.","","","",""
"At least once a month","2012","66 and older","","","",""
"At lease once a week","2012","16-34 y.","","","",""
"At lease once a week","2012","35-65 y.","","","",""
"At lease once a week","2012","66 and older","","","",""
"Almost never or never","2013","16-34 y.","1458","0.180368071897966","0.170329963896371","0.190406179899561"
"Almost never or never","2013","35-65 y.","4740","0.30745932214493","0.300051114501638","0.314867529788222"
"Almost never or never","2013","66 and older","2275","0.476463408639529","0.462562623388812","0.490364193890246"
"Several times a year","2013","16-34 y.","824","0.137834365849972","0.128834486053181","0.146834245646763"
"Several times a year","2013","35-65 y.","2348","0.164460075766587","0.158508793950172","0.170411357583002"
"Several times a year","2013","66 and older","493","0.0987897713259516","0.0904851452422001","0.107094397409703"
"At least once a month","2013","16-34 y.","394","0.0794179081736082","0.0723587472587732","0.0864770690884432"
"At least once a month","2013","35-65 y.","721","0.0504679191423946","0.0469534544017462","0.0539823838830429"
"At least once a month","2013","66 and older","140","0.0299250074338927","0.025182906157451","0.0346671087103344"
"At lease once a week","2013","16-34 y.","2960","0.602379654078454","0.589602561381659","0.615156746775248"
"At lease once a week","2013","35-65 y.","7095","0.477612682946088","0.469593485481817","0.485631880410358"
"At lease once a week","2013","66 and older","2051","0.394821812600627","0.381216978854114","0.408426646347139"
"Almost never or never","2014","16-34 y.","","","",""
"Almost never or never","2014","35-65 y.","","","",""
"Almost never or never","2014","66 and older","","","",""
"Several times a year","2014","16-34 y.","","","",""
"Several times a year","2014","35-65 y.","","","",""
"Several times a year","2014","66 and older","","","",""
"At least once a month","2014","16-34 y.","","","",""
"At least once a month","2014","35-65 y.","","","",""
"At least once a month","2014","66 and older","","","",""
"At lease once a week","2014","16-34 y.","","","",""
"At lease once a week","2014","35-65 y.","","","",""
"At lease once a week","2014","66 and older","","","",""
"Almost never or never","2015","16-34 y.","1937","0.223297802950164","0.213328082678095","0.233267523222233"
"Almost never or never","2015","35-65 y.","5889","0.370536874627489","0.362865299061066","0.378208450193912"
"Almost never or never","2015","66 and older","2601","0.540393024035308","0.526484381996523","0.554301666074093"
"Several times a year","2015","16-34 y.","981","0.139111064789289","0.130826534660154","0.147395594918424"
"Several times a year","2015","35-65 y.","2294","0.155905316853682","0.150142832637372","0.161667801069992"
"Several times a year","2015","66 and older","420","0.0833224815053422","0.0756094350862521","0.0910355279244323"
"At least once a month","2015","16-34 y.","467","0.0808133324701719","0.0742886880643761","0.0873379768759676"
"At least once a month","2015","35-65 y.","857","0.0587171882608353","0.0549827404638392","0.0624516360578315"
"At least once a month","2015","66 and older","125","0.0252193172012919","0.0208435251381818","0.0295951092644021"
"At lease once a week","2015","16-34 y.","3318","0.556777799790375","0.544885518058948","0.568670081521802"
