"ple0011","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2011","no migration background","Female","8429","0.881638245958498","0.875134500166981","0.888141991750015","2"
"No","2011","no migration background","Male","8004","0.927272283325335","0.921772274612432","0.932772292038239","2"
"No","2011","direct migration background","Male","819","0.912174221357099","0.893620576755377","0.930727865958822","2"
"No","2011","direct migration background","Female","987","0.887790760262128","0.869355532138649","0.906225988385608","2"
"No","2011","indirect migration background","Male","366","0.961213265758406","0.941825083735478","0.980601447781333","2"
"No","2011","indirect migration background","Female","379","0.917430306380387","0.891045322818208","0.943815289942567","2"
"Yes","2011","no migration background","Male","560","0.0727277166746646","0.067227707961761","0.0782277253875683","1"
"Yes","2011","no migration background","Female","1048","0.118361754041502","0.111858008249985","0.124865499833019","1"
"Yes","2011","direct migration background","Male","75","0.0878257786429008","0.0692721340411785","0.106379423244623","1"
"Yes","2011","direct migration background","Female","139","0.112209239737872","0.0937740116143921","0.130644467861351","1"
"Yes","2011","indirect migration background","Male","15","","","","1"
"Yes","2011","indirect migration background","Female","39","0.0825696936196125","0.0561847100574331","0.108954677181792","1"
"No","2012","no migration background","Male","","","","","2"
"No","2012","no migration background","Female","","","","","2"
"No","2012","direct migration background","Male","","","","","2"
"No","2012","direct migration background","Female","","","","","2"
"No","2012","indirect migration background","Male","","","","","2"
"No","2012","indirect migration background","Female","","","","","2"
"Yes","2012","no migration background","Male","","","","","1"
"Yes","2012","no migration background","Female","","","","","1"
"Yes","2012","direct migration background","Male","","","","","1"
"Yes","2012","direct migration background","Female","","","","","1"
"Yes","2012","indirect migration background","Male","","","","","1"
"Yes","2012","indirect migration background","Female","","","","","1"
"No","2013","no migration background","Male","7244","0.91837942494896","0.912301171739139","0.924457678158781","2"
"No","2013","no migration background","Female","7803","0.884705504242021","0.87801935936792","0.891391649116122","2"
"No","2013","direct migration background","Male","668","0.905446626748114","0.884293510181899","0.926599743314329","2"
"No","2013","direct migration background","Female","839","0.839668853405019","0.816470916211123","0.862866790598916","2"
"No","2013","indirect migration background","Male","324","0.938421969077664","0.913056054514189","0.96378788364114","2"
"No","2013","indirect migration background","Female","340","0.908776055975571","0.879477649727179","0.938074462223962","2"
"Yes","2013","no migration background","Male","550","0.08162057505104","0.0755423218412194","0.0876988282608606","1"
"Yes","2013","no migration background","Female","962","0.115294495757979","0.108608350883878","0.12198064063208","1"
"Yes","2013","direct migration background","Male","67","0.0945533732518861","0.0734002566856711","0.115706489818101","1"
"Yes","2013","direct migration background","Female","122","0.160331146594981","0.137133209401084","0.183529083788877","1"
"Yes","2013","indirect migration background","Male","21","","","","1"
"Yes","2013","indirect migration background","Female","31","0.0912239440244295","0.0619255377760382","0.120522350272821","1"
"No","2014","no migration background","Male","","","","","2"
"No","2014","no migration background","Female","","","","","2"
"No","2014","direct migration background","Male","","","","","2"
"No","2014","direct migration background","Female","","","","","2"
"No","2014","indirect migration background","Male","","","","","2"
"No","2014","indirect migration background","Female","","","","","2"
"Yes","2014","no migration background","Male","","","","","1"
"Yes","2014","no migration background","Female","","","","","1"
"Yes","2014","direct migration background","Male","","","","","1"
"Yes","2014","direct migration background","Female","","","","","1"
"Yes","2014","indirect migration background","Male","","","","","1"
"Yes","2014","indirect migration background","Female","","","","","1"
"No","2015","no migration background","Male","8208","0.925205529797282","0.919714966548192","0.930696093046371","2"
"No","2015","no migration background","Female","9275","0.88653273100597","0.880436577802934","0.892628884209007","2"
"No","2015","direct migration background","Male","1811","0.917064352164395","0.904811217690494","0.929317486638297","2"
"No","2015","direct migration background","Female","2139","0.880472415797772","0.867425488801524","0.89351934279402","2"
"No","2015","indirect migration background","Male","717","0.951232753391716","0.935849148437704","0.966616358345728","2"
"No","2015","indirect migration background","Female","821","0.93746055010947","0.921462749344943","0.953458350873997","2"
"Yes","2015","no migration background","Male","610","0.0747944702027183","0.069303906953629","0.0802850334518076","1"
