"ple0011","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2011","lower secondary degree","no migration background","764","1","1","1"
"Yes","2011","lower secondary degree","direct migration background","49","1","1","1"
"Yes","2011","lower secondary degree","indirect migration background","23","","",""
"Yes","2011","secondary school degree","no migration background","457","1","1","1"
"Yes","2011","secondary school degree","direct migration background","19","","",""
"Yes","2011","secondary school degree","indirect migration background","15","","",""
"Yes","2011","college entrance qualification","no migration background","338","1","1","1"
"Yes","2011","college entrance qualification","direct migration background","18","","",""
"Yes","2011","college entrance qualification","indirect migration background","10","","",""
"Yes","2011","Other degree","no migration background","17","","",""
"Yes","2011","Other degree","direct migration background","99","1","1","1"
"Yes","2011","Other degree","indirect migration background","3","","",""
"Yes","2011","no degree/no degree yet","no migration background","17","","",""
"Yes","2011","no degree/no degree yet","direct migration background","19","","",""
"Yes","2011","no degree/no degree yet","indirect migration background","2","","",""
"Yes","2012","lower secondary degree","no migration background","","","",""
"Yes","2012","lower secondary degree","direct migration background","","","",""
"Yes","2012","lower secondary degree","indirect migration background","","","",""
"Yes","2012","secondary school degree","no migration background","","","",""
"Yes","2012","secondary school degree","direct migration background","","","",""
"Yes","2012","secondary school degree","indirect migration background","","","",""
"Yes","2012","college entrance qualification","no migration background","","","",""
"Yes","2012","college entrance qualification","direct migration background","","","",""
"Yes","2012","college entrance qualification","indirect migration background","","","",""
"Yes","2012","Other degree","no migration background","","","",""
"Yes","2012","Other degree","direct migration background","","","",""
"Yes","2012","Other degree","indirect migration background","","","",""
"Yes","2012","no degree/no degree yet","no migration background","","","",""
"Yes","2012","no degree/no degree yet","direct migration background","","","",""
"Yes","2012","no degree/no degree yet","indirect migration background","","","",""
"Yes","2013","lower secondary degree","no migration background","637","1","1","1"
"Yes","2013","lower secondary degree","direct migration background","37","1","1","1"
"Yes","2013","lower secondary degree","indirect migration background","24","","",""
"Yes","2013","secondary school degree","no migration background","485","1","1","1"
"Yes","2013","secondary school degree","direct migration background","15","","",""
"Yes","2013","secondary school degree","indirect migration background","11","","",""
"Yes","2013","college entrance qualification","no migration background","339","1","1","1"
"Yes","2013","college entrance qualification","direct migration background","19","","",""
