"ple0011","year","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2011","no migration background","16433","0.90402612666539","0.899727944775338","0.908324308555442","2"
"No","2011","direct migration background","1806","0.898979726201638","0.885838023874928","0.912121428528348","2"
"No","2011","indirect migration background","745","0.941136287399467","0.924816113359002","0.957456461439931","2"
"Yes","2011","no migration background","1608","0.0959738733346099","0.0916756914445576","0.100272055224662","1"
"Yes","2011","direct migration background","214","0.101020273798362","0.0878785714716523","0.114161976125072","1"
"Yes","2011","indirect migration background","54","0.0588637126005335","0.0425435385600692","0.0751838866409977","1"
"No","2012","no migration background","","","","","2"
"No","2012","direct migration background","","","","","2"
"No","2012","indirect migration background","","","","","2"
"Yes","2012","no migration background","","","","","1"
"Yes","2012","direct migration background","","","","","1"
"Yes","2012","indirect migration background","","","","","1"
"No","2013","no migration background","15047","0.901121949555481","0.896575495887781","0.905668403223182","2"
"No","2013","direct migration background","1507","0.870442926916435","0.854460751930487","0.886425101902382","2"
"No","2013","indirect migration background","664","0.924288214672414","0.904911638889436","0.943664790455392","2"
"Yes","2013","no migration background","1512","0.0988780504445187","0.0943315967768182","0.103424504112219","1"
"Yes","2013","direct migration background","189","0.129557073083565","0.113574898097618","0.145539248069513","1"
"Yes","2013","indirect migration background","52","0.0757117853275861","0.0563352095446081","0.0950883611105641","1"
"No","2014","no migration background","","","","","2"
"No","2014","direct migration background","","","","","2"
"No","2014","indirect migration background","","","","","2"
"Yes","2014","no migration background","","","","","1"
"Yes","2014","direct migration background","","","","","1"
"Yes","2014","indirect migration background","","","","","1"
"No","2015","no migration background","17483","0.905339596733635","0.901200490921288","0.909478702545983","2"
"No","2015","direct migration background","3950","0.897995072870667","0.888970980965055","0.907019164776279","2"
"No","2015","indirect migration background","1538","0.944691983390236","0.933605491186338","0.955778475594135","2"
"Yes","2015","no migration background","1733","0.0946604032663647","0.0905212974540174","0.0987995090787121","1"
"Yes","2015","direct migration background","371","0.102004927129333","0.0929808352237212","0.111029019034945","1"
"Yes","2015","indirect migration background","95","0.0553080166097637","0.044221524405865","0.0663945088136624","1"
"No","2016","no migration background","","","","","2"
"No","2016","direct migration background","","","","","2"
"No","2016","indirect migration background","","","","","2"
"Yes","2016","no migration background","","","","","1"
"Yes","2016","direct migration background","","","","","1"
"Yes","2016","indirect migration background","","","","","1"
"No","2017","no migration background","18525","0.905762599374613","0.90174754475335","0.909777653995876","2"
"No","2017","direct migration background","4237","0.890554102270298","0.881598133602296","0.8995100709383","2"
"No","2017","indirect migration background","1583","0.923331692597206","0.910739457079266","0.935923928115146","2"
"Yes","2017","no migration background","1815","0.0942374006253868","0.090222346004124","0.0982524552466496","1"
"Yes","2017","direct migration background","431","0.109445897729702","0.1004899290617","0.118401866397704","1"
"Yes","2017","indirect migration background","132","0.0766683074027941","0.0640760718848541","0.089260542920734","1"
"No","2018","no migration background","","","","","2"
"No","2018","direct migration background","","","","","2"
"No","2018","indirect migration background","","","","","2"
"Yes","2018","no migration background","","","","","1"
"Yes","2018","direct migration background","","","","","1"
"Yes","2018","indirect migration background","","","","","1"
"No","2019","no migration background","18479","0.901487672039044","0.897389234541104","0.905586109536984","2"
"No","2019","direct migration background","3486","0.891511321612174","0.881699122726024","0.901323520498324","2"
"No","2019","indirect migration background","1580","0.933663229136319","0.921871014446248","0.94545544382639","2"
"Yes","2019","no migration background","1831","0.0985123279609556","0.0944138904630156","0.102610765458896","1"
"Yes","2019","direct migration background","373","0.108488678387826","0.0986764795016763","0.118300877273976","1"
"Yes","2019","indirect migration background","131","0.0663367708636812","0.0545445561736102","0.0781289855537523","1"
