"ple0011","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Urban Area","Female","6434","0.884037700531814","0.87665895283115","0.891416448232478","2"
"No","2011","Rural Area","Female","3361","0.882881494746833","0.872641326943504","0.893121662550161","2"
"No","2011","Urban Area","Male","5934","0.923959292214777","0.917446508984702","0.930472075444852","2"
"No","2011","Rural Area","Male","3255","0.933484945612559","0.925201293690377","0.941768597534741","2"
"Yes","2011","Urban Area","Male","429","0.0760407077852229","0.0695279245551475","0.0825534910152982","1"
"Yes","2011","Urban Area","Female","799","0.115962299468185","0.108583551767521","0.12334104716885","1"
"Yes","2011","Rural Area","Male","221","0.0665150543874408","0.0582314024652589","0.0747987063096226","1"
"Yes","2011","Rural Area","Female","427","0.117118505253168","0.106878337449839","0.127358673056496","1"
"No","2012","Urban Area","Female","","","","","2"
"No","2012","Rural Area","Female","","","","","2"
"No","2012","Urban Area","Male","","","","","2"
"No","2012","Rural Area","Male","","","","","2"
"Yes","2012","Urban Area","Male","","","","","1"
"Yes","2012","Urban Area","Female","","","","","1"
"Yes","2012","Rural Area","Male","","","","","1"
"Yes","2012","Rural Area","Female","","","","","1"
"No","2013","Urban Area","Female","5853","0.879138464858133","0.871262426213688","0.887014503502577","2"
"No","2013","Rural Area","Female","3129","0.885106780577407","0.874567597706757","0.895645963448058","2"
"No","2013","Urban Area","Male","5269","0.910606581855086","0.90320305883574","0.918010104874432","2"
"No","2013","Rural Area","Male","2967","0.932138814672111","0.923382164736081","0.940895464608141","2"
"Yes","2013","Urban Area","Female","727","0.120861535141867","0.112985496497423","0.128737573786312","1"
"Yes","2013","Rural Area","Male","202","0.0678611853278893","0.0591045353918594","0.0766178352639193","1"
"Yes","2013","Rural Area","Female","388","0.114893219422592","0.104354036551942","0.125432402293243","1"
"Yes","2013","Urban Area","Male","436","0.0893934181449139","0.0819898951255676","0.0967969411642602","1"
"No","2014","Urban Area","Female","","","","","2"
"No","2014","Rural Area","Female","","","","","2"
"No","2014","Urban Area","Male","","","","","2"
"No","2014","Rural Area","Male","","","","","2"
"Yes","2014","Urban Area","Female","","","","","1"
"Yes","2014","Rural Area","Male","","","","","1"
"Yes","2014","Rural Area","Female","","","","","1"
"Yes","2014","Urban Area","Male","","","","","1"
"No","2015","Urban Area","Male","6961","0.924201163993595","0.918205093742087","0.930197234245103","2"
"No","2015","Urban Area","Female","8022","0.888837271543234","0.882323622247596","0.895350920838872","2"
"No","2015","Rural Area","Female","4213","0.886297446323459","0.877228624898978","0.895366267747939","2"
"No","2015","Rural Area","Male","3775","0.928352505621482","0.9203919241802","0.936313087062764","2"
"Yes","2015","Urban Area","Female","924","0.111162728456766","0.104649079161128","0.117676377752404","1"
"Yes","2015","Urban Area","Male","524","0.0757988360064045","0.0698027657548965","0.0817949062579125","1"
"Yes","2015","Rural Area","Male","257","0.0716474943785183","0.0636869129372364","0.0796080758198003","1"
"Yes","2015","Rural Area","Female","494","0.113702553676541","0.104633732252061","0.122771375101022","1"
"No","2016","Rural Area","Female","","","","","2"
"No","2016","Urban Area","Male","","","","","2"
"No","2016","Urban Area","Female","","","","","2"
"No","2016","Rural Area","Male","","","","","2"
"Yes","2016","Urban Area","Female","","","","","1"
"Yes","2016","Rural Area","Female","","","","","1"
"Yes","2016","Urban Area","Male","","","","","1"
"Yes","2016","Rural Area","Male","","","","","1"
"No","2017","Rural Area","Female","4518","0.872717853294557","0.863518287150741","0.881917419438372","2"
"No","2017","Urban Area","Male","7335","0.923198407494953","0.91733741023829","0.929059404751616","2"
"No","2017","Urban Area","Female","8369","0.889611188837856","0.883256550977797","0.895965826697915","2"
"No","2017","Rural Area","Male","4123","0.930027488169913","0.92249843401675","0.937556542323077","2"
"Yes","2017","Urban Area","Female","973","0.110388811162144","0.104034173302086","0.116743449022203","1"
"Yes","2017","Rural Area","Female","524","0.127282146705443","0.118082580561628","0.136481712849259","1"
"Yes","2017","Urban Area","Male","594","0.076801592505047","0.0709405952483845","0.0826625897617095","1"
"Yes","2017","Rural Area","Male","287","0.0699725118300866","0.0624434576769231","0.0775015659832501","1"
"No","2018","Urban Area","Male","","","","","2"
"No","2018","Urban Area","Female","","","","","2"
"No","2018","Rural Area","Male","","","","","2"
"No","2018","Rural Area","Female","","","","","2"
"Yes","2018","Urban Area","Female","","","","","1"
"Yes","2018","Rural Area","Female","","","","","1"
"Yes","2018","Urban Area","Male","","","","","1"
"Yes","2018","Rural Area","Male","","","","","1"
"No","2019","Urban Area","Male","6740","0.914588755452981","0.908180803075154","0.920996707830808","2"
"No","2019","Urban Area","Female","7335","0.892139890562286","0.885412647274079","0.898867133850493","2"
"No","2019","Rural Area","Male","3973","0.921929514809439","0.913873215551686","0.929985814067191","2"
"No","2019","Rural Area","Female","4151","0.880799532414219","0.871457150353573","0.890141914474866","2"
"Yes","2019","Urban Area","Female","833","0.107860109437714","0.101132866149507","0.114587352725921","1"
"Yes","2019","Rural Area","Female","470","0.119200467585781","0.109858085525134","0.128542849646427","1"
"Yes","2019","Urban Area","Male","568","0.0854112445470189","0.0790032921691919","0.0918191969248459","1"
"Yes","2019","Rural Area","Male","287","0.0780704851905613","0.070014185932809","0.0861267844483137","1"
