"ple0011","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2011","16-34 y.","(Married) couple without C. ","806","0.971041829420374","0.959667929999909","0.982415728840839","2"
"No","2011","16-34 y.","1-pers.-HH","611","0.940268052419396","0.921878679098723","0.958657425740069","2"
"No","2011","16-34 y.","Couple + C. LE 16 ","785","0.970265593974713","0.958561204103446","0.981969983845979","2"
"No","2011","16-34 y.","Couple + C. GT 16 ","1054","0.991391998917972","0.985862006197759","0.996921991638185","2"
"No","2011","35-65 y.","Single parent ","561","0.879554998114662","0.854416979172788","0.904693017056536","2"
"No","2011","35-65 y.","Couple + C. LE 16 ","2173","0.948380111291442","0.939339672034779","0.957420550548104","2"
"No","2011","66 and older","1-pers.-HH","1207","0.828748024943466","0.809323821631863","0.84817222825507","2"
"No","2011","66 and older","(Married) couple without C. ","2979","0.875555914658219","0.864391477893605","0.886720351422833","2"
"No","2011","16-34 y.","Single parent ","430","0.952058972866131","0.932297900297443","0.971820045434819","2"
"No","2011","66 and older","Couple + C. GT 16 ","190","0.931467383246842","0.89679645328982","0.966138313203864","2"
"No","2011","66 and older","Couple + C. LE and GT 16","1","","","","2"
"No","2011","16-34 y.","Couple + C. LE and GT 16","383","0.991434813733195","0.982253747996996","1.00061587946939","2"
"No","2011","35-65 y.","1-pers.-HH","1277","0.852922954132005","0.834945151029221","0.87090075723479","2"
"No","2011","35-65 y.","(Married) couple without C. ","3541","0.908241198480096","0.899240751284806","0.917241645675387","2"
"No","2011","35-65 y.","Couple + C. GT 16 ","1772","0.909260992936398","0.896429593767013","0.922092392105783","2"
"No","2011","35-65 y.","Couple + C. LE and GT 16","779","0.916408173921659","0.897757724869388","0.935058622973929","2"
"No","2011","66 and older","Single parent ","71","0.88228701050992","0.812105498757147","0.952468522262693","2"
"No","2011","66 and older","Couple + C. LE 16 ","5","","","","2"
"Yes","2011","16-34 y.","1-pers.-HH","27","","","","1"
"Yes","2011","16-34 y.","(Married) couple without C. ","29","","","","1"
"Yes","2011","16-34 y.","Single parent ","19","","","","1"
"Yes","2011","16-34 y.","Couple + C. LE 16 ","24","","","","1"
"Yes","2011","16-34 y.","Couple + C. GT 16 ","18","","","","1"
"Yes","2011","16-34 y.","Couple + C. LE and GT 16","4","","","","1"
"Yes","2011","35-65 y.","1-pers.-HH","214","0.147077045867995","0.12909924276521","0.165054848970779","1"
"Yes","2011","35-65 y.","(Married) couple without C. ","411","0.0917588015199035","0.0827583543246134","0.100759248715194","1"
"Yes","2011","35-65 y.","Single parent ","83","0.120445001885338","0.0953069829434636","0.145583020827212","1"
"Yes","2011","35-65 y.","Couple + C. LE 16 ","128","0.0516198887085583","0.0425794494518955","0.060660327965221","1"
"Yes","2011","35-65 y.","Couple + C. GT 16 ","153","0.0907390070636021","0.0779076078942168","0.103570406232987","1"
"Yes","2011","35-65 y.","Couple + C. LE and GT 16","67","0.0835918260783411","0.0649413770260707","0.102242275130612","1"
"Yes","2011","66 and older","1-pers.-HH","238","0.171251975056534","0.15182777174493","0.190676178368137","1"
