"ple0011","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Full Time","no migration background","6423","0.935056510790716","0.92921317423928","0.940899847342151","2"
"No","2011","Full Time","indirect migration background","311","0.958690111107541","0.937283634705608","0.980096587509474","2"
"No","2011","Part Time","no migration background","3821","0.916824414938701","0.908416675680274","0.925232154197129","2"
"No","2011","Part Time","direct migration background","480","0.924382415276813","0.90163659252828","0.947128238025345","2"
"No","2011","Not Working","no migration background","6189","0.866005012820492","0.858061794732813","0.873948230908171","2"
"No","2011","Not Working","direct migration background","724","0.845124950829718","0.820874700609206","0.86937520105023","2"
"No","2011","Not Working","indirect migration background","205","0.880330648824206","0.838014293936412","0.922647003711999","2"
"No","2011","Full Time","direct migration background","602","0.941125175144481","0.92297334823486","0.959277002054102","2"
"No","2011","Part Time","indirect migration background","229","0.963688619868373","0.940071370622901","0.987305869113846","2"
"Yes","2011","Full Time","no migration background","409","0.0649434892092842","0.0591001526578485","0.07078682576072","1"
"Yes","2011","Full Time","direct migration background","44","0.0588748248555188","0.0407229979458975","0.0770266517651401","1"
"Yes","2011","Full Time","indirect migration background","21","","","","1"
"Yes","2011","Part Time","no migration background","323","0.0831755850612987","0.0747678458028711","0.0915833243197263","1"
"Yes","2011","Part Time","direct migration background","39","0.0756175847231875","0.0528717619746549","0.0983634074717202","1"
"Yes","2011","Part Time","indirect migration background","12","","","","1"
"Yes","2011","Not Working","no migration background","876","0.133994987179508","0.126051769091829","0.141938205267187","1"
"Yes","2011","Not Working","direct migration background","131","0.154875049170282","0.13062479894977","0.179125299390794","1"
"Yes","2011","Not Working","indirect migration background","21","","","","1"
"No","2012","Full Time","no migration background","","","","","2"
"No","2012","Full Time","direct migration background","","","","","2"
"No","2012","Full Time","indirect migration background","","","","","2"
"No","2012","Part Time","no migration background","","","","","2"
"No","2012","Part Time","direct migration background","","","","","2"
"No","2012","Not Working","no migration background","","","","","2"
"No","2012","Not Working","direct migration background","","","","","2"
"No","2012","Not Working","indirect migration background","","","","","2"
"No","2012","Part Time","indirect migration background","","","","","2"
"Yes","2012","Full Time","no migration background","","","","","1"
"Yes","2012","Full Time","direct migration background","","","","","1"
"Yes","2012","Full Time","indirect migration background","","","","","1"
"Yes","2012","Part Time","no migration background","","","","","1"
"Yes","2012","Part Time","direct migration background","","","","","1"
"Yes","2012","Part Time","indirect migration background","","","","","1"
"Yes","2012","Not Working","no migration background","","","","","1"
"Yes","2012","Not Working","direct migration background","","","","","1"
"Yes","2012","Not Working","indirect migration background","","","","","1"
"No","2013","Full Time","no migration background","5726","0.932428429950956","0.926135597384141","0.938721262517771","2"
"No","2013","Full Time","indirect migration background","305","0.949789122840132","0.925936691456992","0.973641554223271","2"
"No","2013","Part Time","no migration background","3600","0.913845661529093","0.905059668013176","0.92263165504501","2"
"No","2013","Part Time","direct migration background","415","0.90959436583621","0.883099393926109","0.936089337746311","2"
"No","2013","Full Time","direct migration background","507","0.894806517107818","0.869463817248705","0.920149216966931","2"
"No","2013","Part Time","indirect migration background","207","0.881657915655276","0.83991297618993","0.923402855120622","2"
"No","2013","Not Working","no migration background","5721","0.864412526799743","0.856108379075321","0.872716674524166","2"
"No","2013","Not Working","direct migration background","585","0.826827373942526","0.798449177949662","0.85520556993539","2"
"No","2013","Not Working","indirect migration background","152","0.92327105507028","0.882535804654105","0.964006305486456","2"
"Yes","2013","Full Time","no migration background","386","0.0675715700490439","0.0612787374822288","0.073864402615859","1"
"Yes","2013","Full Time","direct migration background","56","0.105193482892182","0.0798507830330693","0.130536182751295","1"
"Yes","2013","Full Time","indirect migration background","17","","","","1"
"Yes","2013","Part Time","no migration background","318","0.086154338470907","0.0773683449549897","0.0949403319868242","1"
"Yes","2013","Part Time","direct migration background","35","0.0904056341637897","0.0639106622536886","0.116900606073891","1"
"Yes","2013","Part Time","indirect migration background","23","","","","1"
"Yes","2013","Not Working","no migration background","808","0.135587473200257","0.127283325475834","0.143891620924679","1"
"Yes","2013","Not Working","direct migration background","98","0.173172626057474","0.14479443006461","0.201550822050338","1"
"Yes","2013","Not Working","indirect migration background","12","","","","1"
"No","2014","Full Time","no migration background","","","","","2"
"No","2014","Full Time","direct migration background","","","","","2"
"No","2014","Full Time","indirect migration background","","","","","2"
"No","2014","Part Time","no migration background","","","","","2"
"No","2014","Part Time","direct migration background","","","","","2"
"No","2014","Part Time","indirect migration background","","","","","2"
"No","2014","Not Working","no migration background","","","","","2"
"No","2014","Not Working","direct migration background","","","","","2"
"No","2014","Not Working","indirect migration background","","","","","2"
"Yes","2014","Full Time","no migration background","","","","","1"
"Yes","2014","Full Time","direct migration background","","","","","1"
"Yes","2014","Full Time","indirect migration background","","","","","1"
"Yes","2014","Part Time","no migration background","","","","","1"
"Yes","2014","Part Time","direct migration background","","","","","1"
"Yes","2014","Not Working","indirect migration background","","","","","1"
"Yes","2014","Part Time","indirect migration background","","","","","1"
"Yes","2014","Not Working","no migration background","","","","","1"
"Yes","2014","Not Working","direct migration background","","","","","1"
"No","2015","Full Time","indirect migration background","626","0.954753562620296","0.93886065918239","0.970646466058202","2"
"No","2015","Part Time","no migration background","4794","0.912909456045478","0.905269100347353","0.920549811743604","2"
"No","2015","Full Time","direct migration background","1520","0.932118427711062","0.919873165842962","0.944363689579163","2"
"No","2015","Full Time","no migration background","6791","0.937537132221637","0.931965221813688","0.943109042629586","2"
"No","2015","Part Time","direct migration background","1280","0.926570979256516","0.912778957303783","0.94036300120925","2"
"No","2015","Part Time","indirect migration background","496","0.935758882294368","0.914944045509187","0.95657371907955","2"
"No","2015","Not Working","no migration background","5898","0.868170238423778","0.860092463129313","0.876248013718243","2"
"No","2015","Not Working","direct migration background","1150","0.838869797620391","0.819081333649355","0.858658261591428","2"
"No","2015","Not Working","indirect migration background","416","0.936773290103347","0.914110479508012","0.959436100698682","2"
"Yes","2015","Full Time","no migration background","455","0.0624628677783635","0.0568909573704146","0.0680347781863124","1"
"Yes","2015","Full Time","direct migration background","101","0.0678815722889376","0.0556363104208375","0.0801268341570378","1"
"Yes","2015","Full Time","indirect migration background","31","0.0452464373797037","0.0293535339417978","0.0611393408176096","1"
"Yes","2015","Part Time","no migration background","438","0.0870905439545218","0.0794501882563963","0.0947308996526473","1"
"Yes","2015","Part Time","direct migration background","94","0.0734290207434836","0.0596369987907501","0.0872210426962171","1"
"Yes","2015","Not Working","indirect migration background","27","","","","1"
"Yes","2015","Not Working","direct migration background","176","0.161130202379609","0.141341738408572","0.180918666350645","1"
"Yes","2015","Part Time","indirect migration background","37","0.0642411177056319","0.0434262809204502","0.0850559544908135","1"
"Yes","2015","Not Working","no migration background","840","0.131829761576222","0.123751986281757","0.139907536870687","1"
"No","2016","Full Time","direct migration background","","","","","2"
"No","2016","Full Time","indirect migration background","","","","","2"
"No","2016","Part Time","no migration background","","","","","2"
"No","2016","Full Time","no migration background","","","","","2"
"No","2016","Part Time","direct migration background","","","","","2"
"No","2016","Part Time","indirect migration background","","","","","2"
"No","2016","Not Working","no migration background","","","","","2"
"No","2016","Not Working","direct migration background","","","","","2"
"No","2016","Not Working","indirect migration background","","","","","2"
"Yes","2016","Full Time","no migration background","","","","","1"
"Yes","2016","Full Time","direct migration background","","","","","1"
"Yes","2016","Full Time","indirect migration background","","","","","1"
"Yes","2016","Part Time","no migration background","","","","","1"
"Yes","2016","Part Time","direct migration background","","","","","1"
"Yes","2016","Part Time","indirect migration background","","","","","1"
"Yes","2016","Not Working","no migration background","","","","","1"
"Yes","2016","Not Working","direct migration background","","","","","1"
"Yes","2016","Not Working","indirect migration background","","","","","1"
"No","2017","Full Time","no migration background","7444","0.933623515069688","0.928164743810872","0.939082286328504","2"
"No","2017","Full Time","direct migration background","1662","0.938551013183007","0.927350470997517","0.949751555368497","2"
"No","2017","Full Time","indirect migration background","599","0.907091127227798","0.884841985024325","0.929340269431271","2"
"No","2017","Part Time","no migration background","5123","0.912356126657577","0.904949237681441","0.919763015633713","2"
"No","2017","Part Time","direct migration background","1354","0.914248914787882","0.899935559126644","0.928562270449121","2"
"No","2017","Part Time","indirect migration background","577","0.962051897786186","0.946901579143045","0.977202216429328","2"
"No","2017","Not Working","no migration background","5958","0.871896524865634","0.86392493762816","0.879868112103108","2"
"No","2017","Not Working","direct migration background","1221","0.816344470883092","0.796289810412187","0.836399131353997","2"
"No","2017","Not Working","indirect migration background","407","0.906649323577419","0.879769882142214","0.933528765012625","2"
"Yes","2017","Full Time","no migration background","545","0.0663764849303117","0.0609177136714958","0.0718352561891277","1"
"Yes","2017","Full Time","direct migration background","104","0.0614489868169933","0.0502484446315032","0.0726495290024833","1"
"Yes","2017","Full Time","indirect migration background","55","0.092908872772202","0.0706597305687286","0.115158014975675","1"
"Yes","2017","Part Time","no migration background","476","0.087643873342423","0.0802369843662866","0.0950507623185593","1"
"Yes","2017","Not Working","direct migration background","211","0.183655529116908","0.163600868646003","0.203710189587813","1"
"Yes","2017","Part Time","direct migration background","116","0.0857510852121177","0.0714377295508789","0.100064440873356","1"
"Yes","2017","Part Time","indirect migration background","34","0.0379481022138136","0.0227977835706719","0.0530984208569553","1"
"Yes","2017","Not Working","no migration background","794","0.128103475134366","0.120131887896892","0.13607506237184","1"
