"ple0011","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2011","higher education","4240","0.914715415413342","0.90664404193449","0.922786788892195","2"
"No","2011","higher vocational","1330","0.91314319403639","0.898667571220263","0.927618816852516","2"
"No","2011","vocational + Abi","1125","0.943022424297789","0.929956265440292","0.956088583155285","2"
"No","2011","middle vocational","9577","0.902111048938432","0.896440046044852","0.907782051832013","2"
"No","2011","general elemantary","1897","0.862589685358165","0.848164007504166","0.877015363212165","2"
"No","2011","inadequately","209","0.882305712364196","0.840928867760231","0.923682556968161","2"
"No","2011","in school","309","0.986060272241706","0.973071897837515","0.999048646645896","2"
"Yes","2011","in school","4","","","","1"
"Yes","2011","inadequately","24","","","","1"
"Yes","2011","general elemantary","291","0.137410314641834","0.122984636787835","0.151835992495834","1"
"Yes","2011","middle vocational","971","0.0978889510615677","0.0922179481679875","0.103559953955148","1"
"Yes","2011","vocational + Abi","84","0.0569775757022114","0.0439114168447149","0.0700437345597078","1"
"Yes","2011","higher vocational","124","0.0868568059636101","0.0723811831474837","0.101332428779737","1"
"Yes","2011","higher education","360","0.0852845845866578","0.0772132111078052","0.0933559580655103","1"
"No","2012","higher education","","","","","2"
"No","2012","higher vocational","","","","","2"
"No","2012","vocational + Abi","","","","","2"
"No","2012","middle vocational","","","","","2"
"No","2012","general elemantary","","","","","2"
"No","2012","inadequately","","","","","2"
"No","2012","in school","","","","","2"
"Yes","2012","middle vocational","","","","","1"
"Yes","2012","in school","","","","","1"
"Yes","2012","inadequately","","","","","1"
"Yes","2012","general elemantary","","","","","1"
"Yes","2012","vocational + Abi","","","","","1"
"Yes","2012","higher vocational","","","","","1"
"Yes","2012","higher education","","","","","1"
"No","2013","higher education","4132","0.920466588352509","0.912541851191111","0.928391325513907","2"
"No","2013","vocational + Abi","1008","0.898352651034311","0.88051934798154","0.916185954087083","2"
"No","2013","higher vocational","1222","0.9004445533047","0.884371661668587","0.916517444940813","2"
"No","2013","general elemantary","1629","0.868521892056362","0.853189518950799","0.883854265161925","2"
"No","2013","middle vocational","8542","0.894766374384233","0.888582543949512","0.900950204818954","2"
"No","2013","in school","256","0.980920508518481","0.964291677423248","0.997549339613714","2"
"No","2013","inadequately","171","0.870563309759589","0.823448258838886","0.917678360680293","2"
"Yes","2013","inadequately","24","","","","1"
"Yes","2013","higher vocational","111","0.0995554466952999","0.0834825550591866","0.115628338331413","1"
"Yes","2013","general elemantary","237","0.131478107943638","0.116145734838075","0.146810481049201","1"
"Yes","2013","middle vocational","917","0.105233625615767","0.0990497951810458","0.111417456050488","1"
"Yes","2013","in school","4","","","","1"
"Yes","2013","higher education","346","0.0795334116474913","0.0716086744860934","0.0874581488088892","1"
"Yes","2013","vocational + Abi","95","0.101647348965689","0.0838140459129172","0.11948065201846","1"
"No","2014","vocational + Abi","","","","","2"
"No","2014","general elemantary","","","","","2"
"No","2014","higher education","","","","","2"
"No","2014","middle vocational","","","","","2"
"No","2014","higher vocational","","","","","2"
"No","2014","in school","","","","","2"
"No","2014","inadequately","","","","","2"
"Yes","2014","higher vocational","","","","","1"
"Yes","2014","higher education","","","","","1"
"Yes","2014","middle vocational","","","","","1"
"Yes","2014","in school","","","","","1"
