"ple0011","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","2011","16-34 y.","Full Time","1807","0.97287550426871","0.965487083678602","0.980263924858817","2"
"No","2011","16-34 y.","Not Working","1075","0.96482256861533","0.953994487847844","0.975650649382816","2"
"No","2011","35-65 y.","Full Time","5472","0.923358817322163","0.91656511063041","0.930152524013916","2"
"No","2011","35-65 y.","Part Time","2932","0.900477042724748","0.890178594449942","0.910775490999555","2"
"No","2011","66 and older","Full Time","57","0.868224744548479","0.784700832140475","0.951748656956482","2"
"No","2011","66 and older","Part Time","299","0.913360292033464","0.88253887121048","0.944181712856449","2"
"No","2011","66 and older","Not Working","4174","0.8548999209484","0.844943517353677","0.864856324543122","2"
"No","2011","16-34 y.","Part Time","1299","0.964754184308974","0.954873610820153","0.974634757797795","2"
"No","2011","35-65 y.","Not Working","1869","0.835766587640117","0.820379329374466","0.851153845905768","2"
"Yes","2011","16-34 y.","Full Time","50","0.0271244957312901","0.0197360751411826","0.0345129163213975","1"
"Yes","2011","16-34 y.","Part Time","39","0.0352458156910257","0.0253652422022048","0.0451263891798466","1"
"Yes","2011","16-34 y.","Not Working","37","0.03517743138467","0.0243493506171841","0.0460055121521559","1"
"Yes","2011","35-65 y.","Full Time","418","0.0766411826778368","0.0698474759860837","0.08343488936959","1"
"Yes","2011","35-65 y.","Part Time","314","0.0995229572752519","0.0892245090004453","0.109821405550058","1"
"Yes","2011","35-65 y.","Not Working","358","0.164233412359883","0.148846154094232","0.179620670625534","1"
"Yes","2011","66 and older","Full Time","6","","","","1"
"Yes","2011","66 and older","Part Time","21","","","","1"
"Yes","2011","66 and older","Not Working","633","0.1451000790516","0.135143675456878","0.155056482646323","1"
"No","2012","16-34 y.","Full Time","","","","","2"
"No","2012","16-34 y.","Part Time","","","","","2"
"No","2012","16-34 y.","Not Working","","","","","2"
"No","2012","35-65 y.","Full Time","","","","","2"
"No","2012","35-65 y.","Part Time","","","","","2"
"No","2012","66 and older","Full Time","","","","","2"
"No","2012","66 and older","Part Time","","","","","2"
"No","2012","66 and older","Not Working","","","","","2"
"No","2012","35-65 y.","Not Working","","","","","2"
"Yes","2012","16-34 y.","Full Time","","","","","1"
"Yes","2012","16-34 y.","Part Time","","","","","1"
"Yes","2012","16-34 y.","Not Working","","","","","1"
"Yes","2012","35-65 y.","Full Time","","","","","1"
"Yes","2012","35-65 y.","Part Time","","","","","1"
"Yes","2012","35-65 y.","Not Working","","","","","1"
"Yes","2012","66 and older","Full Time","","","","","1"
"Yes","2012","66 and older","Part Time","","","","","1"
"Yes","2012","66 and older","Not Working","","","","","1"
"No","2013","16-34 y.","Full Time","1614","0.976078006260667","0.968713878947292","0.983442133574042","2"
"No","2013","16-34 y.","Not Working","848","0.954926566035384","0.941219261362178","0.968633870708589","2"
"No","2013","35-65 y.","Full Time","4872","0.913177854574528","0.905587948912374","0.920767760236683","2"
"No","2013","35-65 y.","Part Time","2741","0.888836051903296","0.877675011607652","0.89999709219894","2"
"No","2013","16-34 y.","Part Time","1138","0.967153611862225","0.956962520453481","0.97734470327097","2"
"No","2013","35-65 y.","Not Working","1581","0.795327777529069","0.777309118057691","0.813346437000447","2"
"No","2013","66 and older","Full Time","52","0.951810378097991","0.895717715587747","1.00790304060823","2"
"No","2013","66 and older","Part Time","343","0.907301729137365","0.877988352076567","0.936615106198163","2"
"No","2013","66 and older","Not Working","4029","0.871953889089537","0.862266205480642","0.881641572698432","2"
"Yes","2013","16-34 y.","Full Time","40","0.023921993739333","0.0165578664259585","0.0312861210527076","1"
"Yes","2013","16-34 y.","Part Time","37","0.0328463881377748","0.0226552967290305","0.043037479546519","1"
"Yes","2013","16-34 y.","Not Working","32","0.0450734339646164","0.0313661292914107","0.0587807386378221","1"
"Yes","2013","35-65 y.","Full Time","415","0.0868221454254716","0.0792322397633173","0.0944120510876259","1"
"Yes","2013","35-65 y.","Part Time","306","0.111163948096704","0.100002907801059","0.122324988392348","1"
"Yes","2013","35-65 y.","Not Working","345","0.204672222470931","0.186653562999553","0.222690881942309","1"
"Yes","2013","66 and older","Full Time","4","","","","1"
"Yes","2013","66 and older","Part Time","33","0.0926982708626351","0.063384893801837","0.122011647923433","1"
"Yes","2013","66 and older","Not Working","541","0.128046110910463","0.118358427301568","0.137733794519358","1"
"No","2014","16-34 y.","Full Time","","","","","2"
"No","2014","16-34 y.","Part Time","","","","","2"
"No","2014","16-34 y.","Not Working","","","","","2"
"No","2014","35-65 y.","Full Time","","","","","2"
"No","2014","35-65 y.","Part Time","","","","","2"
"No","2014","35-65 y.","Not Working","","","","","2"
"No","2014","66 and older","Full Time","","","","","2"
"No","2014","66 and older","Part Time","","","","","2"
"No","2014","66 and older","Not Working","","","","","2"
"Yes","2014","16-34 y.","Full Time","","","","","1"
"Yes","2014","16-34 y.","Part Time","","","","","1"
"Yes","2014","16-34 y.","Not Working","","","","","1"
"Yes","2014","35-65 y.","Full Time","","","","","1"
"Yes","2014","35-65 y.","Part Time","","","","","1"
"Yes","2014","66 and older","Not Working","","","","","1"
"Yes","2014","35-65 y.","Not Working","","","","","1"
"Yes","2014","66 and older","Full Time","","","","","1"
"Yes","2014","66 and older","Part Time","","","","","1"
"No","2015","16-34 y.","Not Working","1550","0.955740140649873","0.945727894650465","0.965752386649281","2"
"No","2015","35-65 y.","Full Time","6725","0.923264111821405","0.917130432337472","0.929397791305338","2"
"No","2015","16-34 y.","Part Time","1869","0.96217148587669","0.953692885407731","0.970650086345649","2"
"No","2015","16-34 y.","Full Time","2136","0.980333634397782","0.974536794553814","0.986130474241749","2"
"No","2015","35-65 y.","Part Time","4307","0.898563464641784","0.889990445442338","0.907136483841229","2"
"No","2015","35-65 y.","Not Working","2007","0.799770770508213","0.78392829890473","0.815613242111696","2"
"No","2015","66 and older","Full Time","76","0.850598372320745","0.775256084528079","0.925940660113411","2"
"No","2015","66 and older","Part Time","394","0.893167420658842","0.863970828933497","0.922364012384187","2"
"No","2015","66 and older","Not Working","3907","0.873553523707335","0.863772160075626","0.883334887339044","2"
"Yes","2015","16-34 y.","Full Time","68","0.0196663656022182","0.0138695257582507","0.0254632054461856","1"
"Yes","2015","16-34 y.","Part Time","76","0.0378285141233099","0.0293499136543514","0.0463071145922685","1"
"Yes","2015","16-34 y.","Not Working","71","0.0442598593501271","0.0342476133507189","0.0542721053495353","1"
"Yes","2015","35-65 y.","Full Time","509","0.0767358881785949","0.0706022086946622","0.0828695676625277","1"
"Yes","2015","35-65 y.","Part Time","457","0.101436535358216","0.0928635161587708","0.110009554557662","1"
"Yes","2015","66 and older","Not Working","528","0.126446476292665","0.116665112660956","0.136227839924374","1"
"Yes","2015","66 and older","Part Time","36","0.106832579341158","0.0776359876158133","0.136029171066503","1"
"Yes","2015","35-65 y.","Not Working","444","0.200229229491787","0.184386757888304","0.21607170109527","1"
"Yes","2015","66 and older","Full Time","10","","","","1"
"No","2016","16-34 y.","Part Time","","","","","2"
"No","2016","16-34 y.","Not Working","","","","","2"
"No","2016","35-65 y.","Full Time","","","","","2"
"No","2016","16-34 y.","Full Time","","","","","2"
"No","2016","35-65 y.","Part Time","","","","","2"
"No","2016","35-65 y.","Not Working","","","","","2"
"No","2016","66 and older","Full Time","","","","","2"
"No","2016","66 and older","Part Time","","","","","2"
"No","2016","66 and older","Not Working","","","","","2"
"Yes","2016","16-34 y.","Full Time","","","","","1"
