"ple0011","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Full Time","(Married) couple without C. ","2416","0.939096536057645","0.929886224413786","0.948306847701504","2"
"No","2011","Full Time","1-pers.-HH","1048","0.908518532631605","0.891805377963799","0.925231687299411","2"
"No","2011","Full Time","Couple + C. LE 16 ","1487","0.958192458336476","0.948205831601702","0.968179085071251","2"
"No","2011","Full Time","Couple + C. GT 16 ","1383","0.946061896534772","0.934466731331752","0.957657061737792","2"
"No","2011","Part Time","Single parent ","354","0.922002166184278","0.895284418144277","0.948719914224279","2"
"No","2011","Part Time","Couple + C. LE 16 ","1069","0.956103153415597","0.944168936854981","0.968037369976213","2"
"No","2011","Not Working","1-pers.-HH","1536","0.820075440785674","0.802613982014381","0.837536899556968","2"
"No","2011","Not Working","(Married) couple without C. ","3639","0.873732710774922","0.863627188384209","0.883838233165635","2"
"No","2011","Full Time","Single parent ","381","0.928565599108041","0.903846077483006","0.953285120733075","2"
"No","2011","Not Working","Couple + C. GT 16 ","782","0.928562725102274","0.911227949364223","0.945897500840325","2"
"No","2011","Not Working","Couple + C. LE and GT 16","285","0.955699717227943","0.932377143492332","0.979022290963553","2"
"No","2011","Full Time","Couple + C. LE and GT 16","486","0.965230497777628","0.949423914834729","0.981037080720527","2"
"No","2011","Part Time","1-pers.-HH","511","0.880904876064094","0.854361169115909","0.907448583012279","2"
"No","2011","Part Time","(Married) couple without C. ","1271","0.911768632880846","0.89693786093298","0.926599404828712","2"
"No","2011","Part Time","Couple + C. GT 16 ","851","0.948023902962165","0.93348110236282","0.962566703561511","2"
"No","2011","Part Time","Couple + C. LE and GT 16","392","0.904643206904983","0.876520600979539","0.932765812830428","2"
"No","2011","Not Working","Single parent ","327","0.891687498835595","0.86002152414184","0.92335347352935","2"
"No","2011","Not Working","Couple + C. LE 16 ","407","0.91667726791682","0.890912458279978","0.942442077553663","2"
"Yes","2011","Full Time","1-pers.-HH","95","0.0914814673683947","0.0747683127005887","0.108194622036201","1"
"Yes","2011","Full Time","(Married) couple without C. ","174","0.060903463942355","0.0516931522984965","0.0701137755862135","1"
"Yes","2011","Full Time","Single parent ","36","0.0714344008919594","0.0467148792669248","0.0961539225169939","1"
"Yes","2011","Full Time","Couple + C. LE 16 ","56","0.0418075416635236","0.0318209149287494","0.0517941683982978","1"
"Yes","2011","Full Time","Couple + C. GT 16 ","75","0.0539381034652281","0.042342938262208","0.0655332686682481","1"
"Yes","2011","Full Time","Couple + C. LE and GT 16","30","0.0347695022223722","0.0189629192794732","0.0505760851652712","1"
