"ple0011","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2011","1-pers.-HH","Female","1749","0.833028118344699","0.81706183055638","0.848994406133018","2"
"No","2011","Couple + C. GT 16 ","Female","1414","0.937056579277859","0.92483539258621","0.949277765969507","2"
"No","2011","Couple + C. GT 16 ","Male","1602","0.946498434190749","0.935750617675608","0.957246250705889","2"
"No","2011","(Married) couple without C. ","Female","3583","0.882147781312968","0.872273450531711","0.892022112094225","2"
"No","2011","Couple + C. LE and GT 16","Male","593","0.95230329488369","0.93563465737397","0.96897193239341","2"
"No","2011","1-pers.-HH","Male","1346","0.897385234285473","0.881914701781493","0.912855766789453","2"
"No","2011","(Married) couple without C. ","Male","3743","0.923868633531941","0.915699779677083","0.932037487386798","2"
"No","2011","Couple + C. LE and GT 16","Female","570","0.932420172938736","0.912434160773096","0.952406185104375","2"
"No","2011","Single parent ","Male","316","0.943846026396541","0.919119290118634","0.968572762674447","2"
"No","2011","Single parent ","Female","746","0.895585879199083","0.874918598891677","0.916253159506488","2"
"No","2011","Couple + C. LE 16 ","Male","1427","0.954505421084075","0.943931581828313","0.965079260339837","2"
"No","2011","Couple + C. LE 16 ","Female","1536","0.951552975762431","0.941113674099657","0.961992277425204","2"
"Yes","2011","1-pers.-HH","Male","132","0.102614765714527","0.0871442332105469","0.118085298218507","1"
"Yes","2011","1-pers.-HH","Female","347","0.166971881655301","0.151005593866982","0.18293816944362","1"
"Yes","2011","(Married) couple without C. ","Male","306","0.0761313664680592","0.0679625126132015","0.0843002203229168","1"
"Yes","2011","(Married) couple without C. ","Female","513","0.117852218687032","0.107977887905776","0.127726549468289","1"
"Yes","2011","Single parent ","Male","17","","","","1"
"Yes","2011","Single parent ","Female","95","0.104414120800917","0.0837468404935124","0.125081401108322","1"
"Yes","2011","Couple + C. LE 16 ","Male","65","0.0454945789159252","0.034920739660163","0.0560684181716873","1"
"Yes","2011","Couple + C. LE 16 ","Female","89","0.0484470242375693","0.0380077225747956","0.0588863259003429","1"
"Yes","2011","Couple + C. GT 16 ","Male","82","0.0535015658092514","0.0427537492941108","0.0642493823243919","1"
"Yes","2011","Couple + C. GT 16 ","Female","103","0.0629434207221413","0.0507222340304928","0.0751646074137899","1"
"Yes","2011","Couple + C. LE and GT 16","Male","35","0.0476967051163099","0.0310280676065899","0.0643653426260299","1"
"Yes","2011","Couple + C. LE and GT 16","Female","36","0.0675798270612645","0.0475938148956248","0.0875658392269041","1"
"No","2012","Couple + C. GT 16 ","Female","","","","","2"
"No","2012","Couple + C. GT 16 ","Male","","","","","2"
"No","2012","Couple + C. LE and GT 16","Male","","","","","2"
"No","2012","Couple + C. LE and GT 16","Female","","","","","2"
"No","2012","(Married) couple without C. ","Female","","","","","2"
"No","2012","1-pers.-HH","Female","","","","","2"
"No","2012","(Married) couple without C. ","Male","","","","","2"
"No","2012","1-pers.-HH","Male","","","","","2"
"No","2012","Single parent ","Male","","","","","2"
"No","2012","Single parent ","Female","","","","","2"
"No","2012","Couple + C. LE 16 ","Male","","","","","2"
"No","2012","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2012","1-pers.-HH","Male","","","","","1"
"Yes","2012","1-pers.-HH","Female","","","","","1"
"Yes","2012","(Married) couple without C. ","Male","","","","","1"
"Yes","2012","(Married) couple without C. ","Female","","","","","1"
"Yes","2012","Single parent ","Male","","","","","1"
"Yes","2012","Single parent ","Female","","","","","1"
"Yes","2012","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2012","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2012","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2012","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","Female","","","","","1"
"No","2013","Couple + C. LE and GT 16","Female","466","0.939458980205539","0.918492106759103","0.960425853651975","2"
"No","2013","Couple + C. GT 16 ","Male","1302","0.935254891398254","0.922309301828375","0.948200480968133","2"
"No","2013","Couple + C. GT 16 ","Female","1142","0.915575765819759","0.900138521443971","0.931013010195547","2"
"No","2013","Couple + C. LE and GT 16","Male","420","0.944050454930759","0.922697205740877","0.965403704120641","2"
"No","2013","1-pers.-HH","Male","1296","0.88925828412703","0.873094859063603","0.905421709190457","2"
"No","2013","1-pers.-HH","Female","1726","0.848533536794951","0.832919028044303","0.864148045545599","2"
"No","2013","(Married) couple without C. ","Female","3369","0.87649464859328","0.866108526535721","0.886880770650838","2"
"No","2013","(Married) couple without C. ","Male","3515","0.919686865376468","0.911045754591159","0.928327976161778","2"
"No","2013","Single parent ","Male","295","0.938220043898883","0.911590764271739","0.964849323526026","2"
"No","2013","Single parent ","Female","708","0.884592896222644","0.862479833299922","0.906705959145366","2"
"No","2013","Couple + C. LE 16 ","Male","1256","0.9378950559724","0.924875345218911","0.950914766725888","2"
"No","2013","Couple + C. LE 16 ","Female","1381","0.947342872176137","0.935858759015882","0.958826985336392","2"
"Yes","2013","Single parent ","Male","19","","","","1"
"Yes","2013","Single parent ","Female","94","0.115407103777356","0.0932940408546339","0.137520166700078","1"
"Yes","2013","Couple + C. LE 16 ","Male","64","0.0621049440276","0.0490852332741115","0.0751246547810885","1"
"Yes","2013","Couple + C. LE 16 ","Female","72","0.0526571278238628","0.0411730146636077","0.0641412409841179","1"
"Yes","2013","Couple + C. GT 16 ","Male","86","0.0647451086017459","0.0517995190318669","0.0776906981716249","1"
"Yes","2013","Couple + C. GT 16 ","Female","104","0.0844242341802409","0.0689869898044528","0.0998614785560291","1"
"Yes","2013","Couple + C. LE and GT 16","Male","25","","","","1"
"Yes","2013","Couple + C. LE and GT 16","Female","31","0.0605410197944611","0.0395741463480251","0.081507893240897","1"
"Yes","2013","1-pers.-HH","Male","152","0.11074171587297","0.0945782908095425","0.126905140936397","1"
"Yes","2013","1-pers.-HH","Female","299","0.151466463205049","0.135851954454401","0.167080971955697","1"
"Yes","2013","(Married) couple without C. ","Male","285","0.0803131346235316","0.071672023838222","0.0889542454088411","1"
"Yes","2013","(Married) couple without C. ","Female","486","0.12350535140672","0.113119229349162","0.133891473464279","1"
"No","2014","1-pers.-HH","Male","","","","","2"
"No","2014","1-pers.-HH","Female","","","","","2"
"No","2014","Couple + C. GT 16 ","Male","","","","","2"
"No","2014","Couple + C. GT 16 ","Female","","","","","2"
"No","2014","Couple + C. LE and GT 16","Male","","","","","2"
"No","2014","Couple + C. LE and GT 16","Female","","","","","2"
"No","2014","(Married) couple without C. ","Male","","","","","2"
"No","2014","(Married) couple without C. ","Female","","","","","2"
"No","2014","Single parent ","Male","","","","","2"
"No","2014","Single parent ","Female","","","","","2"
"No","2014","Couple + C. LE 16 ","Male","","","","","2"
"No","2014","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2014","Single parent ","Male","","","","","1"
"Yes","2014","Single parent ","Female","","","","","1"
"Yes","2014","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2014","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2014","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2014","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","Female","","","","","1"
"Yes","2014","1-pers.-HH","Female","","","","","1"
"Yes","2014","(Married) couple without C. ","Male","","","","","1"
"Yes","2014","(Married) couple without C. ","Female","","","","","1"
"Yes","2014","1-pers.-HH","Male","","","","","1"
"No","2015","1-pers.-HH","Male","1367","0.89860140735671","0.883340930254383","0.913861884459036","2"
"No","2015","1-pers.-HH","Female","1701","0.844262026436137","0.828445328553121","0.860078724319152","2"
"No","2015","(Married) couple without C. ","Male","3421","0.916880192567453","0.908010127297542","0.925750257837363","2"
"No","2015","(Married) couple without C. ","Female","3328","0.881182822578902","0.870869054076017","0.891496591081787","2"
"No","2015","Couple + C. GT 16 ","Male","1413","0.947284975345126","0.935976345393348","0.958593605296904","2"
"No","2015","Couple + C. GT 16 ","Female","1302","0.929744464862761","0.916375843871106","0.943113085854416","2"
"No","2015","Couple + C. LE and GT 16","Male","1001","0.938241979758428","0.923798561284065","0.952685398232791","2"
"No","2015","Couple + C. LE and GT 16","Female","1017","0.944985156468021","0.931455456988789","0.958514855947253","2"
"No","2015","Single parent ","Male","498","0.940567333469138","0.920457504170973","0.960677162767304","2"
"No","2015","Single parent ","Female","1544","0.862747070352682","0.846845681148457","0.878648459556907","2"
"No","2015","Couple + C. LE 16 ","Male","2745","0.955275634575836","0.9477331987058","0.962818070445871","2"
"No","2015","Couple + C. LE 16 ","Female","3034","0.958580095640137","0.951675158642938","0.965485032637336","2"
"Yes","2015","Single parent ","Male","33","0.0594326665308618","0.0393228372326962","0.0795424958290275","1"
"Yes","2015","Single parent ","Female","255","0.137252929647318","0.121351540443093","0.153154318851543","1"
"Yes","2015","Couple + C. LE 16 ","Male","140","0.0447243654241644","0.0371819295541289","0.0522668012941999","1"
"Yes","2015","Couple + C. LE 16 ","Female","165","0.0414199043598634","0.0345149673626645","0.0483248413570624","1"
"Yes","2015","1-pers.-HH","Male","136","0.10139859264329","0.0861381155409638","0.116659069745617","1"
"Yes","2015","1-pers.-HH","Female","318","0.155737973563863","0.139921275680848","0.171554671446878","1"
"Yes","2015","(Married) couple without C. ","Male","300","0.0831198074325474","0.0742497421626367","0.0919898727024581","1"
"Yes","2015","(Married) couple without C. ","Female","453","0.118817177421098","0.108503408918213","0.129130945923983","1"
"Yes","2015","Couple + C. GT 16 ","Male","87","0.0527150246548743","0.0414063947030963","0.0640236546066523","1"
"Yes","2015","Couple + C. GT 16 ","Female","102","0.0702555351372389","0.0568869141455842","0.0836241561288936","1"
"Yes","2015","Couple + C. LE and GT 16","Male","66","0.0617580202415719","0.0473146017672088","0.076201438715935","1"
"Yes","2015","Couple + C. LE and GT 16","Female","74","0.0550148435319788","0.0414851440527467","0.068544543011211","1"
"No","2016","Couple + C. LE and GT 16","Female","","","","","2"
"No","2016","Couple + C. GT 16 ","Male","","","","","2"
"No","2016","Couple + C. GT 16 ","Female","","","","","2"
"No","2016","Couple + C. LE and GT 16","Male","","","","","2"
"No","2016","1-pers.-HH","Male","","","","","2"
"No","2016","1-pers.-HH","Female","","","","","2"
"No","2016","(Married) couple without C. ","Male","","","","","2"
"No","2016","(Married) couple without C. ","Female","","","","","2"
"No","2016","Single parent ","Male","","","","","2"
"No","2016","Single parent ","Female","","","","","2"
"No","2016","Couple + C. LE 16 ","Male","","","","","2"
"No","2016","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2016","Single parent ","Male","","","","","1"
"Yes","2016","Single parent ","Female","","","","","1"
"Yes","2016","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2016","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2016","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2016","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2016","1-pers.-HH","Male","","","","","1"
"Yes","2016","1-pers.-HH","Female","","","","","1"
"Yes","2016","(Married) couple without C. ","Male","","","","","1"
"Yes","2016","(Married) couple without C. ","Female","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","Female","","","","","1"
"No","2017","Couple + C. GT 16 ","Male","1568","0.937896007016078","0.926334685745807","0.94945732828635","2"
"No","2017","Couple + C. GT 16 ","Female","1464","0.917988530143473","0.904527212485222","0.931449847801724","2"
"No","2017","Couple + C. LE and GT 16","Male","1028","0.936813174204673","0.922448457744777","0.951177890664568","2"
"No","2017","Couple + C. LE and GT 16","Female","1064","0.940211672861825","0.926478642883014","0.953944702840635","2"
"No","2017","1-pers.-HH","Male","1574","0.915833171431985","0.902742712024317","0.928923630839653","2"
"No","2017","1-pers.-HH","Female","1895","0.846608513196972","0.831631588585426","0.861585437808517","2"
"No","2017","(Married) couple without C. ","Male","3748","0.909924397343188","0.901153713388695","0.918695081297681","2"
"No","2017","(Married) couple without C. ","Female","3656","0.875286966046357","0.865253020468389","0.885320911624324","2"
"No","2017","Single parent ","Male","522","0.931305491642027","0.910319085018052","0.952291898266002","2"
"No","2017","Single parent ","Female","1440","0.850406648529037","0.833381583657912","0.867431713400162","2"
"No","2017","Couple + C. LE 16 ","Male","2664","0.960240125846443","0.953007907790222","0.967472343902664","2"
"No","2017","Couple + C. LE 16 ","Female","3010","0.957556789655965","0.950520033712523","0.964593545599407","2"
"Yes","2017","Single parent ","Male","36","0.0686945083579732","0.0477081017339983","0.0896809149819481","1"
"Yes","2017","Single parent ","Female","246","0.149593351470963","0.132568286599838","0.166618416342088","1"
