"ple0011","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Not Employed","direct migration background","724","0.845124950829718","0.820874700609206","0.86937520105023","2"
"No","2011","Not Employed","no migration background","6189","0.866005012820492","0.858061794732813","0.873948230908171","2"
"No","2011","Not Employed","indirect migration background","205","0.880330648824206","0.838014293936412","0.922647003711999","2"
"No","2011","Employed","no migration background","10244","0.928844768526665","0.924035256341002","0.933654280712329","2"
"No","2011","Employed","direct migration background","1082","0.933515161369693","0.919209526842364","0.947820795897021","2"
"No","2011","Employed","indirect migration background","540","0.960729148471666","0.944825146425991","0.976633150517342","2"
"Yes","2011","Not Employed","no migration background","876","0.133994987179508","0.126051769091829","0.141938205267187","1"
"Yes","2011","Not Employed","direct migration background","131","0.154875049170282","0.13062479894977","0.179125299390794","1"
"Yes","2011","Not Employed","indirect migration background","21","","","","1"
"Yes","2011","Employed","no migration background","732","0.0711552314733347","0.0663457192876711","0.0759647436589983","1"
"Yes","2011","Employed","direct migration background","83","0.0664848386303072","0.0521792041029785","0.0807904731576358","1"
"Yes","2011","Employed","indirect migration background","33","0.0392708515283336","0.023366849482658","0.0551748535740092","1"
"No","2012","Not Employed","no migration background","","","","","2"
"No","2012","Not Employed","direct migration background","","","","","2"
"No","2012","Not Employed","indirect migration background","","","","","2"
"No","2012","Employed","no migration background","","","","","2"
"No","2012","Employed","direct migration background","","","","","2"
"No","2012","Employed","indirect migration background","","","","","2"
"Yes","2012","Not Employed","no migration background","","","","","1"
"Yes","2012","Not Employed","direct migration background","","","","","1"
"Yes","2012","Not Employed","indirect migration background","","","","","1"
"Yes","2012","Employed","no migration background","","","","","1"
"Yes","2012","Employed","direct migration background","","","","","1"
"Yes","2012","Employed","indirect migration background","","","","","1"
"No","2013","Not Employed","no migration background","5721","0.864412526799743","0.856108379075321","0.872716674524166","2"
"No","2013","Not Employed","direct migration background","585","0.826827373942526","0.798449177949662","0.85520556993539","2"
"No","2013","Not Employed","indirect migration background","152","0.92327105507028","0.882535804654105","0.964006305486456","2"
"No","2013","Employed","no migration background","9326","0.925841122622648","0.920713129532966","0.93096911571233","2"
"No","2013","Employed","direct migration background","922","0.901458690856405","0.883104914003145","0.919812467709666","2"
"No","2013","Employed","indirect migration background","512","0.924613955066125","0.902589546564743","0.946638363567508","2"
"Yes","2013","Not Employed","no migration background","808","0.135587473200257","0.127283325475834","0.143891620924679","1"
"Yes","2013","Not Employed","direct migration background","98","0.173172626057474","0.14479443006461","0.201550822050338","1"
"Yes","2013","Not Employed","indirect migration background","12","","","","1"
"Yes","2013","Employed","no migration background","704","0.0741588773773523","0.0690308842876702","0.0792868704670344","1"
"Yes","2013","Employed","direct migration background","91","0.0985413091435948","0.0801875322903345","0.116895085996855","1"
"Yes","2013","Employed","indirect migration background","40","0.0753860449338749","0.0533616364324923","0.0974104534352575","1"
"No","2014","Not Employed","no migration background","","","","","2"
"No","2014","Not Employed","direct migration background","","","","","2"
"No","2014","Not Employed","indirect migration background","","","","","2"
"No","2014","Employed","no migration background","","","","","2"
"No","2014","Employed","direct migration background","","","","","2"
"No","2014","Employed","indirect migration background","","","","","2"
"Yes","2014","Not Employed","no migration background","","","","","1"
"Yes","2014","Not Employed","direct migration background","","","","","1"
"Yes","2014","Not Employed","indirect migration background","","","","","1"
"Yes","2014","Employed","no migration background","","","","","1"
"Yes","2014","Employed","direct migration background","","","","","1"
"Yes","2014","Employed","indirect migration background","","","","","1"
"No","2015","Not Employed","no migration background","5898","0.868170238423778","0.860092463129313","0.876248013718243","2"
"No","2015","Not Employed","direct migration background","1150","0.838869797620391","0.819081333649355","0.858658261591428","2"
"No","2015","Not Employed","indirect migration background","416","0.936773290103347","0.914110479508012","0.959436100698682","2"
"No","2015","Employed","no migration background","11585","0.928255568428879","0.923727599047216","0.932783537810542","2"
"No","2015","Employed","direct migration background","2800","0.929598234062686","0.920436259130769","0.938760208994604","2"
"No","2015","Employed","indirect migration background","1122","0.947217338699903","0.934513204531904","0.959921472867902","2"
"Yes","2015","Not Employed","no migration background","840","0.131829761576222","0.123751986281757","0.139907536870687","1"
"Yes","2015","Not Employed","direct migration background","176","0.161130202379609","0.141341738408572","0.180918666350645","1"
"Yes","2015","Not Employed","indirect migration background","27","","","","1"
"Yes","2015","Employed","no migration background","893","0.0717444315711212","0.0672164621894583","0.0762724009527842","1"
"Yes","2015","Employed","direct migration background","195","0.0704017659373134","0.0612397910053957","0.0795637408692311","1"
"Yes","2015","Employed","indirect migration background","68","0.0527826613000966","0.0400785271320975","0.0654867954680957","1"
"No","2016","Not Employed","no migration background","","","","","2"
"No","2016","Not Employed","direct migration background","","","","","2"
"No","2016","Not Employed","indirect migration background","","","","","2"
"No","2016","Employed","no migration background","","","","","2"
"No","2016","Employed","direct migration background","","","","","2"
"No","2016","Employed","indirect migration background","","","","","2"
"Yes","2016","Not Employed","no migration background","","","","","1"
"Yes","2016","Not Employed","direct migration background","","","","","1"
"Yes","2016","Not Employed","indirect migration background","","","","","1"
"Yes","2016","Employed","no migration background","","","","","1"
"Yes","2016","Employed","direct migration background","","","","","1"
"Yes","2016","Employed","indirect migration background","","","","","1"
"No","2017","Not Employed","no migration background","5958","0.871896524865634","0.86392493762816","0.879868112103108","2"
"No","2017","Not Employed","direct migration background","1221","0.816344470883092","0.796289810412187","0.836399131353997","2"
"No","2017","Not Employed","indirect migration background","407","0.906649323577419","0.879769882142214","0.933528765012625","2"
"No","2017","Employed","no migration background","12567","0.925609342230254","0.921197262154046","0.930021422306461","2"
"No","2017","Employed","direct migration background","3016","0.927489332736872","0.918554236241473","0.93642442923227","2"
"No","2017","Employed","indirect migration background","1176","0.929280503463588","0.915153637610233","0.943407369316944","2"
"Yes","2017","Not Employed","no migration background","794","0.128103475134366","0.120131887896892","0.13607506237184","1"
"Yes","2017","Not Employed","direct migration background","211","0.183655529116908","0.163600868646003","0.203710189587813","1"
"Yes","2017","Not Employed","indirect migration background","43","0.0933506764225807","0.066471234987375","0.120230117857786","1"
"Yes","2017","Employed","no migration background","1021","0.0743906577697461","0.0699785776935386","0.0788027378459537","1"
"Yes","2017","Employed","direct migration background","220","0.0725106672631286","0.06357557076773","0.0814457637585271","1"
