"ple0011","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2011","(0) in school","Male","1","","",""
"Yes","2011","(0) in school","Female","3","","",""
"Yes","2011","(1a) inadequately completed","Male","12","","",""
"Yes","2011","(1a) inadequately completed","Female","22","","",""
"Yes","2011","(1b) general elementary school","Male","37","1","1","1"
"Yes","2011","(1b) general elementary school","Female","227","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Male","269","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Female","353","1","1","1"
"Yes","2011","(2b) intermediate general qualification","Male","8","","",""
"Yes","2011","(2b) intermediate general qualification","Female","21","","",""
"Yes","2011","(2a) intermediate vocational","Male","121","1","1","1"
"Yes","2011","(2a) intermediate vocational","Female","279","1","1","1"
"Yes","2011","(2c_gen) general maturity certificate","Male","10","","",""
"Yes","2011","(2c_gen) general maturity certificate","Female","21","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","Male","39","1","1","1"
"Yes","2011","(2c_voc) vocational maturity certificate","Female","72","1","1","1"
"Yes","2011","(3a) lower tertiary education","Male","59","1","1","1"
"Yes","2011","(3a) lower tertiary education","Female","93","1","1","1"
"Yes","2011","(3b) higher tertiary education","Male","90","1","1","1"
"Yes","2011","(3b) higher tertiary education","Female","118","1","1","1"
"Yes","2012","(0) in school","Male","","","",""
"Yes","2012","(0) in school","Female","","","",""
"Yes","2012","(1a) inadequately completed","Male","","","",""
"Yes","2012","(1a) inadequately completed","Female","","","",""
"Yes","2012","(1b) general elementary school","Male","","","",""
"Yes","2012","(1b) general elementary school","Female","","","",""
"Yes","2012","(1c) basic vocational qualification","Male","","","",""
"Yes","2012","(1c) basic vocational qualification","Female","","","",""
"Yes","2012","(2b) intermediate general qualification","Male","","","",""
"Yes","2012","(2b) intermediate general qualification","Female","","","",""
"Yes","2012","(2a) intermediate vocational","Male","","","",""
"Yes","2012","(2a) intermediate vocational","Female","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2012","(3a) lower tertiary education","Male","","","",""
"Yes","2012","(3a) lower tertiary education","Female","","","",""
"Yes","2012","(3b) higher tertiary education","Male","","","",""
"Yes","2012","(3b) higher tertiary education","Female","","","",""
"Yes","2013","(0) in school","Male","3","","",""
"Yes","2013","(0) in school","Female","1","","",""
"Yes","2013","(1a) inadequately completed","Male","11","","",""
"Yes","2013","(1a) inadequately completed","Female","22","","",""
"Yes","2013","(1b) general elementary school","Male","31","1","1","1"
"Yes","2013","(1b) general elementary school","Female","166","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Male","237","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Female","301","1","1","1"
"Yes","2013","(2b) intermediate general qualification","Male","7","","",""
"Yes","2013","(2b) intermediate general qualification","Female","34","1","1","1"
"Yes","2013","(2a) intermediate vocational","Male","146","1","1","1"
"Yes","2013","(2a) intermediate vocational","Female","267","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","Male","8","","",""
"Yes","2013","(2c_gen) general maturity certificate","Female","20","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","Male","42","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","Female","85","1","1","1"
"Yes","2013","(3a) lower tertiary education","Male","61","1","1","1"
"Yes","2013","(3a) lower tertiary education","Female","87","1","1","1"
"Yes","2013","(3b) higher tertiary education","Male","88","1","1","1"
"Yes","2013","(3b) higher tertiary education","Female","110","1","1","1"
"Yes","2014","(0) in school","Male","","","",""
"Yes","2014","(0) in school","Female","","","",""
"Yes","2014","(1a) inadequately completed","Male","","","",""
"Yes","2014","(1a) inadequately completed","Female","","","",""
"Yes","2014","(1b) general elementary school","Male","","","",""
"Yes","2014","(1b) general elementary school","Female","","","",""
"Yes","2014","(1c) basic vocational qualification","Male","","","",""
"Yes","2014","(1c) basic vocational qualification","Female","","","",""
"Yes","2014","(2b) intermediate general qualification","Male","","","",""
"Yes","2014","(2b) intermediate general qualification","Female","","","",""
"Yes","2014","(2a) intermediate vocational","Male","","","",""
"Yes","2014","(2a) intermediate vocational","Female","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2014","(3a) lower tertiary education","Male","","","",""
"Yes","2014","(3a) lower tertiary education","Female","","","",""
"Yes","2014","(3b) higher tertiary education","Male","","","",""
"Yes","2014","(3b) higher tertiary education","Female","","","",""
"Yes","2015","(0) in school","Male","1","","",""
"Yes","2015","(0) in school","Female","5","","",""
"Yes","2015","(1a) inadequately completed","Male","22","","",""
"Yes","2015","(1a) inadequately completed","Female","45","1","1","1"
"Yes","2015","(1b) general elementary school","Male","61","1","1","1"
"Yes","2015","(1b) general elementary school","Female","185","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Male","246","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Female","319","1","1","1"
"Yes","2015","(2b) intermediate general qualification","Male","14","","",""
"Yes","2015","(2b) intermediate general qualification","Female","36","1","1","1"
"Yes","2015","(2a) intermediate vocational","Male","166","1","1","1"
"Yes","2015","(2a) intermediate vocational","Female","361","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Male","18","","",""
"Yes","2015","(2c_gen) general maturity certificate","Female","39","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","Male","54","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","Female","143","1","1","1"
"Yes","2015","(3a) lower tertiary education","Male","67","1","1","1"
"Yes","2015","(3a) lower tertiary education","Female","94","1","1","1"
"Yes","2015","(3b) higher tertiary education","Male","112","1","1","1"
"Yes","2015","(3b) higher tertiary education","Female","156","1","1","1"
"Yes","2016","(0) in school","Male","","","",""
"Yes","2016","(0) in school","Female","","","",""
"Yes","2016","(1a) inadequately completed","Male","","","",""
"Yes","2016","(1a) inadequately completed","Female","","","",""
"Yes","2016","(1b) general elementary school","Male","","","",""
"Yes","2016","(1b) general elementary school","Female","","","",""
"Yes","2016","(1c) basic vocational qualification","Male","","","",""
"Yes","2016","(1c) basic vocational qualification","Female","","","",""
"Yes","2016","(2b) intermediate general qualification","Male","","","",""
"Yes","2016","(2b) intermediate general qualification","Female","","","",""
"Yes","2016","(2a) intermediate vocational","Male","","","",""
"Yes","2016","(2a) intermediate vocational","Female","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2016","(3a) lower tertiary education","Male","","","",""
"Yes","2016","(3a) lower tertiary education","Female","","","",""
"Yes","2016","(3b) higher tertiary education","Male","","","",""
"Yes","2016","(3b) higher tertiary education","Female","","","",""
"Yes","2017","(0) in school","Male","3","","",""
"Yes","2017","(0) in school","Female","10","","",""
"Yes","2017","(1a) inadequately completed","Male","23","","",""
"Yes","2017","(1a) inadequately completed","Female","51","1","1","1"
"Yes","2017","(1b) general elementary school","Male","66","1","1","1"
"Yes","2017","(1b) general elementary school","Female","170","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Male","277","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Female","285","1","1","1"
"Yes","2017","(2b) intermediate general qualification","Male","12","","",""
"Yes","2017","(2b) intermediate general qualification","Female","56","1","1","1"
"Yes","2017","(2a) intermediate vocational","Male","187","1","1","1"
"Yes","2017","(2a) intermediate vocational","Female","384","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","Male","26","","",""
"Yes","2017","(2c_gen) general maturity certificate","Female","45","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Male","67","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Female","161","1","1","1"
"Yes","2017","(3a) lower tertiary education","Male","64","1","1","1"
"Yes","2017","(3a) lower tertiary education","Female","109","1","1","1"
"Yes","2017","(3b) higher tertiary education","Male","131","1","1","1"
"Yes","2017","(3b) higher tertiary education","Female","188","1","1","1"
"Yes","2018","(0) in school","Male","","","",""
"Yes","2018","(0) in school","Female","","","",""
"Yes","2018","(1a) inadequately completed","Male","","","",""
"Yes","2018","(1a) inadequately completed","Female","","","",""
"Yes","2018","(1b) general elementary school","Male","","","",""
"Yes","2018","(1b) general elementary school","Female","","","",""
"Yes","2018","(1c) basic vocational qualification","Male","","","",""
"Yes","2018","(1c) basic vocational qualification","Female","","","",""
"Yes","2018","(2b) intermediate general qualification","Male","","","",""
"Yes","2018","(2b) intermediate general qualification","Female","","","",""
"Yes","2018","(2a) intermediate vocational","Male","","","",""
"Yes","2018","(2a) intermediate vocational","Female","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2018","(3a) lower tertiary education","Male","","","",""
"Yes","2018","(3a) lower tertiary education","Female","","","",""
"Yes","2018","(3b) higher tertiary education","Male","","","",""
"Yes","2018","(3b) higher tertiary education","Female","","","",""
"Yes","2019","(0) in school","Male","2","","",""
"Yes","2019","(0) in school","Female","3","","",""
"Yes","2019","(1a) inadequately completed","Male","26","","",""
"Yes","2019","(1a) inadequately completed","Female","44","1","1","1"
"Yes","2019","(1b) general elementary school","Male","72","1","1","1"
"Yes","2019","(1b) general elementary school","Female","127","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Male","243","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Female","259","1","1","1"
"Yes","2019","(2b) intermediate general qualification","Male","17","","",""
"Yes","2019","(2b) intermediate general qualification","Female","52","1","1","1"
"Yes","2019","(2a) intermediate vocational","Male","197","1","1","1"
"Yes","2019","(2a) intermediate vocational","Female","377","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","Male","29","","",""
"Yes","2019","(2c_gen) general maturity certificate","Female","44","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","Male","75","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","Female","141","1","1","1"
"Yes","2019","(3a) lower tertiary education","Male","87","1","1","1"
"Yes","2019","(3a) lower tertiary education","Female","108","1","1","1"
"Yes","2019","(3b) higher tertiary education","Male","166","1","1","1"
"Yes","2019","(3b) higher tertiary education","Female","193","1","1","1"
