"ple0011","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Hamburg","295","0.909830107087964","0.878199775624724","0.941460438551203","2"
"No","2011","Mecklenburg-Western Pomerania","465","0.87698508047461","0.848727211435703","0.905242949513517","2"
"No","2011","North Rhine-Westphalia","3756","0.902342181235927","0.893316048483053","0.911368313988801","2"
"No","2011","Lower Saxony","1759","0.910021403894637","0.897221907374032","0.922820900415242","2"
"No","2011","Brandenburg","809","0.913059403972234","0.894538676807597","0.931580131136871","2"
"No","2011","Saxony","1304","0.919043514107529","0.904806058069143","0.933280970145914","2"
"No","2011","Schleswig-Holstein","598","0.917337709951705","0.89621693543275","0.93845848447066","2"
"No","2011","Thuringia","811","0.896924568184644","0.876948563590207","0.916900572779081","2"
"No","2011","Bremen","121","0.937774049797883","0.895761300314534","0.979786799281232","2"
"No","2011","Saxony-Anhalt","787","0.905367072801174","0.885916967831117","0.92481717777123","2"
"No","2011","Hesse","1279","0.886429629034065","0.869909333201178","0.902949924866951","2"
"No","2011","Rhineland-Palatinate,Saarland","1093","0.909215540309436","0.893040850425099","0.925390230193773","2"
"No","2011","Baden-Württemberg","2310","0.916024448188682","0.905150307975755","0.926898588401609","2"
"No","2011","Bavaria","2890","0.897561724750103","0.887057390201287","0.908066059298918","2"
"No","2011","Berlin","707","0.897640887715081","0.876409333908523","0.918872441521638","2"
"Yes","2011","Schleswig-Holstein","55","0.0826622900482951","0.0615415155293403","0.10378306456725","1"
"Yes","2011","Hamburg","20","","","","1"
"Yes","2011","Lower Saxony","161","0.089978596105363","0.0771790995847576","0.102778092625968","1"
"Yes","2011","Bremen","6","","","","1"
"Yes","2011","North Rhine-Westphalia","399","0.0976578187640729","0.0886316860111993","0.106683951516946","1"
"Yes","2011","Hesse","138","0.113570370965935","0.0970500751330485","0.130090666798822","1"
"Yes","2011","Rhineland-Palatinate,Saarland","119","0.0907844596905642","0.0746097698062274","0.106959149574901","1"
"Yes","2011","Baden-Württemberg","189","0.0839755518113184","0.0731014115983913","0.0948496920242455","1"
"Yes","2011","Bavaria","311","0.102438275249897","0.0919339407010817","0.112942609798713","1"
"Yes","2011","Berlin","76","0.102359112284919","0.081127558478362","0.123590666091477","1"
